taxon,glottocode,xd_ids,soc_ids
Selkup,selk1253,,
Nenets,nene1251,,
Hungarian,hung1274,,
Mansi,mans1258,,
Khanty,fare1244,,
Udmurt,udmu1245,,
Komi,komi1269,,
Mari,east2328,,
Mordvin,erzy1239,,
Northern_Sami,nort2671,,
Ume_Sami,umes1235,,
Skolt_Sami,skol1241,,
Estonian,esto1258,,
Livonian,livv1244,,
Karelian,kare1335,,
Veps,veps1250,,
Finnish,finn1318,,
