taxon,glottocode,xd_ids,soc_ids
chor1273,chor1273,xd1319,Sa3
huas1242,huas1242,xd1297,Nj11
kaqc1270,kaqc1270,xd1311,Sa11
kich1262,kich1262,xd1313,Sa13
laca1243,laca1243,xd1310,Sa10
mamm1241,mamm1241,xd1324,Sa8
popt1235,popt1235,xd1315,Sa15
poqo1253,poqo1253,xd1317,Sa17
tzel1254,tzel1254,xd1318,Sa2
yuca1254,yuca1254,xd1322,Sa6
