taxon,glottocode,xd_ids,soc_ids
hano1247,hano1247,xd1270,Nh2
jeme1245,jeme1245,xd1284,Nh8
kiow1266,kiow1266,xd1216,"B243, Ne17"
nort1550,nort1550,xd1285,Nh9
sani1273,sani1273,xd1261,Nh11
sant1421,sant1421,xd1277,Nh26
sout2961,sout2961,xd1260,Nh10
taos1236,taos1236,xd1282,Nh6
