91982	kate	flower	mcelhanon-1967	âri-	(its) flower	094.1e04
91100	kate	good	mcelhanon-1967	biaŋne	good	
92108	kate	to-vomit	mcelhanon-1967	maŋu-	(he) vomits	
91114	kate	hot	mcelhanon-1967	dzoc	hot	
92388	kate	to-blow	mcelhanon-1967	ficne-	(he) blows	094.354c
90610	kate	round	mcelhanon-1967	orâŋ orâŋ	round	094.1e8a
91506	kate	hand	mcelhanon-1967	me-	(his) hand	094.1de3
90778	kate	long	mcelhanon-1967	dzoricne	long	094.1df0
92234	kate	sister	mcelhanon-1967	seŋ-	(his) sister	094.1eaa
91128	kate	new	mcelhanon-1967	gbâricne	new	094.1e87
91912	kate	short	mcelhanon-1967	bembeŋ	short	094.1f25
90526	kate	that	mcelhanon-1967	i	that	1275
92402	kate	to-swell	mcelhanon-1967	siwiŋne-	(it) swells	094.1edc
91142	kate	dry	mcelhanon-1967	kereŋke-	(it is) dry	094.1deb
91786	kate	to-fall	mcelhanon-1967	waha-	(he) falls	094.1e20
90792	kate	big	mcelhanon-1967	kâcgbene	big	
92248	kate	father	mcelhanon-1967	mamac-	(his) father	094.4a8
91156	kate	cold	mcelhanon-1967	mâteŋne	cold	094.1f44
92010	kate	stick	mcelhanon-1967	gbaru	stick	094.1e28
90624	kate	full	mcelhanon-1967	fuse-	(it is) full	094.1ee4
92122	kate	to-laugh	mcelhanon-1967	gâwie-	(he) laughs	094.1ee3
91170	kate	name	mcelhanon-1967	dzâne-	(its) name	094.1e0a
91744	kate	right-side	mcelhanon-1967	fâre	right (side)	094.1e73
91184	kate	not	mcelhanon-1967	mi	not	094.1f51
91674	kate	they	mcelhanon-1967	yaŋe	they	094.1f0c
90806	kate	small	mcelhanon-1967	piticne	small	
90918	kate	fat	mcelhanon-1967	wokemaŋ	(its) fat	094.1f56
90540	kate	this	mcelhanon-1967	dzi	this	094.1f03
91548	kate	foot	mcelhanon-1967	kike-	(its) foot	094.1e1c
91198	kate	to-burn	mcelhanon-1967	dza-	(it) burns	094.1e08
92136	kate	to-suck	mcelhanon-1967	apuru-	(he) sucks	
90820	kate	star	mcelhanon-1967	bâpiŋ	star	094.1e3a
92262	kate	mother	mcelhanon-1967	neŋgoc-	(his) mother	094.1f5c
91212	kate	road	mcelhanon-1967	hata	road	
91800	kate	to-turn	mcelhanon-1967	bârisie-	(he) turns	094.1e65
91226	kate	water	mcelhanon-1967	opâ	water	
91520	kate	tongue	mcelhanon-1967	nameŋ-	(its) tongue	094.1f49
90834	kate	sun	mcelhanon-1967	dzoaŋ	sun	2f20
92346	kate	cloth-clothes	mcelhanon-1967	kporuc	clothing	094.1de6
91240	kate	smoke	mcelhanon-1967	hosâc	smoke	094.1f63
92024	kate	worm	mcelhanon-1967	gbasu	worm	094.1e89
90638	kate	knee	mcelhanon-1967	dieŋ	(his) knee	094.1e85
92290	kate	rope	mcelhanon-1967	muc	rope	
91254	kate	to-hit	mcelhanon-1967	kpa-	(he) hit him	094.1f2f
91898	kate	some	mcelhanon-1967	gâc-	some	094.1ecd
90848	kate	cloud	mcelhanon-1967	karorac	cloud	
92178	kate	old	mcelhanon-1967	raŋgbaŋ	old	094.1ef5
90470	kate	thou	mcelhanon-1967	go	thou	094.1e7f,1972
92164	kate	to-spit	mcelhanon-1967	tâfec-	(he) spits	094.1e9f
91268	kate	to-know	mcelhanon-1967	mana-	(he) knows	094.1de8
91996	kate	fruit	mcelhanon-1967	fâric-	(its) fruit	094.1e51
90652	kate	claw	mcelhanon-1967	misiŋ-	(its) claw	
92038	kate	snake	mcelhanon-1967	homa	snake	094.1e27
91282	kate	sand	mcelhanon-1967	moŋgeŋ	sand	094.1e99
91814	kate	to-throw	mcelhanon-1967	behe-	(he) throws:	
91450	kate	bird	mcelhanon-1967	wipe	bird	
91730	kate	there	mcelhanon-1967	ocna	there	
91296	kate	stone	mcelhanon-1967	kpânâ	stone	
90484	kate	we	mcelhanon-1967	ŋâŋâc	we	094.1f4e
91464	kate	woman	mcelhanon-1967	ŋokac	woman	094.1e2c
91534	kate	tooth	mcelhanon-1967	mic-	(its) tooth	
90862	kate	rain	mcelhanon-1967	hoe	rain	094.1ed9
91604	kate	skin	mcelhanon-1967	sahac-	(its) skin	
90498	kate	who	mcelhanon-1967	moc	who	094.1f2a
91562	kate	tail	mcelhanon-1967	gec-	(its) tail	
91310	kate	mountain	mcelhanon-1967	tiki	mountain	094.1eb2
91926	kate	wind	mcelhanon-1967	mâŋâŋ	wind	094.1eae
90876	kate	belly	mcelhanon-1967	bu-	(its) belly	
92052	kate	animal	mcelhanon-1967	kpowi	animal	
91324	kate	ashes	mcelhanon-1967	dzafe	ashes	094.1e67
91828	kate	to-pull	mcelhanon-1967	fâre-	(he) pulls	094.1e00
90554	kate	one	mcelhanon-1967	mocyaha	one	094.1ec7
92094	kate	to-breathe	mcelhanon-1967	noka-	(its) breath	094.1dfb
91338	kate	earth	mcelhanon-1967	mâreŋ	earth	094.1e7d
91646	kate	he-she	mcelhanon-1967	e	he	094.1ec0
90666	kate	breast	mcelhanon-1967	moŋ-	breast	094.1e95
92318	kate	to-count	mcelhanon-1967	wose-	(he) counts	094.1e11
90890	kate	nose	mcelhanon-1967	sâke-	(its) nose	094.1f54
92066	kate	back	mcelhanon-1967	râpe-	(its) back	
91352	kate	leaf	mcelhanon-1967	rehac-	(its) leaf	094.1ed4
91940	kate	sky	mcelhanon-1967	sambâŋ	sky	094.1ef8
91366	kate	tree	mcelhanon-1967	yâc	tree	094.1e9c
91842	kate	to-push	mcelhanon-1967	tuŋke-	(he) pushes	094.1ec3
90904	kate	heart	mcelhanon-1967	bu hândâŋ-	(its) heart	
92192	kate	warm	mcelhanon-1967	hâroŋne	warm	094.1f18
91478	kate	man	mcelhanon-1967	ŋic	man	094.1e14
91758	kate	left-side	mcelhanon-1967	kpana	left side	094.1e22
91380	kate	root	mcelhanon-1967	gâtâ-	(its) root	094.1e59
91884	kate	to-cut	mcelhanon-1967	hetâcne-	(he) cuts	
90680	kate	to-come	mcelhanon-1967	wefu-	(he) comes	
91702	kate	how	mcelhanon-1967	weniŋuc	how	
91394	kate	seed	mcelhanon-1967	hândâŋ-	(its) seed	094.1e6f
92332	kate	to-play	mcelhanon-1967	mamasiri-	(they) play	
91408	kate	ear	mcelhanon-1967	hatsec-	(its) ear	094.1ebc
92304	kate	to-shoot	mcelhanon-1967	muru-	(he) shoots	
90932	kate	neck	mcelhanon-1967	upe-	its neck	094.1f06
