taxon,glottocode,xd_ids,soc_ids
nina1238,nina1238,xd1358,"B36, Sd6"
sanu1240,sanu1240,xd1360,Sd8
yano1261,yano1261,xd1361,Sd9
yano1262,yano1262,xd1356,Sd4
