taxon,glottocode,xd_ids,soc_ids
cent2126,cent2126,xd650,Ed7
miya1259,miya1259,xd642,Ed15a
nucl1643,nucl1643,xd648,"SCCS117, Ed5"
yaey1239,yaey1239,xd640,Ed13
