Dataset,soc_id,SubCase,Year,VarID_Code,VarID,Code,Comment,EthnoReferences,SourceCodedData,AdminComment
Binford,B1,,1970,1_continuous,1,65,,"Avadhani, 1975; Brosius, 1986; Harrison, 1949; Kedit, 1982; Oldrey, 1975; Sellato, 1994; Urquhart, 1951",Binford_2001_Table_5.01,
Binford,B10,,1900,1_continuous,1,65,,"Bailey, 1863; Seligmann and Seligmann, 1911; Skeat and Blagden, 1906; Spittel, 1945",Binford_2001_Table_5.01,
Binford,B100,,NA,1_continuous,1,60,,"Blundell, 1975; Blundell, 1980; Love, 1917; Love, 1936",Binford_2001_Table_5.01,
Binford,B101,,1934,1_continuous,1,60,,"Kaberry, 1939",Binford_2001_Table_5.01,
Binford,B102,,1909,1_continuous,1,35,,"Memmott, 1983a; Memmott, 1983b",Binford_2001_Table_5.01,
Binford,B103,,1928,1_continuous,1,13,,"Tindale, 1962a; Tindale, 1962b",Binford_2001_Table_5.01,
Binford,B104,,NA,1_continuous,1,55,,,Binford_2001_Table_5.01,
Binford,B105,,1900,1_continuous,1,68,,"Birdsell, 1967; Harris, 1978; Harris, 1982; Roth, 1909",Binford_2001_Table_5.01,
Binford,B106,,1910,1_continuous,1,55,,"Clement, 1903; Radcliffe-Brown, 1912",Binford_2001_Table_5.01,
Binford,B107,,1870,1_continuous,1,24,,"Brayshaw, 1990; Lumholtz, 1889",Binford_2001_Table_5.01,
Binford,B108,,1934,1_continuous,1,65,,"Kaberry, 1939; Nind, 1831",Binford_2001_Table_5.01,
Binford,B109,,1965,1_continuous,1,70,,"Abbie, 1957; Meggitt pers. comm., 1973; Meggitt, 1962",Binford_2001_Table_5.01,
Binford,B11,,1972,1_continuous,1,82,,"Morris, 1982a",Binford_2001_Table_5.01,
Binford,B110,,1880,1_continuous,1,65,,"Peterson and Long, 1986; Tonkinson, 1978",Binford_2001_Table_5.01,
Binford,B111,,1960,1_continuous,1,70,,"Harris, 1978; Peterson and Long, 1986",Binford_2001_Table_5.01,
Binford,B112,,1968,1_continuous,1,80,,"Peterson and Long, 1986",Binford_2001_Table_5.01,
Binford,B113,,1936,1_continuous,1,65,,"Campbell et al., 1936; Gargett and Hayden, 1991; Hayden pers. comm., 1990; Hayden pers. comm., 1992; Long, 1970; Long, 1971; Meggitt, 1962; Myers, 1986; Peterson and Long, 1986",Binford_2001_Table_5.01,
Binford,B114,,1848,1_continuous,1,20,,"Colliver and Woolston, 1975",Binford_2001_Table_5.01,
Binford,B115,,1840,1_continuous,1,55,,"Morwood, 1987; Winterbotham, 1980",Binford_2001_Table_5.01,
Binford,B116,,1900,1_continuous,1,65,,"Duncan-Kemp, 1964",Binford_2001_Table_5.01,
Binford,B117,,1965,1_continuous,1,65,,"Binford field notes, 1974; Campbell et al., 1936; Denham, 1975; O'Connell, 1987",Binford_2001_Table_5.01,
Binford,B118,,1968,1_continuous,1,75,,"Gould, 1968; Gould, 1969; Gould, 1971; Gould, 1977",Binford_2001_Table_5.01,
Binford,B119,,1850,1_continuous,1,35,,"Belshaw, 1978; de Bertrodano, 1978; Gardner, 1978",Binford_2001_Table_5.01,
Binford,B12,,1965,1_continuous,1,45,,"Headland pers. comm., 1992; Headland pers. comm., 1993; Headland, 1986",Binford_2001_Table_5.01,
Binford,B120,,1968,1_continuous,1,65,,"Brokensha, 1975; Campbell et al., 1936; Layton, 1983; Long, 1970; Peterson and Long, 1986; Tindale, 1972; Yengoyan, 1970",Binford_2001_Table_5.01,
Binford,B121,,1900,1_continuous,1,55,,"Gason, 1879; Howitt, 1891; Sturt, 1849a",Binford_2001_Table_5.01,
Binford,B122,,1870,1_continuous,1,65,,"Roberts, 1953; Schulze, 1891",Binford_2001_Table_5.01,
Binford,B123,,1922,1_continuous,1,65,,"Tindale pers. comm., 1965; Tindale pers. comm., 1966; Tindale pers. comm., 1966-68; White, 1915",Binford_2001_Table_5.01,
Binford,B124,,1900,1_continuous,1,55,,"Binford field notes, 1993; Long, 1970; Roberts, 1953; Spencer and Gillen, 1899; Spencer and Gillen, 1927",Binford_2001_Table_5.01,
Binford,B125,,1880,1_continuous,1,45,,"Parker, 1905",Binford_2001_Table_5.01,
Binford,B126,,1912,1_continuous,1,50,,"Peterson and Long, 1986; Tindale pers. comm., 1966.",Binford_2001_Table_5.01,
Binford,B127,,1941,1_continuous,1,55,,"Berndt and Berndt, 1944; Long, 1970",Binford_2001_Table_5.01,
Binford,B128,,1890,1_continuous,1,40,,,Binford_2001_Table_5.01,
Binford,B129,,1840,1_continuous,1,45,,"Cawthorne, 1844; Draper pers. comm., 1993",Binford_2001_Table_5.01,
Binford,B13,,1979,1_continuous,1,35,,"Rai, 1982; Wastl, 1957",Binford_2001_Table_5.01,
Binford,B130,,1910,1_continuous,1,40,,,Binford_2001_Table_5.01,
Binford,B131,,1850,1_continuous,1,45,,,Binford_2001_Table_5.01,
Binford,B132,,1850,1_continuous,1,40,,"Nind, 1831",Binford_2001_Table_5.01,
Binford,B133,,1850,1_continuous,1,35,,"Williams, 1985",Binford_2001_Table_5.01,
Binford,B134,,1850,1_continuous,1,35,,"Cannon, 1983; Gaughwin and Sullivan, 1984",Binford_2001_Table_5.01,
Binford,B135,,1850,1_continuous,1,45,,"Fison and Howitt, 1880; Howitt, 1904",Binford_2001_Table_5.01,
Binford,B136,,1830,1_continuous,1,25,,"Hiatt, 1967; Jones, 1971; Jones, 1972; Plomley, 1983; Roth, 1899",Binford_2001_Table_5.01,
Binford,B137,,1830,1_continuous,1,15,,"Hiatt, 1967; Jones, 1971; Jones, 1972",Binford_2001_Table_5.01,
Binford,B14,,1924,1_continuous,1,50,,"Goodman et al., 1985; Vanoverbergh, 1925",Binford_2001_Table_5.01,
Binford,B143,,1900,1_continuous,1,30,,"Bowen, 1976; Gilg, 1965; Griffen, 1959; Kroeber, 1931; McGee, 1898",Binford_2001_Table_5.01,
Binford,B144,,1870,1_continuous,1,75,,"Bean, 1972; Gifford, 1926b; Kroeber, 1925; Strong, 1929",Binford_2001_Table_5.01,
Binford,B145,,1870,1_continuous,1,75,,"Gifford, 1926b; Strong, 1929",Binford_2001_Table_5.01,
Binford,B146,,1880,1_continuous,1,55,,"Meigs, 1939",Binford_2001_Table_5.01,
Binford,B147,,1850,1_continuous,1,55,,"Kroeber, 1925; Luomala, 1978",Binford_2001_Table_5.01,
Binford,B148,,1860,1_continuous,1,50,,"Cook, 1955; Gayton, 1948a; Gifford, 1926b; Kroeber, 1925; Wallace, 1978b",Binford_2001_Table_5.01,
Binford,B149,,1870,1_continuous,1,60,,"Benedict, 1924; Gifford, 1926b; Kroeber, 1925",Binford_2001_Table_5.01,
Binford,B15,,1940,1_continuous,1,85,,"Fürer-Haimendorf, 1943",Binford_2001_Table_5.01,
Binford,B150,,1860,1_continuous,1,60,,"Gifford, 1926b; Oxendine, 1983; Sparkman, 1908",Binford_2001_Table_5.01,
Binford,B151,,1860,1_continuous,1,45,,"Cook, 1955; Gayton, 1948a; Gayton, 1948b",Binford_2001_Table_5.01,
Binford,B152,,1850,1_continuous,1,50,,"Voegelin, 1938",Binford_2001_Table_5.01,
Binford,B153,,1850,1_continuous,1,60,,"Gifford, 1926b; Goldschmidt pers. comm., 1966; Goldschmidt, 1948",Binford_2001_Table_5.01,
Binford,B154,,1850,1_continuous,1,50,,"Cook, 1955; Gayton, 1948a; Gifford, 1926b; Spier, 1978",Binford_2001_Table_5.01,
Binford,B155,,1850,1_continuous,1,50,,"Barrett, 1908; Gifford, 1926b; Johnson, 1978; Kroeber, 1932",Binford_2001_Table_5.01,
Binford,B156,,1770,1_continuous,1,40,,,Binford_2001_Table_5.01,
Binford,B157,,1870,1_continuous,1,50,,"Gayton, 1948a; Gayton, 1948b; Gifford, 1932b",Binford_2001_Table_5.01,
Binford,B158,,1860,1_continuous,1,60,,"Barrett, 1908; Gifford, 1926b; Loeb, 1926",Binford_2001_Table_5.01,
Binford,B159,,1860,1_continuous,1,65,,"Cook, 1956; Gifford, 1926a",Binford_2001_Table_5.01,
Binford,B16,,1963,1_continuous,1,75,,"Bernatzik, 1951; Flatz, 1963; Nimmanahaeminda and Hartland-Swam, 1962; Pookajorn, 1985; Pookajorn, 1988; Trier, 1981; Velder, 1963",Binford_2001_Table_5.01,
Binford,B160,,1860,1_continuous,1,35,,"Barrett, 1908; Cook and Heizer, 1965; DuBois, 1935",Binford_2001_Table_5.01,
Binford,B161,,1860,1_continuous,1,25,,"Cook and Heizer, 1965",Binford_2001_Table_5.01,
Binford,B162,,1860,1_continuous,1,30,,"Dixon, 1910",Binford_2001_Table_5.01,
Binford,B163,,1850,1_continuous,1,50,,"Cook and Heizer, 1965; Faye, 1923; Kroeber, 1929; Wilson and Towne, 1978",Binford_2001_Table_5.01,
Binford,B164,,1805,1_continuous,1,50,,"Gifford, 1926b",Binford_2001_Table_5.01,
Binford,B165,,1860,1_continuous,1,45,,"Barrett, 1908; Cook, 1956",Binford_2001_Table_5.01,
Binford,B166,,1860,1_continuous,1,40,,"Cook, 1956; Goddard, 1923; Nomland, 1935",Binford_2001_Table_5.01,
Binford,B167,,NA,1_continuous,1,45,,,Binford_2001_Table_5.01,
Binford,B168,,1850,1_continuous,1,40,,"Collier and Thalman, 1991",Binford_2001_Table_5.01,
Binford,B169,,NA,1_continuous,1,40,,"Cook, 1956; Nomland, 1938",Binford_2001_Table_5.01,
Binford,B17,,1963,1_continuous,1,85,,"Gardner, 1965; Gardner, 1972; Gardner, 1988",Binford_2001_Table_5.01,
Binford,B170,,NA,1_continuous,1,60,,"Cook, 1955",Binford_2001_Table_5.01,
Binford,B171,,1850,1_continuous,1,50,,"Cook, 1956; Foster, 1944; Gifford, 1926b",Binford_2001_Table_5.01,
Binford,B172,,1860,1_continuous,1,55,,"Barrett, 1908; Cook and Heizer, 1965; Cook, 1956; Driver, 1936",Binford_2001_Table_5.01,
Binford,B173,,1860,1_continuous,1,50,,"Barrett, 1908; Cook, 1956; Gifford, 1926b; Loeb, 1926",Binford_2001_Table_5.01,
Binford,B174,,1860,1_continuous,1,45,,"Gifford, 1926b; Waterman, 1918",Binford_2001_Table_5.01,
Binford,B175,,1850,1_continuous,1,55,,"Barrett and Gifford, 1933; Barrett, 1908; Cook and Heizer, 1965; Cook, 1955; Gifford, 1916; Gifford, 1926b",Binford_2001_Table_5.01,
Binford,B176,,1860,1_continuous,1,35,,"Gray, 1987",Binford_2001_Table_5.01,
Binford,B177,,1860,1_continuous,1,25,,"Gifford, 1939; Miller, 1978",Binford_2001_Table_5.01,
Binford,B178,,1870,1_continuous,1,25,,"Cook, 1956; Drucker, 1940",Binford_2001_Table_5.01,
Binford,B179,,1860,1_continuous,1,45,,"Cook and Heizer, 1965; Dixon, 1907",Binford_2001_Table_5.01,
Binford,B18,,1963,1_continuous,1,65,,"Sen and Sen, 1955; Williams, 1974",Binford_2001_Table_5.01,
Binford,B180,,1860,1_continuous,1,35,,"Cook, 1956; Gifford, 1926b; Goddard, 1904; Kroeber, 1925; Wallace, 1978a",Binford_2001_Table_5.01,
Binford,B181,,1870,1_continuous,1,10,,"Gray, 1987",Binford_2001_Table_5.01,
Binford,B182,,1860,1_continuous,1,35,,"Cook and Heizer, 1965; Cook, 1956; Schenck and Gifford, 1952",Binford_2001_Table_5.01,
Binford,B183,,1860,1_continuous,1,35,,"Gifford, 1926b",Binford_2001_Table_5.01,
Binford,B184,,1860,1_continuous,1,30,,"Cook, 1956; Gifford, 1926b; Loud, 1918; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B185,,1850,1_continuous,1,50,,"Cook and Heizer, 1965; Dixon, 1905; Gifford, 1926b",Binford_2001_Table_5.01,
Binford,B186,,1850,1_continuous,1,20,,"Cook, 1956; Gifford, 1926b; Heizer and Mills, 1952; Kroeber, 1925; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B187,,1860,1_continuous,1,30,,"Gifford, 1926b; Kniffen, 1926; Kroeber, 1962",Binford_2001_Table_5.01,
Binford,B188,,1860,1_continuous,1,45,,"Gifford, 1926b; Ray, 1963",Binford_2001_Table_5.01,
Binford,B189,,1860,1_continuous,1,30,,"Gifford, 1926b; Spier, 1930",Binford_2001_Table_5.01,
Binford,B19,,1946,1_continuous,1,90,,"Ehrenfels, 1952",Binford_2001_Table_5.01,
Binford,B190,,1760,1_continuous,1,70,,"Aschmann, 1967; Baegert, 1863; Baegert, 1865",Binford_2001_Table_5.01,
Binford,B191,,1570,1_continuous,1,65,,,Binford_2001_Table_5.01,
Binford,B192,,1860,1_continuous,1,75,,"Smith, 1978; Steward, 1938",Binford_2001_Table_5.01,
Binford,B193,,1800,1_continuous,1,30,,"Bolton, 1916; Schaedel, 1949; Stiles, 1906",Binford_2001_Table_5.01,
Binford,B194,,1715,1_continuous,1,65,,,Binford_2001_Table_5.01,
Binford,B195,,1850,1_continuous,1,65,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B196,,1870,1_continuous,1,60,,"Corbusier, 1886; Gifford, 1932a",Binford_2001_Table_5.01,
Binford,B197,,1860,1_continuous,1,60,,"Steward, 1936; Steward, 1938",Binford_2001_Table_5.01,
Binford,B198,,1870,1_continuous,1,65,,"Hayden, 1936; Hrdli?ka, 1909; Kniffen, 1935; Kroeber, 1935",Binford_2001_Table_5.01,
Binford,B199,,1860,1_continuous,1,60,,"Steward, 1938; Voegelin, 1938; Zigmond, 1986",Binford_2001_Table_5.01,
Binford,B2,,1968,1_continuous,1,65,,"Cadelina, 1982; Eder, 1978; Eder, 1984; Eder, 1987; Warren, 1964",Binford_2001_Table_5.01,
Binford,B20,,1974,1_continuous,1,75,,"Bhanu, 1982; Bhanu, 1992",Binford_2001_Table_5.01,
Binford,B200,,1860,1_continuous,1,60,,"Steward, 1936; Steward, 1938",Binford_2001_Table_5.01,
Binford,B201,,1860,1_continuous,1,50,,"Kelly and Fowler, 1986; Kelly, 1964",Binford_2001_Table_5.01,
Binford,B202,,1870,1_continuous,1,65,,"Gifford, 1926b; Liljeblad and Fowler, 1986; Lowie, 1909; Steward, 1933; Steward, 1938",Binford_2001_Table_5.01,
Binford,B203,,1860,1_continuous,1,55,,"Steward, 1938; Thomas, 1983",Binford_2001_Table_5.01,
Binford,B204,,1860,1_continuous,1,60,,"Euler and Fowler, 1966; Euler, 1972; Hrdli?ka, 1909; Kelly and Fowler, 1986; Kelly, 1964; Knack, 1975; Stoffle and Evans, 1978",Binford_2001_Table_5.01,
Binford,B205,,1870,1_continuous,1,48,,"Davis, 1965",Binford_2001_Table_5.01,
Binford,B206,,1860,1_continuous,1,55,,"Fowler and Liljeblad, 1986; Steward, 1938",Binford_2001_Table_5.01,
Binford,B207,,1860,1_continuous,1,30,,"Gould and Plew, 1996; Gould pers. comm., 1992; Murphy and Murphy, 1960; Steward, 1938",Binford_2001_Table_5.01,
Binford,B208,,1860,1_continuous,1,50,,"Boas, 1899; Fowler and Liljeblad, 1986; Fowler, 1966",Binford_2001_Table_5.01,
Binford,B209,,1860,1_continuous,1,40,,"Boas, 1899; Callaway et al., 1986; Janetski, 1983",Binford_2001_Table_5.01,
Binford,B21,,1978,1_continuous,1,90,,"Bird, 1983; Bird-David, 1987",Binford_2001_Table_5.01,
Binford,B210,,1870,1_continuous,1,50,,"Fowler, 1992",Binford_2001_Table_5.01,
Binford,B211,,1860,1_continuous,1,50,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B212,,1870,1_continuous,1,40,,"Gifford, 1926b; Riddell, 1960",Binford_2001_Table_5.01,
Binford,B213,,1870,1_continuous,1,45,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B214,,1860,1_continuous,1,50,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B215,,1870,1_continuous,1,45,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B216,,1860,1_continuous,1,40,,"Boas, 1899; Ewers, 1955; Harris, 1940; Lowie, 1924; Steward, 1938",Binford_2001_Table_5.01,
Binford,B217,,1860,1_continuous,1,55,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B218,,1860,1_continuous,1,45,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B219,,1860,1_continuous,1,40,,"Cook, 1955; Gayton, 1948a; Gifford, 1926b; Gifford, 1932b; Whiting, 1964",Binford_2001_Table_5.01,
Binford,B22,,1900,1_continuous,1,10,,"Batchelor, 1927; Hitchcock, 1891; Landor, 1893; Watanabe, 1964; Watanabe, 1972",Binford_2001_Table_5.01,
Binford,B221,,1860,1_continuous,1,40,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B222,,1860,1_continuous,1,35,,"Callaway et al., 1986; Hrdli?ka, 1909; Smith, 1974",Binford_2001_Table_5.01,
Binford,B223,,1870,1_continuous,1,45,,"Lowie, 1924",Binford_2001_Table_5.01,
Binford,B224,,1860,1_continuous,1,50,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B225,,1850,1_continuous,1,48,,"d'Azevedo, 1963; Downs, 1966; Gifford, 1926b; Price, 1962",Binford_2001_Table_5.01,
Binford,B226,,1870,1_continuous,1,50,,"Brink, 1969; Kelly, 1932",Binford_2001_Table_5.01,
Binford,B227,,1860,1_continuous,1,20,,"Lowie, 1924; Shimkin, 1947; Steward, 1974a",Binford_2001_Table_5.01,
Binford,B228,,1860,1_continuous,1,55,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B229,,1860,1_continuous,1,30,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B23,,1900,1_continuous,1,10,,"Qiu, 1983",Binford_2001_Table_5.01,
Binford,B230,,1860,1_continuous,1,40,,"Boas, 1899; Smith, 1974; Steward, 1974b; Stewart, 1941",Binford_2001_Table_5.01,
Binford,B231,,1870,1_continuous,1,45,,"Whiting, 1950",Binford_2001_Table_5.01,
Binford,B232,,1860,1_continuous,1,20,,"Boas, 1899; Steward, 1938",Binford_2001_Table_5.01,
Binford,B233,,1860,1_continuous,1,45,,"Steward, 1938",Binford_2001_Table_5.01,
Binford,B234,,1860,1_continuous,1,35,,"Boas, 1899; Steward, 1974b",Binford_2001_Table_5.01,
Binford,B24,,1900,1_continuous,1,5,,"Lee, 1967; Shimkin, 1939",Binford_2001_Table_5.01,
Binford,B240,,1880,1_continuous,1,60,,"Basehart pers. comm., 1972; Hrdli?ka, 1909; Swanton, 1952",Binford_2001_Table_5.01,
Binford,B241,,1870,1_continuous,1,20,,"Goldstein, 1934; Wallace and Hoebel, 1952",Binford_2001_Table_5.01,
Binford,B242,,1880,1_continuous,1,60,,"Basehart, 1972; Morice, 1906b; Opler, 1937",Binford_2001_Table_5.01,
Binford,B243,,1870,1_continuous,1,20,,"Bamforth, 1988; Mishkin, 1940; Newcomb, 1961",Binford_2001_Table_5.01,
Binford,B244,,1860,1_continuous,1,10,,"Bamforth, 1988; Ewers, 1955",Binford_2001_Table_5.01,
Binford,B245,,1860,1_continuous,1,15,,"Bushnell, 1922; Gussow, 1954; Moore, 1987; Moore, 1991",Binford_2001_Table_5.01,
Binford,B246,,1860,1_continuous,1,20,,"Eggan, 1937; Flannery, 1953; Gussow et al., 1974; Hilger, 1952",Binford_2001_Table_5.01,
Binford,B248,,1870,1_continuous,1,20,,"Bamforth, 1988; Denig, 1953; Denig, 1961; Ewers, 1955; Kelly, 1995",Binford_2001_Table_5.01,
Binford,B249,,1870,1_continuous,1,10,,"Bushnell, 1922; Culbertson, 1952; Sullivan, 1920",Binford_2001_Table_5.01,
Binford,B25,,1920,1_continuous,1,3,,"Shternberg, 1933",Binford_2001_Table_5.01,
Binford,B250,,1880,1_continuous,1,15,,"Chamberlain, 1892; Turney-High, 1941",Binford_2001_Table_5.01,
Binford,B252,,1860,1_continuous,1,30,,"Boas, 1899; Murphy and Murphy, 1960; Steward, 1938",Binford_2001_Table_5.01,
Binford,B253,,1870,1_continuous,1,20,,"Bamforth, 1988; Culbertson, 1952; Ewers, 1955; Flannery, 1953; Swanton, 1952",Binford_2001_Table_5.01,
Binford,B254,,1850,1_continuous,1,10,,"Skinner, 1914",Binford_2001_Table_5.01,
Binford,B255,,1850,1_continuous,1,20,,"DeJong, 1912; Ewers, 1955; Kehoe, 1993",Binford_2001_Table_5.01,
Binford,B256,,1850,1_continuous,1,20,,"Bushnell, 1922; Ewers, 1955; Ewers, 1971; Lewis, 1973; Robbins, 1971; Wissler, 1911",Binford_2001_Table_5.01,
Binford,B257,,1870,1_continuous,1,20,,"Bushnell, 1922; Culbertson, 1952; Denig, 1930; Lowrie and Clarke, 1832",Binford_2001_Table_5.01,
Binford,B258,,1850,1_continuous,1,10,,"Bamforth, 1988; Bushnell, 1922; Mandelbaum, 1940",Binford_2001_Table_5.01,
Binford,B259,,1850,1_continuous,1,10,,"Bamforth, 1988; Ewers, 1955",Binford_2001_Table_5.01,
Binford,B26,,1900,1_continuous,1,5,,"Jochelson, 1924; Jochelson, 1926; Kreynovich, 1979",Binford_2001_Table_5.01,
Binford,B260,,1880,1_continuous,1,10,,"Bamforth, 1988; Jenness, 1938",Binford_2001_Table_5.01,
Binford,B268,,1880,1_continuous,1,15,,"Drucker, 1990; Kelly, 1995; Suttles, 1990",Binford_2001_Table_5.01,
Binford,B269,,1860,1_continuous,1,10,,"Boas, 1891; Drucker, 1939",Binford_2001_Table_5.01,
Binford,B27,,1933,1_continuous,1,1,,"Chard, 1963; Popov, 1966",Binford_2001_Table_5.01,
Binford,B270,,1870,1_continuous,1,15,,"Smith, 1940a; Smith, 1940b",Binford_2001_Table_5.01,
Binford,B271,,1850,1_continuous,1,10,,"Eells, 1884; Eells, 1887; Elmendorf, 1960; Kelly, 1995",Binford_2001_Table_5.01,
Binford,B272,,1880,1_continuous,1,15,,"Schalk, 1978; Taylor, 1974a; Taylor, 1974b",Binford_2001_Table_5.01,
Binford,B273,,1880,1_continuous,1,5,,"Cybulski, 1990b; Drucker, 1951; Koppert, 1930; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B274,,1850,1_continuous,1,15,,"Ray, 1937; Ray, 1938; Silverstein, 1990",Binford_2001_Table_5.01,
Binford,B275,,1860,1_continuous,1,10,,"Boyd, 1990; Zenk, 1990",Binford_2001_Table_5.01,
Binford,B276,,1860,1_continuous,1,10,,"Boas and Farrand, 1899; Hayden, 1997; Teit, 1906",Binford_2001_Table_5.01,
Binford,B277,,1880,1_continuous,1,10,,"Stern, 1934",Binford_2001_Table_5.01,
Binford,B278,,1860,1_continuous,1,10,,"Olson, 1936; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B279,,1880,1_continuous,1,10,,"Cybulski, 1990b; Duff, 1952; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B28,,1860,1_continuous,1,1,,"Bogoras, 1904; Hayden et al., 1996; Krupnik, 1983; Moore, 1923; Szathmary, 1984",Binford_2001_Table_5.01,
Binford,B280,,1880,1_continuous,1,10,,"Hill-Tout, 1904; Suttles, 1990; Wilson, 1866",Binford_2001_Table_5.01,
Binford,B281,,NA,1_continuous,1,30,,"Seaburg and Miller, 1990; Taylor, 1974a",Binford_2001_Table_5.01,
Binford,B282,,1860,1_continuous,1,10,,"Kennedy and Bouchard, 1990",Binford_2001_Table_5.01,
Binford,B283,,1880,1_continuous,1,10,,"Cybulski, 1990b; Hilton, 1990",Binford_2001_Table_5.01,
Binford,B284,,1880,1_continuous,1,10,,"Pettitt, 1950",Binford_2001_Table_5.01,
Binford,B285,,1860,1_continuous,1,10,,"Boyd, 1990; Eells, 1884; Schalk, 1978; Suttles, 1990",Binford_2001_Table_5.01,
Binford,B286,,1860,1_continuous,1,10,,"Gunther, 1962; Schalk, 1978; Swan, 1870",Binford_2001_Table_5.01,
Binford,B287,,1880,1_continuous,1,10,,"Olson, 1940; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B288,,1890,1_continuous,1,5,,"Boas and Farrand, 1899; Cybulski, 1990b; Kane, 1859; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B289,,1880,1_continuous,1,5,,"Boas and Farrand, 1899; Halpin and Sequin, 1990; Kane, 1859; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B290,,1890,1_continuous,1,1,,"Cybulski, 1990b; Kane, 1859; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B291,,1880,1_continuous,1,5,,"Boas and Farrand, 1899; Cybulski, 1990b; Mcllwraith, 1948; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B292,,1880,1_continuous,1,1,,"Kane, 1859; Mitchell and Donald, 1988; Schalk, 1978",Binford_2001_Table_5.01,
Binford,B293,,1880,1_continuous,1,1,,"Adams, 1973; Boas and Farrand, 1899; Cybulski, 1990b; Halpin and Seguin, 1990; Kane, 1859",Binford_2001_Table_5.01,
Binford,B294,,1840,1_continuous,1,1,,"Holmberg, 1985; Knecht and Jordan, 1985",Binford_2001_Table_5.01,
Binford,B295,,1890,1_continuous,1,0.01,,"Birket-Smith and de Laguna, 1938; de Laguna, 1990",Binford_2001_Table_5.01,
Binford,B296,,1850,1_continuous,1,5,,"Hrdli?ka, 1930; Michael, 1967; Nelson, 1899; Oswalt and Van Stone, 1967; Oswalt pers. comm., 1966; Oswalt, 1966; Porter, 1893",Binford_2001_Table_5.01,
Binford,B297,,1930,1_continuous,1,0.01,,"Birket-Smith, 1953; de Laguna, 1956; Michael, 1967",Binford_2001_Table_5.01,
Binford,B298,,1830,1_continuous,1,1,,"Lantis, 1970; Lantis, 1984; Mickey, 1955; Mitchell and Donald, 1988; Newman, 1960",Binford_2001_Table_5.01,
Binford,B299,,1930,1_continuous,1,1,,"Hrdli?ka, 1930; Lantis, 1946; Lantis, 1960",Binford_2001_Table_5.01,
Binford,B3,,1900,1_continuous,1,70,,"Hagen, 1908; Persoon, 1989; Volz, 1909",Binford_2001_Table_5.01,
Binford,B315,,1850,1_continuous,1,30,,"Murdock, 1980",Binford_2001_Table_5.01,
Binford,B316,,1860,1_continuous,1,30,,,Binford_2001_Table_5.01,
Binford,B317,,1870,1_continuous,1,20,,"Teit, 1928",Binford_2001_Table_5.01,
Binford,B318,,1880,1_continuous,1,30,,,Binford_2001_Table_5.01,
Binford,B319,,1860,1_continuous,1,25,,"Spier and Sapir, 1930",Binford_2001_Table_5.01,
Binford,B320,,1860,1_continuous,1,20,,"Teit, 1930",Binford_2001_Table_5.01,
Binford,B321,,1880,1_continuous,1,15,,"Cline et al., 1938",Binford_2001_Table_5.01,
Binford,B322,,1860,1_continuous,1,25,,"Grabert, 1974; Teit, 1930",Binford_2001_Table_5.01,
Binford,B323,,1870,1_continuous,1,25,,"Kelly, 1995; Ray, 1932; Teit, 1930",Binford_2001_Table_5.01,
Binford,B324,,1850,1_continuous,1,33,,"Spinden, 1908",Binford_2001_Table_5.01,
Binford,B325,,1860,1_continuous,1,20,,"Boas and Farrand, 1899; Hayden et al., 1996; Teit, 1900",Binford_2001_Table_5.01,
Binford,B326,,1870,1_continuous,1,20,,"Teit, 1930",Binford_2001_Table_5.01,
Binford,B327,,1870,1_continuous,1,15,,"Jenness, 1935; Quimby, 1962",Binford_2001_Table_5.01,
Binford,B328,,1800,1_continuous,1,15,,"Kinietz, 1947",Binford_2001_Table_5.01,
Binford,B329,,1700,1_continuous,1,10,,"Boas, 1895; Speck and Dester, 1951; Speck, 1922; Wallis and Wallis, 1955",Binford_2001_Table_5.01,
Binford,B330,,1860,1_continuous,1,20,,"Ewers, 1955; Teit, 1930; Turney-High, 1937",Binford_2001_Table_5.01,
Binford,B331,,1880,1_continuous,1,10,,"Hickerson, 1967; Landes, 1937",Binford_2001_Table_5.01,
Binford,B332,,1870,1_continuous,1,5,,"Bishop, 1969; Bishop, 1978; Grant, 1924; Hallowell, 1938; Hallowell, 1955; Skinner, 1911",Binford_2001_Table_5.01,
