id,name,family_id,family_name,iso_code,language_id,macroarea,lineage,level
coro1247,Corongo Ancash Quechua,quec1387,Quechuan,qwa,coro1247,South America,quec1387/quec1386/cent2141/huay1239,language
coro1248,Koropó,nucl1710,Nuclear-Macro-Je,xxr,coro1248,South America,nucl1710/maxa1246/unun9898,language
coro1249,Coroado-Puri,puri1261,Puri-Coroado,,coro1249,South America,puri1261,language
coro1254,Coroma,chib1249,Chibchan,,brib1243,North America,chib1249/core1252/isth1243/west2641/vice1244/brib1243,dialect
corr1234,Corridor Bantu,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731,family
cors1241,Corsican,indo1319,Indo-European,cos,cors1241,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/sout3158/sard1256/cors1242,language
cors1242,Corsic,indo1319,Indo-European,,,,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/sout3158/sard1256,family
cosa1234,Cosao,sino1245,Sino-Tibetan,,cosa1234,Eurasia,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/sila1251,language
cost1249,Costa Rican Sign Language,sign1238,Sign Language,csr,cost1249,North America,sign1238/deaf1237/lsfi1234/asli1244/cost1251,language
cost1250,Costanoan,miwo1274,Miwok-Costanoan,,,,miwo1274,family
cost1251,Costa Rica-Honduras-Panama Sign,sign1238,Sign Language,,,,sign1238/deaf1237/lsfi1234/asli1244,family
cota1241,Cotabato Manobo,aust1307,Austronesian,mta,cota1241,Papunesia,aust1307/mala1545/grea1284/mano1276/cent2255/sout2913/sara1347,language
cota1242,Cotabambas,quec1387,Quechuan,,east2551,South America,quec1387/quec1388/quec1389/cusc1235/east2551,dialect
cota1243,Cotahuasi,quec1387,Quechuan,,areq1237,South America,quec1387/quec1388/quec1389/ayac1238/areq1237,dialect
coto1237,Cotoxo,kama1371,Kamakanan,,coto1237,South America,kama1371/nucl1661,language
coto1248,Cotoname,,,xcn,coto1248,North America,,language
coto1252,Cotobato Chavacano,indo1319,Indo-European,,chav1241,Papunesia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/cast1243/sout3200/tern1253/chav1241,dialect
cotz1238,Cotzocón Mixe,mixe1284,Mixe-Zoque,,nort2939,North America,mixe1284/mixe1286/oaxa1241/lowl1268/lowl1269/midl1241/nort2939,dialect
cowi1241,Cowichan,sali1255,Salishan,,halk1245,North America,sali1255/cent2129/halk1245,dialect
cowl1242,Cowlitz,sali1255,Salishan,cow,cowl1242,North America,sali1255/tsam1241/inla1265,language
coxi1236,Coxima,book1242,Bookkeeping,kox,coxi1236,South America,book1242,language
coya1241,Coyaima,book1242,Bookkeeping,coy,coya1241,South America,book1242,language
coyo1236,Coyotepec Popoloca,otom1299,Otomanguean,pbf,coyo1236,North America,otom1299/east2557/popo1292/popo1293/choc1278/popo1294,language
coyu1235,Coyutla Totonac,toto1251,Totonacan,toc,coyu1235,North America,toto1251/toto1252/cent1397/lowl1271/lowl1244,language
coyu1239,Coyultita,utoa1244,Uto-Aztecan,,huic1243,North America,utoa1244/sout3136/cora1261/cora1259/huic1243,dialect
cree1270,Creek,musk1252,Muskogean,mus,cree1270,North America,musk1252,language
cree1271,Cree-Montagnais-Naskapi,algi1248,Algic,,,,algi1248/algo1256,family
cree1272,Cree,algi1248,Algic,cre,,North America,algi1248/algo1256/cree1271,family
creo1235,Guyanese Creole English,indo1319,Indo-European,gyn,creo1235,South America,indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266/barb1267,language
creq1239,Creq,aust1305,Austroasiatic,,hree1244,Eurasia,aust1305/bahn1264/nort3150/hres1236/hres1237/hree1244,dialect
cret1243,Cretan-Cycladian,indo1319,Indo-European,,mode1248,Eurasia,indo1319/grae1234/gree1276/east2798/koin1234/mode1248/sout2605,dialect
cret1244,Cretan,indo1319,Indo-European,,mode1248,Eurasia,indo1319/grae1234/gree1276/east2798/koin1234/mode1248/sout2605/cret1243,dialect
crim1254,Crimea-Nor-Nakhichevan,indo1319,Indo-European,,homs1234,Eurasia,indo1319/arme1241/east2768/homs1234/asia1266,dialect
crim1255,Crimean Gothic,indo1319,Indo-European,,crim1255,Eurasia,indo1319/germ1287/east2805,language
crim1256,Crimean Tatar-Urum,turk1311,Turkic,,,,turk1311/comm1245/kipc1239/west1472,family
crim1257,Crimean Tatar,turk1311,Turkic,crh,crim1257,Eurasia,turk1311/comm1245/kipc1239/west1472/crim1256,language
cris1238,Crishana,indo1319,Indo-European,,roma1327,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/east2714/macr1262/roma1327,dialect
croa1242,Croatia Sign Language,sign1238,Sign Language,csq,croa1242,Eurasia,sign1238/deaf1237/lsfi1234/yugo1239,language
croa1245,Croatian Standard,indo1319,Indo-European,hrv,sout1528,Eurasia,indo1319/balt1263/slav1255/sout3147/west2804/sout1528/shto1241/news1236/east2821,dialect
croi1234,Croisilles,nucl1709,Nuclear Trans New Guinea,,,,nucl1709/mada1298,family
cros1244,Cross River Mbembe,atla1278,Atlantic-Congo,mfn,cros1244,Africa,atla1278/volt1241/benu1247/delt1251/uppe1418/cent2027/east2400/mbem1251,language
crow1244,Crow,siou1252,Siouan,cro,crow1244,North America,siou1252/core1249/miss1252,language
cruz1243,Cruzeño,chum1262,Chumashan,crz,cruz1243,North America,chum1262/sout3132,language
csan1238,Csango,ural1272,Uralic,,hung1274,Eurasia,ural1272/hung1274,dialect
csli1234,CSLic,sign1238,Sign Language,,,,sign1238/deaf1237,family
cuaa1241,Cua,aust1305,Austroasiatic,cua,cuaa1241,Eurasia,aust1305/bahn1264,language
cuat1239,Cuatzoquitengo,otom1299,Otomanguean,,alac1244,South America,otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/guer1245/alac1244,dialect
cuba1235,Cuba Sign Language,sign1238,Sign Language,csf,cuba1235,North America,sign1238/deaf1237/unun9986,language
cuba1236,Cuba,atla1278,Atlantic-Congo,cbq,cuba1236,Africa,atla1278/volt1241/benu1247/kain1275/kain1276/uppe1457/oler1234,language
cube1242,Cubeo,tuca1253,Tucanoan,cub,cube1242,South America,tuca1253/east2698/west2789/cube1243,language
cube1243,Cubeo-Desano,tuca1253,Tucanoan,,,,tuca1253/east2698/west2789,family
cuda1238,Cudaxar,nakh1245,Nakh-Daghestanian,,darg1241,Eurasia,nakh1245/dagh1238/darg1242/darg1241/nort3280,dialect
cuev1238,Cueva,uncl1493,Unclassifiable,,cuev1238,North America,uncl1493,language
cuib1242,Cuiba,guah1252,Guahiboan,cui,cuib1242,South America,guah1252/guah1253,language
cuic1234,Cuicatec,otom1299,Otomanguean,,,,otom1299/east2557/amuz1253/mixt1422/mixt1423,family
cuic1235,Cuica,timo1237,Timote-Cuica,,timo1237,,timo1237,dialect
cuit1236,Cuitlatec,,,cuy,cuit1236,North America,,language
culi1244,Culina,araw1282,Arawan,cul,culi1244,South America,araw1282/madi1262/madi1263,language
cull1235,Culli,,,,cull1235,South America,,language
cuma1240,Cumanagoto,cari1283,Cariban,cuo,cuma1240,South America,cari1283/vene1261/mapo1244/coas1302,language
cume1234,Cumeral,book1242,Bookkeeping,cum,cume1234,South America,book1242,language
cune1239,Cuneiform Luwian,indo1319,Indo-European,xlu,cune1239,Eurasia,indo1319/anat1257/luvi1234/luvi1235,language
cung1238,Chungmboko,atla1278,Atlantic-Congo,cug,cung1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/bebo1243/east2730/nsar1239/noon1245/ncan1246,language
cunn1236,Cun,taik1256,Tai-Kadai,cuq,cunn1236,Eurasia,taik1256/hlai1238/nucl1241,language
cunu1237,Cunuana,cari1283,Cariban,,kaxu1237,South America,cari1283/paru1239/kaxu1237,dialect
cuoi1242,Cuoi,aust1305,Austroasiatic,,,,aust1305/viet1250,family
cuoi1243,Cuoi Cham,aust1305,Austroasiatic,,thoo1240,Eurasia,aust1305/viet1250/cuoi1242/thoo1240,dialect
cupa1239,Cupan,utoa1244,Uto-Aztecan,,,,utoa1244/nort2953/cali1246,family
cupe1243,Cupeño,utoa1244,Uto-Aztecan,cup,cupe1243,North America,utoa1244/nort2953/cali1246/cupa1239/cahu1263,language
cura1242,Curasicana,cari1283,Cariban,,yaba1248,South America,cari1283/vene1261/mapo1244/mapo1245/yaba1248,dialect
cura1243,Curacirari,tupi1275,Tupian,,omag1248,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287/omag1247/omag1248,dialect
curb1234,Cur-Bok-Cotier,atla1278,Atlantic-Congo,,,,atla1278/nort3146/cent2230/bakk1238/jool1234/manj1250,family
cure1236,Kueretu,tuca1253,Tucanoan,,cure1236,South America,tuca1253/west2784,language
curr1242,Cur,atla1278,Atlantic-Congo,,mand1419,Africa,atla1278/nort3146/cent2230/bakk1238/jool1234/manj1250/curb1234/mand1419,dialect
curr1243,Curripaco,araw1281,Arawakan,kpc,curr1243,South America,araw1281/nort2990/inla1264/japu1236/nucl1764/bani1258/bani1259,language
curu1244,Curucicuri,tupi1275,Tupian,,omag1248,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287/omag1247/omag1248,dialect
cusa1237,Cusabo,uncl1493,Unclassifiable,,cusa1237,North America,uncl1493,language
cusc1235,Cuscan Quechua,quec1387,Quechuan,,,,quec1387/quec1388/quec1389,family
cusc1236,Cusco Quechua,quec1387,Quechuan,quz,cusc1236,South America,quec1387/quec1388/quec1389/cusc1235,language
cush1243,Cushitic,afro1255,Afro-Asiatic,,,,afro1255,family
cutc1238,Cutchi-Swahili,atla1278,Atlantic-Congo,ccl,cutc1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/saba1282/swah1254/momb1256,language
cuti1242,Kanamarí do Juruá-Japurá-Xeruã-Itaquaí-Jutaí,katu1274,Katukinan,,kana1291,South America,katu1274/kana1291,dialect
cuvo1236,Cuvok,afro1255,Afro-Asiatic,cuv,cuvo1236,Africa,afro1255/chad1250/bium1280/sout3145/mata1311,language
cuya1239,Cuyanawa,pano1259,Pano-Tacanan,,nuku1263,South America,pano1259/pano1256/main1279/pano1257/poya1240/nuku1263,dialect
cuya1240,Cuyamecalco Mixtec,otom1299,Otomanguean,xtu,cuya1240,North America,otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/nort3199,language
cuyo1237,Cuyonon,aust1307,Austronesian,cyo,cuyo1237,Papunesia,aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kuya1251,language
cwib1235,Cwi Bwamu,atla1278,Atlantic-Congo,bwy,cwib1235,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/nucl1742,language
cycl1238,Cycladian,indo1319,Indo-European,,mode1248,Eurasia,indo1319/grae1234/gree1276/east2798/koin1234/mode1248/sout2605/cret1243,dialect
cypr1248,Cypriot Arabic,afro1255,Afro-Asiatic,acy,cypr1248,Eurasia,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/leva1239,language
cypr1249,Cypriot Greek,indo1319,Indo-European,,cypr1249,Eurasia,indo1319/grae1234/gree1276/east2798/koin1234,language
cypr1251,Cypriot Turkish,turk1311,Turkic,,nucl1301,,turk1311/comm1245/oghu1243/nucl1769/west2406/nucl1301,dialect
czec1253,Czech Sign Language,sign1238,Sign Language,cse,czec1253,Eurasia,sign1238/deaf1237/lsfi1234/cent2306,language
czec1258,Czech,indo1319,Indo-European,ces,czec1258,Eurasia,indo1319/balt1263/slav1255/west2792/czec1260/czec1261,language
czec1259,Czecho-Moravian,indo1319,Indo-European,,czec1258,Eurasia,indo1319/balt1263/slav1255/west2792/czec1260/czec1261/czec1258,dialect
czec1260,Czech-Slovak,indo1319,Indo-European,,,,indo1319/balt1263/slav1255/west2792,family
czec1261,Czech-Lach,indo1319,Indo-European,,,,indo1319/balt1263/slav1255/west2792/czec1260,family
daaa1238,Da'a,aust1307,Austronesian,,daak1235,Papunesia,aust1307/mala1545/cele1242/kail1255/kail1253/nort2898/kail1254/daak1235,dialect
daai1235,Daai-Muun,sino1245,Sino-Tibetan,,,,sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241,family
daai1236,Daai Chin,sino1245,Sino-Tibetan,dao,daai1236,Eurasia,sino1245/kuki1245/kuki1246/peri1260/sout3160/choi1241/daai1235,language
daak1235,Da'a Kaili,aust1307,Austronesian,kzf,daak1235,Papunesia,aust1307/mala1545/cele1242/kail1255/kail1253/nort2898/kail1254,language
daan1235,Daantanai',sout2948,South Bougainville,lni,daan1235,Papunesia,sout2948/nasi1247,language
daas1238,Daasanach,afro1255,Afro-Asiatic,dsh,daas1238,Africa,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/west2723,language
daat1234,Daats'iin,gumu1250,Gumuz,dtn,daat1234,Africa,gumu1250/daat1235,language
daat1235,Daats'iin-Southern Gumuz,gumu1250,Gumuz,,,,gumu1250,family
daba1243,Dabatna,nubi1251,Nubian,,kada1282,Africa,nubi1251/west2781/cent2232/kord1246/east2715/kada1282,dialect
daba1244,Dabai,atla1278,Atlantic-Congo,,clel1238,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/duka1247/clel1239/clel1238,dialect
daba1260,Dabarre,afro1255,Afro-Asiatic,dbr,daba1260,Africa,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/daba1261,language
daba1261,Dabarre-Tunni,afro1255,Afro-Asiatic,,,,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653,family
daba1262,Daba-Mazagway-Kola,afro1255,Afro-Asiatic,,,,afro1255/chad1250/bium1280/sout3145/bium1274,family
daba1263,Dabaqi,sino1245,Sino-Tibetan,,phuz1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1238/phuz1235,dialect
dabb1234,Dab,sino1245,Sino-Tibetan,,rang1267,,sino1245/kuki1245/kuki1246/oldk1252/rang1267,dialect
dabe1239,Dabe,toro1256,Tor-Orya,dbe,dabe1239,Papunesia,toro1256/tora1268/coas1312,language
dabi1239,Dabi,pama1250,Pama-Nyungan,,djin1252,Australia,pama1250/yuul1239/west2440/djin1252,dialect
dabu1241,Dabuso,bert1248,Berta,,bert1248,Africa,bert1248,dialect
dabu1242,Dabugus,aust1307,Austronesian,,timu1262,Papunesia,aust1307/mala1545/nort3253/sout3154/grea1294/muru1275/nort3186/timu1262,dialect
dacc1238,Dacca,sino1245,Sino-Tibetan,,garo1247,Eurasia,sino1245/brah1260/bodo1279/garo1247,dialect
daci1234,Dacian,indo1319,Indo-European,xdc,daci1234,Eurasia,indo1319,language
dada1236,Dadanitic,afro1255,Afro-Asiatic,,anci1245,Eurasia,afro1255/semi1276/west2786/cent2236/arab1394/anci1245,dialect
dadi1249,Dadiya,atla1278,Atlantic-Congo,dbd,dadi1249,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/tula1250/tula1251/nucl1371,language
dadi1250,Dadibi,tebe1251,Teberan,mps,dadi1250,Papunesia,tebe1251,language
dadi1251,Dadi Dadi,pama1250,Pama-Nyungan,dda,lowe1403,Australia,pama1250/sout3135/vict1234/lowe1401/yara1253/lowe1403,dialect
dadj1238,Dadja,atla1278,Atlantic-Congo,,ifee1241,Africa,atla1278/volt1241/benu1247/defo1239/yoru1244/edek1238/edea1234/west2827/sout3187/ifee1241,dialect
dadu1237,Dadua,aust1307,Austronesian,,galo1243,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,dialect
dafa1241,Dafang,sino1245,Sino-Tibetan,,wusa1235,Eurasia,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wusa1235,dialect
dafa1242,Dafa,atla1278,Atlantic-Congo,,bakw1243,Africa,atla1278/volt1241/krua1234/east2415/bakw1242/bakw1243,dialect
daff1239,Daffo-Butura,afro1255,Afro-Asiatic,,ronn1241,Africa,afro1255/chad1250/west2785/west2714/west2716/roni1235/ronn1241,dialect
daga1272,Dagaari Dioula,atla1278,Atlantic-Congo,dgd,daga1272,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/nort3234/safa1246/daga1276/cent2291/sout3209,language
daga1273,Dagara,saha1256,Saharan,,mang1399,Africa,saha1256/west2505/kanu1279/kanu1281/east2718/mang1399,dialect
daga1274,Dagan,,,,,,,family
daga1275,Daga,daga1274,Dagan,dgz,daga1275,Papunesia,daga1274,language
daga1276,Dagaaric,atla1278,Atlantic-Congo,,,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/nort3234/safa1246,family
daga1277,Dagang-Baoshan-Liangcun,taik1256,Tai-Kadai,,daga1277,Eurasia,taik1256/kamt1241/lakk1237/biao1257,language
dagb1246,Dagbani,atla1278,Atlantic-Congo,dag,dagb1246,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246,language
dagb1247,Dagbala,atla1278,Atlantic-Congo,,okpa1238,Africa,atla1278/volt1241/benu1247/akpe1249/edoi1239/nort3183/sout3171/okpa1238/okul1238,dialect
dagb1248,Dagba,cent2225,Central Sudanic,dgk,dagb1248,Africa,cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/sido1234,language
dage1243,Dagel,maba1274,Maban,,kibe1241,Africa,maba1274/maba1275/rung1257/kibe1241,dialect
dage1244,Dagenava,nucl1709,Nuclear Trans New Guinea,,yaga1260,Papunesia,nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374/yaga1260,dialect
dagh1238,Daghestanian,nakh1245,Nakh-Daghestanian,,,,nakh1245,family
dagi1241,Dagik,narr1279,Narrow Talodi,dec,dagi1241,Africa,narr1279/bura1298/ngil1241,language
dagi1242,Dagi,nucl1709,Nuclear Trans New Guinea,,koru1245,Papunesia,nucl1709/mekk1240/west2585/koru1245,dialect
dagl1238,Dagli,atla1278,Atlantic-Congo,,godi1239,Africa,atla1278/volt1241/krua1234/east2415/bete1265/west2489/godi1239,dialect
dago1244,Dago' Lawng Bit,sino1245,Sino-Tibetan,,maru1249,Eurasia,sino1245/burm1265/lolo1265/burm1266/nort2720/midn1240/maru1249,dialect
dago1245,Dagoman,yang1287,Yangmanic,dgn,dago1245,Australia,yang1287,language
dagy1234,Dagyab Tibetan,sino1245,Sino-Tibetan,,kham1282,,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/kham1299/kham1282/cent2347,dialect
daha1240,Dahanmu,atla1278,Atlantic-Congo,,bomu1247,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247,dialect
daha1245,Dahalo,afro1255,Afro-Asiatic,dal,daha1245,Africa,afro1255/cush1243/east2699,language
daha1247,Dahalik,afro1255,Afro-Asiatic,dlk,daha1247,Africa,afro1255/semi1276/west2786/ethi1244/tigr1276/tigr1277,language
daho1238,Daho-Doo,atla1278,Atlantic-Congo,das,daho1238,Africa,atla1278/volt1241/krua1234/west2485/weea1234/guer1244,language
dahu1238,Dahuni,aust1307,Austronesian,,suau1242,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243/suau1244/suau1242,dialect
daic1237,Daic,taik1256,Tai-Kadai,,,,taik1256/kamt1241/beta1258,family
daii1239,Dai (Lau),aust1307,Austronesian,,lauu1247,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284/lauu1247,dialect
daii1240,Dai,aust1307,Austronesian,dij,daii1240,Papunesia,aust1307/mala1545/cent2237/cent2245/baba1274/nort2859,language
dair1239,Dair,nubi1251,Nubian,drb,dair1239,Africa,nubi1251/west2781/cent2232/kord1246/east2715,language
daiz1235,Dai Zhuang,taik1256,Tai-Kadai,zhd,daiz1235,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239,language
daja1240,Daja,atla1278,Atlantic-Congo,,akpe1248,Africa,atla1278/volt1241/benu1247/akpe1249/akpe1248,dialect
daja1241,Daja (Indonesia),aust1307,Austronesian,,achi1257,Eurasia,aust1307/mala1545/mala1536/nort3170/cham1327/achi1257,dialect
daji1238,Dajishan,sino1245,Sino-Tibetan,,sout2728,Eurasia,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/down1240,dialect
daju1249,Dajuic,,,,,,,family
daka1243,Dakaka,aust1307,Austronesian,bpa,daka1243,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292/port1293,language
dakh1243,Dakhini,indo1319,Indo-European,,hind1269,Eurasia,indo1319/indo1320/indo1321/indo1322/subc1234/west2812/hind1270/hind1269,dialect
dakh1244,Dakhini (Urdu),indo1319,Indo-European,,urdu1245,Eurasia,indo1319/indo1320/indo1321/indo1322/subc1234/west2812/hind1270/urdu1245,dialect
dakk1238,Dakka,aust1307,Austronesian,dkk,dakk1238,Papunesia,aust1307/mala1545/sout2923/nort2894/pitu1237,language
dakl1237,Daklan,aust1307,Austronesian,,ibal1244,Papunesia,aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550/nucl1542/ibal1244,dialect
dako1256,Dakoid,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/nort3168,family
dako1257,Dakotan,siou1252,Siouan,,,,siou1252/core1249/miss1254,family
dako1258,Dakota,siou1252,Siouan,dak,dako1258,North America,siou1252/core1249/miss1254/dako1257/siou1253,language
dako1259,Santee-Sisseton,siou1252,Siouan,,dako1258,North America,siou1252/core1249/miss1254/dako1257/siou1253/dako1258,dialect
dakp1241,Dakpa-Dzala,sino1245,Sino-Tibetan,,,,sino1245/bodi1256/bodi1257/tsha1246/east1469/main1269,family
dakp1242,Dakpakha,sino1245,Sino-Tibetan,dka,dakp1242,Eurasia,sino1245/bodi1256/bodi1257/tsha1246/east1469/main1269/dakp1241,language
dakp1243,Dakpa,atla1278,Atlantic-Congo,,west2458,Africa,atla1278/volt1241/nort3149/came1255/uban1244/band1341/west2458,dialect
daks1239,Dak Sut Sedang,aust1305,Austroasiatic,,seda1262,Eurasia,aust1305/bahn1264/nort3150/hres1236/hres1237/seda1262,dialect
daks1242,Dakshi,afro1255,Afro-Asiatic,,dass1243,Africa,afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/dass1243,dialect
daku1239,Dakunza,gumu1250,Gumuz,,gumu1244,Africa,gumu1250/gumu1244,dialect
dala1239,Dalat,aust1307,Austronesian,,cent2101,Papunesia,aust1307/mala1545/nort3253/sara1342/mela1255/cent2101,dialect
dald1238,Daldi,indo1319,Indo-European,,goan1235,Eurasia,indo1319/indo1320/indo1321/indo1325/maha1307/konk1270/goan1235,dialect
dale1238,Dalecarlian,indo1319,Indo-European,qer,dale1238,Eurasia,indo1319/germ1287/nort3152/nort3160/nort3266/east2780,language
dali1242,Dali,sino1245,Sino-Tibetan,,sout2730,Eurasia,sino1245/macr1275/caij1235/baic1239/sout3254/sout2730,dialect
dali1243,Dalit Murut,aust1307,Austronesian,,palu1253,Papunesia,aust1307/mala1545/nort3253/sout3154/grea1294/muru1275/nort3186/palu1253,dialect
dali1244,Dali (Lelak),aust1307,Austronesian,,lela1246,Papunesia,aust1307/mala1545/nort3253/nort3171/bera1263/cent2094/cent2273/lela1246,dialect
dall1239,Dallol,atla1278,Atlantic-Congo,,west2454,Africa,atla1278/nort3146/peul1234/fula1264/west2454,dialect
dalm1243,Dalmatian,indo1319,Indo-European,dlm,dalm1243,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/ital1286/dalm1244,language
dalm1244,Dalmatian Romance,indo1319,Indo-European,,,,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/ital1286,family
dalo1238,Daloa Bété,atla1278,Atlantic-Congo,bev,dalo1238,Africa,atla1278/volt1241/krua1234/east2415/bete1265/west2489,language
dalo1239,Daloka,narr1279,Narrow Talodi,,ngil1242,Africa,narr1279/bura1298/ngil1241/ngil1242,dialect
dama1262,Dama (Sierra Leone),uncl1493,Unclassifiable,,dama1262,Africa,uncl1493,language
dama1266,Dama-Galke,atla1278,Atlantic-Congo,,,,atla1278/volt1241/nort3149/came1255/mbum1257/nort2773,family
dama1267,Dama (Cameroon),atla1278,Atlantic-Congo,dmm,dama1267,Africa,atla1278/volt1241/nort3149/came1255/mbum1257/nort2773/dama1266,language
dama1268,Damakawa,atla1278,Atlantic-Congo,dam,dama1268,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/duka1247/clel1239,language
dama1269,Damat,nilo1247,Nilotic,,masa1300,Africa,nilo1247/east2418/teso1247/lotu1248/onga1238/nucl1431/masa1300,dialect
dama1270,Damara,khoe1240,Khoe-Kwadi,,nama1264,Africa,khoe1240/khoe1241/khoe1242/nort3245/nama1264,dialect
dama1271,Damata,aust1307,Austronesian,,mamb1306,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1260/mamb1306,dialect
dama1272,Damal,,,uhn,dama1272,Papunesia,,language
dama1277,Damagaram,afro1255,Afro-Asiatic,,haus1257,Africa,afro1255/chad1250/west2785/west2714/west2718/haus1257,dialect
dama1278,Daman-Diu Portuguese,indo1319,Indo-European,,dama1278,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/indo1327/nort3243,language
damb1244,Dambi (Kenya),atla1278,Atlantic-Congo,,saga1262,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/kili1269/tait1249/saga1262,dialect
damb1245,Damba,kadu1256,Kadugli-Krongo,,katc1249,Africa,kadu1256/cent2229/katc1251/katc1249,dialect
damb1246,Dambi,aust1307,Austronesian,dac,damb1246,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239,language
damb1250,Dambiya,afro1255,Afro-Asiatic,,miga1249,Africa,afro1255/chad1250/east2632/east2633/east2709/dang1275/dang1276/miga1249,dialect
damb1251,Dambi-Ööld,mong1329,Mongolic,,kalm1243,,mong1329/oira1260/oira1264/oira1261/kalm1243/oira1262,dialect
dame1241,Dameli,indo1319,Indo-European,dml,dame1241,Eurasia,indo1319/indo1320/indo1321/indo1324/kuna1264,language
dami1238,Daminyu,yele1255,Yele,,yele1255,Papunesia,yele1255,dialect
damm1238,Dam,cent2225,Central Sudanic,,bagi1246,Africa,cent2225/sara1341/sbbo1237/nucl1719/sara1349/bagi1248/bagi1246,dialect
damo1238,Damongo,atla1278,Atlantic-Congo,,hang1258,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/sout2792,dialect
damp1237,Dampelas,aust1307,Austronesian,dms,damp1237,Papunesia,aust1307/mala1545/cele1242/tomi1241/tomi1242/sout2925,language
damu1236,Damu,sino1245,Sino-Tibetan,,damu1236,Eurasia,sino1245/macr1268/tani1259/prew1234/damu1237,language
damu1237,Damu-Tangam,sino1245,Sino-Tibetan,,,,sino1245/macr1268/tani1259/prew1234,family
dana1252,Danau,aust1305,Austroasiatic,dnu,dana1252,Eurasia,aust1305/khas1273/pala1352,language
dana1253,Danaw,aust1307,Austronesian,,,,aust1307/mala1545/grea1284,family
