id,name,family_id,family_name,iso_code,language_id,macroarea,lineage,level
truk1242,Truká,unat1236,Unattested,tka,truk1242,South America,unat1236,language
truk1243,Trukic,aust1307,Austronesian,,,,aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247,family
trum1247,Trumai,,,tpy,trum1247,South America,,language
trus1237,Trusan,aust1307,Austronesian,,lund1271,Papunesia,aust1307/mala1545/nort3253/nort3171/kela1257/lund1271,dialect
truu1238,Tru,atla1278,Atlantic-Congo,,nort2787,Africa,atla1278/volt1241/nort3149/gura1261/tusi1238/nort2787,dialect
tsaa1241,Tsaamo,atla1278,Atlantic-Congo,,mand1419,Africa,atla1278/nort3146/cent2230/bakk1238/jool1234/manj1250/curb1234/mand1419,dialect
tsaa1242,Tsaangi,atla1278,Atlantic-Congo,tsa,tsaa1242,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njeb1243/sigu1234/njeb1244/ndja1234,language
tsak1248,Tsakonian,indo1319,Indo-European,tsd,tsak1248,Eurasia,indo1319/grae1234/gree1276,language
tsak1249,Tsakhur,nakh1245,Nakh-Daghestanian,tkr,tsak1249,Eurasia,nakh1245/dagh1238/lezg1248/nucl1321/west2428,language
tsak1250,Tsaukambo,nucl1709,Nuclear Trans New Guinea,kvz,tsak1250,Papunesia,nucl1709/cent2116/awyu1265/grea1275/beck1235/tsak1251,language
tsak1251,Tsakwambo-Komyandaret,nucl1709,Nuclear Trans New Guinea,,,,nucl1709/cent2116/awyu1265/grea1275/beck1235,family
tsam1241,Tsamosan,sali1255,Salishan,,,,sali1255,family
tsam1247,Tsamai,afro1255,Afro-Asiatic,tsb,tsam1247,Africa,afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/dull1239,language
tsao1238,Ts'aokhoe,khoe1240,Khoe-Kwadi,,naro1249,Africa,khoe1240/khoe1241/nonk1236/west2506/naro1248/naro1249,dialect
tsat1238,Tsat,aust1307,Austronesian,huq,tsat1238,Eurasia,aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238/nort3219,language
tsch1248,Tschetti,atla1278,Atlantic-Congo,,ifee1241,Africa,atla1278/volt1241/benu1247/defo1239/yoru1244/edek1238/edea1234/west2827/sout3187/ifee1241,dialect
tsek1238,Tseku,sino1245,Sino-Tibetan,tsk,tsek1238,Eurasia,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/kham1299,language
tses1238,Tsesungún,arau1255,Araucanian,,huil1244,South America,arau1255/huil1244,dialect
tset1236,Tsetsaut,atha1245,Athabaskan-Eyak-Tlingit,txc,tset1236,North America,atha1245/atha1246/atha1247/nort2940,language
tsez1239,Tsezic,nakh1245,Nakh-Daghestanian,,,,nakh1245/dagh1238/avar1255,family
tsha1245,Tshangla,sino1245,Sino-Tibetan,tsj,tsha1245,Eurasia,sino1245/bodi1256/bodi1257/tsha1246/tsha1247,language
tsha1246,Tshangla-East Bodish,sino1245,Sino-Tibetan,,,,sino1245/bodi1256/bodi1257,family
tsha1247,Tshanglic,sino1245,Sino-Tibetan,,,,sino1245/bodi1256/bodi1257/tsha1246,family
tshi1238,Tshidi-Khwe,khoe1240,Khoe-Kwadi,,shua1254,Africa,khoe1240/khoe1241/nonk1236/ostk1235/shua1254,dialect
tsho1239,Tshom-Djapa,katu1274,Katukinan,,kana1291,South America,katu1274/kana1291,dialect
tsho1240,Tshobdun,sino1245,Sino-Tibetan,,tsho1240,Eurasia,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240,language
tsho1241,Tshochen,sino1245,Sino-Tibetan,,tibe1272,,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/tibe1272/mnga1238,dialect
tshw1238,Tshwa,atla1278,Atlantic-Congo,,tswa1255,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/ngun1275/tswa1254/tswa1255,dialect
tshw1239,Tshwa Khoe,khoe1240,Khoe-Kwadi,,,,khoe1240/khoe1241/nonk1236/ostk1235,family
tsik1238,Tsikimba,atla1278,Atlantic-Congo,kdl,tsik1238,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/kamb1317/kamb1319/west2828,language
tsim1256,Isimjeega,nilo1247,Nilotic,,isim1234,Africa,nilo1247/sout2830/tato1241/geme1247/nort3277/isim1234,dialect
tsim1257,Tsimihety Malagasy,aust1307,Austronesian,xmw,tsim1257,Africa,aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207/tsim1259,language
tsim1258,Tsimshian,,,,,,,family
tsim1259,Tsimihety-Betsimisaraka,aust1307,Austronesian,,,,aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207,family
tsin1239,Tsinga,atla1278,Atlantic-Congo,,tuki1240,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1252/sana1278/tuki1240,dialect
tsin1240,Tsingi-Tsingi,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/kela1261,family
tsir1238,Tsiracua,zamu1243,Zamucoan,,ayor1240,South America,zamu1243/zamu1244/ayor1240,dialect
tsis1238,Salka-Tsishingini,atla1278,Atlantic-Congo,tsw,tsis1238,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/kamb1317/kamb1319/east2739,language
tsit1234,Tsitsege-Ombamba,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njeb1243/mber1262,family
tsix1234,Ts'ixa,khoe1240,Khoe-Kwadi,,tsix1234,Africa,khoe1240/khoe1241/nonk1236,language
tsoa1238,Tsoa,khoe1240,Khoe-Kwadi,hio,tsoa1238,Africa,khoe1240/khoe1241/nonk1236/ostk1235/tshw1239,language
tsog1242,Okani (B.30),atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/b10b1234,family
tsog1243,Tsogo,atla1278,Atlantic-Congo,tsv,tsog1243,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/b10b1234/tsog1242/sout3191,language
tsol1243,Tsola,tuca1253,Tucanoan,,tuyu1244,South America,tuca1253/east2698/east2702/east2708/pisa1246/tuyu1245/tuyu1244,dialect
tson1247,Tsongol,mong1329,Mongolic,,halh1238,Eurasia,mong1329/oira1260/oira1264/khal1273/mong1331/halh1238,dialect
tson1248,Tsontsu,sino1245,Sino-Tibetan,,loth1237,Eurasia,sino1245/kuki1245/naga1409/anga1312/aoic1235/loth1237,dialect
tson1249,Tsonga,atla1278,Atlantic-Congo,tso,tson1249,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/ngun1275/tswa1254,language
tsoo1241,Tso,atla1278,Atlantic-Congo,ldp,tsoo1241,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/tula1250/tula1251,language
tsot1241,Tsotso,atla1278,Atlantic-Congo,lto,tsot1241,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/grea1291/luyi1234/saam1284/saam1285/cent2288,language
tsot1242,Tsotsitaal,spee1234,Speech Register,fly,tsot1242,Africa,spee1234/indo1335,language
tsou1248,Tsou,aust1307,Austronesian,tsu,tsou1248,Papunesia,aust1307/tsou1250,language
tsou1250,Tsouic,aust1307,Austronesian,,,,aust1307,family
tsug1237,Tsugaru,japo1237,Japonic,,nucl1643,Papunesia,japo1237/japa1256/japa1258/nucl1643/east2526/toho1244/nort2934,dialect
tsum1240,Tsum,sino1245,Sino-Tibetan,ttz,tsum1240,Eurasia,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/sout3216/kyir1235,language
tsun1242,Ts'ün-Lao,taik1256,Tai-Kadai,tsl,tsun1242,Eurasia,taik1256/kamt1241/beta1258/daic1237/nort3180/nort3189,language
tsun1243,Tsunga,atla1278,Atlantic-Congo,,shon1251,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/shon1250/core1255/plat1259/cent2310/shon1251/zezu1238,dialect
tsus1237,Tsushima-ben,japo1237,Japonic,,nucl1643,Papunesia,japo1237/japa1256/japa1258/nucl1643/kyus1238/hich1237,dialect
tsuv1239,Tsuvadi,atla1278,Atlantic-Congo,tvd,tsuv1239,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/kamb1317/kamb1319/east2739,language
tsuv1243,Tsuvan,afro1255,Afro-Asiatic,tsh,tsuv1243,Africa,afro1255/chad1250/bium1280/sout3145/bium1271/gude1247/shar1250,language
tsuw1238,Tsuwenki,nucl1709,Nuclear Trans New Guinea,,mari1435,Papunesia,nucl1709/cent2120/jimi1245/mari1435,dialect
tswa1237,Tswapong,atla1278,Atlantic-Congo,two,tswa1237,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/soth1248/soth1252/nort3233/sepe1241,language
tswa1253,Tswana,atla1278,Atlantic-Congo,tsn,tswa1253,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/soth1248/tswa1256,language
tswa1254,Tswa-Ronga (S.50),atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/ngun1275,family
tswa1255,Tswa,atla1278,Atlantic-Congo,tsc,tswa1255,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/ngun1275/tswa1254,language
tswa1256,Tswanaic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/soth1248,family
tswe1238,Tswene,atla1278,Atlantic-Congo,,pedi1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/soth1248/soth1252/nort3233/sepe1241/pedi1238,dialect
ttgr1237,TT-Group,afro1255,Afro-Asiatic,,,,afro1255/semi1276/west2786/ethi1244/sout3078/oute1258,family
tual1241,Tual,indo1319,Indo-European,,osse1243,Eurasia,indo1319/indo1320/iran1269/cent2317/sogd1247/osse1245/osse1243,dialect
tual1242,Tualatin-Yamhill,kala1402,Kalapuyan,nrt,tual1242,North America,kala1402,language
tuam1242,Tuamotuan,aust1307,Austronesian,pmt,tuam1242,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062,language
tuam1243,Tuam,aust1307,Austronesian,,,,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862,family
tuan1238,Tuan Tet,sino1245,Sino-Tibetan,,pwow1235,Eurasia,sino1245/kare1337/peri1254/pwoo1239/east2341/pwow1235,dialect
tuar1240,Tuareg,afro1255,Afro-Asiatic,tmh,,Africa,afro1255/berb1260,family
tuba1274,Tuba-Kizhi,turk1311,Turkic,,tuvi1240,Eurasia,turk1311/comm1245/cent2326/sout2693/saya1244/tuvi1240,dialect
tuba1275,Tuba,saha1256,Saharan,,zagh1240,Africa,saha1256/east2432/zagh1240,dialect
tuba1276,Tubai,aust1307,Austronesian,,namo1248,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/west2518/namo1248,dialect
tuba1277,Tubal,timo1261,Timor-Alor-Pantar,,lamm1241,Papunesia,timo1261/alor1249/lamm1241,dialect
tuba1278,Tübatulabal,utoa1244,Uto-Aztecan,tub,tuba1278,North America,utoa1244/nort2953/cali1246,language
tuba1279,Tubar,utoa1244,Uto-Aztecan,tbu,tuba1279,North America,utoa1244/sout3136,language
tubu1240,Tubuai,aust1307,Austronesian,,aust1304,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062/tahi1244/aust1304,dialect
tubu1241,Tubulamo,aust1307,Austronesian,,sina1266,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/sina1272/sina1266,dialect
tuca1252,Tucano,tuca1253,Tucanoan,tuo,tuca1252,South America,tuca1253/east2698/east2702/east2707,language
tuca1253,Tucanoan,,,,,,,family
tuge1241,Tugen,nilo1247,Nilotic,tuy,tuge1241,Africa,nilo1247/sout2830/kale1246/cent2293/plat1260,language
tuge1242,Tugeri,anim1240,Anim,,nucl1622,Papunesia,anim1240/mari1437/nucl1621/nucl1622/hali1245,dialect
tugu1245,Tugun,aust1307,Austronesian,tzn,tugu1245,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258,language
tugu1246,Tugutil,nort2923,North Halmahera,tuj,tugu1246,Papunesia,nort2923/nort2924/main1282/tobe1251,language
tuha1234,Tuha,turk1311,Turkic,,kara1462,,turk1311/comm1245/cent2326/sout2693/saya1244/kara1462,dialect
tuhu1238,Tuhup,nada1235,Nadahup,,hupd1244,South America,nada1235/east2549/hupy1235/hupd1244,dialect
tuic1245,Tuichiap,sino1245,Sino-Tibetan,,pait1244,Eurasia,sino1245/kuki1245/kuki1246/peri1260/nort3179/thad1239/pait1244,dialect
tuic1246,Tuic (Southwestern Dinka),nilo1247,Nilotic,,sout2832,Africa,nilo1247/west2493/dink1261/dink1262/sout2832,dialect
tuic1247,Tuic,nilo1247,Nilotic,,sout2834,Africa,nilo1247/west2493/dink1261/dink1262/sout2834,dialect
tuji1244,Tujia,sino1245,Sino-Tibetan,,,,sino1245,family
tuka1245,Tuka,mand1469,Mande,,gagu1242,Africa,mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242,dialect
tuka1246,Tukangbesi-Bonerate,aust1307,Austronesian,,,,aust1307/mala1545/cele1242/east2488/sout2928/muna1246,family
tuka1247,Tukang Besi,aust1307,Austronesian,,,,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/tuka1246,family
tuka1248,Tukang Besi North,aust1307,Austronesian,khc,tuka1248,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/tuka1246/tuka1247,language
tuka1249,Tukang Besi South,aust1307,Austronesian,bhq,tuka1249,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/tuka1246/tuka1247,language
tuka1250,Tukang Besi-based pidgin,pidg1258,Pidgin,,,,pidg1258,family
tukc1238,Tukche,sino1245,Sino-Tibetan,,thak1245,Eurasia,sino1245/bodi1256/kaik1248/ghal1247/tama1367/guru1260/thak1244/thak1245,dialect
tuki1240,Tuki,atla1278,Atlantic-Congo,bag,tuki1240,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1252/sana1278,language
tukp1239,Tukpa,sino1245,Sino-Tibetan,tpq,tukp1239,Eurasia,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/laha1255,language
tuku1240,Tukumanféd,unat1236,Unattested,tkf,tuku1240,South America,unat1236/tupi1286,language
tuku1253,Tuku,atla1278,Atlantic-Congo,,toor1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/west2841/ruta1242/nort3228/nkor1240/nyor1247/toor1238,dialect
tuku1254,Tukudede,aust1307,Austronesian,tkd,tuku1254,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1260/west2547,language
tuku1255,Purus-Envira,araw1282,Arawan,,culi1244,South America,araw1282/madi1262/madi1263/culi1244,dialect
tula1250,Tula-Waja,atla1278,Atlantic-Congo,,,,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258,family
tula1251,Tulaic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/tula1250,family
tula1252,Tula,atla1278,Atlantic-Congo,tul,tula1252,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/tula1250/tula1251/nucl1371,language
tula1253,Tulambatu,aust1307,Austronesian,,bung1269,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/bung1268/east2489/east2490/bung1269,dialect
tula1254,Tulamni,yoku1255,Yokutsan,,buen1244,,yoku1255/gene1243/buen1244,dialect
tula1255,Tulan,atla1278,Atlantic-Congo,,tivv1240,,atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267/tive1237/tivi1234/tivv1240/icon1234,dialect
tule1244,Tulehu,aust1307,Austronesian,tlu,tule1244,Papunesia,aust1307/mala1545/cent2237/cent2245/cent2254/east2466/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/nort3236,language
tule1245,Tule-Kaweah Yokuts,yoku1255,Yokutsan,,tule1245,North America,yoku1255/gene1243/nimy1236,language
tule1250,Tulema,afro1255,Afro-Asiatic,,west2721,Africa,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/nucl1736/west2721,dialect
tuli1247,Tulim,sino1245,Sino-Tibetan,,tase1235,Eurasia,sino1245/brah1260/kony1246/kony1249/tang1379/tase1235,dialect
tuli1249,Tulishi,kadu1256,Kadugli-Krongo,tey,tuli1249,Africa,kadu1256/cent2229,language
tulu1258,Tulu,drav1251,Dravidian,tcy,tulu1258,Eurasia,drav1251/sout3133/sout3138/tulu1261/tulu1262,language
tulu1259,Tulu-Bohuai,aust1307,Austronesian,rak,tulu1259,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849,language
tulu1260,Tulu (Papua New Guinea),aust1307,Austronesian,,tulu1259,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849/tulu1259,dialect
tulu1261,Tulu-Koraga,drav1251,Dravidian,,,,drav1251/sout3133/sout3138,family
tulu1262,Tulu-Bellari,drav1251,Dravidian,,,,drav1251/sout3133/sout3138/tulu1261,family
tuma1247,Tumale,rash1249,Rashad,,tago1246,Africa,rash1249/tago1246,dialect
tuma1248,Tumari Kanuri,saha1256,Saharan,krt,tuma1248,Africa,saha1256/west2505/kanu1279/kane1244,language
tuma1249,Tumari,saha1256,Saharan,,tuma1248,Africa,saha1256/west2505/kanu1279/kane1244/tuma1248,dialect
tuma1250,Tuma-Irumu,nucl1709,Nuclear Trans New Guinea,iou,tuma1250,Papunesia,nucl1709/fini1244/fini1245/want1251,language
tuma1260,Tumak,afro1255,Afro-Asiatic,tmc,tuma1260,Africa,afro1255/chad1250/east2632/east2640/east2775/east2643,language
tumb1248,Nongwe-Mamboya-Berega,atla1278,Atlantic-Congo,,kagu1239,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/ruvu1235/kagu1239,dialect
tumb1250,Tumbuka,atla1278,Atlantic-Congo,tum,tumb1250,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253/tumb1252,language
tumb1252,Tumbukic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253,family
tumb1253,Tumbuka-Sena-Nyanja,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731,family
tumi1238,Tumi,unat1236,Unattested,kku,tumi1238,Africa,unat1236/atla1280,language
tuml1238,Tumleo,aust1307,Austronesian,tmq,tuml1238,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/alit1234,language
tumm1238,Tumma,kadu1256,Kadugli-Krongo,,katc1249,Africa,kadu1256/cent2229/katc1251/katc1249,dialect
tums1237,Tumshuqese,indo1319,Indo-European,xtq,tums1237,Eurasia,indo1319/indo1320/iran1269/saka1298,language
tumt1243,Tumtum,kadu1256,Kadugli-Krongo,tbr,tumt1243,Africa,kadu1256/cent2229/east2424,language
tumu1241,Tumut,mong1329,Mongolic,,peri1253,Eurasia,mong1329/oira1260/oira1264/khal1273/mong1331/peri1253,dialect
tumu1242,Tumulung Sisaala,atla1278,Atlantic-Congo,sil,tumu1242,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/grus1239/east2740/west2837/sisa1247/sisa1248,language
tumu1243,Tumuaong,aust1307,Austronesian,,kala1388,Papunesia,aust1307/mala1545/grea1284/cent2246/mans1261/west2552/kaga1259/kala1388,dialect
tumz1238,Tumzabt,afro1255,Afro-Asiatic,mzb,tumz1238,Africa,afro1255/berb1260/zena1250/moza1250,language
tunc1238,Tunceli,indo1319,Indo-European,,kirm1248,Eurasia,indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/tati1243/zaza1246/kirm1248,dialect
tund1254,Tundra Enets,ural1272,Uralic,enh,tund1254,Eurasia,ural1272/samo1298/enet1251/enet1250,language
tund1255,Eastern Tundra Nenets,ural1272,Uralic,,nene1249,Eurasia,ural1272/samo1298/enet1251/nene1251/nene1249,dialect
tund1256,Tunduru Yao,atla1278,Atlantic-Congo,,yaoo1241,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/rufi1235/ruvu1234/yaoi1234/yaoo1241,dialect
tund1257,Tunduli,heib1242,Heibanic,,laro1243,Africa,heib1242/west2502/cent2049/eban1241/eban1242/laro1243,dialect
tune1241,Tunen (Retired),book1242,Bookkeeping,baz,tune1241,Africa,book1242,language
tune1260,Tunebo,chib1249,Chibchan,,,,chib1249/core1252/magd1236/sout3015,family
tune1261,Tunen,atla1278,Atlantic-Congo,tvu,tune1261,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1252/west2826/mand1474,language
tung1282,Tungusic,,,,,,,family
tung1284,Tung,atla1278,Atlantic-Congo,,nort2765,Africa,atla1278/mela1257/bull1245/kiss1245/nort2765,dialect
tung1285,Tunga,atla1278,Atlantic-Congo,,dadi1249,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/tula1250/tula1251/nucl1371/dadi1249,dialect
tung1286,Tungu,atla1278,Atlantic-Congo,,ngel1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/abab1240/oldb1234/midd1348/late1250/ngel1238,dialect
tung1287,Tungi',atla1278,Atlantic-Congo,,fefe1239,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/bami1239/fefe1239/nort2806,dialect
tung1288,Tungkal,aust1307,Austronesian,,kubu1239,Papunesia,aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/indo1326/kubu1239,dialect
tung1289,Tungkal Ilir,aust1307,Austronesian,,kubu1239,Papunesia,aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/indo1326/kubu1239,dialect
tung1290,Tungag,aust1307,Austronesian,lcm,tung1290,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/tung1294,language
tung1291,Tungkuno,aust1307,Austronesian,,muna1247,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847/muna1247/stan1308,dialect
tung1292,Tungho,aust1307,Austronesian,,sais1237,Papunesia,aust1307/nort2899/sais1237,dialect
tung1293,Tunggare,geel1240,Geelvink Bay,trt,tung1293,Papunesia,geel1240/bura1294,language
tung1294,Tungak-Nalik,aust1307,Austronesian,,,,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242,family
tuni1249,Tunisian Sign Language,sign1238,Sign Language,tse,tuni1249,Africa,sign1238/deaf1237/lsfi1234/ital1288,language
tuni1251,Tunia,atla1278,Atlantic-Congo,tug,tuni1251,Africa,atla1278/volt1241/nort3149/buak1234/adam1257/buan1246,language
tuni1252,Tunica,,,tun,tuni1252,North America,,language
tuni1259,Tunisian Arabic,afro1255,Afro-Asiatic,aeb,tuni1259,Africa,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191,language
tuni1260,Tunis (Tunisian Arabic),afro1255,Afro-Asiatic,,tuni1259,Africa,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/tuni1259,dialect
tuni1261,Tunis,afro1255,Afro-Asiatic,,jude1263,Africa,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/jude1263,dialect
tuni1262,Tunisian-Zuwara Berber,afro1255,Afro-Asiatic,,tuni1262,Africa,afro1255/berb1260/zena1250,language
tunj1244,Tunjung,aust1307,Austronesian,tjg,tunj1244,Papunesia,aust1307/mala1545/basa1291/grea1283/bari1287,language
tunj1245,Tunjung Linggang,aust1307,Austronesian,,tunj1244,Papunesia,aust1307/mala1545/basa1291/grea1283/bari1287/tunj1244,dialect
tunj1246,Tunjung Londong,aust1307,Austronesian,,tunj1244,Papunesia,aust1307/mala1545/basa1291/grea1283/bari1287/tunj1244,dialect
tunk1240,Tunka,mong1329,Mongolic,,russ1264,Eurasia,mong1329/oira1260/oira1264/khal1273/buri1258/russ1264,dialect
tunn1238,Tunni,afro1255,Afro-Asiatic,tqq,tunn1238,Africa,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/daba1261,language
tuno1237,Tunong,aust1307,Austronesian,,achi1257,Eurasia,aust1307/mala1545/mala1536/nort3170/cham1327/achi1257,dialect
tunu1234,Tunumiisiut,eski1264,Eskimo-Aleut,,tunu1234,Eurasia,eski1264/eski1265/inui1246/gree1280,language
tunu1235,Tununitmiut,eski1264,Eskimo-Aleut,,east2534,,eski1264/eski1265/inui1246/east2534/baff1241/baff1240,dialect
tunx1234,Tunxi,sino1245,Sino-Tibetan,,huiz1242,,sino1245/sini1245/clas1255/midd1354/wuhu1234/huiz1242/xiuy1238,dialect
tuny1239,Tunya,atla1278,Atlantic-Congo,,tuni1251,Africa,atla1278/volt1241/nort3149/buak1234/adam1257/buan1246/tuni1251,dialect
tunz1235,Tunzu,atla1278,Atlantic-Congo,dza,tunz1235,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/basa1288/east2404/josa1234/nort3210/nort3215,language
tuob1242,Tuobo,atla1278,Atlantic-Congo,,nort2810,Africa,atla1278/volt1241/krua1234/west2485/greb1257/greb1256/nort3193/nort2810/nort2811,dialect
tuol1234,Tuoluo Bai,sino1245,Sino-Tibetan,,nort2724,,sino1245/macr1275/caij1235/baic1239/nort2724,dialect
tuom1235,Tuomo,ijoi1239,Ijoid,,izon1238,Africa,ijoi1239/ijoo1239/west2446/izon1238,dialect
tuot1238,Tuotomb,atla1278,Atlantic-Congo,ttf,tuot1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1252/west2826,language
tupa1250,Tuparí,tupi1275,Tupian,tpr,tupa1250,South America,tupi1275/tupa1251/nucl1716,language
tupa1251,Tuparic,tupi1275,Tupian,,,,tupi1275,family
tupi1272,Tupinikin,tupi1275,Tupian,tpk,tupi1273,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287/tupi1273,dialect
tupi1273,Tupinambá,tupi1275,Tupian,tpn,tupi1273,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287,language
tupi1274,Lingua Geral Paulista,tupi1275,Tupian,tpw,tupi1274,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287,language
tupi1275,Tupian,,,,,,,family
tupi1276,Tupi-Guarani,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245,family
tupi1277,Tupi-Guarani Subgroup I,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245/tupi1276/sout3271,family
tupi1278,Tupi-Guarani Subgroup II,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245/tupi1276/sout3271,family
tupi1279,Tupi-Guarani Subgroup IV,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245/tupi1276,family
tupi1280,Tupi-Guarani Subgroup VI,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245/tupi1276,family
tupi1281,Tupi-Guarani Subgroup VIII,tupi1275,Tupian,,,,tupi1275/mawe1252/awet1245/tupi1276,family
