id,society_name,lat,long,source,iso
B9,Semang,5.86,101.00,Binford,NA
B10,Veddah,8.58,81.25,Binford,ved
B11,Hill-Pandaran,9.25,77.25,Binford,NA
B12,Agta__Casiguran_,17.33,122.13,Binford,NA
B13,Agta__Isahela_,17.48,122.05,Binford,NA
B14,Agta__North_Luzon_,17.82,121.80,Binford,NA
B15,Chenchu,16.25,78.97,Binford,cde
B16,Mrabri,18.41,100.47,Binford,NA
B17,Paliyans,9.75,77.50,Binford,NA
B18,Birhor,23.41,84.38,Binford,NA
B19,Kadar,10.25,77.17,Binford,NA
B20,Cholanaickan,10.18,76.40,Binford,NA
B21,Nayaka,11.90,77.21,Binford,NA
B22,Ainu__Hokkaido_,44.01,144.17,Binford,ain
B23,Orogens,51.91,122.50,Binford,NA
B24,Ket,62.00,90.00,Binford,ket
B25,Gilyak,51.54,140.00,Binford,niv
B26,Yukaghir,70.00,145.00,Binford,NA
B27,Nganasan,73.83,90.00,Binford,NA
B28,Siberian_Eskimo,65.96,170.08,Binford,NA
B35,Paraujano,9.90,-72.41,Binford,pbg
B36,Shiriana,3.86,-66.17,Binford,shb
B37,Akuriyo,3.00,-55.00,Binford,NA
B38,Yaruro-pume,6.85,-68.77,Binford,yae
B39,Guahibo,5.38,-68.31,Binford,guh
B40,Nukak,2.56,-71.81,Binford,NA
B41,Bororo,16.52,-55.00,Binford,bor
B42,Guato,-18.00,-57.50,Binford,gta
B43,Siriono,-15.00,-63.58,Binford,NA
B44,Yuqui,-16.46,-64.97,Binford,NA
B45,Nambikwara,-12.73,-59.55,Binford,NA
B46,Calusa,-26.50,-82.00,Binford,NA
B47,Guayaki__Ache_,-25.70,-55.38,Binford,NA
B48,Botocudo,-18.71,-41.86,Binford,NA
B49,Heta,-23.52,-53.68,Binford,NA
B50,Aweikomo,-28.00,-50.00,Binford,NA
B51,Tehuelche,-46.00,-68.70,Binford,tehteh
B52,Chono,-45.00,-73.83,Binford,NA
B53,Alacaluf,-49.55,-74.52,Binford,NA
B54,Ona,-53.90,-68.62,Binford,ona
B55,Yahgan,-60.00,-68.66,Binford,yag
B60,Aka,2.00,17.00,Binford,NA
B61,Bayaka,3.58,17.76,Binford,NA
B62,Bambote,-6.64,28.26,Binford,NA
B63,Baka,2.39,15.31,Binford,NA
B64,Efe,2.70,27.64,Binford,NA
B65,Mbuti,1.54,28.61,Binford,les
B66,Mikea,-22.32,43.81,Binford,NA
B67,Hukwe,-16.93,24.32,Binford,NA
B68,Hai//Om,-18.65,16.12,Binford,NA
B69,Hadza,-3.82,35.32,Binford,NA
B70,Dorobo__Okiek_,0.00,36.00,Binford,NA
B71,Sekele,-16.42,19.53,Binford,NA
B72,!Kung,-20.00,21.18,Binford,NA
B73,Nharo,-21.64,21.61,Binford,NA
B74,G/Wi,-22.46,23.39,Binford,NA
B75,Kua,-22.88,24.41,Binford,NA
B76,Ko,-23.86,22.20,Binford,NA
B77,/Auni_Khomani,-27.37,19.82,Binford,NA
B78,//Xegwi,-26.28,30.23,Binford,NA
B79,/Xam,-31.47,19.77,Binford,NA
B82,Kaurareg,-10.77,142.12,Binford,NA
B83,Larikia,-12.60,130.78,Binford,NA
B84,Gunwinggu,-12.43,134.12,Binford,NA
B85,Mirrngadja,-12.31,135.20,Binford,NA
B86,Anbara,-12.20,134.73,Binford,NA
B87,Gidjingali,-12.18,134.40,Binford,bvr
B88,Murngin__Yolngu_,-12.93,135.84,Binford,duj
B89,Jeidji__Forest_River_,-15.55,128.19,Binford,NA
B90,Wikmunkan,-13.47,142.00,Binford,wim
B91,Kakadu,-13.13,132.95,Binford,NA
B92,Numggubuyu,-13.76,135.98,Binford,NA
B93,Yintjingga,-14.00,143.50,Binford,NA
B94,Yir-yoront,-15.00,142.17,Binford,yiy
B95,Tiwi,-11.59,130.87,Binford,tiw
B96,Kuku-yalanji,-15.92,145.32,Binford,NA
B97,Groote-eylandt,-14.00,136.62,Binford,NA
B98,Walmbaria,-14.34,144.22,Binford,NA
B99,Mulluk,-13.58,130.58,Binford,NA
B100,Worora,-15.32,124.72,Binford,NA
B101,Lungga,-16.91,127.83,Binford,NA
B102,Lardil,-16.30,139.30,Binford,NA
B103,Kaiadilt,-16.94,139.28,Binford,NA
B104,Karadjeri,-18.92,121.21,Binford,NA
B105,Mamu,-17.64,145.84,Binford,NA
B106,Kariera,-20.88,118.27,Binford,vka
B107,Warunggu,-18.41,145.61,Binford,NA
B108,Dj_aru,-19.16,130.00,Binford,NA
B109,Walbiri,-20.00,130.57,Binford,wbp
B110,Ngatjan,-17.36,145.56,Binford,NA
B111,Mardudjara,-22.79,125.06,Binford,NA
B112,Ildawongga,-22.93,127.18,Binford,NA
B113,Pintubi,-22.86,129.44,Binford,NA
B114,Undanbi,-27.28,153.24,Binford,NA
B115,Jinibarra,-27.25,152.87,Binford,NA
B116,Karuwali,-24.41,141.64,Binford,NA
B117,Alyawara,-22.27,135.17,Binford,NA
B118,Ngatatjara,-25.32,127.27,Binford,NA
B119,Badjalang,-29.59,152.78,Binford,NA
B120,Pitjandjara,-26.00,130.00,Binford,NA
B121,Dieri,-28.54,139.09,Binford,dif
B122,Arenda__southern_,-26.09,135.52,Binford,NA
B123,Jankundjara,-27.00,131.95,Binford,NA
B124,Arenda__northern_,-23.70,133.76,Binford,NA
B125,Ualaria,-29.30,147.25,Binford,NA
B126,Nakako,-27.31,128.19,Binford,NA
B127,Ooldea,-30.38,131.81,Binford,NA
B128,Barkindji,-32.40,142.25,Binford,NA
B129,Karuna,-34.56,138.40,Binford,NA
B130,Wongaibon,-32.14,146.09,Binford,wyb
B131,Jaralde,-35.06,139.29,Binford,NA
B132,Mineng,-34.95,117.81,Binford,NA
B133,Tjapwurong,-35.86,141.38,Binford,NA
B134,Bunurong,-38.93,145.07,Binford,NA
B135,Kurnai,-37.59,147.42,Binford,NA
B136,Tasmanians__eastern_,-42.62,147.49,Binford,NA
B137,Tasmanians__western_,-41.38,145.21,Binford,xtz
B143,Seri,29.59,-112.18,Binford,sei
B144,Cahuilla,33.59,-116.24,Binford,chl
B145,Cupeno,33.26,-116.59,Binford,cup
B146,Kiliwa,31.44,-115.25,Binford,klb
B147,Diegueno,32.44,-116.49,Binford,dih
B148,Lake_Yokuts,36.00,-119.83,Binford,yok
B149,Serrano,34.52,-117.00,Binford,ser
B150,Luiseno,33.42,-117.30,Binford,lui
B151,Wukchumi,36.45,-118.96,Binford,yok
B152,Tubatulabal,36.00,-118.32,Binford,tub
B153,Nomlaki,40.00,-122.56,Binford,wit
B154,Northern_Foothill_Yokut,37.44,-120.44,Binford,NA
B155,Patwin,39.08,-122.05,Binford,wit
B156,Gabrielino,34.00,-118.00,Binford,xgf
B157,Monache,36.60,-117.08,Binford,NA
B158,Eastern_Pomo,39.03,-122.94,Binford,NA
B159,Clear-lake_Pomo,39.12,-122.94,Binford,NA
B160,Wintu,40.90,-122.35,Binford,wit
B161,Chumash,34.63,-119.60,Binford,chs
B162,Chimariko,40.85,-123.30,Binford,cid
B163,Nisenan,39.03,-121.15,Binford,NA
B164,Salinan,35.47,-120.84,Binford,sln
B165,Pomo__southern_,38.54,-122.88,Binford,NA
B166,Sinkyone,40.10,-123.96,Binford,wlk
B167,Lessik,40.18,-123.16,Binford,wlk
B168,Miwok__Coast_,38.24,-122.88,Binford,NA
B169,Mattole,40.17,-124.04,Binford,NA
B170,Miwok__Lake_,38.79,-122.48,Binford,NA
B171,Yuki__Proper_,39.70,-123.15,Binford,NA
B172,Wappo,38.59,-122.54,Binford,wao
B173,Pomo__northern_,39.34,-123.29,Binford,pej
B174,Yana,40.38,-122.89,Binford,ynn
B175,Miwok,38.00,-119.77,Binford,NA
B176,Tekelma,42.44,-123.48,Binford,NA
B177,Yuki__Coast_,39.64,-123.74,Binford,yuk
B178,Tolowa,41.87,-123.92,Binford,tol
B179,Shasta,41.62,-122.70,Binford,sht
B180,Hupa,40.93,-123.61,Binford,hup
B181,Tututni,42.61,-124.04,Binford,tuu
B182,Karok,41.58,-123.47,Binford,kyh
B183,Atsugewi,40.75,-121.12,Binford,atw
B184,Wiyot,40.75,-124.14,Binford,wiy
B185,Maidu__Mountain_,40.28,-120.56,Binford,NA
B186,Yurok,41.40,-123.89,Binford,NA
B187,Achumawi,41.32,-121.19,Binford,acv
B188,Modoc,42.00,-121.31,Binford,NA
B189,Klamath,42.62,-121.50,Binford,NA
B190,Guaicura,25.00,-111.54,Binford,NA
B191,Chichimec,22.00,-100.00,Binford,NA
B192,Death_Valley,36.52,-116.81,Binford,NA
B193,Karankawa,28.44,-96.91,Binford,zkk
B194,Coahuilenos,26.00,-102.07,Binford,xcw
B195,Panamintshoshoni,36.37,-117.33,Binford,NA
B196,Yavapai,33.37,-110.50,Binford,yuf
B197,Koso_Mountain_Shoshoni,36.12,-117.70,Binford,NA
B198,Walapai,35.95,-114.50,Binford,yuf
B199,Kawaiisushoshoni,35.37,-118.00,Binford,xaw
B200,Saline_Valley_Shoshoni,36.65,-117.79,Binford,NA
B201,Antarianunts_Southern_Paiute,37.86,-110.72,Binford,NA
B202,Owens_Valley_Paiute,36.88,-118.18,Binford,NA
B203,Kawich_Mountain_Shoshoni,37.92,-116.45,Binford,NA
B204,Kaibab_Southern_Paiute,36.90,-112.55,Binford,ute
B205,Mono_Lake_Paiute,38.11,-118.45,Binford,NA
B206,Deep_Spring_Paiute,37.28,-118.00,Binford,NA
B207,Salmon-eater_Shoshoni,42.94,-115.30,Binford,NA
B208,Pyramid_Lake_Paiute,40.00,-119.60,Binford,NA
B209,Ute-timanogas,40.22,-111.81,Binford,NA
B210,Cattail_Paiute,40.12,-118.37,Binford,NA
B211,Fish_Lake_Paiute,37.69,-118.14,Binford,NA
B212,Honey_Lake_Painte,40.27,-120.44,Binford,NA
B213,Hukunduka_Shoshoni,41.55,-112.22,Binford,shh
B214,Gosiute_Shoshoni,39.88,-114.00,Binford,shh
B215,Spring_Valley_Shoshoni,39.19,-114.48,Binford,shh
B216,White_Knife_Shoshoni,41.00,-117.31,Binford,shh
B217,Rainroad_Valley_Shoshoni,38.33,-115.78,Binford,NA
B218,Reese_River_Shoshoni,39.25,-117.32,Binford,NA
B219,North_Fork_Paiute,37.00,-119.07,Binford,NA
B221,Grouse_Creek_Shoshoni,41.59,-113.94,Binford,NA
B222,Ute_Wimonantci,37.67,-109.00,Binford,NA
B223,Bear_Creek_Painte,43.94,-120.49,Binford,NA
B224,Antelope_Valley_Shoshoni,40.19,-114.24,Binford,NA
B225,Washo,39.08,-119.82,Binford,was
B226,Suprise_Valley_Palute,41.50,-120.06,Binford,NA
B227,Wind_River_Shoshoni,43.19,-108.86,Binford,shh
B228,Ruby_Valley_Shoshoni,40.36,-115.39,Binford,NA
B229,Bohogue—Northern_Shoshoni,43.00,-112.00,Binford,shh
B230,Uintah-ute,40.47,-110.22,Binford,ute
B231,Harney_Valley_Paiute,43.25,-119.14,Binford,NA
B232,Sheep-eater_Shoshoni,45.17,-113.84,Binford,NA
B233,Little_Smoky_Shoshoni,39.33,-115.84,Binford,NA
B234,Uncompahgre_Ute,38.14,-107.80,Binford,ute
B240,Lipan_Apache,28.96,-98.48,Binford,apl
B241,Comanche,36.83,-100.50,Binford,com
B242,Chiricahua_Apache,32.52,-101.76,Binford,apm
B243,Kiowa,36.90,-99.10,Binford,kio
B244,Kiowa_Apache,35.83,-98.90,Binford,apk
B245,Cheyenne,38.83,-102.35,Binford,chy
B246,Arapahoe,40.13,-102.72,Binford,arp
B248,Crow,45.83,-108.48,Binford,cro
B249,Teton_Lakota,44.50,-102.27,Binford,lkt
B250,Kutenai,47.48,-114.08,Binford,kut
B252,Bannock,43.66,-112.32,Binford,pao
B253,Gros-Ventre,48.12,-105.60,Binford,ats
B254,Plains_Ojibwa,47.60,-97.25,Binford,NA
B255,Peigan,49.34,-111.21,Binford,NA
B256,Blackfoot,51.01,-110.76,Binford,bla
B257,Assiniboine,49.49,-102.43,Binford,asb
B258,Plains_Cree,51.86,-102.67,Binford,NA
B259,Blood,52.79,-113.86,Binford,bla
B260,Sarsi,53.15,-111.04,Binford,srs
B268,Squamish,49.77,-123.19,Binford,squ
B269,Alsea,44.42,-123.84,Binford,aes
B270,Puyallup,47.11,-122.04,Binford,NA
B271,Twana,47.55,-123.16,Binford,twa
B272,Chehalis,46.87,-123.67,Binford,NA
B273,Nootka,49.34,-125.74,Binford,noo
B274,Chinook,46.06,-123.75,Binford,chh
B275,Coos,43.43,-124.11,Binford,csz
B276,Lillooet,50.46,-123.00,Binford,lil
B277,Lummi,48.84,-122.34,Binford,str
B278,Quinault,47.38,-123.82,Binford,qun
B279,Stalo,49.23,-122.70,Binford,hur
B280,Cowichan,48.41,-123.64,Binford,hur
B281,Tillamook,45.40,-123.82,Binford,til
B282,Comox,50.00,-125.50,Binford,coo
B283,Bella-bella,52.87,-127.87,Binford,hei
B284,Quileute,47.77,-124.14,Binford,qui
B285,Clallam,47.95,-123.55,Binford,NA
B286,Makah,48.22,-124.58,Binford,NA
B287,Haisla,53.50,-128.42,Binford,has
B288,Kwakiutl,50.42,-126.67,Binford,kwk
B289,Tsimshim,54.00,-129.58,Binford,tsi
B290,Haida,53.54,-132.29,Binford,NA
B291,Bella-coola,52.32,-126.58,Binford,blc
B292,Tlingit,57.00,-133.59,Binford,tli
B293,Gitksan,55.65,-128.06,Binford,NA
B294,Konaig,57.93,-153.16,Binford,NA
B295,Eyak,60.48,-144.00,Binford,eya
B296,Kuskowagmut,61.01,-161.55,Binford,NA
B297,Chugash,61.21,-147.61,Binford,ems
B298,Aleut,55.00,-162.85,Binford,ale
B299,Nunavak,60.03,-166.30,Binford,NA
B315,Tenino,45.59,-120.45,Binford,tqn
B316,Umatilla,45.49,-119.94,Binford,uma
B317,Wenatchi,47.41,-120.31,Binford,col
B318,Yakima,46.33,-120.27,Binford,NA
B319,Wishram,45.72,-121.13,Binford,wac
B320,Coeur_d’Alene,47.42,-116.34,Binford,crd
B321,Sinkaietk,48.78,-119.56,Binford,oka
B322,Okanogan,49.46,-119.63,Binford,NA
B323,Sanpoil,47.94,-118.44,Binford,oka
B324,Nez-perce,46.25,-116.46,Binford,nez
B325,Thompson,51.26,-121.75,Binford,thp
B326,Kalispel,47.94,-115.67,Binford,fla
B327,Ojibwa__Kitchibuan_,45.21,-85.10,Binford,NA
B328,Kitikitegon,45.00,-91.00,Binford,NA
B329,Micmac,46.99,-65.00,Binford,mic
B330,Flathead,46.28,-113.26,Binford,fla
B331,Rainy_River_Ojibwa,45.21,-85.10,Binford,ojb
B332,Northern_Saulteaux,52.28,-96.78,Binford,NA
B333,Shuswap,53.41,-119.53,Binford,shs
B334,Pekangekum_Ojibwa,51.84,-93.85,Binford,ojb
B335,Round_Lake_Ojibwa,52.71,-90.62,Binford,NA
B336,Alcatcho,51.32,-124.02,Binford,NA
B337,Nipigon_Ojibwa,49.34,-88.31,Binford,NA
B338,Mistassini_Cree,51.75,-72.66,Binford,NA
B339,Ojibwa__Northern_Albany_,51.22,-83.10,Binford,NA
B340,Waswanip_Cree,49.78,-76.64,Binford,NA
B341,Weagamon_Ojibwa,52.79,-90.64,Binford,NA
B342,Montagnais,52.42,-63.33,Binford,moe
B343,Sekani,56.14,-120.00,Binford,sek
B344,Beaver,58.51,-115.76,Binford,bea
B345,Slave,61.15,-119.50,Binford,NA
B346,Kaska,59.73,-125.00,Binford,kkz
B347,Tahitan,57.66,-127.85,Binford,NA
B348,Chilcotin,51.68,-124.00,Binford,clc
B349,Carrier,53.33,-123.15,Binford,NA
B350,Mountain,63.68,-125.37,Binford,NA
B351,Han,64.79,-141.20,Binford,NA
B352,Hare,67.47,-125.00,Binford,NA
B353,Attawapiskat_Cree,53.62,-83.88,Binford,NA
B354,Koyukon,66.52,-153.78,Binford,NA
B355,Chippewyan,59.47,-106.19,Binford,NA
B356,Kutchin,65.94,-135.23,Binford,gwi
B357,Ingalik,61.82,-157.75,Binford,ing
B358,Satudene,65.75,-122.89,Binford,NA
B359,Nabesna,63.44,-143.12,Binford,tau
B360,Rupert_House_Cree,51.08,-77.81,Binford,NA
B361,Dogrib,63.85,-115.61,Binford,dgr
B362,Tanaina,61.74,-150.45,Binford,tfn
B363,Tutchone,61.24,-138.21,Binford,NA
B364,Holikachuk,63.33,-157.54,Binford,NA
B365,Naskapi,56.19,-68.92,Binford,nsk
B369,Norton_Sound_Inuit,63.98,-160.75,Binford,NA
B370,Kobuk_Inuit,66.95,-156.94,Binford,NA
B371,Kotzebue_Sound_Inuit,66.77,-161.53,Binford,NA
B372,Labrador_Inuit,57.97,-62.02,Binford,ike
B373,Great_Whale_Inuit,55.32,-77.69,Binford,NA
B374,Caribou_Inuit,64.33,-96.20,Binford,NA
B375,Noatak_Inuit,68.09,-160.00,Binford,NA
B377,Nunamiut_Inuit,68.18,-151.71,Binford,NA
B378,Mackenzie_Inuit,69.96,-132.09,Binford,NA
B379,Sivokamiut_Inuit,63.49,-170.31,Binford,NA
B380,Point_Hope_Inuit,68.29,-166.62,Binford,NA
B381,Copper_Inuit,68.58,-106.61,Binford,NA
B382,Utkuhikhalingmiut,66.99,-95.18,Binford,NA
B383,Aivilingmiut_Inuit,65.16,-88.12,Binford,NA
B384,Ingulik_Inuit,69.44,-81.51,Binford,NA
B385,West_Greenland,69.31,-50.21,Binford,NA
B386,Baffin_Island_Inuit,65.00,-65.00,Binford,NA
B387,Netsilik_Inuit,71.46,-94.93,Binford,ikt
B388,Angmakaslik,65.63,-37.64,Binford,NA
B389,Tareumiut_Inuit,71.32,-156.78,Binford,NA
B390,Polar_Inuit,77.49,-69.50,Binford,NA
