id,society_name,lat,long,source,iso
Ib5,Dusun,6,117,EA,dtp
Ij9,Easter Island,-27,-190,EA,rap
Ii4,Ellice,-8,178,EA,tvl
Ii8,Futunans,-14,-178,EA,fud
If7,Gilbert Onotoa,-2,174,EA,gil
Ia5,Hanunoo,13,121,EA,hnn
Ij6,Hawaiians,20,-156,EA,haw
Ib1,Iban,2,112,EA,iba
Ia3,Ifugao,17,121,EA,NA
If4,Ifuluk,7,147,EA,woe
Ic7,Ili-Mandiri,-8,123,EA,NA
Ib2,Javanese,-7,110,EA,jas
Ia16,Kalinga,18,121,EA,knb
Ig20,Kaoka,-10,161,EA,gri
Ii7,Kapingamarang,1,155,EA,kpg
Ic8,Kei,-6,133,EA,kei
Ib8,Kubu,-3,103,EA,kvb
Ig3,Kurtatchi,-5,154,EA,NA
If11,Kusaians,5,163,EA,NA
Ig7,Lakalai,-5,151,EA,nak
If16,Lamotrek,7,146,EA,woe
Ih4,Lau,-18,179,EA,llx
Ig4,Lesu,-3,153,EA,ncf
Ih7,Lifu,-21,163,EA,dhv
Ic1,Macassarese,-5,119,EA,mak
If3,Majuro,7,171,EA,mah
If14,Makin,3,173,EA,gil
Ej8,Malays,5,103,EA,zlm
Ie29,Manam,-4,145,EA,mva
Ij1,Mangaians,-22,-158,EA,rar
Ij7,Mangarevans,-20,-134,EA,mrv
Ij4,Manihikians,-10,-160,EA,rkh
Ia15,Manobo,8,126,EA,mbb
Ig9,Manus,-2,147,EA,NA
Ij2,Maori,-35,175,EA,mri
Ij3,Marquesans,-9,-140,EA,mrq
If17,Marshallese,6,169,EA,mah
Ih14,Mbau Fijians,-18,179,EA,fij
Ib7,Mentaweians,-3,100,EA,mwv
Eh2,Merina,-19,46,EA,plt
Ib6,Minangkabau,-1,101,EA,min
Ih1,Mota,-14,168,EA,mtt
Ie10,Motu,-9,147,EA,meu
If13,Nauruans,-1,166,EA,nau
Ej16,Negri Sembilan,21,102,EA,NA
Ii9,Niueans,-19,-169,EA,niu
Ii5,Ontong Java,-5,160,EA,ojv
Ia6,Paiwan,22,121,EA,pwn
If1,Palauans,7,135,EA,pau
If5,Ponapeans,7,158,EA,NA
Ii3,Pukapukans,-11,-166,EA,pkp
Ia11,Puyuma,23,121,EA,pyu
Ij5,Raroians,-16,-142,EA,pmt
Ii10,Rennell,-12,160,EA,mnv
Ej10,Rhade,13,108,EA,rad
Ic4,Rotinese,-11,123,EA,NA
Ih6,Rotumans,-13,177,EA,rtm
Ia2,Sagada,17,121,EA,xnn
Eh8,Sakalava,-21,41,EA,skg
Ii1,Samoans,-14,-170,EA,smo
Ej6,Selung,12,98,EA,mwt
Ih2,Seniang,-17,167,EA,sns
Ia4,Subanun,8,123,EA,NA
Ia12,Sugbuhanon,10,124,EA,ceb
Ic9,Sumbanese,-10,120,EA,NA
Ic12,Sumbawanese,-4,118,EA,smw
Ia7,Tagbanua,10,119,EA,tbw
Ij8,Tahitians,-18,-150,EA,tah
Eh3,Tanala,-22,47,EA,plt
Ig21,Tangu,-3,153,EA,tgg
Ic6,Tanimbarese,-8,131,EA,slu
Ih10,Tannese,-20,168,EA,tnn
Ii2,Tikopia,-12,168,EA,tkp
Ii6,Tokelau,-9,-172,EA,tkl
Ii11,Tokelau_Atafu,-9,-172,EA,tkl
Ii12,Tongans,-20,-174,EA,ton
Ij10,Tongarevans,-9,-158,EA,pnh
Ic5,Toradja,-2,121,EA,NA
Ig2,Trobriands,-8,151,EA,kij
If2,Trukese,7,152,EA,chk
Ig6,Ulawans,-10,161,EA,apb
If9,Ulithians,10,140,EA,uli
Ii14,Upolu,-14,172,EA,smo
Ig10,Usiai,-2,147,EA,lle
Ii13,Uveans,-13,-176,EA,NA
Ih8,Vanua Levu,-17,179,EA,fij
Ie6,Waropen,-2,137,EA,wrp
Ie4,Wogeo,-3,144,EA,woc
Ia14,Yami,22,122,EA,tao
If6,Yapese,9,138,EA,yap
Ie22,Mekeo,-9,147,EA,mek
Ih9,Santa Cruz,-11,166,EA,stc
Ie15,Abelam,4,-145,EA,abt
Ie3,Arapesh,-4,144,EA,NA
Ie27,Banaro,-4,145,EA,byz
Ie38,Dani,-4,139,EA,dnt
Ie39,Elema,-8,145,EA,oro
Ie7,Enga,-6,144,EA,enq
Ie31,Fore,-6,145,EA,for
Ie35,Iatmul,-4,143,EA,ian
Ie11,Kakoli,-6,144,EA,NA
Ie1,Kapauku,-4,136,EA,ekg
Ed15b,Chekiang,31,120,EA,NA
Ed2,Lolo,29,103,EA,iii
Ie13,Kiwai,-9,143,EA,kjd
Ie24,Koiari,-9,148,EA,kbk
Ie20,Koita,-9,147,EA,kqi
Ie16,Kutubu,-6,143,EA,foi
Ie12,Kwoma,-4,142,EA,kmo
Ed6,Min Chinese,24,115,EA,nan
Ie21,Mailu,-10,149,EA,mgu
Ed9,Li,19,109,EA,lic
Ie30,Mimika,-4,135,EA,kgq
Ie14,Miriam,-10,144,EA,ulk
Eg6,Kerala,11,76,EA,mal
Eg7,Hill Bhuiya,21,85,EA,bhc
Ie9,Orokaiva,-9,148,EA,okv
Ie8,Purari,-7,145,EA,iar
Ig11,Rossel,-9,154,EA,yle
Ie17,Siane,-6,145,EA,snp
Ie32,Sio,-6,147,EA,xsi
Eg8,Kol,22,85,EA,NA
Ej9,Siamese,15,100,EA,tha
Ic10,Tobelorese,1,128,EA,tlb
Ie2,Wantoat,-7,147,EA,wnc
Id11,Gidjingali,-12,135,EA,bvr
Id3,Tiwi,-12,131,EA,tiw
Id1,Aranda,-24,134,EA,NA
Id4,Dieri,-28,138,EA,dif
Id5,Kariera,-21,118,EA,vka
Id2,Murngin,-12,136,EA,duj
Id10,Walbiri,-22,132,EA,wbp
Id6,Wikmunkan,-14,142,EA,wim
Id9,Wongaibon,-32,146,EA,wyb
Id12,Yir Yoront,-15,142,EA,yiy
Ie18,Kimam,-7,138,EA,NA
Ie19,Marindamin,-8,139,EA,mrz
Ce1,Gheg,42,20,EA,aln
Ch9,Lithuanians,55,24,EA,lit
Cg3,Irish,53,-9,EA,gle
Cf2,Boers,-16,28,EA,afr
Cg1,Dutch,53,7,EA,nld
Cg2,Icelanders,64,-20,EA,isl
Cf1,New England,42,-73,EA,eng
Cf3,Tristan da Cunha,-37,-12,EA,eng
Ce7,Greeks,39,23,EA,ell
Ef2,Bengali,23,88,EA,ben
Ef5,Bhil,22,74,EA,bhb
Ei10,Chakma,23,92,EA,ccp
Ee5,Dard,35,73,EA,scl
Ef9,Gujarati,20,77,EA,guj
Ef8,Kashmir,34,75,EA,kas
Ea4,Kohistani,35,73,EA,mvy
Ea5,Nuri,36,71,EA,NA
Ef7,Pahari,30,78,EA,bfz
Ea13,Punjabi,32,73,EA,NA
Ea1,Sindhi,25,68,EA,snd
Eh6,Sinhalese,7,80,EA,sin
Ef11,Uttar Pradesh,26,83,EA,NA
Eh4,Vedda,8,81,EA,ved
Ci10,Armenians,40,45,EA,hye
Ea11,Afghans,33,68,EA,pbu
Ea8,Bakhtiari,33,48,EA,NA
Ea6,Basseri,30,34,EA,pes
Ea3,Hazara,35,66,EA,haz
Ea9,Iranians,36,52,EA,NA
Ci11,Kurd,32,44,EA,ckb
Ea10,Marri,30,69,EA,NA
Ci6,Osset,43,44,EA,oss
Ea2,Pathan,35,72,EA,pbu
Cf4,Brazilians,-43,-47,EA,por
Se7,Camba,-18,-63,EA,xba
Sc18,Djuka,5,-54,EA,djk
Cf5,French Canadians,47,-72,EA,fra
Sb9,Haitians,18,-72,EA,hat
Ce5,Neapolitians,41,13,EA,nap
Ce2,Portuguese,42,-7,EA,por
Ce3,Romans,42,12,EA,lat
Sc6,Saramacca,4,-56,EA,srm
Ce6,Spaniards,37,-6,EA,spa
Cg5,Walloons,50,5,EA,wln
Ch5,Bulgarians,43,24,EA,bul
Ch6,Byelorussians,55,28,EA,bel
Ch3,Czechs,50,16,EA,ces
Ch2,Hutsul,49,24,EA,ukr
Ch11,Russians,53,41,EA,rus
Ch1,Serbs,44,20,EA,srp
Ch7,Ukranians,48,36,EA,ukr
Ci12,Abkhaz,43,41,EA,abk
Ci4,Cherkess,44,42,EA,kbd
Ci7,Chechen,43,46,EA,che
Ci8,Georgians,42,45,EA,kat
Ie23,Muju,-6,141,EA,NA
Ci9,Svan,43,43,EA,sva
Ie25,Mafulu,-8,147,EA,fuy
Ch8,Hungarian,47,20,EA,hun
Cg4,Lapps,68,22,EA,NA
Ec11,Selkup,59,90,EA,sel
Ec4,Yurak,68,75,EA,yrk
Ec10,Ob Ostyak,62,74,EA,kca
Ec9,Goldi,47,132,EA,gld
Ed3,Manchu,45,126,EA,mnc
Eb6,Buryat,52,107,EA,bxr
Ie26,Ngarawapum,-6,146,EA,adz
Eb4,Dagur,49,125,EA,dta
Ci1,Kalmyk,46,46,EA,xal
Ie33,Soromadja,-2,138,EA,NA
Ea7,Moghol,34,63,EA,mhj
Eb2,Monguor,39,100,EA,mjg
Eb1,Kazak,48,70,EA,kaz
Ci3,Kumyk,42,48,EA,kum
Ie5,Keraki,-9,142,EA,NA
Eb5,Turkmen,38,62,EA,tuk
Ig1,Siuai,-6,155,EA,siw
Ec2,Yakut,65,125,EA,sah
Ed5,Japanese,35,136,EA,jpn
Ed7,Okinawans,26,128,EA,NA
Ec3,Chukchee,66,177,EA,ckt
Ec5,Koryak,62,164,EA,kpy
Ed4,Miao,26,107,EA,hea
Na9,Aleut,54,-167,EA,ale
Na11,Sivokakmeit,63,-170,EA,ess
Na13,Baffinland,65,-65,EA,ike
Na21,Caribou Eskimo,63,-96,EA,NA
Na10,Chugach,60,-147,EA,ems
Na3,Copper Eskimo,69,-110,EA,NA
Na25,Greenlanders,69,-53,EA,kal
Na12,Nunamiut,68,-152,EA,esi
Na23,Labrador Eskimo,58,-65,EA,ike
Na43,Netsilik,69,-96,EA,ikt
Na16,Satudene,65,-119,EA,NA
Na6,Nunivak,60,-166,EA,esu
Na14,Polar Eskimo,78,-70,EA,kal
Na2,Tareumiut,71,-157,EA,esi
Na22,Iglulik,70,-82,EA,ike
Na24,Angmagsalik,66,-37,EA,kal
Na34,Pekangekum,52,-94,EA,ojb
Na29,Beaver,58,-117,EA,bea
Na19,Carrier,54,-124,EA,NA
Na18,Chilcotin,52,-132,EA,clc
Na35,Nipigon,50,-88,EA,NA
Na30,Chipewyan,60,-105,EA,NA
Na15,Dogrib,63,-117,EA,dgr
Na8,Ingalik,62,-160,EA,ing
Na4,Kaska,59,-128,EA,kkz
Na20,Kutchin,66,-135,EA,gwi
Na1,Nabesna,63,-141,EA,tau
Ne7,Sarsi,54,-110,EA,srs
Na38,Katikitegon,46,-92,EA,ciw
Na28,Sekani,56,-123,EA,sek
Na17,Slave,61,-120,EA,NA
Na27,Tahltan,58,-131,EA,tht
Na26,Tanaina,62,-144,EA,tfn
Nb35,Hupa,41,-123,EA,hup
Na44,Taqagmiut,62,-76,EA,ike
Nb38,Mattole,40,-124,EA,NA
Na45,Mistassini,52,72,EA,NA
Nb6,Tolowa,42,-124,EA,tol
Nb31,Tututni,42,-124,EA,tuu
Nh1,Chiricahua,31,-108,EA,apm
Nh16,Jicarilla,36,-104,EA,apj
Ne2,Kiowa Apache,36,-99,EA,apk
Nh24,Lipan,30,-100,EA,apl
Nh15,Mescalero,33,-103,EA,apm
Nh3,Navaho,37,-110,EA,nav
Nh17,Western Apache,34,-110,EA,apw
Nb23,Bellabella,52,-128,EA,hei
Na7,Cree Attawapiskat,53,-83,EA,NA
Nb3,Kwakiutl,51,-128,EA,kwk
Nb24,Makah,48,-125,EA,NA
Nb11,Nootka,49,-126,EA,noo
Nc12,Maidu,40,-121,EA,NA
Nc13,Nisenan,39,-121,EA,NA
Nc21,Lake Miwok,38,-123,EA,lmw
Nc5,Miwok,38,-120,EA,NA
Nc1,Nomlaki,39,-122,EA,wit
Nc22,Patwin,39,-122,EA,wit
Nc14,Wintu,41,-122,EA,wit
Nc24,Lake Yokuts,36,-120,EA,yok
Nb10,Alkatcho,53,-126,EA,NA
Nc3,Yokuts,36,-120,EA,yok
Nb19,Chinook,46,-124,EA,chh
Nd18,Wishram,46,-121,EA,wac
Nb30,Takelma,42,-123,EA,tkm
Nc8,Klamath,43,-122,EA,kla
Nc9,Modoc,42,-122,EA,kla
Nd17,Klikitat,46,-122,EA,yak
Nd20,Nez Perce,45,-115,EA,nez
Nd1,Tenino,45,-121,EA,tqn
Nd19,Umatilla,46,-119,EA,uma
Nb28,Alsea,44,-124,EA,aes
Nb29,Siuslaw,44,-124,EA,sis
Ng12,Choctaw,33,-88,EA,cho
Ng3,Creek,33,-84,EA,mus
Ng7,Natchez,32,-91,EA,ncz
Nb12,Klahuse,51,-125,EA,coo
Ng8,Timucua,27,-82,EA,tjm
Nb27,Stalo,49,-122,EA,hur
Nb37,Lassik,40,-123,EA,wlk
Nc20,Wappo,38,-123,EA,wao
Nc7,Yuki,40,-123,EA,yuk
Nb9,Bellacoola,52,-127,EA,blc
Nd14,Coeur d’Alene,48,-117,EA,crd
Nb14,Comox,50,-125,EA,coo
Nb26,Cowichan,49,-123,EA,hur
Nd12,Flathead,46,-113,EA,fla
Nd13,Kalispel,49,-117,EA,fla
Nb39,Sinkyone,40,-124,EA,wlk
Nb16,Klallam,48,-123,EA,NA
Nd9,Lillooet,50,-125,EA,lil
Nb15,Lummi,49,-123,EA,str
Nb17,Puyallup,47,-122,EA,slh
Nb25,Quinault,47,-124,EA,qun
Nd4,Sanpoil,48,-119,EA,oka
Nd11,Shuswap,51,-120,EA,shs
Nb8,Haisia,54,-129,EA,has
Nb13,Squamish,50,-123,EA,squ
Nc15,Coast Yuki,39,-124,EA,yuk
Nd10,Thompson,50,-122,EA,thp
Nb20,Tillamok,45,-124,EA,til
Nb2,Twana,48,-123,EA,twa
Nd16,Wenatchi,48,-121,EA,col
Ne9,Arapaho,40,-103,EA,arp
Ne12,Blackfoot,51,-112,EA,bla
Ne13,Blood,51,-115,EA,bla
Nc16,Huchnom,39,-123,EA,yuk
Ne5,Cheyenne,39,-104,EA,chy
Na36,Chippewa,49,-96,EA,ciw
Nc25,Wukchumni,36,-119,EA,yok
Ng6,Delaware,41,-75,EA,dep
Na31,Eastern Cree,51,-85,EA,NA
Na39,Eastern Ojibwa,46,-85,EA,ojg
Nd15,Sinkaitk,49,-120,EA,oka
Ne1,Gros Ventre,49,-109,EA,ats
Nd65,Walapai,36,-114,EA,yuf
Nf9,Menomini,46,-88,EA,mez
Nf4,Miami,40,-86,EA,mia
Na41,Micmac,47,-65,EA,mic
Nd67,Tolkepaya,34,-114,EA,yuf
Na32,Montagnais,48,-72,EA,moe
Na5,Naskapi,58,-70,EA,nsk
Nd8,Chilcotin,52,-122,EA,clc
Na33,Northern Saulteaux,52,-98,EA,ojb
Nf1,Ojibwa,52,-94,EA,NA
Na40,Ottawa,46,-82,EA,NA
Ne14,Bungi,51,-100,EA,NA
Ng4,Penobscot,45,-68,EA,NA
Ne18,Piegan,49,-115,EA,bla
Ne19,Plains Cree,45,-94,EA,NA
Na42,Potawatomi,44,-85,EA,pot
Na37,Rainy River,49,-92,EA,ojb
Nf13,Shawnee,37,-85,EA,sjw
Nb36,Wiyot,40,-124,EA,wiy
Nb4,Yurok,41,-124,EA,yur
Nb18,Quileute,48,-125,EA,qui
Ne11,Assiniboin,48,-106,EA,asb
Ng9,Catawba,35,-80,EA,chc
Ne4,Crow,45,-108,EA,cro
Ne15,Hidatsa,47,-101,EA,hid
Nf10,Iowa,41,-95,EA,iow
Ne6,Mandan,47,-101,EA,mhq
Nf3,Omaha,41,-96,EA,oma
Nf11,Oto,40,-95,EA,iow
Nf12,Ponca,43,-99,EA,oma
Ne20,Santee,45,-94,EA,dak
Ne8,Teton,43,-103,EA,lkt
Nf2,Winnebago,44,-88,EA,win
Ne10,Arikara,46,-101,EA,ari
Nf14,Caddo,33,-93,EA,cad
Nf7,Fox,45,-95,EA,sac
Nf6,Pawnee,42,-100,EA,paw
Nf5,Wichita,34,-98,EA,wic
Ng5,Cherokee,36,-83,EA,chr
Ng1,Huron,44,-78,EA,way
Ng10,Iroquois,43,-77,EA,see
Nh13,Acoma,35,-108,EA,kjq
Nh7,Cochiti,36,-106,EA,kee
Nh14,Laguna,35,-107,EA,kjq
Nh12,Santa Ana,35,-107,EA,kee
Nf8,Hasinai,31,-95,EA,cad
Nb33,Chimariko,41,-123,EA,cid
Nc26,Salinan,36,-121,EA,sln
Nb34,Karok,42,-123,EA,kyh
Nc18,Eastern Pomo,39,-123,EA,peb
Nc17,Northern Pomo,39,-123,EA,pej
Nc19,Southern Pomo,38,-123,EA,peq
Nc10,Achomawi,41,-121,EA,acv
Nc4,Atsugewi,41,-121,EA,atw
Nb32,Shasta,41,-122,EA,sht
Nh19,Cocopa,32,-115,EA,coc
Nc6,Diegueno,32,-116,EA,dih
Nd3,Havasupai,36,-112,EA,yuf
Ng2,Seminole,27,-81,EA,mik
Nh23,Kewyipaya,34,-111,EA,NA
Nc34,Kiliwa,31,-115,EA,klb
Nh5,Maricopa,33,-113,EA,mrc
Nh21,Mohave,35,-114,EA,mov
Nh20,Kamia,33,-115,EA,dih
Nh25,Sia,36,-107,EA,kee
Nd66,Yavapai,35,-112,EA,yuf
Nh22,Yuma,33,-114,EA,yum
Nc11,Yana,41,-122,EA,ynn
Nj2,Aztec,19,-99,EA,nci
Ni3,Huichol,23,-104,EA,hch
Nj9,Tlaxcalans,19,-98,EA,nhn
Ni2,Papago,31,-112,EA,NA
Ni6,Pima,31,-111,EA,NA
Ni1,Tarahumara,28,-107,EA,NA
Ni7,Yaqui,28,-110,EA,yaq
Nd46,Agaiduka,44,-112,EA,shh
Nd49,Antarianunts,37,-110,EA,ute
Nd23,Atsakudokwa,42,-118,EA,pao
Nd63,Bannock,43,-112,EA,pao
Nd33,Beatty,37,-116,EA,shh
Nd45,Bohogue,43,-112,EA,shh
Nc31,Cahuilla,33,-116,EA,chl
Nd54,Chemehuevi,35,-115,EA,ute
Ne3,Comanche,33,-100,EA,com
Nc32,Cupeno,33,-117,EA,cup
Nd30,Eastern Mono,37,-118,EA,NA
Nd42,Elko Shoshoni,41,-116,EA,shh
Nd38,Ely Shoshoni,39,-115,EA,shh
Nc29,Gabrielo,34,-118,EA,xgf
Nd48,Gosiute,40,-114,EA,shh
Nd37,Hamilton,39,-116,EA,shh
Nh18,Hopi,36,-111,EA,hop
Nd5,Hukundika,42,-112,EA,shh
Nd53,Kaibab,36,-113,EA,ute
Nc27,Kawaiisu,35,-118,EA,xaw
Nd24,Kidutokado,42,-120,EA,pao
Nd31,Koso,36,-118,EA,NA
Nd27,Kuyuidokado,40,-119,EA,pao
Nd55,Las Vegas,36,-115,EA,ute
Nd34,Lida Shoshoni,37,-117,EA,shh
Nc33,Luiseno,33,-117,EA,lui
Nd35,Mahaguaduka,39,-117,EA,shh
Nd60,Moache,37,-105,EA,ute
Nd59,Moanunts,39,-112,EA,ute
Nd51,Moapa,36,-115,EA,ute
Nc23,Monachi,37,-119,EA,NA
Nd57,Pahvant,39,-113,EA,ute
Nd32,Panamint,36,-117,EA,NA
Nd50,Panguitch,38,-112,EA,ute
Nd56,San Juan,36,-111,EA,NA
Nd25,Sawakudokwa,41,-118,EA,pao
Nc30,Serrano,34,-117,EA,ser
Nd52,Shivwits,36,-117,EA,ute
Nd2,Southern Ute,38,-109,EA,ute
Nd39,Spring Valley,40,-115,EA,shh
Nd21,Tagotoka,43,-117,EA,pao
Nd61,Taviwatsiu,40,-105,EA,ute
Nd28,Toedokado,40,-118,EA,pao
Nd40,Tubaduka,40,-113,EA,shh
Nc2,Tubatulabal,39,-118,EA,tub
Nd47,Tukudika,44,-111,EA,shh
Nd29,Tunava,37,-118,EA,pao
Nd58,Uintah,40,-112,EA,ute
Nd62,Uncompahgre,39,-107,EA,ute
Nd22,Wadadokado,43,-119,EA,pao
Nd41,Wadaduka,41,-116,EA,NA
Nd26,Wadatkuht,41,-120,EA,pao
Nd43,White Knife,41,-117,EA,shh
Nd64,Wind River,43,-109,EA,shh
Nd36,Wiyambituka,39,-117,EA,shh
Nd44,Yahanduka,42,-115,EA,shh
Nh2,Hano,36,-111,EA,tew
Nh11,Tewa,36,-106,EA,tew
Nh10,Isleta,35,-107,EA,tix
Nh9,Picuris,36,-106,EA,twf
Nh6,Taos,37,-106,EA,twf
Nh8,Jemez,36,-107,EA,tow
Sa11,Cakchiquel,14,-91,EA,cak
Sa3,Chorti,14,-89,EA,caa
Sa10,Lacandon,17,-92,EA,lac
Sa8,Mam,15,-92,EA,mvj
Sa13,Quiche,15,-91,EA,quc
Sa6,Yucatec Maya,18,-90,EA,yua
Nj6,Huave,16,-95,EA,NA
Nj7,Mixe,17,-95,EA,NA
Nj3,Popoluca,18,-95,EA,poi
Ni5,Chichimec,22,-100,EA,NA
Nj10,Zapotec,17,-96,EA,zpu
Si3,Bacairi,-14,-55,EA,bkq
Sb1,Callinago,15,-61,EA,NA
Sa7,Black Carib,16,-89,EA,cab
Sb2,Cagaba,11,-74,EA,kog
Sc11,Camaracoto,6,-63,EA,aoc
Sb4,Carinya,9,-64,EA,car
Si10,Kuikuru,-13,-54,EA,NA
Sc12,Macusi,4,-59,EA,mbc
Sc13,Panare,6,-66,EA,pbh
Sc15,Taulipang,4,-62,EA,aoc
Sc10,Locono,6,-57,EA,arw
Sd7,Waiwai,1,-59,EA,waw
Sc7,Yabarana,5,-66,EA,yar
Sc16,Yekuana,3,-65,EA,mch
Sb7,Yupa,9,-72,EA,yup
Se4,Yagua,-3,-72,EA,yad
Se6,Witoto,-1,-74,EA,huu
Sa5,Bribri,9,-83,EA,bzd
Sc3,Barama Carib,5,-59,EA,NA
Sf3,Cayapa,1,-79,EA,cbi
Sf6,Chibcha,5,-72,EA,chb
Sa1,Cuna,9,-78,EA,kvn
Sf5,Paez,3,-76,EA,pbb
Sf4,Tunebo,7,-72,EA,tuf
Sa9,Miskito,13,-85,EA,miq
Sj7,Apinaye,-6,-49,EA,apn
Sd4,Waica,2,-65,EA,wca
Sd5,Maue,-4,-57,EA,mav
Sj11,Shavante,-14,-52,EA,xav
Se10,Cocama,1,-79,EA,cod
Si1,Bororo,-16,-55,EA,bor
Sf1,Inca,-13,-72,EA,NA
Sj3,Aweikoma,-28,-50,EA,NA
Sh3,Abipon,-29,-61,EA,axb
Sh4,Caduveo,-22,-57,EA,kbc
Sh8,Toba,-25,-60,EA,tob
Sh5,Choroti,-22,-62,EA,crq
Sh1,Mataco,-24,-63,EA,NA
Sh9,Lengua,-23,-59,EA,leg
Se8,Amahuaca,-10,-72,EA,amc
Se11,Chacobo,-12,-67,EA,cao
Se9,Conibo,-9,-74,EA,shp
Sh6,Chamacoco,-20,-59,EA,ceg
Si5,Camayura,-12,-54,EA,kay
Sj10,Cayua,-26,-54,EA,NA
Sh7,Chiriguano,-20,-63,EA,gui
Si8,Umotina,-15,-57,EA,umo
Sj2,Sherente,-9,-48,EA,xer
Sd1,Mundurucu,-6,-58,EA,myu
Se1,Siriono,-16,-64,EA,NA
Sd2,Tapirape,-11,-52,EA,taf
Sj6,Tenetehara,-3,-46,EA,NA
Sj8,Tupinamba,-8,-35,EA,tpn
Se5,Cubeo,1,-71,EA,cub
Sf7,Campa,-8,-75,EA,NA
Sc9,Curipaco,5,-67,EA,kpc
Sb6,Goajiro,12,-72,EA,guc
Sj4,Ramcocamecra,-7,-45,EA,ram
Sd3,Palikur,3,-52,EA,plu
Sb5,Paraujano,11,-72,EA,pbg
Si7,Paressi,-15,-58,EA,pab
Sc17,Piapoco,6,-68,EA,pio
Sb8,Taino,19,-75,EA,tnq
Sh2,Terena,-21,-58,EA,ter
Sc5,Wapishana,3,-60,EA,wap
Sg2,Mapuche,-39,-68,EA,arn
Sg3,Ona,-54,-69,EA,ona
Sg4,Tehuelche,-46,-70,EA,tehteh
Sf2,Aymara,-16,-69,EA,NA
Sj9,Coroa,-8,-52,EA,NA
Ec7,Ainu,44,144,EA,ain
Sg5,Alacaluf,-52,-74,EA,NA
Eh1,Andamese,12,93,EA,NA
Ce4,Basques,43,-1,EA,eus
Sj5,Botocudo,-18,-42,EA,NA
Ee2,Burusho,37,75,EA,bsk
Sj1,Caraja,-12,-50,EA,kpj
Nj1,Chinantec,18,-96,EA,NA
Sa4,Choco,8,-78,EA,emp
Nc28,Chumash,34,-120,EA,chs
Nb21,Coos,43,-124,EA,csz
Nb5,Eyak,60,-145,EA,eya
Cb17,Fur,12,24,EA,fvr
Ec1,Gilyak,53,142,EA,niv
Sc4,Guahibo,5,-69,EA,guh
Si6,Guato,-19,-58,EA,gta
Nb1,Haida,54,-132,EA,NA
Se3,Jivaro,-3,-78,EA,jiv
Ne16,Karankawa,29,-96,EA,zkk
Ec8,Ket,62,90,EA,ket
Ne17,Kiowa,36,-99,EA,kio
Ed1,Koreans,35,102,EA,kor
Nd7,Kutenai,50,-117,EA,kut
Sa12,Lenca,14,-88,EA,len
Si4,Nambicura,-12,-59,EA,nab
Sc8,Piaroa,5,-67,EA,pid
Sd8,Sanema,4,-66,EA,xsu
Ni4,Seri,29,-112,EA,sei
Sd6,Shiriana,4,-63,EA,shb
Cb3,Songhai,17,-1,EA,hmb
Ce8,Spanish Basques,43,-2,EA,eus
Nj8,Tarasco,19,-101,EA,tsz
Id8,Tasmanians,-42,146,EA,xtz
Nb22,Tlingit,58,-134,EA,tli
Nj4,Totonac,20,-97,EA,tos
Si2,Trumai,-12,-53,EA,tpy
Nb7,Tsimshian,55,-130,EA,tsi
Se2,Tucuna,-3,-70,EA,tca
Sc1,Warrau,9,-62,EA,wba
Nd6,Washo,39,-120,EA,was
Sg1,Yahgan,-55,-69,EA,yag
Sd9,Yanomamo,2,-65,EA,guu
Sc2,Yaruro,7,-68,EA,yae
Ng11,Yuchi,35,-86,EA,yuc
Ec6,Yukaghir,70,145,EA,NA
Cb20,Zerma,13,3,EA,dje
Nh4,Zuni,35,-109,EA,zun
ec12,Nganasan,72,90,EA_Korotayev,nio
ec13,Itelmen,55,168,EA_Korotayev,itl
ec14,Ungazikmit,64,173,EA_Korotayev,ess
ec15,Mansi,63,62,EA_Korotayev,mns
ec16,Evenk,55,112,EA_Korotayev,evn
ec17,Negidal,52,134,EA_Korotayev,neg
ec18,Ulch,50,136,EA_Korotayev,ulc
ec19,Orok,54,142,EA_Korotayev,oaa
ec20,Oroch,51,138,EA_Korotayev,oac
ec21,Udihe,47,136,EA_Korotayev,ude
ch12,Bashkir,54,56,EA_Bodarenko,bak
ch13,Besermyan,58,52,EA_Bodarenko,udm
ch14,Chuvash,57,53,EA_Bodarenko,chv
ch15,Erzia mordva,53,50,EA_Bodarenko,myv
ch16,Estonians,59,26,EA_Bodarenko,est
ch17,Gagauz,45,29,EA_Bodarenko,gag
ch18,Ingrians,59,29,EA_Bodarenko,izh
ch19,Karelians,64,33,EA_Bodarenko,olo
ch20,Kazan tatar,55,50,EA_Bodarenko,tat
ch21,Latvians,57,24,EA_Bodarenko,lav
ch22,Lithuanian Karaim,55,23,EA_Bodarenko,kdr
ch23,Lithuanian Tatar,55,24,EA_Bodarenko,tat
ch24,Livs,57,23,EA_Bodarenko,liv
ch25,Moldovans,47,29,EA_Bodarenko,ron
ch26,Udmurt,57,53,EA_Bodarenko,udm
ch27,Veps,61,35,EA_Bodarenko,vep
ch28,Votes,59,29,EA_Bodarenko,vot
B1,Punan,3.00,114.00,Binford,sge
B2,Batek,10.00,119.11,Binford,bya
B3,Kubu,-3.04,102.69,Binford,kvb
B4,Shompen,7.00,93.77,Binford,NA
B5,Onge,10.70,92.47,Binford,NA
B6,Jarwa,12.19,92.37,Binford,NA
B7,Ayta-Pinatubo,15.50,120.33,Binford,NA
B8,North_Island,13.32,92.89,Binford,NA
