id,name,level,status,parent_id,latitude,longitude,iso_code,wals_codes
guin1258,Guinau,language,established,inla1264,4.797607,-64.73877,,
guin1259,Guinea Coast Creole English,family,established,macr1271,,,,
guin1260,Guinea-Bissau Sign Language,language,established,vill1244,,,,
guip1235,Guipuzcoan,dialect,,basq1248,,,,
guiq1238,Guiqiong,language,established,naqi1236,30.4803,102.128,gqi,
guiy1235,Guiyang,family,established,grea1295,,,,
guja1252,Gujarati,language,established,guja1256,22.687,71.0962,guj,guj
guja1253,Gujari,language,established,mewa1254,34.3768,73.1461,gju,goj
guja1254,Gujaaxet,dialect,,bain1261,,,,
guja1255,Gujarati-Rajasthani,family,established,subc1234,,,,
guja1256,Gujaratic,family,established,guja1255,,,,
guji1239,Guji,dialect,,bora1271,,,,
gula1264,Gulay,dialect,,dyaa1242,,,,
gula1265,Gula Iro,language,established,adam1257,10.267,19.5359,glj,gir
gula1266,Gula (Central African Republic),language,established,ferg1237,9.49092,23.3805,kcm,
gula1267,Gula,dialect,,gula1266,,,,
gula1268,Gulay,language,established,sara1344,9.06629,17.3151,gvl,
gula1269,Gula (Chad),language,established,bayo1261,10.3049,19.2182,glu,gul
gula1270,Gula'alaa,language,established,nort2833,-8.74742,161.023,gmb,
gula1271,Gulamas,dialect,,muna1247,,,,
gula1275,Gulak,dialect,,marg1265,,,,
gulb1238,Gulbahar,dialect,,nort2665,,,,
gule1241,Gule,language,established,,11.8336,33.6929,gly,
gule1242,Guleguleu,dialect,,duau1237,,,,
gulf1238,Gulf Zoque,family,established,zoqu1261,,,,
gulf1241,Gulf Arabic,language,established,arab1393,30.17,47.5,afb,arg arj
gulf1242,Gulf Coast French,language,established,circ1240,,,,
guli1243,Gulicha,dialect,,baru1267,,,,
guli1244,Guliguli,language,spurious retired,book1242,-8.10266,157.564,gli,
gull1240,Gulli,dialect,,nort2641,,,,
gull1241,Gullah,language,established,gull1243,33.6632,-79.6036,gul,
gull1242,Gullah-Nevis-Antigua,family,established,east2759,,,,
gull1243,Gullah,family,established,gull1242,,,,
guln1239,Gulnguy,dialect,,dyir1250,,,,
gulu1236,Gulunggulu,language,unattested,worr1238,,,,
guma1252,Gumadir,dialect,,gunw1252,,,,
guma1253,Gumatj,language,established,west2439,-12.2525,136.83,gnn,gmt
guma1254,Gumawana,language,established,nort2848,-9.28497,150.762,gvs,gmw
guma1255,Gumalu,language,established,gumm1240,-5.22189,145.618,gmu,
guma1259,Gumay,dialect,,masa1322,,,,
gumb1242,Gumbaynggiric,family,established,nort3154,,,,
gumb1243,Gumbang,dialect,,baub1235,,,,
gume1239,Gumer,dialect,,seba1251,,,,
gumm1240,Gum,family,established,mabu1247,,,,
gumn1234,Gumna-Kontagora,family,established,kont1247,,,,
gums1237,Gumsai,dialect,,kuii1252,,,,
gumu1244,Gumuz,language,established,,11.2873,35.3803,guk,gmz
guna1242,Guna,dialect,,sina1271,,,,
gund1246,Gundjeipme,dialect,,gunw1252,,,,
gund1247,Gundi,language,established,baka1271,3.45973,15.7334,gdi,
gune1238,Gunei,dialect,,gunw1252,,,,
gung1248,Gungabula,language,established,sout2765,-25.6896,148.604,gyf,
gung1249,Gunggay,dialect,,yidi1250,,,,
gung1250,Gungu,language,established,grea1289,2.06754,31.4819,rub,
gunm1237,Gunma,dialect,,west2608,,,,
gunn1247,Gun-narta,dialect,,bura1267,,,,
gunn1248,Gun-narda,dialect,,bura1267,,,,
gunn1249,Gun-nartpa,dialect,,bura1267,,,,
gunn1250,Gun,language,established,east2711,6.48529,2.76767,guw,guw
guno1235,Gunong,family,established,nung1293,,,,
gunt1240,Guntur,dialect,,telu1262,,,,
gunt1241,Guntai,language,established,tond1250,-8.80806,141.253,gnt,
gunw1250,Gunwinyguan,family,established,,,,,
gunw1252,Gunwinggu,language,established,cent2231,-12.3398,133.358,gup,bbw
gunw1253,Gunwinyguan Bak,family,established,gunw1250,,,,
guny1241,Gunya,language,established,marg1252,-27.0642,145.862,gyy,gny
guny1242,Gunyamoolo,dialect,,bain1261,,,,
gupa1247,Gupapuyngu,language,established,east2378,-12.2868,135.337,guf,guf
gupa1248,Gupa-Abawa,language,established,kami1261,8.21291,6.69128,gpa,
gupa1249,Gupa,dialect,,gupa1248,,,,
gura1251,Gurani,language,established,gora1267,36.8377,44.4956,hac,hwr
gura1252,Guragone,language,established,bure1238,-12.6685,134.095,gge,grg
gura1253,Gura,dialect,,lame1257,,,,
gura1254,Guramalum,language,established,mini1257,-4.26666,152.933,grz,
gura1260,Gura (Semitic),dialect,,seba1251,,,,
gura1261,Gur,family,established,nort3149,,,,
gurd1238,Gurdjar,language,established,ribg1235,-17.1653,141.145,gdj,
gure1252,Gurezi,dialect,,asto1242,,,,
gure1254,Gurezi,dialect,,shin1264,,,,
gure1255,Gureng Gureng,language,established,east2717,-25.3893,151.175,gnr,ggu
gurg1240,Gurgula,language,established,gher1240,25.737,68.565,ggg,
guri1246,Gurian,dialect,,nucl1302,,,,
guri1247,Gurinji,language,established,guri1250,-17.0329,130.379,gue,gji
guri1248,Guriaso,language,established,,-3.5718,141.597,grx,
guri1249,Gurindji Kriol,language,established,guri1251,,,,
guri1250,Gurindjic,family,established,ngum1252,,,,
guri1251,Gurindji-Kriol (Mixed Language),family,established,mixe1287,,,,
gurj1238,Gurjindi,dialect,,yann1237,,,,
gurm1246,Gurmana,language,established,shir1275,10.1487,6.79456,gvm,
gurm1247,Gurma-Yom-Oti-Volta Occidental,family,established,nucl1743,,,,
gurm1248,Gurma-Yom-Naudem,family,established,gurm1247,,,,
gurm1249,Gurma,family,established,gurm1248,,,,
gurm1250,Gurma B,family,established,gurm1249,,,,
guro1245,Guro-Tura,family,established,sout3140,,,,
guro1246,Guro-Dan,family,established,guro1245,,,,
guro1247,Guro-Yaoure,family,established,guro1246,,,,
guro1248,Guro,language,established,guro1247,7.34954,-6.31154,goa,gro
guru1260,Gurungic,family,established,tama1367,,,,
guru1261,Gurung,family,established,guru1260,,,,gur
guru1262,Gurune,dialect,,fare1241,,,,
guru1263,Guruka,dialect,,safw1238,,,,
guru1264,Guru,dialect,,shik1242,,,,
guru1265,Guru (Mali),dialect,,jams1239,,,,
guru1271,Guruntum-Mbaaru,language,established,guru1272,9.87332,10.162,grd,
guru1272,Guruntumic,family,established,sout3161,,,,
gusa1245,Gusap-Mot,family,established,fini1245,,,,
gusa1246,Gusan,language,established,finu1234,-6.28998,146.679,gsn,
guse1238,Guse,dialect,,tour1242,,,,
gusi1245,Gusilay-Bandial,family,established,fogn1234,,,,
gusi1246,Gusilay,language,established,gusi1245,12.7761,-16.5026,gsl,
gusi1247,Gusii,language,established,nort3227,-0.78872,34.7675,guz,gus
gusu1241,Gusubou,dialect,,tsoo1241,,,,
gusu1242,Gusu,dialect,,jere1244,,,,
guta1238,Guta,dialect,,many1258,,,,
guti1235,Gutian,language,established,uncl1493,,,,
gutn1238,Gutniska,dialect,,swed1254,,,,
guto1244,Gutob-Remo,family,established,sout3137,,,,
guuu1237,Gu,dialect,,gula1271,,,,
guvh1238,Guvhu,dialect,,vend1245,,,,
guvj1238,Guvja,dialect,,cent2050,,,,
guwa1241,Guwa-Yanda,family,established,guwa1245,,,,
guwa1242,Guwa,language,established,guwa1241,-21.35147706,142.5243782,,
guwa1243,Guwamu,language,established,sout2765,-27.8289,148.867,gwu,
guwa1244,Guwar,language,established,band1357,-27.16698973,153.3998245,,
guwa1245,Guwa-Maric,family,established,grea1282,,,,
guwi1238,Guwidj,dialect,,ngar1284,,,,
guya1249,Guyani,language,established,nort2752,-34.739,137.661,gvy,
guya1250,Guyambal,language,established,yuga1242,,,,
guya1251,Guya,language,established,waru1269,-5.70374,146.453,gka,
guya1252,Guyanic Creole French,family,established,circ1240,,,,
guya1253,Guyana Sign Language,language,established,uncl1494,,,,
guye1238,Guyennais,dialect,,lang1309,,,,
guyi1237,Guyinbaraay,dialect,,gami1243,,,,
gvok1239,Gvoko,language,established,dghw1240,10.9918,13.7537,ngs,
gwaa1239,Gwa,language,established,nige1254,10.3069,9.11434,gwb,
gwab1237,Gwabegwabe,dialect,,iama1237,,,,
gwah1244,Gwahatike,language,established,waru1269,-5.64555,146.455,dah,
gwah1245,Gwahamere,dialect,,gwah1244,,,,
gwam1244,Gwamhi-Wuri,language,established,main1281,11.8081,5.07897,bga,
gwam1245,Gwamhi,dialect,,gwam1244,,,,
gwam1246,Gwamba,dialect,,tson1249,,,,
gwan1242,Gwana,dialect,,hone1235,,,,
gwan1243,Gwano,dialect,,poko1261,,,,
gwan1267,Gwanje,dialect,,wand1278,,,,
gwan1268,Gwandara,language,established,west2718,9.20464,7.49931,gwn,
gwan1269,Gwandara Southern,dialect,,gwan1268,,,,
gwan1270,Gwandara Karashi,dialect,,gwan1268,,,,
gwan1271,Gwandara Eastern,dialect,,gwan1268,,,,
gwan1272,Gwandara Gitata,dialect,,gwan1268,,,,
gwan1273,Gwandara Koro,dialect,,gwan1268,,,,
gwap1238,Gwapti,dialect,,gwah1244,,,,
gwar1240,Gwara (Koroic),language,established,koro1301,,,,
gwar1241,Gwareta,dialect,,maiw1251,,,,
gwar1244,Gwara,dialect,,marg1265,,,,
gwaz1238,Gwaza,dialect,,nung1282,,,,
gwed1239,Gweda,language,established,east2762,-10.2173,150.421,grw,
gwee1241,Gwe,dialect,,suku1261,,,,
gwee1242,Gweetaawu,dialect,,dann1241,,,,
gwen1239,Gweno,language,established,chag1248,-3.68407,37.6827,gwe,
gwen1242,Gwendele,dialect,,vame1236,,,,
gweo1238,Gwéò,dialect,,tour1242,,,,
gwer1238,Gwere,language,established,nort3220,1.11392,33.8227,gwr,
gwic1235,Gwich'in,language,established,nort2940,67.4307,-142.963,gwi,kth
gwii1239,/Gwi,language,established,anaa1239,-22.2708,21.9431,gwj,
gwor1239,Gworam,dialect,,kofy1242,,,,
gwoz1239,Gwoza,dialect,,nort3048,,,,
gyak1238,Gyakan,dialect,,kwaa1262,,,,
gyal1235,Gyalsumdo-Nubri-Kyirong,family,established,kyir1235,,,,
gyel1241,Gyell-Kuru-Vwang,dialect,,bero1242,,,,
gyel1242,Gyele,language,established,mvum1239,2.47457,10.2493,gyi,
gyem1238,Gyem,language,established,lame1269,10.4109,9.23923,gye,
gyet1240,Gyeto (Sebat Bet Gurage),dialect,,seba1251,,,,
gyet1241,Gyeto,dialect,,inor1238,,,,
gyog1238,Gyogo,dialect,,ligb1244,,,,
gyon1234,Gyong-Kamantan,family,established,nort3184,,,,
haaa1237,Ha (China),dialect,,hlai1239,,,,
haaa1250,Ha'aang,dialect,,uppe1406,,,,
haaa1251,Ha (Bhutan),dialect,,dzon1239,,,,
haaa1252,Ha,language,established,rwan1241,-3.77873,30.4894,haq,
haav1238,Haaviqinra-Oraura,dialect,,sout2943,,,,
haba1238,Habau,dialect,,jara1266,,,,
habb1238,Habban,dialect,,jude1267,,,,
habu1240,Habura,dialect,,bhil1251,,,,
habu1241,Habu,language,established,cent2079,-8.76565,125.965,hbu,
hach1238,Hachijō,dialect,,nucl1643,,,,
hada1239,Hadareb,dialect,,beja1238,,,,
hade1238,Hadem,dialect,,hran1239,,,,
hade1247,Hadejiya,dialect,,east2650,,,,
hade1248,Hadendoa,dialect,,beja1238,,,,
hadi1240,Hadiyya,language,established,hadi1242,7.57377,37.7577,hdy,
hadi1241,Hadiyya-Kambaata,family,established,sida1247,,,,
hadi1242,Hadiyyaic,family,established,hadi1241,,,,
hado1235,Hadothi,language,established,raja1256,24.8546,75.8366,hoj,
hadr1235,Hadrami,language,established,sayh1236,,,xhd,
hadr1236,Hadrami Arabic,language,established,arab1393,15.4468,48.6524,ayh,
hady1238,Hadyo,dialect,,nyol1238,,,,
hadz1240,Hadza,language,established,,-3.83115,35.0458,hts,had
haek1239,Haeke,language,established,vohk1234,-21.0735,164.869,aek,
haft1238,Haft-Lang,dialect,,bakh1245,,,,
hage1246,Hagei,dialect,,gela1261,,,,
hage1247,Hageulu,dialect,,bugh1239,,,,
hage1248,Hagen,family,established,cent2120,,,,
hagi1238,Hagi,dialect,,kama1367,,,,
haha1243,Hahak,dialect,,galo1243,,,,
haha1244,Hahaintesu,dialect,,sout2994,,,,
haho1237,Hahon,language,established,tinp1238,-5.59031,154.801,hah,
haho1238,Ha-Hoic,family,established,csli1234,,,,
haid1248,Haida,family,established,,,,hai,hai
haig1237,Haigwai,language,established,east2762,-10.2741,150.256,hgw,
haii1241,Hai,dialect,,band1343,,,,
haii1242,Hai (Tanzania),dialect,,mach1266,,,,
haij1241,Haijong,dialect,,beng1280,,,,
haij1242,Haija,dialect,,amel1241,,,,
hail1246,Haila'er,dialect,,daur1238,,,,
hail1247,Hailu,dialect,,hakk1236,,,,
hail1248,Haila'er,dialect,,even1259,,,,
hain1237,Hainanese,dialect,,minn1241,,,,
hain1238,Hainan,dialect,,minn1241,,,,
hain1252,Hainaut,dialect,,pica1241,,,,
hain1253,Hainyaxo Bozo,language,established,bozo1252,13.8734,-5.65085,bzx,
hain1254,Hain||um,dialect,,haio1238,,,,
haio1238,Hai//om,language,established,nort3245,-19.7637,17.0299,hgm,
haip1238,Haiphong Sign Language,language,established,oldc1249,20.8537,106.689,haf,
hais1244,Haisla,language,established,nort2964,53.964,-128.602,has,hsl
hait1241,Haitian Vodoun Culture Language,language,established,uncl1493,18.911,-72.394,hvc,
hait1244,Haitian,language,established,circ1240,19,-73.33,hat,hcr
haji1235,Haji,language,established,midd1346,-5.07781,104.714,hji,
hajo1238,Hajong,language,established,east2744,25.5143,89.8594,haj,
haka1240,Haka Chin,language,established,laic1236,22.8735,92.8208,cnh,lai
haka1241,Hakata-ben,dialect,,hich1237,,,,
hakk1236,Hakka Chinese,language,established,sout2740,25,116,hak,hak
hako1237,Hakö,language,established,hali1243,-5.06832,154.594,hao,
hala1252,Halang,language,established,jehh1246,14.7862,107.457,hal,hln
hala1253,Halang Doan,language,established,jehh1244,14.9704,107.86,hld,
hala1254,Halam,dialect,,kokb1239,,,,
halb1244,Halbi,language,established,halb1246,20.3081,81.3742,hlb,hlb
halb1245,Halbi (Nuclear Oriya),dialect,,nucl1284,,,,
halb1246,Halbic,family,established,indo1323,,,,
hale1239,Halerman,dialect,,kelo1247,,,,
halh1238,Halh Mongolian,language,established,mong1331,48.324,106.289,khk,kha
halh1239,Halh,dialect,,halh1238,,,,
hali1243,Haliaic,family,established,buka1262,,,,
hali1244,Halia,language,established,hali1243,-5.26603,154.662,hla,hal
hali1245,Halifoersch,dialect,,nucl1622,,,,
halk1245,Halkomelem,language,established,cent2129,48.0751,-122.029,hur,hli hlu msq
hall1240,Hallaendska,dialect,,scan1238,,,,
halo1239,Halotesu,dialect,,sout2994,,,,
halt1238,Haltu,dialect,,ngal1291,,,,
halu1238,Halumbung,dialect,,samp1249,,,,
hama1240,Hamap,language,established,adan1252,-8.26749,124.522,hmu,
hama1241,Ham,language,established,marb1244,9.951721,15.590037,,
hamb1239,Hamba,language,established,uncl1493,,,,
hamb1245,Hamba (Democratic Republic of Congo),language,established,tete1253,-2.49047,24.2299,hba,
hamb1246,Hamba (Haya),dialect,,haya1250,,,,
hamb1247,Hamba,dialect,,nkut1238,,,,
hame1240,Häme,dialect,,finn1318,,,,
hame1241,Hamer-Karo,family,established,ahkk1235,,,,
hame1242,Hamer-Banna,language,established,hame1241,5.06515,36.5176,amf,hmr
hamg1238,Hamgyongdo,dialect,,kore1280,,,,
hami1240,Hamirpuri,dialect,,kang1280,,,,
hamm1240,Ham,dialect,,masa1322,,,,
hams1239,Hamshen,dialect,,nucl1235,,,,
hamt1247,Hamtai,language,established,kapa1251,-7.54975,146.227,hmt,ham
hamt1248,Hamtik,dialect,,kina1250,,,,
hana1242,Hanak,dialect,,czec1258,,,,
hana1243,Hanahan,dialect,,hali1244,,,,
hand1239,Handa,dialect,,mboi1246,,,,
hang1257,Hangzhou,dialect,,taih1244,,,,
hang1258,Hanga,language,established,kama1375,9.33929,-1.57833,hag,
hang1259,Hangiro,dialect,,haya1250,,,,
hang1260,Hangaza,language,established,rwan1241,-2.52347,30.7074,han,
hang1261,Hanga (Democratic Republic of Congo),dialect,,ngel1238,,,,
hang1262,Hangan,dialect,,hali1244,,,,
hang1263,Hanga Hundi,language,established,ambu1246,-3.90364,142.849,wos,hhu
hani1248,Hani,language,established,haya1251,22.6775,102.852,hni,han
hani1249,Hani-Jino,family,established,lolo1267,,,,
hani1250,Hanic,family,established,biso1244,,,,
hann1239,Hannover German,dialect,,stan1295,,,,
hann1240,Hanniu,dialect,,tibe1272,,,,
hann1241,Han,language,established,nort2940,64.5002,-140.352,haa,
hano1243,Hanoi Sign Language,language,established,haho1238,21.0245,105.834,hab,
hano1246,Hano,language,established,nort3205,-15.5432,168.167,lml,rag
hano1247,Hano (USA),dialect,,tewa1260,,,,
hans1242,Hansen River Warlpiri,dialect,,warl1254,,,,
hans1243,Hanseman,family,established,mabu1247,,,,
hant1239,Hantong',dialect,,lowe1395,,,,
hanu1241,Hanunoo,language,established,sout2915,12.4159,121.221,hnn,hnn
haoh1238,Haohai,dialect,,hani1248,,,,
hapa1237,Hapao Ifugao,dialect,,tuwa1243,,,,
haqu1237,Haquetiya,dialect,,ladi1251,,,,
hara1256,Harauti,dialect,,hado1235,,,,
hara1257,Haramosh,dialect,,gilg1242,,,,
hara1258,Haraza,language,established,cent2232,15.083,30.417,,
hara1259,Harava,dialect,,zezu1238,,,,
hara1260,Harakmbut,family,established,,,,,
hara1270,Harari-East Gurage,family,established,tran1288,,,,
hara1271,Harari,language,established,hara1270,9.30485,42.1332,har,hrr
hara1272,Harappan,language,unattested,unat1236,,,,
harb1238,Harban,dialect,,chil1276,,,,
hare1241,Hareme,dialect,,male1282,,,,
hare1242,Harengan,dialect,,sori1242,,,,
hare1243,Hare-Slavey,family,established,nort2940,,,,
hari1246,Pahari Kinnauri,language,established,nucl1728,31.784,77.064,kjo,
hari1247,Harijan,dialect,,tami1289,,,,
hari1248,Harigaya,dialect,,koch1250,,,,
hari1249,Hariamba,dialect,,dima1251,,,,
hari1250,Haripmor,dialect,,boik1241,,,,
haro1237,Haroi,language,established,coas1305,13.2201,108.995,hro,
hars1238,Harso,dialect,,gaww1239,,,,
hars1241,Harsusi,language,established,west2859,19.6511,56.1562,hss,hrs
haru1243,Harua,dialect,,bola1250,,,,
haru1244,Haruku,language,established,hatu1247,-3.57029,128.476,hrk,
haru1245,Haruai,language,established,piaw1238,-5.09522,144.337,tmd,har
hary1238,Haryanvi,language,established,west2812,29.0166,76.0432,bgc,
harz1239,Harzani,language,established,nort2642,38.4341,48.2848,hrz,
hasa1247,Hasab,dialect,,saaf1238,,,,
hasa1248,Hasala,dialect,,band1352,,,,
hasa1249,Hasaitic,dialect,,anci1245,,,,
hash1238,Hasha,language,established,hash1239,9.14063,8.66137,ybj,
hash1239,Hasha-Sambe,family,established,alum1250,,,,
haso1241,Hasoria Bhil,dialect,,wadi1248,,,,
haso1242,Hasoria Koli,dialect,,wadi1248,,,,
hass1238,Hassaniyya,language,established,nort3191,20.1464,-2.40278,mey,ahs
hata1242,Hatam-Mansim,family,established,,,,,
hata1243,Hatam,language,established,hata1242,-1.13531,134.037,had,hat
hata1244,Hata-ben,dialect,,shik1243,,,,
hate1238,Hateruma,dialect,,yaey1239,,,,
hato1238,Hatoma,dialect,,yaey1239,,,,
hatt1237,Hat,dialect,,khmu1256,,,,
hatt1246,Hattic,language,established,,33.9833,40.3333,xht,
hatu1243,Hatutu,dialect,,nort2845,,,,
hatu1244,Saparuan,family,established,hatu1247,,,,
hatu1245,Hatusua,dialect,,kaib1244,,,,
hatu1246,Hatuolu,dialect,,manu1258,,,,
hatu1247,Hatuhaha,family,established,ulia1238,,,,
haub1238,Haubi,dialect,,lang1320,,,,
haun1237,Haununu,dialect,,baur1252,,,,
haun1238,Hauna Trade Langauge,language,established,sepi1259,,,,
haur1242,Haura,dialect,,tama1331,,,,
haur1243,Hauruha,dialect,,pawa1255,,,,
haus1240,Haush,language,established,insu1253,-54.7,-65.5,,
haus1246,Hausa Sign Language,language,established,sign1237,8.486,7.168,hsl,
haus1257,Hausa,language,established,west2718,11.1513,8.7804,hau,hau
haus1258,Hausa based pidgin (Pidgin),family,established,pidg1258,,,,
haut1244,Haut-Languedocien,dialect,,lang1309,,,,
haut1245,Haut-Auvergnat,dialect,,auve1239,,,,
haut1246,Haut-Limousin,dialect,,limo1246,,,,
hava1248,Havasupai-Walapai-Yavapai,language,established,rive1260,35.6302,-113.385,yuf,hav hlp yav
hava1249,Havasupai,dialect,,hava1248,,,,
have1240,Have,dialect,,tase1235,,,,
have1241,Haveke,language,established,vohk1234,-21.0249,164.753,hvk,
havu1238,Havu,language,established,fore1272,-1.99975,28.8624,hav,
hawa1235,Hawai'i Pidgin Sign Language,language,established,lsfi1234,21.6311,-158.002,hps,
hawa1245,Hawaiian,language,established,cent2062,19.6297,-155.43,haw,haw
hawa1247,Hawai'i Creole English,language,established,paci1280,19.6287,-155.437,hwc,hwc
hawa1248,Hawaiian based (Pidgin),family,established,pidg1258,,,,
hawk1238,Hawkip,dialect,,thad1238,,,,
hawk1239,Hawkesbury,language,established,sydn1235,-33.11470744,150.4952383,,
hawr1242,Hawraman-I Luhon,dialect,,gura1251,,,,
hawr1243,Hawraman-I Taxt,dialect,,gura1251,,,,
hawu1234,Hawu-Dhao,family,established,sumb1242,,,,
haya1248,Haya (China),dialect,,hani1248,,,,
haya1250,Haya,language,established,sout3202,-1.70878,31.4846,hay,hya
haya1251,Ha-Ya,family,established,hani1250,,,,
haza1239,Hazaragi,language,established,east2745,33.3708,64.5105,haz,
hazz1238,Hazzu,dialect,,diml1238,,,,
hbro1238,Hbrogpa,dialect,,amdo1237,,,,
hbru1241,Hbrugchu,dialect,,chon1285,,,,
hbru1242,Hbrugchu,dialect,,kham1282,,,,
hdii1240,Hdi,language,established,lama1287,10.942,13.6881,xed,hdi
head1238,Headwaters Yau,dialect,,yaum1237,,,,
head1239,Headwaters,family,established,pano1257,,,,
hebb1237,Hebbar,dialect,,tami1289,,,,
hebr1245,Hebrew,language,established,hebr1246,31.1056,35.0179,heb,hba heb
hebr1246,Hebrewic,family,established,cana1267,,,,
heda1238,Hedangpa,dialect,,nach1240,,,,
hedk1239,Hedkala,dialect,,cent2190,,,,
hedo1238,Hedong,dialect,,tenn1245,,,,
hehe1240,Hehe,language,established,bena1273,-7.71572,35.7255,heh,heh
heib1242,Heiban,family,established,,,,,
heib1243,Heiban,language,established,eban1242,11.2908,30.5282,hbn,
heih1238,Heihu,dialect,,sout2728,,,,
heil1245,Heilongjiang Oroqen,dialect,,oroq1238,,,,
heil1246,Heiltsuk,language,established,kwak1268,51.7045,-127.221,hei,hei
heka1238,Hekari,dialect,,nort2641,,,,
hela1238,Helambu Sherpa,language,established,yolm1234,27.9212,85.6289,scp,
hele1238,Helebi,dialect,,doma1258,,,,
helg1238,Helgoland,dialect,,nort2626,,,,
helo1243,Helong,language,established,west2545,-10.2647,123.377,heg,
helo1244,Helong Darat,dialect,,helo1243,,,,
helo1245,Helong Pulau,dialect,,helo1243,,,,
hema1238,Hema,language,established,nort3228,1.04953,30.0872,nix,
hemb1242,Hemba,language,established,bang1371,-7.77459,27.5913,hem,hem
hemb1243,Hembeh,dialect,,band1352,,,,
heng1238,Henghua,dialect,,puxi1243,,,,
henk1238,Hen-Ke Yi,dialect,,wume1235,,,,
heqi1238,Heqing,dialect,,cent2004,,,,
herb1234,Herbert River,family,established,pama1250,,,,
herd1236,Herde,language,established,sout3146,9.14343,14.9267,hed,
here1250,Her-Ejamat,family,established,pfjo1234,,,,
here1251,Here,dialect,,many1258,,,,
here1252,Herero (R.30),family,established,here1254,,,,
here1253,Herero,language,established,here1252,-21.0231,20.5655,her,her
here1254,Herero-Nkumbi-Wambo,family,established,cent2260,,,,
herm1237,Hermit,language,established,west2848,-1.52891,145.075,llf,
hert1241,Hertevin,language,established,boht1239,37.373,42.5192,hrt,
hert1242,Hértevin Proper,dialect,,hert1241,,,,
hess1238,Hessian,dialect,,fran1268,,,,
hess1239,Hessian Middle High German,dialect,,east2299,,,,
hewa1240,Hewa-Paka,family,established,west2576,,,,
hewa1241,Hewa,language,established,hewa1240,-5.03635,142.551,ham,
hewe1238,Hewe,dialect,,tumb1250,,,,
hewl1238,Hewleri,dialect,,cent1972,,,,
hexi1238,Hexi,dialect,,tenn1245,,,,
heyo1240,Heyo,language,established,heyo1241,-3.83003,142.471,auk,
heyo1241,Heyo-Yahang,family,established,nucl1590,,,,
hezh1242,Hezhang Yi,dialect,,wume1235,,,,
hezh1243,Hezhouhoua,dialect,,mand1415,,,,
hezh1244,Hezhou,language,established,fare1243,,,,
hiay1237,Hiay,dialect,,talu1239,,,,
hibe1235,Hiberno-Scottish Gaelic,language,established,east2734,55.932,-5.222,ghc,
hibi1242,Hibito-Cholon,family,established,,,,,
hibi1243,Hibito,language,established,hibi1242,-6.58333,-77.7,hib,
hich1237,Hichiku,dialect,,kyus1238,,,,
hida1245,Hida,dialect,,gifu1238,,,,
hida1246,Hidatsa,language,established,miss1252,47.7534,-102.528,hid,hid
hidd1238,Hid,dialect,,avar1256,,,,
hier1240,Hieroglyphic Luwian,language,established,luvi1235,,,hlu,
higa1237,Higaonon,language,established,buki1251,8.61202,125.071,mba,
high1242,Highland Oaxaca Chontal,language,established,tequ1244,16.1849,-95.7301,chd,cho
high1243,Highland Totonac,language,established,lowl1244,20.3798,-97.6159,tos,tos
high1267,High Piemontese,dialect,,piem1238,,,,
high1271,High East Prussian,dialect,,high1287,,,,
high1272,Highland Phula,family,established,sout3212,,,,
high1273,High Northern Burmish,family,established,nort2720,,,,
high1274,Highland Bali,dialect,,bali1278,,,,
high1275,Highland Konjo,language,established,konj1250,-5.26559,119.928,kjk,
high1276,Highland Popoluca,language,established,gulf1238,18.198,-94.9109,poi,zqs
high1277,Highland Huarijío,dialect,,huar1255,,,,
high1278,Highland Puebla Nahuatl,language,established,east2720,20.1554,-97.5556,azz,nsz
high1279,Highland Arequipa,dialect,,areq1237,,,,
high1280,Highlands,family,established,cham1330,,,,
high1285,Highland East Cushitic,family,established,east2699,,,,
high1286,High German,family,established,west2793,,,,
high1287,High Franconian,family,established,fran1268,,,,
higi1240,Higir,dialect,,nara1262,,,,
higi1241,Higi,family,established,nort3156,,,,
higi1242,Higi-Kirya,family,established,nkaf1238,,,,
higs1238,Higsho,dialect,,tase1235,,,,
higt1238,Higtsii,dialect,,tase1235,,,,
hija1235,Hijazi Arabic,language,established,arab1393,22.8346,38.9237,acw,arh
hiju1238,Hijuk,language,established,nucl1746,4.39641,10.9081,hij,
hila1237,Hila,dialect,,hitu1239,,,,
hili1240,Hiligaynon,language,established,capi1240,10.4018,122.974,hil,hil
hill1251,Hill Geta',dialect,,gata1239,,,,
hill1255,Hill Angas,dialect,,ngas1240,,,,
hill1256,Hill South Guang,family,established,sout2781,,,,
hima1247,Himarimã,language,unattested,araw1285,-6.25217,-64.7005,hir,
hima1248,Hima,dialect,,nyan1307,,,,
hima1249,Himalayish,family,established,sino1245,,,,
hima1250,Himachali,family,established,indo1310,,,,
hind1267,Hinduri,language,established,nucl1728,31.016,77.144,hii,
hind1269,Hindi,language,established,hind1270,25,77,hin,hin
hind1270,Hindustani,family,established,west2812,,,,
hind1271,Hindko,family,established,lahn1241,,,,
hind1272,Hindustani based (Pidgin),family,established,pidg1258,,,,
hinu1240,Hinuq,language,established,west2429,42.4502,45.8064,gin,hnk
hira1245,Hiranpur,dialect,,saur1249,,,,
hira1246,Hira,dialect,,yaga1260,,,,
hira1247,Hirado-ben,dialect,,naga1405,,,,
hiri1235,Hiri-Motu-Trading-Eleman,language,established,motu1248,,,,
hiri1236,Hiri-Motu-Trading-Koriki,language,established,motu1248,,,,
