ISO,LMP_LAT,LMP_LON
ngn,6.16675,9.85236
nmr,9.67581,13.82656
njj,5.75046,9.90516
njy,2.44210,14.07319
nkc,5.33567,9.80423
lem,4.57935,10.90669
nhu,6.39044,10.57116
baf,4.36358,11.04535
yas,4.67962,11.22072
muo,5.76391,10.22912
obl,8.18960,14.28919
oku,6.22281,10.51195
bdu,4.84652,9.14252
ost,6.21005,9.80398
pmn,7.97794,14.28584
pbi,11.01859,14.10091
pfe,7.50987,12.37072
wes,5.43932,9.80166
pny,5.78617,10.06672
pmm,4.98851,13.64311
kvj,10.58590,13.67240
asj,6.62288,10.60167
swq,10.14014,13.56021
sox,3.63962,12.52647
sgi,7.14417,12.41826
ngy,5.29217,11.31603
tik,5.85445,11.58374
toz,7.59244,15.29023
tsh,10.15636,13.62811
bag,4.75819,11.40884
baz,4.67242,10.55475
ttf,4.65602,10.66044
tui,10.17395,14.79783
twn,6.36587,11.70086
usk,4.72483,8.68242
mlr,10.94629,14.21432
bav,6.10804,10.40851
vut,5.40059,12.24497
mfi,11.11089,14.08090
www,6.82544,11.76713
weh,6.46006,10.12645
bqm,4.27515,9.08758
bse,6.07750,10.60365
udl,10.94444,14.13685
yam,6.44951,11.04661
yat,4.83789,10.93035
yav,4.41326,11.02796
yko,2.45329,9.89152
ybb,5.45100,10.03090
yei,6.48954,11.53922
zhw,6.53500,10.16403
ziz,10.37399,13.54067
gnd,10.82826,14.05261
zuy,10.55742,14.44573
abe,46.17251,-72.61125
alq,47.36519,-77.53555
asb,50.27022,-103.53460
atj,47.95551,-73.79888
bcr,54.22766,-125.75697
bea,56.91787,-121.07345
blc,52.36524,-126.69137
bla,49.49421,-113.16473
crx,54.85212,-124.87207
caf,53.02100,-123.73146
cay,43.08758,-79.90254
clc,51.90552,-122.46519
chn,49.37116,-123.22007
coo,49.72325,-124.96678
crm,51.09465,-80.68080
crl,55.19282,-77.75050
crk,54.36916,-112.12326
crj,51.40781,-78.69712
csw,56.15014,-96.33231
cwd,58.65833,-94.18326
chp,56.00635,-110.90416
dgr,62.38234,-114.19257
git,55.33287,-127.68616
gwi,68.23170,-135.16535
hdn,53.97654,-132.05797
hax,53.26612,-132.00417
has,53.96486,-128.60177
hur,49.08082,-121.85072
hei,51.70454,-127.22139
geh,55.96244,-128.84329
ike,58.04630,-68.53546
ikt,64.34861,-96.14797
kkz,61.33876,-129.28197
kut,50.22718,-115.79201
kwk,50.59147,-126.46536
lil,50.30375,-122.73184
pqm,46.13204,-67.63818
nsr,45.04272,-63.88096
mic,44.85194,-62.59586
moh,45.06712,-74.61104
moe,50.17375,-66.22540
umu,42.60477,-81.91566
nsk,55.93161,-61.13183
ncg,55.08739,-129.58490
noo,48.88721,-124.98312
ojc,46.60306,-84.15103
ojg,44.86854,-80.12123
ojb,50.17889,-94.92368
ojs,53.68958,-88.44339
ojw,53.18977,-108.32427
oka,49.62753,-119.77995
one,43.08047,-79.90524
ono,43.08758,-79.90254
otw,45.61786,-81.77904
pdt,54.28710,-107.88438
fcs,45.99654,-74.87193
str,48.46496,-123.40559
srs,50.87578,-114.31559
sec,49.47894,-123.76242
sek,57.44211,-125.66411
shs,51.03261,-120.21209
scs,63.26714,-123.64125
xsl,60.40354,-121.20934
squ,49.32306,-123.01407
sto,51.07577,-115.19515
tgx,60.25354,-134.79049
tht,57.92641,-131.14727
thp,50.10168,-121.13620
tsi,54.40812,-130.38016
tus,43.08758,-79.90254
ttm,63.33232,-136.68945
tce,60.81214,-136.52943
kea,16.71818,-22.93878
aiy,4.53941,18.07216
liy,6.14874,21.11364
bpd,5.86349,20.42135
bqk,6.70580,19.77785
bfl,7.90614,21.83532
yaj,3.98871,16.54408
bjo,4.95478,21.03493
lnl,4.70517,21.15425
bbp,6.14468,20.61780
bvq,5.33280,27.08420
boy,6.00000,26.00000
bff,4.00495,17.27875
bdt,4.89497,16.65392
bkg,4.45167,20.73283
dgk,7.32193,17.94022
deq,4.47505,22.54700
gnz,6.54400,19.34700
gbv,5.26611,17.38534
gbg,4.81320,20.24685
gbp,6.77231,17.61601
gbq,6.10932,16.46547
gya,5.95025,15.25689
gso,4.48921,15.60403
gyg,5.53571,21.96816
geq,8.47114,20.65680
kcm,9.62562,22.37664
gdi,3.40651,15.77785
ksp,7.46960,16.69387
kah,9.98995,22.97449
kbn,6.84939,16.17867
kuw,4.96828,20.16229
kym,5.17124,21.85768
lna,5.22074,20.03586
bme,4.75300,20.55800
ndy,8.21411,18.86270
mzv,6.36783,18.88528
mgn,4.68200,21.98203
mdn,3.93115,17.74892
mcx,3.46710,15.73151
ngd,3.72512,17.67283
nbm,4.05739,18.23268
ngg,5.37786,18.40167
nmj,3.92961,15.22171
nzk,5.05210,22.64714
pnz,7.26219,15.71830
bkj,3.60584,16.18970
sag,4.45055,22.37481
snj,4.43589,21.00424
koj,9.03296,19.94844
sbz,10.49681,22.08343
sqm,7.03897,16.96768
ukh,2.90792,16.27363
vae,7.48210,18.52929
axk,3.11944,16.31855
yky,4.39102,18.50315
yul,8.89790,22.83007
amj,14.75743,20.95090
bbz,12.79758,16.71693
shu,14.79097,19.14824
sjg,13.74642,21.66878
bmi,11.16080,16.22059
bva,10.92917,18.06469
bjv,8.71645,17.20926
bxv,12.83238,16.72592
bes,9.59253,16.09542
bid,11.92148,18.80110
btf,12.07758,19.72980
bvo,10.89718,18.75330
glc,10.66270,19.55293
bvf,10.09173,17.56541
bub,10.00271,18.05281
bdm,13.48831,14.42688
bso,12.50084,17.60109
cds,12.11145,15.24809
djc,12.51977,18.80750
dau,12.24305,21.78845
daa,12.13435,18.36665
dai,8.57082,17.49709
dzg,16.96704,18.88473
dsi,10.36087,19.17471
fni,10.25996,18.76956
fgr,11.41858,22.56018
fui,11.16812,17.02445
gab,9.34049,16.61830
gdk,10.42081,16.99484
gqr,8.04220,17.12181
goy,9.46743,16.25406
glj,10.29116,19.49203
gvl,9.19319,17.29218
glu,10.03793,19.11970
hed,9.16616,14.94267
hor,9.23900,18.37800
jyy,12.31373,17.92582
jeu,11.50738,19.09517
kwg,9.26459,18.61606
kwv,9.46189,19.33431
kvf,9.42664,16.30086
ckq,12.35732,20.80147
kbl,13.70832,14.92680
kth,13.01230,20.51164
klf,13.23828,21.52016
kyq,11.86012,18.06454
ker,9.76630,15.18154
kie,11.54001,20.51764
kqp,9.42624,16.86762
kia,9.79185,15.87917
kou,10.71439,18.33672
vkj,11.75038,22.20001
kxj,9.88533,19.00780
xuo,8.02460,15.55378
kvi,10.13388,16.52687
gdm,10.00223,17.61444
lap,8.12092,16.03559
lln,9.16506,15.80065
mde,13.68809,20.87089
muj,11.70100,18.63513
mge,8.82561,16.91916
mgb,14.11580,21.60882
mpg,9.48942,15.86027
mvu,13.16375,20.80425
mcn,10.37016,15.70250
mes,13.08034,19.28436
mdg,13.51572,19.73483
mcw,11.76458,18.30663
mpk,10.95426,15.54083
myb,8.21933,17.65686
zim,9.28300,15.67495
mmy,12.25380,18.95865
mlj,10.23730,17.41067
mvh,9.65857,16.98992
mou,11.56991,18.60217
bdo,12.13862,17.65083
mub,12.70213,19.58251
moz,11.86521,18.18533
mua,9.63106,14.51768
mse,9.66171,15.43991
mje,11.56970,15.41126
mne,12.87143,17.87119
nnc,9.29906,16.11146
ndm,9.79885,17.32597
sba,8.79807,15.97533
nmc,8.45401,18.45706
nnn,9.32003,15.27939
nie,9.70103,17.81146
noy,9.42495,17.91361
nzy,7.68614,15.79777
lme,9.17787,14.62983
rou,10.43613,21.03420
saa,11.28530,18.28996
swy,10.54900,17.06051
mwm,8.97891,17.91882
sys,12.05466,22.42729
sok,11.45358,17.66695
sor,9.65772,16.65209
sbj,13.13337,21.62352
tma,14.41866,21.99245
tax,11.50069,18.22723
tuq,20.53525,17.67243
tng,9.75678,16.24408
trj,11.22854,19.53129
tmc,9.46273,17.34740
tug,9.39914,18.19024
ubi,11.79274,18.55373
zna,10.57399,19.18297
zrn,12.22750,18.52943
csg,-32.78099,-70.66979
huh,-40.28984,-72.75709
kbf,-39.04876,-72.32280
kuz,-31.67939,-71.04530
arn,-38.77974,-72.21051
alc,-49.74810,-75.38240
cqu,-23.60213,-67.58628
rap,-27.12479,-109.35714
yag,-54.94077,-67.60283
acn,24.80050,98.43851
yif,24.68311,101.97421
aih,25.48886,107.83808
aib,38.88949,76.18841
aeu,22.19587,101.08233
aub,23.10906,102.94476
yna,26.23548,102.18097
vwa,22.64808,99.59450
yiu,24.34308,103.40744
yix,24.51980,103.72997
yyz,24.96110,103.42501
ayx,27.12021,98.86459
aza,23.67617,104.11914
yiz,24.15562,103.43611
bqh,33.11403,103.95904
bca,26.11294,99.71170
bfc,26.55413,99.30945
bfs,25.56373,100.41767
bmt,24.66089,113.42774
bje,25.41473,111.20837
byk,23.75119,111.80178
bzi,21.95241,100.21346
byo,22.87040,101.30753
blr,24.27813,99.30162
ybk,23.18815,103.65782
ply,24.70018,104.94887
peh,35.70578,103.00413
pcc,25.13153,105.99023
bbh,23.61699,104.96042
bwx,24.48664,107.81983
pnu,23.87256,110.01522
bwn,26.44979,110.59153
buh,25.77931,110.31282
bxu,48.91984,118.01884
yzg,23.81962,105.73130
yha,24.27981,104.87568
yln,23.81010,105.81634
cov,26.22409,109.55557
cdy,25.23053,109.97525
ycp,22.31203,101.63251
ych,24.08502,101.91007
csl,30.90631,121.56875
gan,28.27580,115.06854
hak,24.85862,114.68195
czh,29.62426,118.15669
cjy,38.78812,111.53346
cmn,37.20484,107.49867
mnp,27.21396,118.10553
cdo,26.53058,119.22419
nan,23.97284,117.16569
czo,26.07554,117.35038
cpx,25.45256,118.85947
wuu,29.80256,119.90445
hsn,27.60018,111.51498
yue,22.78877,111.46663
cda,34.16681,103.78713
cuq,19.24128,108.76182
dta,48.76069,124.40325
sce,35.63090,103.55431
doc,27.03681,109.21954
kmc,25.95652,109.23715
duu,27.97968,98.44339
bpn,24.93973,112.31452
enu,23.00742,101.77141
ers,29.26489,102.20492
evn,49.68775,120.22592
eee,24.76436,109.10970
gio,25.93751,105.75709
ygp,25.57166,103.40594
hmj,26.52671,107.81977
gro,27.59060,88.90435
jiq,31.81867,101.53561
gqi,30.47684,102.12350
hni,22.92588,102.69194
lic,18.87634,109.41729
hle,24.20767,101.71843
hks,22.25930,114.18571
how,23.28723,101.86947
ero,30.82012,101.82593
huo,22.01512,100.88299
ili,43.98379,81.33533
ium,24.49084,112.31352
jio,18.59128,109.85817
jya,31.75866,102.25461
jiy,22.04987,101.01648
jiu,22.04093,101.05647
juc,29.58316,121.61010
ktp,22.40071,101.61356
kxs,35.93390,102.00048
ykt,24.21675,105.03135
kaf,24.56029,102.48499
kfj,22.01638,100.79952
ykl,23.23844,104.35215
mji,25.65857,108.98492
kkn,21.63059,100.27803
xnh,22.01273,100.80260
lhi,22.02896,100.02157
lhu,22.53771,100.11476
lbc,24.13876,110.13703
yik,25.24983,99.48038
ywt,25.00338,100.53381
yit,23.81559,101.25281
ywl,24.70491,98.90708
llh,25.72546,100.20830
yne,26.49454,100.72849
lwm,22.98884,99.78670
ylm,24.26896,99.81480
onb,19.82890,109.89222
lpo,26.67666,100.87405
lis,27.30566,99.07722
ycl,25.58306,101.32824
ysp,23.86354,100.77029
khb,21.86189,101.08416
mzs,22.19081,113.54915
mja,23.17599,100.79754
mkg,25.59878,107.71516
mml,22.08417,100.84396
mnc,41.18679,117.19249
mmd,25.01160,108.02494
hmc,26.05253,106.71374
hmm,25.60050,106.37882
cqd,27.53385,105.41519
hme,25.99717,106.82865
hmq,26.57068,108.99686
muq,28.51339,109.59157
hrm,27.50411,105.06772
hmd,27.47806,104.00360
hml,26.80546,107.26203
huj,26.66004,106.67060
hmi,26.34653,107.11959
hmp,25.75423,106.54590
hea,26.59679,108.11688
sfm,27.00056,105.17632
hmy,26.35906,106.49196
hma,25.34257,106.30547
hms,25.58006,108.71470
hmg,26.19347,106.00453
hmh,26.04246,106.55641
hmw,25.64254,106.13267
mmr,23.02309,105.82539
mww,26.92166,104.86336
ymh,24.12510,100.62697
yiq,25.45908,102.39940
ymi,23.40415,104.26177
mvf,42.87819,113.05973
ymd,22.19162,100.91354
ymx,23.27837,103.36946
ymq,22.56288,103.10502
ymc,23.00264,103.24364
mlm,24.77883,108.89599
mvm,29.65230,101.55141
ymz,23.36733,103.18294
ylo,26.70587,103.12080
nmy,28.58291,101.88280
ywq,26.07376,102.41851
ywu,27.13309,103.98551
yig,25.84264,102.42897
nbf,27.43715,100.12802
yso,22.93063,104.55881
nos,23.74696,102.70253
yiv,24.16434,101.84522
nsd,23.55000,102.53333
nsv,22.65784,101.59721
iii,28.04462,102.44413
nuf,26.59227,98.95719
orh,50.65222,125.33961
pdi,29.98600,102.89100
pha,23.32337,105.22191
pcr,30.71015,86.83402
bxd,24.20945,97.91089
ypa,23.35824,102.39013
ypg,23.46537,102.22179
ypo,23.55720,101.95141
yip,23.80687,104.14317
ypn,23.74579,103.52124
yhl,23.57995,103.71347
ypb,23.67943,103.46792
ypm,23.08459,103.91249
ypp,23.09806,103.26249
yph,23.21149,102.91859
ypz,23.19499,103.20637
pmi,28.71200,101.30253
pmj,27.74576,100.52263
cng,32.23012,103.16497
qxs,31.69161,103.38193
qvy,30.32428,100.81981
slr,35.87885,102.50406
ysd,25.24713,102.72784
smh,24.99538,102.77235
sgk,22.13268,101.01617
ysy,25.02504,102.37462
ysn,24.71798,103.29278
srh,38.03258,75.07206
jih,31.98446,101.01553
shx,23.01331,114.81408
sxg,28.38120,100.38959
hmz,25.77496,105.35531
swi,25.73334,107.94698
tiz,23.88736,101.73357
tdd,23.70497,99.34027
cuu,23.56722,101.89736
tkk,28.16517,88.42538
yta,26.54892,100.85029
ytl,26.78276,99.94000
tct,25.68206,107.30046
ytp,24.20579,104.97469
adx,34.76411,100.45374
bod,30.34211,86.13822
khg,31.60209,94.31428
huq,18.31663,109.33852
tsk,28.47904,90.36254
tji,29.11061,110.05970
tjs,28.25042,110.00060
mjg,36.73015,102.18338
uig,40.33862,79.97365
uuu,22.68494,101.77210
wxa,28.67315,110.36650
wbm,22.64322,99.58751
wuh,35.28319,101.96094
xia,24.54119,97.90831
sjo,43.62598,81.01639
yrn,23.33917,105.75571
yuy,38.06848,101.72790
ybe,39.27552,99.29083
atb,24.40321,98.32358
zal,26.47917,98.85246
zhb,30.70829,101.00611
zch,23.76231,108.44781
zhd,23.70445,103.81165
zeh,23.44379,109.79822
zgb,24.96594,108.11122
zgn,24.29844,105.74595
zln,24.42378,112.07418
zlj,23.90099,109.00979
zlq,24.59430,110.61271
zgm,23.55720,105.45613
zhn,23.68699,104.75871
zqe,24.33442,104.41844
zyg,23.25267,106.34795
zyb,23.13006,108.51315
zyn,22.44786,108.08620
zyj,23.82657,106.75691
zzj,22.54509,107.15658
yzk,23.45279,104.35716
aca,4.37393,-72.19655
ana,2.74999,-75.99999
ano,-0.53723,-72.08811
ans,6.24999,-76.04999
arh,10.69529,-73.64372
aoh,2.03332,-75.99999
kwi,1.31096,-78.16457
bsn,0.01661,-70.78915
bpb,1.52060,-78.48343
mot,8.91802,-73.21597
cbb,0.16159,-71.05382
cbv,1.10789,-69.94780
cbh,3.99999,-73.99999
kbh,1.14750,-76.88247
cby,-1.78311,-69.92012
crf,5.62400,-75.87700
cbc,0.67664,-70.58698
cbd,1.20887,-72.05823
cca,1.26700,-69.91000
cbg,10.19012,-74.25356
cbe,3.08332,-71.16666
csn,5.33532,-75.44639
kox,6.08332,-72.08332
coy,11.33332,-72.99999
cub,1.30323,-70.72258
cui,6.25800,-70.16135
cum,2.83332,-69.49999
kpc,2.52923,-68.59020
bdc,5.27747,-77.14491
cto,7.36696,-76.26991
cmi,5.08088,-76.04494
tdc,5.29639,-76.29903
sja,2.15166,-77.54057
guh,4.74006,-69.77546
gum,2.55142,-76.57847
guo,2.96199,-71.75685
hto,-0.39581,-73.63874
inb,1.45033,-76.73484
inj,0.88409,-76.62517
icr,12.55352,-81.70425
kog,10.95076,-73.83543
coe,0.93046,-75.36740
kvn,7.93665,-77.04299
mcl,0.49999,-75.83332
mbn,6.34045,-71.27540
myy,-0.10122,-70.23746
mbp,10.93166,-73.41333
bmr,-0.87196,-72.42800
nts,4.16665,-75.03332
mbr,2.62437,-71.42600
ome,0.99999,-69.99999
pbb,2.60491,-76.32485
pln,10.38256,-75.28999
pio,3.96642,-69.57433
pij,0.49999,-75.33332
gob,6.94772,-70.98829
pod,4.83332,-71.49999
prz,13.35022,-81.37468
pui,3.87657,-67.95556
rna,2.74999,-76.49999
slc,4.85971,-71.25491
snn,0.29838,-75.84228
sri,0.79306,-70.44107
ten,1.03332,-75.24999
tnc,-0.51814,-70.49783
tav,0.45221,-70.64911
tit,2.71600,-73.76800
toe,3.24999,-69.66665
ttk,2.50549,-76.39394
tnd,6.54028,-71.92217
tbn,6.12844,-72.04620
tuf,6.66414,-72.25885
tnb,6.89486,-72.67505
tue,0.53311,-70.11870
bao,0.25529,-70.38422
yui,0.94690,-70.40778
guc,11.59319,-72.27502
ynu,5.58325,-73.12889
yri,1.42968,-74.37038
ycn,-1.28907,-69.68513
yup,9.77393,-73.14168
wlc,-12.31578,43.72888
wni,-12.21862,44.43653
zdj,-11.66122,43.34235
akw,-0.11802,15.64133
beq,-3.93844,14.11640
bkw,1.71302,14.53677
zmx,1.64645,17.37614
bmw,1.53062,16.09356
bui,0.33017,16.55914
bok,2.17236,18.02727
bwz,-3.11034,12.07069
bvx,0.93384,17.15609
dde,-4.28104,13.63808
xku,-4.03838,13.28239
mkw,-4.15654,14.56481
koh,-0.68402,15.71784
njx,-4.14963,12.79065
ldi,-4.12526,14.65595
kxx,-1.25101,16.47300
kwc,-0.47751,16.59402
mdt,-0.35228,14.57578
mdu,0.48064,14.76072
mdw,-1.20034,15.52386
mow,-1.74400,16.42162
moj,2.98154,18.44562
nda,-2.98973,13.26295
ndn,1.64482,16.12792
ngz,-1.77252,15.66475
mbm,-2.75892,13.63044
sdj,-4.53385,13.33725
ebo,-2.27769,15.67155
ifm,-3.42716,15.59804
kkw,-2.26841,14.44953
lli,-3.29575,13.27182
nzu,-2.64573,15.15713
teg,-1.18656,14.82943
tyi,-3.05424,13.82251
tyx,-3.50295,13.89881
tsa,-2.87255,12.62356
vif,-4.57035,12.01993
iyx,-3.73697,13.34829
pnh,-9.01195,-157.92253
pkp,-10.88388,-165.82182
rkh,-10.39439,-160.96819
rar,-21.22769,-159.77130
brn,8.88129,-83.20706
bzd,9.34562,-83.09607
cjp,9.64125,-83.39357
csr,9.89430,-84.11803
gut,10.75353,-84.73110
aba,5.91867,-4.29090
abi,5.63732,-4.58056
abu,5.26660,-3.57686
adj,5.37818,-4.52543
ahp,5.21264,-4.52400
ahm,5.27131,-4.47275
ahi,5.26624,-4.63987
ald,5.22395,-4.41518
mtb,6.16424,-4.66004
any,6.70995,-3.63616
ati,6.00864,-3.79458
avi,5.14818,-5.25065
bjw,5.29517,-6.57547
bci,7.15057,-4.88637
nhb,7.77688,-4.23345
bev,6.81922,-6.58283
btg,6.14527,-5.95653
bet,6.22116,-6.46929
eot,5.26729,-3.28336
das,5.73489,-7.35734
daf,7.45248,-7.95771
dic,5.88045,-5.38814
gud,5.38389,-5.14749
ebr,5.37739,-4.07237
ega,5.56026,-5.41755
ggu,6.39711,-5.52477
god,5.40867,-5.85551
goa,7.25700,-6.19708
jek,9.39570,-5.66717
kqm,9.74387,-3.83653
kwp,5.46315,-6.28723
kfo,8.41243,-5.80260
kyf,7.26760,-6.53827
kga,8.33591,-6.21795
kxb,5.84950,-4.49674
ktj,4.54482,-7.36682
pye,5.07460,-7.03950
ted,4.86541,-7.27078
kzc,8.26407,-3.23509
nku,9.17296,-3.07066
loi,9.40172,-3.47051
mxx,8.37996,-7.60110
myq,10.07477,-7.88151
gwa,5.36076,-3.69230
mka,8.20921,-5.72896
moa,7.89985,-5.95083
ney,4.99654,-6.03814
nwb,6.92577,-6.87196
sef,9.56812,-6.17782
dyi,8.41013,-4.47537
sev,9.65593,-5.14387
plr,9.50830,-4.91610
seb,10.46457,-6.36775
tgw,8.68247,-5.18282
lor,9.71234,-3.54029
tjn,8.35700,-4.40666
neb,7.82572,-7.33687
hwa,4.84660,-6.46560
wan,7.80828,-5.80755
wob,7.41102,-7.22185
gxx,6.59663,-7.57697
wec,6.51171,-8.37400
jod,9.57947,-7.60591
jud,8.27647,-6.78486
yre,6.95173,-5.57522
csq,45.50200,16.79600
hrv,44.88051,15.31978
ist,45.08800,13.64000
ruo,45.43300,14.20000
csf,22.06100,-79.20900
luq,22.95140,-82.44105
acy,35.16790,33.10830
cse,50.01201,14.47740
ces,49.72707,15.35437
rmc,49.44897,13.99687
alz,2.36758,30.77958
asv,2.24638,26.69976
bbm,1.88925,23.58284
bcp,1.19993,26.71963
biz,0.93591,18.11706
bmg,2.28101,19.17809
tor,4.95814,19.59916
bxg,3.34660,28.04453
bbe,3.46023,28.36300
bni,0.04923,17.90443
bnx,-5.16480,27.52071
brm,3.70552,26.52369
bkf,3.18438,29.98416
bmy,-4.26225,28.92900
bmb,-4.19306,28.67455
bct,2.18619,30.36404
brf,1.51421,30.06069
bhy,0.21972,28.57947
bip,1.05680,28.86242
bpj,-4.84359,22.69027
bkp,1.52914,18.93835
bli,-1.38773,18.25153
bkt,0.81592,18.44436
bzm,2.44909,19.61989
boh,3.55719,23.03435
bml,1.97866,18.51529
bws,2.41659,18.79021
bxx,1.79156,26.08135
bzo,2.09667,18.66974
buu,2.20039,28.01473
bja,2.46729,22.49123
buf,-4.52922,21.57920
byy,-4.90828,26.29801
byi,-4.84538,28.50394
bww,2.86320,24.92442
bwl,-1.63062,26.45082
cjk,-7.03387,20.98635
dez,-3.04372,21.45687
diz,-4.27159,19.46790
doo,2.88788,29.98934
dzn,2.23100,19.01055
efe,1.93189,29.33376
gey,-4.67337,26.74965
fom,0.88118,24.33802
flr,-3.08625,28.98373
fuu,4.46310,20.35341
gti,2.96098,28.76000
gix,4.52829,19.01328
gox,4.92260,19.40761
hba,-2.54401,24.26779
hav,-2.00959,28.92167
nix,1.01220,30.06340
hem,-6.14221,27.56775
hoo,-5.36719,28.32702
hke,-1.20161,28.89946
hum,-3.69497,18.42005
job,-3.45780,29.00873
kcw,-4.33837,29.17663
kkq,0.73335,28.70708
kty,3.52095,24.43937
kzy,1.55988,26.99601
khx,-1.77712,28.09116
kny,-7.31393,23.57739
kbj,5.01504,25.76030
kel,-1.39269,23.97561
khy,0.19633,24.35629
kcv,-7.06876,22.92318
ktu,-2.29601,17.15479
kmw,-0.42379,26.51902
kwy,-5.17078,14.91563
kng,-5.17078,14.91563
kpl,4.50473,20.26346
ksv,-3.63819,25.14139
ktf,-1.53877,27.46287
kws,-5.46761,18.71693
lal,-1.08861,23.37109
lgm,-3.42397,28.30934
lea,-2.80575,27.20785
lel,-4.97041,20.55595
led,1.89867,30.54307
lej,-0.27516,25.03616
les,1.84713,29.29991
liz,1.82576,18.87067
lgz,2.82634,22.57228
lik,2.13130,27.61966
lie,1.74448,19.01121
lin,2.31229,24.34624
loq,2.07535,18.31507
log,3.39708,29.92123
lmi,0.48605,27.43596
loo,0.87294,24.71517
lnz,-4.59492,16.74111
lua,-6.02120,22.26160
lub,-8.25972,25.66474
luj,-5.06839,23.53878
lse,0.05883,18.43179
lwa,-7.18926,22.09016
mmz,2.11942,20.87586
mdi,2.76191,28.99406
mdj,2.53061,26.91798
mdk,2.82158,29.68908
myc,-1.10038,17.82247
mdm,2.88796,27.85174
msj,3.68421,26.98365
mdp,-4.82104,18.18096
zmz,4.41030,20.32309
mfc,1.15275,25.19264
zms,1.60677,22.80819
mdq,-0.78422,24.18713
zmw,1.02864,28.03976
zmf,-4.27574,16.25073
zmq,-1.41393,25.24073
mwz,1.21160,23.50375
lol,-1.04088,20.33242
mnh,4.41903,19.63920
zmp,-5.11833,19.43173
mxh,0.75356,29.65993
nnb,-0.03736,29.18681
ndk,1.52682,28.01053
ndw,1.25990,18.52746
ndl,2.15688,19.41322
ndt,2.38715,21.57657
nxd,0.05234,22.84158
nga,3.48119,19.79170
ngb,3.81697,21.83952
nbw,2.67542,19.69954
jgb,3.60447,27.65292
nbd,3.27251,23.56694
nuu,3.72326,18.70866
agh,1.67472,24.70622
niy,1.28551,30.22499
ngc,2.10499,20.92189
noq,-2.87942,21.40423
nlo,-4.11859,19.49609
nue,-0.22418,26.86844
nkw,-3.73135,22.65068
nto,-2.07548,18.26250
nlj,1.94514,30.03994
nyc,2.98674,29.19021
nyj,-1.26230,28.29785
nyg,-3.03912,28.65560
oml,-2.21936,25.29051
omi,3.23680,30.51895
pae,3.17017,22.14504
pmb,3.73900,26.61000
ppp,-4.89770,17.31826
pem,-5.80157,19.75180
pof,0.68584,23.88288
rnd,-8.99335,22.91577
skt,-2.98803,18.13221
slx,-5.50304,23.30737
smx,-6.20605,17.16811
sng,-10.31303,26.71604
kdg,-11.84252,27.49013
szg,-1.93265,17.37893
swf,4.71313,27.46892
shr,-2.57874,28.58542
shc,-6.25810,18.34435
sgo,-4.01205,26.01597
sop,-5.60665,25.04411
soe,-3.77397,21.31612
sod,-2.23671,26.21907
soo,-4.58433,18.31516
soc,1.28983,23.73171
sub,-5.89804,17.71389
swc,-7.26920,27.41958
tap,-6.85574,29.22821
tbm,4.68520,26.44754
tek,-3.70502,16.68429
tbt,-1.88324,28.60255
tmv,2.13606,19.85090
tll,-3.59270,24.42511
tii,-2.85906,16.45866
vau,0.93886,29.89375
won,-5.71654,20.48893
yaf,-6.44508,17.20618
ymg,-0.24248,22.30730
yng,2.81787,19.00988
yns,-4.07319,18.19950
yel,-2.36262,22.64432
yom,-5.33392,13.04843
zne,4.11489,26.09473
zmb,-3.99487,26.60339
dsl,55.82574,12.31866
dan,55.98702,10.02621
jut,54.91105,9.38924
rmd,55.56050,12.05895
doq,18.87983,-71.17218
adb,-8.23019,125.58441
bkx,-9.32638,124.29338
bfn,-9.16616,125.28772
ddg,-8.48768,127.04468
gal,-8.56426,125.90851
hbu,-8.76606,125.96916
idt,-8.76075,125.83818
krd,-8.74390,126.05798
kem,-8.92367,125.18594
lka,-8.85564,125.72547
mkz,-8.62998,126.51061
lva,-8.39314,127.22821
mgm,-8.86606,125.54413
nxa,-8.70981,126.72825
tvy,-8.65995,125.58973
tdt,-8.57758,125.58471
tkd,-8.67230,125.28134
wmh,-8.53113,126.31516
cbi,0.68967,-79.22219
con,0.16463,-77.08535
cof,-0.20918,-79.23386
ecs,-1.24999,-79.16665
mue,-1.04378,-78.54007
qud,-0.32421,-78.27297
qxr,-2.45867,-78.91697
qug,-1.41635,-78.89029
qvi,0.28826,-78.25890
qvj,-3.69873,-79.25591
qvz,-1.78244,-77.17430
qxl,-1.36208,-78.38155
quw,-0.72264,-77.61469
sey,-0.23933,-76.13057
jiv,-2.65364,-78.18787
teb,-0.02668,-76.57610
auc,-1.06135,-76.54982
zro,-1.92621,-76.38092
avl,29.68387,33.69711
arz,30.75230,31.03491
aec,26.46749,30.97058
cop,29.47203,31.20530
esl,29.56700,29.65400
siz,29.20171,25.51984
ccr,13.74374,-88.11325
ppl,13.84630,-89.45878
esn,13.70240,-89.59881
bnm,1.44655,9.56659
bng,1.19176,9.41878
bvb,3.54058,8.71685
fab,-1.43071,5.62091
fan,1.54606,10.55493
fpe,3.54058,8.71685
bxc,1.36470,9.60860
nui,1.82628,9.75783
syi,2.10992,9.94026
byn,15.79322,38.38356
kun,14.78140,37.24770
nrb,15.27524,37.47016
ssy,14.81744,40.00093
tig,16.46697,38.32358
eso,58.94700,24.56600
est,58.67317,25.54947
aiw,5.93414,36.55906
aar,11.67485,40.85520
alw,7.46586,38.18248
amh,11.34683,38.27987
myo,8.69328,34.62704
