ISO,LMP_LAT,LMP_LON
whk,1.59061,116.65100
xxk,-8.86955,121.25810
kuk,-8.57420,120.84363
xke,0.40997,113.76592
kvr,-1.95579,101.42854
xte,-4.41661,140.40560
ktt,-5.32378,140.62455
kig,-7.95174,138.44794
sbt,-4.37526,140.90299
ues,-4.98748,122.94607
kiy,-2.98392,137.28005
kje,-8.05731,127.17566
kpd,-6.47534,134.60824
vko,-3.39475,120.94425
kod,-9.62584,119.10789
kpi,-2.44626,136.91340
kkx,-1.59012,111.95391
xod,-2.13734,132.45308
kvv,-5.50929,134.58157
tyn,-5.59451,139.88584
kge,-3.87574,104.57579
kvh,-8.58331,119.44481
kvp,-5.64942,134.74284
kzv,-5.25974,140.21954
knd,-1.76434,132.14816
kdw,-8.37285,138.06721
kjc,-5.44511,120.33459
kjk,-5.23859,119.86042
opk,-4.94429,139.83967
xkq,-2.63781,121.97548
khe,-5.23637,139.95937
kpq,-4.54465,139.66766
kiq,-3.76660,140.16726
kwh,-4.16798,133.37902
kvb,-2.07910,103.39041
kvd,-8.37110,124.80657
tpg,-8.23150,124.99451
vkl,-4.60946,123.05592
xks,-5.35075,123.14764
nbn,-2.77605,134.04767
kjr,-1.85406,137.04585
kuv,-5.34184,131.98869
xwr,-2.53389,138.49887
kwe,-2.20138,138.52479
kkb,-3.05950,138.26435
kwr,-5.11502,139.91189
kwt,-2.02144,138.85490
kuc,-2.18149,139.29218
lau,1.66269,127.58328
lhh,-3.70818,128.07176
lji,-6.35030,120.47869
slp,-8.33258,122.84580
lmr,-8.54847,123.42843
lmq,-8.39745,123.58098
lmy,-9.71397,119.34171
lev,-8.43217,124.05913
ljp,-4.88372,103.93996
abl,-4.59092,105.26235
alo,-3.75381,127.94991
llm,-5.22541,123.11594
ltu,-3.41564,128.66587
law,0.34003,120.21237
lur,-9.43845,119.19860
lbx,-1.37292,115.85673
lcc,-0.30624,130.72945
lmf,-8.50255,123.53265
lmj,-8.50246,123.31517
ley,-2.63133,120.27109
lgi,3.73206,115.89572
lpe,-4.08899,140.43565
lti,-8.19946,127.67764
lvu,-8.47339,123.43289
lwe,-8.34007,123.65376
lwt,-8.55301,122.73997
lix,-5.31906,122.71022
ste,-3.11212,129.88625
lio,-1.62479,138.74682
klw,-1.31670,120.06683
ljl,-8.65809,121.84607
lcs,-2.94721,128.12768
lcl,-3.33992,126.95922
llq,0.87006,124.11895
lcd,-6.32251,134.87928
llg,-10.79232,123.07699
loa,1.95735,127.76102
lce,0.59877,103.26754
lrn,-6.30143,134.41189
lox,-2.87705,128.91265
lex,-8.19118,127.94185
lcf,0.66997,99.74324
lcq,-3.32093,127.56446
lnd,3.96036,115.88469
mhy,-2.09920,115.14368
mqa,0.56609,128.46513
xmx,-1.02250,130.78817
mad,-7.93121,113.78149
ayz,-1.31241,132.58322
zrs,-3.40945,134.08508
wmm,-3.59377,119.98224
mak,-5.30641,119.68807
mky,0.06934,127.42407
mqs,0.37518,127.38399
mgf,-7.74946,139.28742
xdy,-1.64107,111.62780
abs,-3.71342,128.18442
btj,-0.61657,127.49080
mhp,-8.36912,115.13424
bpq,-4.51767,129.87518
bve,1.87501,117.80963
bvu,-2.73908,115.63516
pse,-4.00402,103.51098
jax,-1.68768,102.83383
mqg,-0.18480,116.57226
mkn,-10.27217,123.74053
lrt,-8.33319,122.99417
mfp,-5.15817,119.41140
xmm,1.47925,124.84679
max,-1.00520,128.35386
pmy,-2.57054,140.69284
vkt,0.32263,117.32275
mli,-3.70148,119.75923
mqj,-3.13823,119.45847
mvd,-9.41573,119.55897
mqx,-2.41160,119.15986
mdr,-3.04955,118.86742
mqr,-2.31764,138.84403
aax,-6.00365,140.51521
bwp,-6.79131,140.58059
mqy,-8.56166,120.34209
mqc,-1.90593,125.71378
mnx,-1.48790,133.94050
mqp,-3.33527,127.59737
woo,-5.99417,134.31910
wha,-3.08143,129.46758
mpy,0.91825,134.33572
mvr,-1.67063,135.78307
mrz,-7.94655,140.38300
bpv,-7.35091,140.49143
mqi,-6.14995,134.87260
mxz,-8.15613,129.86239
vme,-8.13542,129.87121
mss,-8.18182,129.83356
ism,-2.01306,139.14515
bnf,-3.29569,130.59350
mvs,-1.74419,138.28510
xmt,-1.88192,130.11840
mgk,-2.19981,139.37851
slz,-1.12725,130.90079
msf,-2.50430,140.30586
mwv,-1.40327,98.90334
mvx,-2.06946,134.38252
mnu,-3.42118,134.69403
mej,-1.11433,133.55101
min,-0.37681,100.31048
kja,-2.57443,140.26244
mxd,1.11241,117.12144
mqo,1.39402,127.75130
mxn,-0.96988,131.44576
vms,-3.09800,128.65400
msl,-3.42412,140.58994
myl,-1.39413,120.03683
mso,-8.28456,138.79259
mmb,-4.80221,139.80214
mqf,-4.89230,139.27412
mog,0.66034,124.09316
mnz,-3.63458,136.97980
msg,-1.02795,131.92458
mzq,-2.25523,121.03764
xmz,-2.19672,121.31446
mqn,-4.74587,121.85062
mok,-8.56002,140.69815
mhz,-2.95887,135.95570
moq,-2.82279,132.95710
mtj,-1.65809,133.10644
wkd,-2.03016,138.98335
akc,-0.76649,133.12903
mtd,0.38823,111.04333
mnb,-4.98266,122.59152
mth,-1.67082,135.92200
rmh,-4.15495,140.80586
mui,-2.85325,104.30719
kti,-5.45666,140.83903
kts,-6.01841,140.85042
nxx,-2.68544,140.73704
nxe,-8.69564,121.29183
nae,-2.85639,128.51889
nkj,-5.14576,140.52055
nlc,-4.20262,139.90509
naa,-3.54348,140.66492
npy,-1.29840,120.34268
nxu,-3.60600,139.94123
nsy,-4.86518,103.57189
nqm,-8.17773,138.00829
ndx,-4.28151,138.33192
nec,-8.27875,124.19829
nxg,-8.78947,120.97980
nea,-8.84101,121.11918
nij,-1.53700,113.53927
szb,-4.86477,140.62929
nbq,-3.60599,138.95280
nia,0.77333,97.78564
nil,-3.21222,128.96625
nir,-2.56541,140.16421
nps,-4.10988,139.77069
njs,-1.95517,137.60105
nni,-2.91979,129.28304
nxl,-3.25972,129.15840
nul,-3.67399,128.77495
afz,-2.87737,137.95354
oia,-8.09336,127.20109
kqv,4.18362,115.94950
onx,-2.83000,132.08300
oni,-2.78942,131.98946
orz,-2.51477,140.61547
ury,-2.69145,139.90262
osi,-8.26383,114.29508
otd,-0.36072,113.49914
pdo,-2.60045,121.21888
pgu,1.21941,127.77668
pku,-1.90688,115.08889
ple,-8.35366,121.71954
pmc,-3.02400,128.76200
pmf,-1.60861,121.16833
psn,-2.24543,119.64983
pnp,-5.24696,122.93732
pnc,-3.22386,119.20554
pas,-2.85199,138.63294
ppm,-1.74124,135.90905
ptn,0.34589,128.61672
plh,-3.25654,128.77716
pel,-3.12511,101.78762
ums,0.19496,119.90273
wet,-7.62189,126.57225
pey,-6.16628,106.80037
ppr,-3.04819,128.20015
pmo,-1.63865,135.62355
pns,0.92674,124.70560
pud,1.41894,116.10056
puf,0.50556,115.59086
puc,3.10056,116.26444
puj,3.26328,116.21026
pru,-2.03127,132.30364
put,3.79744,116.38521
raz,-3.15172,121.08259
rjg,-8.77984,120.70237
lje,-2.16071,120.33213
rac,-2.35074,136.40698
rth,1.06996,124.85159
rej,-3.28765,102.32631
reb,-8.50865,120.95689
ret,-8.22481,124.35951
ran,-7.51848,138.46035
rir,-0.04245,110.52839
rgu,-10.56169,123.33353
riu,-8.50515,121.15357
rmm,-7.59610,127.42288
ror,-8.84504,120.70813
rnn,-2.37685,134.56047
hvn,-10.44301,121.91065
saj,1.08574,127.48166
sjb,2.27278,117.35654
sgu,-3.14472,130.53129
sau,-2.86868,129.34300
loe,-0.96213,122.56608
tmj,-1.85799,138.34215
scg,-0.11982,110.22330
sxn,2.35530,125.41653
spr,-3.55428,128.61755
spi,-2.35779,136.51406
sdu,-1.70245,119.34263
sas,-8.58223,116.34920
srt,-2.39954,136.83599
sao,-3.21787,139.59875
szw,0.13295,127.86555
swr,-1.91219,136.29548
swt,-8.28996,125.07563
saw,-5.99013,138.66952
sbx,0.23841,111.73891
tvw,-1.35821,120.38396
sge,1.92121,116.94756
sbg,-1.34841,131.24084
hik,-3.60978,128.06510
skz,-2.65733,132.47045
skx,-2.15007,119.95563
sko,-2.22089,119.82168
slu,-8.19334,130.96183
sly,-6.05885,120.50857
slg,4.26357,116.48087
sws,-7.67227,131.22082
sdm,-0.60392,110.33716
sbr,4.10227,116.96371
etz,-3.77269,134.49539
xse,-4.85260,137.52924
set,-2.59993,140.51954
spb,-3.30527,129.12768
sve,-8.11166,129.90331
srw,-3.21222,128.96625
seu,-1.87794,136.25628
sya,-0.38356,114.70559
tty,-2.81533,138.30944
ski,-8.58784,122.56691
skh,2.68567,95.95636
wul,-4.53509,138.98632
smr,2.47862,96.37514
skv,-2.66639,140.91072
ssq,-8.67731,121.05030
sob,-1.91346,138.74596
dmy,-2.37584,140.15683
szp,-2.07728,132.17113
szn,-2.09605,125.92869
smw,-8.73171,117.35466
sun,-6.93134,107.30630
ymn,-2.15127,139.20104
swu,0.48353,123.37291
tby,1.42117,127.58967
tnm,-2.45324,140.41248
rob,-2.52164,120.10082
aos,-2.88440,140.77906
pee,-0.69123,120.07023
tdj,-0.10549,120.00893
tld,4.38693,126.77760
tlv,-1.79310,124.92178
tlk,-4.64977,122.86925
tln,-2.45222,119.34945
ilw,-7.90040,126.37037
tcg,-6.52651,138.96496
tmn,1.07442,113.02593
tcm,-2.54874,133.17728
tni,-2.84617,134.53361
tkx,-5.13746,140.28590
tre,-6.68361,134.32907
txn,-6.51673,134.16913
tpf,-2.36751,140.04865
tad,-2.87632,136.69004
twy,-1.15726,115.36853
dmu,-3.63188,140.76820
tfo,-2.40719,136.78098
kps,-1.34813,131.97475
tvm,-8.01029,129.68677
tlt,-3.42493,129.48922
tes,-7.89347,113.04265
tev,-4.73638,131.73834
twg,-8.47981,124.27096
twu,-10.71348,123.17579
tmg,0.93149,127.56682
tft,0.80563,127.33347
tet,-9.35755,124.91906
tve,-3.21222,128.96625
twe,-8.34977,124.17922
tid,3.95048,117.38348
tvo,0.37825,127.63533
txq,-10.84166,122.98369
tlz,-3.31029,120.18828
tti,-2.64894,140.76188
tlb,1.48051,128.51027
tlg,-3.76984,140.61634
lbw,-4.04448,122.04755
tdi,-2.56509,121.94411
ttp,-2.51120,121.91525
tom,1.38292,124.78851
txm,0.56451,120.88825
tdn,1.29103,124.97705
tnw,0.96734,124.58047
txs,1.50429,125.03855
tnt,1.09393,124.56999
toy,-2.06482,119.31407
sda,-3.01077,119.84154
txe,1.10758,120.82793
ttn,-3.83525,140.76828
tip,-2.15888,138.02420
kvz,-5.41807,140.21783
tzn,-7.72878,126.71674
tuj,1.05310,128.15601
khc,-5.31664,123.58168
bhq,-5.91851,124.00384
tlu,-3.56928,128.31019
trt,-3.36175,135.58353
tjg,-0.98000,115.84987
aoz,-9.72239,124.23008
udj,-5.60624,134.27017
ulm,-2.93232,118.98148
ulu,2.95898,117.16407
ppk,-1.66563,119.95660
mtg,-4.68949,140.05982
urn,-3.45561,132.74311
ulf,-3.65501,140.50452
snu,-3.40295,140.80543
vto,-2.11110,139.10980
wbb,-1.78638,136.71406
wrx,-8.75299,120.76533
wgo,-0.18635,130.95080
wli,1.24493,127.51160
wlw,-3.83116,138.82376
wms,-5.47783,140.46051
wad,-2.19583,133.95980
wng,-5.57110,140.16868
wno,-3.48771,137.66576
wnk,-9.69635,119.45896
wsa,-1.65452,137.62424
wai,-2.47729,139.30393
wbe,-3.16196,138.48481
bgv,-5.78475,138.63460
wrp,-2.14195,137.23279
wru,-3.41110,122.05340
wah,-4.47810,131.64254
wuy,-0.41228,131.19315
wow,-4.04998,123.09822
wew,-9.54570,119.35058
weo,-3.05663,128.82956
tlw,-3.29437,128.53837
kvw,-8.33658,124.95280
wbw,-1.62034,135.46966
wod,-3.44864,136.69948
wlo,-5.44167,122.70937
wor,-2.41912,136.42919
wtw,-2.60291,120.90017
ner,-1.94433,132.10154
jal,-3.36006,129.31306
kkl,-4.06616,139.64550
yli,-3.92390,139.53398
nlk,-4.45576,139.39578
yac,-3.71209,139.23966
jmd,-7.72539,131.44697
jaq,-6.64641,139.29810
yrs,-2.12663,139.51439
jau,-3.19907,134.84752
yva,-1.76855,136.26463
jei,-7.70191,140.88077
jel,-7.45365,139.11627
gop,-3.01668,134.66302
yet,-4.00079,140.68368
yki,-1.68341,138.00196
wfg,-3.49579,140.80995
avd,35.00753,50.37939
atn,37.74693,48.68083
ave,31.54100,53.63300
azb,36.76277,48.54878
bqi,32.31795,49.64340
bsg,34.23427,47.35352
gbz,31.65464,54.50663
def,32.37835,48.46440
rmt,31.85204,50.00536
esh,35.72672,50.36768
pes,32.49371,55.29211
faz,29.64300,52.92500
fay,29.74600,52.26700
gzi,33.92098,51.63341
glk,37.13529,49.86091
goz,36.43622,50.60221
hrz,38.69478,45.70064
xkp,37.05288,49.76025
xkj,35.89886,53.47846
kgn,38.56560,47.43288
qxq,28.12983,52.98510
klj,34.41979,50.30258
xkc,36.34932,48.11573
kmz,37.10927,58.42810
kfm,36.69633,49.37419
okh,38.33541,46.02890
ktl,29.44100,53.00800
sdh,33.85929,47.22656
lki,33.71819,47.98209
lrl,27.64360,54.63449
lsa,35.40041,53.07842
lrc,33.10724,48.14508
luz,30.51412,50.81775
myz,36.12027,49.56590
vmh,36.82593,49.96650
mzn,36.37264,52.57513
ntz,33.51868,51.90106
nyq,32.88359,53.08805
prd,32.99400,58.62400
psc,35.69219,51.09964
rat,36.32391,50.16785
rdb,37.08782,49.88008
slq,37.03921,47.34872
sgr,35.71479,53.31610
smy,35.55983,53.38260
syn,35.77764,51.43631
srz,35.77796,53.32002
shm,36.75813,50.20736
siy,33.42709,48.04324
soj,31.85423,54.59641
sqo,35.45652,53.21897
tks,38.19713,47.99538
tov,37.03420,48.90996
vaf,34.85284,49.38021
afb,30.20051,47.91601
acm,32.16809,45.68246
ayp,34.54266,43.84065
aii,36.74820,42.99634
bjm,33.94978,42.98673
cld,36.74820,42.99634
hac,36.83161,44.50189
tmr,32.27300,44.24500
kqd,36.04473,44.63562
ckb,35.65872,45.02868
mid,33.18687,44.55375
sdf,36.02100,43.64400
sdb,36.37500,43.14400
gle,53.86005,-9.94650
isg,53.31499,-6.36541
sth,53.79071,-7.73983
yhd,31.87040,34.89732
aju,31.82429,34.85522
yud,31.95667,34.74222
ajt,31.73193,34.89403
jye,32.02350,34.80468
bjf,31.76957,35.15357
bhh,31.48545,34.56394
jpr,31.76537,35.15602
heb,31.80337,35.03289
hbo,31.77607,35.17248
huy,31.71070,35.01938
isr,31.52790,34.76366
jbe,32.55935,34.97483
jge,31.74069,35.11371
lad,32.01785,34.98227
trg,32.05131,34.81324
lsd,31.77445,35.22249
aij,32.45782,35.51134
yej,31.80104,35.10838
yds,31.73421,34.78181
ydd,31.79335,34.96823
aae,38.91104,16.71645
cim,46.87768,11.42855
eml,44.52629,10.97675
fur,46.14732,13.04927
ise,42.72915,12.42949
ita,43.44854,12.37584
itk,43.12845,11.47233
lld,46.59932,11.89192
lij,44.46488,8.77161
lmo,45.74716,9.95972
mhn,46.08446,11.28322
nap,39.22883,16.42246
pms,45.46333,8.32366
sro,39.55976,9.00372
sdn,41.02413,9.29426
src,40.47948,9.09542
sdc,40.78114,8.39040
scn,37.58649,14.14967
vec,45.50285,12.19705
jcs,17.99968,-76.93205
jam,18.15607,-77.31060
ain,43.05529,142.87464
ryn,28.33957,129.47076
ams,28.21271,129.34069
jsl,36.02213,139.07918
jpn,37.00638,139.35794
kzg,28.31556,129.97945
xug,26.68666,128.19636
mvi,24.75234,125.36273
ryu,26.38926,127.79454
okn,27.37310,128.59999
tkn,27.76900,128.95083
rys,24.37765,123.84294
yoi,24.44935,122.98977
yox,27.03890,128.43379
ajp,31.27148,35.73545
jos,31.82024,36.08290
kaz,48.28745,68.99411
bob,-1.73136,40.98124
coh,-3.79865,39.75834
dig,-4.36519,39.44655
dug,-4.09509,39.22915
ccl,-2.35809,40.77238
dal,-2.17911,40.38766
dav,-3.77182,38.59052
luo,-0.37336,34.52387
guz,-0.81170,34.78966
elo,2.79312,36.76187
cuh,-0.28747,37.67230
kik,-0.53321,36.81015
kam,-1.44437,38.02908
eyo,0.29641,35.50243
xki,-1.00166,37.19953
ebu,-0.60847,37.61855
nyf,-3.20197,39.68635
mer,0.27354,37.70632
pkb,-1.87291,40.13625
sgc,-0.54824,35.38411
thk,-0.13955,38.02627
mlk,-0.74561,39.80948
bxk,0.77072,34.76550
ida,0.21518,34.84378
lkb,0.44622,34.83388
rag,0.09534,34.72061
lts,0.60787,34.82977
mas,-1.68367,36.37713
enb,0.98697,35.41536
mws,-0.12081,37.68249
niq,0.37078,35.17479
nle,0.08938,34.01742
oki,-0.27672,35.86627
lko,0.44484,34.27590
lri,0.34532,34.28737
lrm,0.21286,34.54713
nyd,0.05049,34.59634
lks,0.15286,34.57075
lto,0.29748,34.69609
lwg,0.36372,34.49872
omt,-1.34401,35.62963
orc,-1.70665,39.53201
pko,1.17061,35.74839
rel,2.23172,37.38287
spy,0.99601,34.67406
tga,-3.60784,38.50391
saq,1.54662,37.03168
sxb,-0.64385,34.13278
tvs,-3.38410,37.73715
tec,0.48440,35.02537
tuy,0.14830,35.91798
tuv,3.06889,35.47953
ssn,0.55656,37.85681
muu,0.46886,37.04506
gil,1.48158,173.03187
kvk,37.47179,127.60859
kor,36.35471,127.80896
dng,42.54456,78.42912
kir,41.42267,73.98309
alk,15.55701,106.60577
bgk,21.39764,102.01086
bgl,18.25234,104.30626
bru,16.99573,106.26992
cno,20.64978,100.89976
hnj,19.00953,102.97957
hnu,18.75442,104.69196
irr,15.71087,106.55496
jeg,15.01009,107.13744
kyp,21.44166,101.91887
kgc,15.29315,107.35309
kgd,16.25265,106.40370
kuf,15.82789,107.18801
llo,15.64989,106.62085
kjg,19.99392,101.44484
khf,20.83796,101.30578
xko,20.74180,101.55716
uan,18.07692,105.31038
lbn,20.38550,100.98741
lso,18.38700,104.51800
lao,15.29486,105.76144
lbo,15.28646,106.33242
brb,14.56216,106.60037
pkt,17.85613,105.41277
mlf,19.30630,101.27387
ngt,15.59299,106.84928
nev,15.09717,106.55542
oog,15.18633,105.99199
oyb,15.35853,106.65157
phq,21.93872,101.97750
pnx,19.99111,103.97737
pho,21.65945,102.10994
puk,20.25513,101.73083
rie,19.50841,102.59119
skb,17.88428,105.53223
spu,15.33700,106.84751
slt,21.14085,101.81608
skk,15.17554,106.84297
sqq,14.68265,106.54007
sss,17.07218,105.47970
thi,20.04497,102.40670
tmp,18.34023,104.70884
tpo,18.56485,104.65507
tdf,16.53574,106.10405
tto,15.91538,106.88721
tth,16.09194,106.83283
tgr,15.48072,107.28091
tnu,18.66322,104.36545
thx,14.67325,106.66702
lsl,56.93354,24.49310
lav,56.84130,24.98872
liv,57.36851,21.61923
sot,-29.57297,28.25423
bza,8.05380,-10.13769
bsq,6.10802,-9.66918
dee,6.55099,-10.88980
ggb,6.13101,-8.95922
glr,5.50583,-7.52122
oub,5.79889,-7.52519
gol,7.30507,-10.71270
gry,4.67741,-8.09810
grv,4.86282,-7.88071
gec,4.75941,-7.67215
gbo,5.24341,-8.08115
grj,4.52032,-7.70036
kss,8.39053,-10.20114
klu,5.08882,-8.82798
xpe,7.00411,-9.99157
kqo,5.85194,-7.96048
krw,6.12627,-8.45258
blh,7.57577,-9.96167
lir,6.40632,-10.54710
lom,8.01902,-9.73093
mev,7.00818,-8.94261
mzj,8.35804,-9.65062
krn,5.53726,-8.56072
tja,5.58655,-8.99408
vai,6.88745,-11.19790
ayl,28.85338,17.86303
auj,29.20451,21.19380
gha,30.11606,10.05494
lbs,29.51200,17.57300
jbn,31.95456,11.86183
swn,29.16067,15.98887
lls,55.24867,23.88138
lit,55.33688,23.90321
ltz,49.77759,6.09481
mkd,41.61128,21.71636
mzc,-19.04000,46.87000
xmv,-13.35245,49.29805
bhr,-22.48062,45.72040
msh,-22.39477,43.76213
bmm,-17.46407,49.10862
plt,-19.22669,47.14491
skg,-17.99954,45.56179
bjq,-21.05940,48.02077
tdx,-24.59920,45.14754
txy,-23.30051,44.42782
xmw,-15.27099,48.80624
kzn,-16.09113,35.47047
lai,-9.78523,33.43890
lon,-15.69795,35.48063
nya,-14.14654,34.14127
nyr,-9.53720,33.09950
nkv,-10.02308,33.48098
swk,-16.73845,35.07592
tog,-11.74127,34.04934
tum,-11.26096,33.71829
yao,-14.66382,35.36574
abf,5.68353,118.37470
bdr,6.32619,116.33772
lra,1.57219,109.76962
blg,1.34532,110.87440
btq,4.82325,102.39022
zbc,3.94871,114.55121
zbe,3.64345,114.14997
zbw,3.96853,114.64364
sne,1.43735,110.05693
bth,1.25888,110.30690
sdo,1.04733,110.50590
trx,1.21636,110.12627
bny,3.84258,113.60416
bsy,5.31998,115.55120
bdg,7.25199,117.10753
bnb,5.28453,116.53597
cwg,3.78283,102.09421
dmv,5.96289,117.36431
dtp,5.98096,116.57380
kzs,6.17230,117.08564
kzt,5.67757,116.36711
tdu,6.35179,116.46180
gnq,5.43635,116.17789
iba,2.32166,112.55358
dbj,5.14654,118.50183
ill,6.42027,116.45675
jah,3.72388,102.29022
jak,2.60213,103.39373
jhi,5.60116,101.52772
kzj,5.66241,115.99104
kqt,5.41872,115.63996
dtb,5.55284,117.49447
kag,2.74152,113.90197
kve,4.42595,117.45429
kys,3.48146,114.55048
ree,2.54745,113.89816
kzi,3.74846,115.32003
kxi,5.36645,116.19967
kns,5.92810,100.89014
kqr,6.51660,116.87545
dmg,5.30127,116.95630
knq,5.62999,101.11711
kyi,4.08904,114.41456
grm,6.45753,116.82719
ktr,6.21916,116.93920
dkr,5.47656,116.27624
lhn,2.78463,113.88571
lnh,5.03316,100.95573
llk,4.11426,114.02858
ruu,5.43869,116.58968
low,5.73325,116.79998
ttw,3.86417,114.63080
dtr,6.16631,116.27295
mhe,2.88546,101.48682
ccm,2.20357,102.26554
mcm,2.20357,102.26554
xml,2.94600,101.36596
zlm,3.21602,101.66240
coa,5.07880,118.31601
meo,5.61459,100.57257
msi,4.64808,117.02407
zsm,3.07756,101.72687
mel,2.62443,111.33294
dro,2.55259,111.52425
kxn,2.06156,112.25378
sdx,2.27473,111.72708
mqq,5.43661,116.77729
mnq,5.10778,102.02556
mzt,4.57406,101.98096
mxr,3.60767,114.39978
nrm,4.41546,114.02252
zmi,2.79002,102.22186
orn,1.90479,103.97873
ors,1.58012,104.15005
plz,5.04590,116.37011
dpp,5.60243,115.59903
psg,5.37500,100.25400
pna,2.44625,113.44021
pez,3.64635,114.96147
pnm,2.32893,114.67420
lkj,1.08922,110.67310
drg,6.83056,116.72865
snv,3.20902,115.41460
sbo,5.34362,101.06231
sib,3.38177,114.24416
snb,1.41978,110.50029
skp,2.60447,113.70686
kgi,3.33968,101.25473
sea,4.16760,101.46464
szc,4.10783,102.80402
sza,2.88003,102.77409
ssm,5.27582,101.05870
srk,4.40178,118.02043
szd,1.73885,112.13325
spg,2.67218,113.84845
mvv,4.66724,116.13955
txx,5.47335,115.52023
tea,4.94347,101.43565
tmo,3.13217,102.96691
tmw,2.87079,101.88122
tih,5.15110,115.93764
tgb,6.55077,116.62657
txa,6.34129,117.30544
tgq,3.96853,114.64364
umi,2.36492,113.89061
xky,2.08358,114.18885
div,2.42373,73.35908
bog,12.65100,-8.00136
bam,12.90613,-6.88774
dba,14.80843,-3.76614
bxw,11.72583,-5.47483
bmq,13.22525,-4.50944
bzx,13.80724,-5.71479
bze,15.27426,-4.10742
boo,15.60196,-4.27095
boz,14.24223,-4.94673
dti,14.67597,-3.11675
dbu,14.92401,-3.34347
dgb,14.69945,-3.79399
dbg,14.56922,-3.57985
dds,14.35151,-3.51340
djm,14.49273,-2.42634
dkl,14.41208,-3.88965
dtu,14.69806,-3.10817
dtk,14.07020,-3.31405
dtm,13.83119,-3.80432
dts,14.38739,-3.14895
dtt,15.05129,-2.19520
dwl,14.93260,-2.99634
dym,14.60898,-3.15161
dux,10.95945,-5.80244
ffm,14.03622,-4.88543
jow,10.77375,-5.48216
xkg,14.14430,-9.92098
mwk,12.70283,-9.49527
myk,12.50518,-5.31079
spp,11.43749,-5.84555
shz,10.56145,-5.88182
khq,16.16535,-3.74399
ses,16.24874,-0.00036
snk,14.92676,-9.42862
dsq,16.58620,2.54577
taq,19.88433,-1.42743
tsy,14.69964,-3.09492
kao,14.20386,-10.59353
mdl,35.90695,14.48244
mlt,35.92457,14.40716
mah,7.09125,171.13457
mey,20.28990,-10.63289
ime,19.60317,-16.31620
zen,16.67756,-16.17418
mfe,-20.26134,57.55174
buc,-12.82112,45.14397
swb,-12.82112,45.14397
amu,16.77754,-98.18954
azm,16.49947,-98.01079
azg,16.52298,-98.05462
cly,16.23431,-97.17047
cya,16.09987,-97.13515
cta,16.29599,-97.53274
ctp,16.23294,-97.34393
ctz,16.07935,-97.31015
czn,16.52072,-97.46102
cip,16.65620,-91.94174
pei,21.29446,-100.52427
cob,15.67822,-92.29169
csa,18.05890,-96.21720
cco,17.59249,-96.43757
cnl,17.56786,-96.00719
cle,17.31456,-95.92531
chj,18.08520,-96.32501
chz,17.70417,-96.21909
cpa,17.84527,-96.32716
chq,17.56820,-96.61492
cso,17.79949,-96.60576
cnt,17.70091,-96.53612
cte,17.64990,-96.13350
ctl,17.86245,-96.51324
cuc,17.92452,-96.40272
cvn,17.79344,-96.32294
coz,17.65143,-97.23066
cti,17.48982,-92.46983
ctu,17.47679,-92.26418
chd,16.22416,-95.75971
clo,15.94799,-95.68704
chf,18.14604,-92.70996
coj,29.04001,-114.07703
coc,32.14841,-114.98002
crn,22.41039,-104.43691
cok,22.70145,-104.73195
cux,17.75802,-96.77694
cut,17.90883,-96.65993
var,27.88288,-108.43949
hva,21.84101,-99.00072
hsf,21.45481,-98.10112
hus,21.63190,-98.50396
hve,16.34237,-94.73435
hue,16.27469,-94.57076
huv,16.21748,-95.02304
hvv,16.21902,-94.81971
hch,21.99598,-103.99714
ixc,17.76030,-97.12274
klb,30.55111,-115.12740
dih,32.43755,-116.52015
lac,17.02169,-91.42339
ocu,19.38725,-99.92393
mat,19.35851,-100.05809
yus,19.34647,-88.16423
yua,19.70795,-89.14785
mfy,26.59529,-109.03013
maz,19.72311,-100.01767
mmc,19.72090,-100.29457
vmy,18.09957,-96.60034
maq,18.05209,-96.66742
mau,18.23697,-96.73175
mzi,18.15756,-96.57409
maj,18.09280,-96.48821
vmz,18.08508,-96.89993
maa,18.20799,-96.87860
vmp,18.28944,-96.47705
tpx,17.24806,-99.02142
tpc,16.76166,-98.53310
tcf,17.19888,-98.65786
tpl,17.35791,-98.79511
mfs,19.74999,-98.49999
mco,16.92452,-95.48870
mir,16.95280,-95.06377
mxq,16.88650,-95.84204
mzl,17.04539,-95.31175
neq,17.20238,-95.66670
pxm,16.93254,-95.65975
mxp,16.96206,-96.11930
mto,17.21212,-96.02792
mim,17.48558,-98.46882
xta,17.37539,-98.39595
mbz,16.65006,-97.45771
mip,17.60650,-97.06411
mib,17.06617,-97.68255
miy,16.88624,-98.99258
miu,17.72520,-97.76392
mih,16.30954,-97.80332
xtb,18.17093,-97.77025
mii,18.63147,-98.10140
miz,18.12098,-96.66274
xtu,18.08064,-96.73398
xtd,17.34472,-97.37066
mxs,16.94831,-97.12428
mce,16.77386,-97.59838
vmj,16.57636,-97.57463
mxt,16.22575,-97.84175
vmc,17.37950,-98.00697
xtm,17.29366,-97.54068
mxv,17.06017,-98.37081
vmm,17.16030,-97.17316
mix,17.33837,-97.88619
xtn,17.47316,-97.82344
mxa,17.82134,-98.05591
mie,17.18466,-97.74965
mil,17.04950,-97.02678
mio,16.33408,-98.00158
mjc,16.39647,-97.92287
xtj,17.15464,-97.39526
mig,17.06903,-97.54268
xtp,16.99317,-97.20492
