dataset,soc_id,origLat,origLong,Lat,Long,Comment
EA,Af48,5,-9,5,-9,Original
EA,Af49,6,-9,6,-9,Original
EA,Af5,8,-11,8,-11,Original
EA,Af50,8,8,8,8,Original
EA,Af51,7,-6,7,-6,Original
EA,Af52,7,-6,7,-6,Original
EA,Af53,8,-7,8,-7,Original
EA,Af54,8,-10,8,-10,Original
EA,Af55,7,-11,7,-11,Original
EA,Af56,7,-8,7,-8,Original
EA,Af57,8,-13,8.46,-12.64,Revised
EA,Af58,7,-12,6.89,-11.2,Revised
EA,Af6,8,4,8,4,Original
EA,Af7,6,-7,6,-7,Original
EA,Af8,9,6,9,6,Original
EA,Af9,8,-5,8,-5,Original
EA,Ag1,13,-7,13,-7,Original
EA,Ag10,10,0,10,0,Original
EA,Ag11,10,-4,10,-4,Original
EA,Ag12,10,-1,10,-1,Original
EA,Ag13,11,-1,11,-1,Original
EA,Ag14,10,-14,10,-14,Original
EA,Ag15,12,-16,12,-16,Original
EA,Ag16,12,-16,12,-16,Original
EA,Ag17,12,-15,12,-15,Original
EA,Ag18,11,-16,11.1,-16.15,Revised
EA,Ag19,12,-17,12.88,-16.19,Revised
EA,Ag2,13,-2,13,-2,Original
EA,Ag20,12,-16,12,-16,Original
EA,Ag21,12,-13,12,-13,Original
EA,Ag22,14,-12,14,-12,Original
EA,Ag23,13,-11,13,-11,Original
EA,Ag24,9,-11,9,-11,Original
EA,Ag25,15,10,15,10,Original
EA,Ag26,15,-13,15,-13,Original
EA,Ag27,9,-4,9,-4,Original
EA,Ag28,14,-4,14,-4,Original
EA,Ag29,13,-3,13,-3,Original
EA,Ag3,15,-3,15,-3,Original
EA,Ag30,13,-4,13,-4,Original
EA,Ag31,12,-6,12,-6,Original
EA,Ag32,10,-6,10,-6,Original
EA,Ag33,11,-3,11,-3,Original
EA,Ag34,11,-4,11,-4,Original
EA,Ag35,7,-3,7,-3,Original
EA,Ag36,11,-3,11,-3,Original
EA,Ag37,11,-2,11,-2,Original
EA,Ag38,11,-2,11,-2,Original
EA,Ag39,11,-3,11,-3,Original
EA,Ag4,11,-1,11,-1,Original
EA,Ag40,10,-2,10,-2,Original
EA,Ag41,11,0,11,0,Original
EA,Ag42,12,-3,12,-3,Original
EA,Ag43,8,-2,8,-2,Original
EA,Ag44,9,0,9,0,Original
EA,Ag45,12,2,12,2,Original
EA,Ag46,10,-1,10,-1,Original
EA,Ag47,12,-2,12,-2,Original
EA,Ag48,9,1,9,1,Original
EA,Ag49,10,2,10,2,Original
EA,Ag5,10,-3,10,-3,Original
EA,Ag50,11,1,11,1,Original
EA,Ag51,11,1,11,1,Original
EA,Ag52,11,1,11,1,Original
EA,Ag53,12,0,12,0,Original
EA,Ag54,10,-12,10,-12,Original
EA,Ag6,11,-13,11,-13,Original
EA,Ag7,14,-5,14,-5,Original
EA,Ag8,13,-13,13,-13,Original
EA,Ag9,11,-9,11,-9,Original
EA,Ah1,10,8,10,8,Original
EA,Ah10,10,9,10,9,Original
EA,Ah11,8,8,8,8,Original
EA,Ah12,8,7,8,7,Original
EA,Ah13,12,5,12,5,Original
EA,Ah14,11,6,11,6,Original
EA,Ah15,11,5,11,5,Original
EA,Ah16,9,9,9,9,Original
EA,Ah17,10,9,10,9,Original
EA,Ah18,10,10,10,10,Original
EA,Ah19,10,8,10,8,Original
EA,Ah2,8,10,8,10,Original
EA,Ah20,10,8,10,8,Original
EA,Ah21,10,9,10,9,Original
EA,Ah22,9,10,9,10,Original
EA,Ah23,8,11,8,11,Original
EA,Ah24,7,10,7,10,Original
EA,Ah25,17,11,17,11,Original
EA,Ah26,7,11,7,11,Original
EA,Ah27,7,11,7,11,Original
EA,Ah28,8,11,8,11,Original
EA,Ah29,8,11,8,11,Original
EA,Ah3,7,9,7,9,Original
EA,Ah30,10,12,10,12,Original
EA,Ah31,9,12,9,12,Original
EA,Ah32,9,13,9,13,Original
EA,Ah33,10,12,10,12,Original
EA,Ah34,10,13,10,13,Original
EA,Ah35,10,12,10,12,Original
EA,Ah36,10,13,10,13,Original
EA,Ah37,10,13,10,13,Original
EA,Ah38,11,14,11,14,Original
EA,Ah39,11,14,11,14,Original
EA,Ah4,7,12,7,12,Original
EA,Ah5,11,13,11,13,Original
EA,Ah6,10,8,10,8,Original
EA,Ah7,11,14,11,14,Original
EA,Ah8,6,12,6,12,Original
EA,Ah9,10,9,10,9,Original
EA,Ai1,7,22,7,22,Original
EA,Ai10,12,31,12,31,Original
EA,Ai11,3,28,3,28,Original
EA,Ai12,10,14,10,14,Original
EA,Ai13,8,16,8,16,Original
EA,Ai14,7,14,7,14,Original
EA,Ai15,10,14,10,14,Original
EA,Ai16,9,13,9,13,Original
EA,Ai17,10,14,10,14,Original
EA,Ai18,12,15,12,15,Original
EA,Ai19,11,15,11,15,Original
EA,Ai2,11,31,11,31,Original
EA,Ai20,10,15,10,15,Original
EA,Ai21,11,17,11,17,Original
EA,Ai22,9,18,9,18,Original
EA,Ai23,3,19,3,19,Original
EA,Ai24,6,18,6,18,Original
EA,Ai25,4,21,4,21,Original
EA,Ai26,4,22,4,22,Original
EA,Ai27,4,27,4,27,Original
EA,Ai28,2,26,2,26,Original
EA,Ai29,2,30,2,30,Original
EA,Ai3,5,27,5,27,Original
EA,Ai30,2,29,2,29,Original
EA,Ai31,3,30,3,30,Original
EA,Ai32,3,32,3,32,Original
EA,Ai33,4,32,4,32,Original
EA,Ai34,5,30,5,30,Original
EA,Ai35,7,29,7,29,Original
EA,Ai36,8,28,8,28,Original
EA,Ai37,12,31,12,31,Original
EA,Ai38,10,30,10,30,Original
EA,Ai39,11,30,11,30,Original
EA,Ai4,11,34,11,34,Original
EA,Ai40,11,30,11,30,Original
EA,Ai41,11,30,11,30,Original
EA,Ai42,12,29,12,29,Original
EA,Ai43,12,29,12,29,Original
EA,Ai44,8,34,8,34,Original
EA,Ai45,10,34,10,34,Original
EA,Ai46,9,35,9,35,Original
EA,Ai47,9,35,9,35,Original
EA,Ai5,3,29,3,29,Original
EA,Ai6,10,32,10,32,Original
EA,Ai7,6,16,6,16,Original
EA,Ai8,12,30,12,30,Original
EA,Ai9,10,16,10,16,Original
EA,Aj1,2,34,2,34,Original
EA,Aj10,3,32,3,32,Original
EA,Aj11,9,29,9,29,Original
EA,Aj12,4,33,4,33,Original
EA,Aj13,4,31,4,31,Original
EA,Aj14,4,31,4,31,Original
EA,Aj15,4,32,4,32,Original
EA,Aj16,6,31,6,31,Original
EA,Aj17,2,31,2,31,Original
EA,Aj18,5,35,5,35,Original
EA,Aj19,4,34,4,34,Original
EA,Aj2,-2,36,-2,36,Original
EA,Aj20,6,35,6,35,Original
EA,Aj21,3,34,3,34,Original
EA,Aj22,3,34,3,34,Original
EA,Aj23,1,36,1,36,Original
EA,Aj24,5,34,5,34,Original
EA,Aj25,0,36,0,36,Original
EA,Aj26,1,36,1,36,Original
EA,Aj27,1,35,1,35,Original
EA,Aj28,-5,35,-5,35,Original
EA,Aj29,1,37,1,37,Original
EA,Aj3,8,32,8,32,Original
EA,Aj30,2,34,2,34,Original
EA,Aj31,5,33,5,33,Original
EA,Aj4,2,33,2,33,Original
EA,Aj5,4,35,4,35,Original
EA,Aj6,-1,34,-1,34,Original
EA,Aj7,0,35,0,35,Original
EA,Aj8,5,32,5,32,Original
EA,Aj9,-1,36,-1,36,Original
EA,Ca1,6,37,6,37,Original
EA,Ca10,10,43,10,43,Original
EA,Ca11,8,40,8,40,Original
EA,Ca12,8,37,8,37,Original
EA,Ca13,9,37,9,37,Original
EA,Ca14,5,38,5,38,Original
EA,Ca15,6,38,6,38,Original
EA,Ca16,7,38,7,38,Original
EA,Ca17,5,37,5,37,Original
EA,Ca18,5,37,5,37,Original
EA,Ca19,6,36,6,36,Original
EA,Ca2,8,48,8,48,Original
EA,Ca20,5,36,5,36,Original
EA,Ca21,5,36,5,36,Original
EA,Ca22,6,37,6,37,Original
EA,Ca23,6,37,6,37,Original
EA,Ca24,6,36,6,36,Original
EA,Ca25,6,37,6,37,Original
EA,Ca26,6,37,6,37,Original
EA,Ca27,9,35,9,35,Original
EA,Ca28,6,37,6,37,Original
EA,Ca29,8,38,8,38,Original
EA,Ca3,14,39,14,39,Original
EA,Ca30,7,36,7,36,Original
EA,Ca31,12,37,12,37,Original
EA,Ca32,16,38,16,38,Original
EA,Ca33,15,37,15,37,Original
EA,Ca34,24,34,24,34,Original
EA,Ca35,20,36,20,36,Original
EA,Ca36,18,38,18,38,Original
EA,Ca37,16,36,16,36,Original
EA,Ca38,17,39,17,39,Original
EA,Ca39,8,37,8,37,Original
EA,Ca4,-4,35,-4,35,Original
EA,Ca40,6,38,6,38,Original
EA,Ca41,6,38,6,38,Original
EA,Ca42,7,36,7,36,Original
EA,Ca43,18,36,18,36,Original
EA,Ca5,20,35,20,35,Original
EA,Ca6,12,42,12,42,Original
EA,Ca7,13,38,13,38,Original
EA,Ca8,8,38,8,38,Original
EA,Ca9,-4,36,-4,36,Original
EA,Cb1,12,10,12,10,Original
EA,Cb10,12,11,12,11,Original
EA,Cb11,16,27,16,27,Original
EA,Cb12,13,32,13,32,Original
EA,Cb13,11,25,11,25,Original
EA,Cb14,11,20,11,20,Original
EA,Cb15,11,28,11,28,Original
EA,Cb16,13,15,13,15,Original
EA,Cb17,12,24,12,24,Original
EA,Cb18,14,14,14,14,Original
EA,Cb19,12,13,12,13,Original
EA,Cb2,15,-17,15,-17,Original
EA,Cb20,13,3,13,3,Original
EA,Cb21,8,13,8,13,Original
EA,Cb22,14,0,14,0,Original
EA,Cb23,1,-14,14.73,-14.32,Revised
EA,Cb24,12,12,12,12,Original
EA,Cb25,14,8,14,8,Original
EA,Cb26,11,8,11,8,Original
EA,Cb27,10,12,10,12,Original
EA,Cb28,10,12,10,12,Original
EA,Cb29,12,10,12,10,Original
EA,Cb3,17,-1,17,-1,Original
EA,Cb4,14,32,14,32,Original
EA,Cb5,13,15,13,15,Original
EA,Cb6,11,12,11,12,Original
EA,Cb7,11,11,11,11,Original
EA,Cb8,13,5,13,5,Original
EA,Cb9,12,9,12,9,Original
EA,Cc1,22,-13,22,-13,Original
EA,Cc10,18,8,18,8,Original
EA,Cc11,25,10,25,10,Original
EA,Cc12,20,2,20,2,Original
EA,Cc13,16,0,16,0,Original
EA,Cc14,17,18,17,18,Original
EA,Cc15,31,-7,31,-7,Original
EA,Cc16,32,3,32,3,Original
EA,Cc17,22,-15,22,-15,Original
EA,Cc18,19,-1,19,-1,Original
EA,Cc19,18,-15,18,-15,Original
EA,Cc2,21,17,21,17,Original
EA,Cc20,18,-8,18,-8,Original
EA,Cc3,29,26,29,26,Original
EA,Cc4,33,4,33,4,Original
EA,Cc5,18,-3,18,-3,Original
EA,Cc6,17,31,17,31,Original
EA,Cc7,20,-5,20,-5,Original
EA,Cc8,8,2,8,2,Original
EA,Cc9,23,6,23,6,Original
EA,Cd1,23,33,23,33,Original
EA,Cd10,34,-2,34,-2,Original
EA,Cd11,28,-16,27.99,-15.62,Revised
EA,Cd12,31,2,31,2,Original
EA,Cd13,30,9,30,9,Original
EA,Cd14,35,2,35,2,Original
EA,Cd15,35,-5,35,-5,Original
EA,Cd16,33,-8,33,-8,Original
EA,Cd17,35,5,35,5,Original
EA,Cd18,30,28,30,28,Original
EA,Cd19,35,11,35,10.94,Revised
EA,Cd2,25,33,25,33,Original
EA,Cd20,31,22,31,22,Original
EA,Cd21,37,10,37,10,Original
EA,Cd3,35,-4,35,-4,Original
EA,Cd4,36,4,36,4,Original
EA,Cd5,30,-9,30,-9,Original
EA,Cd6,30,31,30,31,Original
EA,Cd7,33,-7,33,-7,Original
EA,Cd8,36,7,36,7,Original
EA,Cd9,28,-11,28,-11,Original
EA,Ce1,42,20,42,20,Original
EA,Ce2,42,-7,42,-7,Original
EA,Ce3,42,12,42,12,Original
EA,Ce4,43,-1,43,-1,Original
EA,Ce5,41,13,40.89,14.25,Revised
EA,Ce6,37,-6,37,-6,Original
EA,Ce7,39,23,39,23,Original
EA,Ce8,43,-2,43,-2,Original
EA,Cf1,42,-73,42,-73,Original
EA,Cf2,-16,28,-16,28,Original
EA,Cf3,-37,-12,-37.11,-12.27,Revised
EA,Cf4,-43,-47,-23.68,-46.64,Revised
EA,Cf5,47,-72,47,-72,Original
EA,Cg1,53,7,53,7,Original
EA,Cg2,64,-20,64,-20,Original
EA,Cg3,53,-9,53,-9,Original
EA,Cg4,68,22,68,22,Original
EA,Cg5,50,5,50,5,Original
EA,Ch1,44,20,44,20,Original
EA,Ch10,45,26,45,26,Original
EA,Ch11,53,41,53,41,Original
EA,ch12,54,56,54,56,Original
EA,ch13,58,52,58,52,Original
EA,ch14,57,53,57,53,Original
EA,ch15,53,50,53,50,Original
EA,ch16,59,26,59,26,Original
EA,ch17,45,29,45.44,29.32,Revised
EA,ch18,59,29,59,29,Original
EA,ch19,64,33,64,33,Original
EA,Ch2,49,24,49,24,Original
EA,ch20,55,50,55,50,Original
EA,ch21,57,24,57,24,Original
EA,ch22,55,23,55,23,Original
EA,ch23,55,24,55,24,Original
EA,ch24,57,23,57,23,Original
EA,ch25,47,29,47,29,Original
EA,ch26,57,53,57,53,Original
EA,ch27,61,35,61,35,Original
EA,ch28,59,29,59,29,Original
EA,Ch3,50,16,50,16,Original
EA,Ch4,43,46,43,46,Original
EA,Ch5,43,24,43,24,Original
EA,Ch6,55,28,55,28,Original
EA,Ch7,48,36,48,36,Original
EA,Ch8,47,20,47,20,Original
EA,Ch9,55,24,55,24,Original
EA,Ci1,46,46,46,46,Original
EA,Ci10,40,45,40,45,Original
EA,Ci11,32,44,32,44,Original
EA,Ci12,43,41,43,41,Original
EA,Ci2,43,45,43,45,Original
EA,Ci3,42,48,42,48,Original
EA,Ci4,44,42,44,42,Original
EA,Ci5,38,30,38,30,Original
EA,Ci6,43,44,43,44,Original
EA,Ci7,43,46,43,46,Original
EA,Ci8,42,45,42,45,Original
EA,Ci9,43,43,43,43,Original
EA,Cj1,36,36,36,36,Original
EA,Cj10,31,47,31,47,Original
EA,Cj2,33,37,33,37,Original
EA,Cj3,32,35,32,35,Original
EA,Cj4,32,45,32,45,Original
EA,Cj5,28,47,28,47,Original
EA,Cj6,32,36,32,36,Original
EA,Cj7,34,36,34,36,Original
EA,Cj8,33,35,32.77,35.03,Revised
EA,Cj9,15,45,15,45,Original
EA,Ea1,25,68,25,68,Original
EA,Ea10,30,69,30,69,Original
EA,Ea11,33,68,33,68,Original
EA,Ea12,30,52,30,52,Original
EA,Ea13,32,73,32,73,Original
EA,Ea2,35,72,35,72,Original
EA,Ea3,35,66,35,66,Original
EA,Ea4,35,73,35,73,Original
EA,Ea5,36,71,36,71,Original
EA,Ea6,30,34,30,34,Original
EA,Ea7,34,63,34,63,Original
EA,Ea8,33,48,33,48,Original
EA,Ea9,36,52,36,52,Original
EA,Eb1,48,70,48,70,Original
EA,Eb2,39,100,39,100,Original
EA,Eb3,46,97,46,97,Original
EA,Eb4,49,125,49,125,Original
EA,Eb5,38,62,38,62,Original
EA,Eb6,52,107,52,107,Original
EA,Eb7,41,115,41,115,Original
EA,Eb8,43,60,43,60,Original
EA,Ec1,53,142,53,142,Original
EA,Ec10,62,74,62,74,Original
EA,Ec11,59,90,59,90,Original
EA,ec12,72,90,72,90,Original
EA,ec13,55,168,54.98,161.79,Revised
EA,ec14,64,173,64,173,Original
EA,ec15,63,62,63,62,Original
EA,ec16,55,112,55,112,Original
EA,ec17,52,134,52,134,Original
EA,ec18,50,136,50,136,Original
EA,ec19,54,142,54.01,142.71,Revised
EA,Ec2,65,125,65,125,Original
EA,ec20,51,138,51,138,Original
EA,ec21,47,136,47,136,Original
EA,Ec3,66,177,66,177,Original
EA,Ec4,68,75,68,75,Original
EA,Ec5,62,164,61.99,164.24,Revised
EA,Ec6,70,145,70,145,Original
EA,Ec7,44,144,44,144,Original
EA,Ec8,62,90,62,90,Original
EA,Ec9,47,132,47,132,Original
EA,Ed1,35,102,35,102,Original
EA,Ed10,37,118,37,118,Original
EA,Ed13,24,124,24.46,124.14,Revised
EA,Ed14,22,105,22,105,Original
EA,Ed15a,24,125,24.79,125.32,Revised
EA,Ed15b,31,120,31,120,Original
EA,Ed16,23,113,23,113,Original
EA,Ed2,29,103,29,103,Original
EA,Ed3,45,126,45,126,Original
EA,Ed4,26,107,26,107,Original
EA,Ed5,35,136,35,136,Original
EA,Ed6,24,115,24,115,Original
EA,Ed7,26,128,26.16,127.8,Revised
EA,Ed8,26,100,26,100,Original
EA,Ed9,19,109,19,109,Original
EA,Ee1,28,95,28,95,Original
EA,Ee2,37,75,37,75,Original
EA,Ee3,28,89,28,89,Original
EA,Ee4,30,91,30,91,Original
EA,Ee5,35,73,35,73,Original
EA,Ee6,28,87,28,87,Original
EA,Ee7,27,90,27,90,Original
EA,Ee8,28,84,28,84,Original
EA,Ef1,24,87,24,87,Original
EA,Ef10,25,86,25,86,Original
EA,Ef11,26,83,26,83,Original
EA,Ef2,23,88,23,88,Original
EA,Ef3,30,75,30,75,Original
EA,Ef4,22,85,22,85,Original
EA,Ef5,22,74,22,74,Original
EA,Ef6,23,85,23,85,Original
EA,Ef7,30,78,30,78,Original
EA,Ef8,34,75,34,75,Original
EA,Ef9,20,77,20,77,Original
EA,Eg1,16,79,16,79,Original
EA,Eg10,18,79,18,79,Original
EA,Eg11,19,78,19,78,Original
EA,Eg12,18,82,18,82,Original
EA,Eg13,20,81,20,81,Original
EA,Eg14,18,82,18,82,Original
EA,Eg2,11,79,11,79,Original
EA,Eg3,19,81,19,81,Original
EA,Eg4,12,77,12,77,Original
EA,Eg5,12,76,12,76,Original
EA,Eg6,11,76,11,76,Original
EA,Eg7,21,85,21,85,Original
EA,Eg8,22,85,22,85,Original
EA,Eg9,22,81,22,81,Original
EA,Eh1,12,93,12,93,Original
EA,Eh10,-22,47,-22,47,Original
EA,Eh2,-19,46,-19,46,Original
EA,Eh3,-22,47,-22,47,Original
EA,Eh4,8,81,8,81,Original
EA,Eh5,9,92,9.17,92.77,Revised
EA,Eh6,7,80,7,80,Original
EA,Eh7,-25,46,-25,46,Original
EA,Eh8,-21,41,-21,43.93,Revised
EA,Eh9,-23,48,-22.9,47.75,Revised
EA,Ei1,26,91,26,91,Original
EA,Ei10,23,92,23,92,Original
EA,Ei11,25,94,25,94,Original
EA,Ei12,25,94,25,94,Original
EA,Ei13,26,94,26,94,Original
EA,Ei14,27,94,27,94,Original
EA,Ei15,26,94,26,94,Original
EA,Ei16,26,95,26,95,Original
EA,Ei17,26,94,26,94,Original
EA,Ei18,23,97,23,97,Original
EA,Ei19,22,94,22,94,Original
EA,Ei2,27,94,27,94,Original
EA,Ei20,23,92,23,92,Original
EA,Ei3,20,95,20,95,Original
EA,Ei4,22,93,22,93,Original
EA,Ei5,26,97,26,97,Original
EA,Ei6,25,94,25,94,Original
EA,Ei7,17,97,17.12,97.19,Revised
EA,Ei8,26,92,26,92,Original
EA,Ei9,20,92,20.49,92.64,Revised
EA,Ej1,20,101,20,101,Original
EA,Ej10,13,108,13,108,Original
EA,Ej11,11,108,11,108,Original
EA,Ej12,18,98,18,98,Original
EA,Ej13,21,105,21,105,Original
EA,Ej14,4,102,4,102,Original
EA,Ej15,13,104,13,104,Original
EA,Ej16,21,102,21,102,Original
EA,Ej2,12,107,12,107,Original
EA,Ej3,5,101,5,101,Original
EA,Ej4,17,107,17,107,Original
EA,Ej5,12,105,12,105,Original
EA,Ej6,12,98,11.78,98.28,Revised
EA,Ej7,21,100,21,100,Original
EA,Ej8,5,103,5,103,Original
EA,Ej9,15,100,15,100,Original
EA,Ia1,24,121,24,121,Original
EA,Ia10,24,121,24,121,Original
EA,Ia11,23,121,23,121,Original
EA,Ia12,10,124,10.2,123.65,Revised
EA,Ia13,5,120,5.09,119.97,Revised
EA,Ia14,22,122,22.05,121.55,Revised
EA,Ia15,8,126,8,126,Original
EA,Ia16,18,121,18,121,Original
EA,Ia17,6,125,6,125,Original
EA,Ia18,10,123,10,123,Original
EA,Ia2,17,121,17,121,Original
EA,Ia3,17,121,17,121,Original
EA,Ia4,8,123,8,123,Original
EA,Ia5,13,121,13,121,Original
EA,Ia6,22,121,22.44,120.77,Revised
EA,Ia7,10,119,10,119,Original
EA,Ia8,17,121,17,121,Original
EA,Ia9,22,121,22.7,121.05,Revised
EA,Ib1,2,112,2,112,Original
EA,Ib2,-7,110,-7,110,Original
EA,Ib3,-8,115,-8.18,115.02,Revised
EA,Ib4,2,99,2,99,Original
EA,Ib5,6,117,6,117,Original
EA,Ib6,-1,101,-1,101,Original
EA,Ib7,-3,100,-2.93,100.23,Revised
EA,Ib8,-3,103,-3,103,Original
EA,Ib9,3,115,3,115,Original
EA,Ic1,-5,119,-5.31,119.69,Revised
EA,Ic10,1,128,1,128,Original
EA,Ic11,-4,128,-3.71,128.18,Revised
EA,Ic12,-4,118,-8.63,117.27,Revised
EA,Ic13,-10,119,-9.66,119.07,Revised
EA,Ic2,-8,125,-8.22,124.26,Revised
EA,Ic3,-9,126,-9,126,Original
EA,Ic4,-11,123,-10.71,123.18,Revised
EA,Ic5,-2,121,-2,121,Original
EA,Ic6,-8,131,-8.19,130.96,Revised
EA,Ic7,-8,123,-8.33,122.85,Revised
EA,Ic8,-6,133,-5.58,133.07,Revised
EA,Ic9,-10,120,-10,120,Original
EA,Id1,-24,134,-24,134,Original
EA,Id10,-22,132,-22,132,Original
EA,Id11,-12,135,-12.29,134.32,Revised
EA,Id12,-15,142,-15,142,Original
EA,Id13,-14,137,-13.99,136.6,Revised
EA,Id2,-12,136,-12.48,135.96,Revised
EA,Id3,-12,131,-11.56,130.81,Revised
EA,Id4,-28,138,-28,138,Original
EA,Id5,-21,118,-21,118,Original
EA,Id6,-14,142,-14,142,Original
EA,Id7,-14,130,-14,130,Original
EA,Id8,-42,146,-42,146,Original
EA,Id9,-32,146,-32,146,Original
EA,Ie1,-4,136,-4,136,Original
EA,Ie10,-9,147,-9,147,Original
EA,Ie11,-6,144,-6,144,Original
EA,Ie12,-4,142,-4,142,Original
EA,Ie13,-9,143,-9,143,Original
EA,Ie14,-10,144,-9.91,144.06,Revised
EA,Ie15,4,-145,-3.79,143.09,Revised
EA,Ie16,-6,143,-6,143,Original
EA,Ie17,-6,145,-6,145,Original
EA,Ie18,-7,138,-7.52,138.46,Revised
EA,Ie19,-8,139,-8,139,Original
EA,Ie2,-7,147,-6.15,146.53,Revised
EA,Ie20,-9,147,-9,147,Original
EA,Ie21,-10,149,-10,149,Original
EA,Ie22,-9,147,-9,147,Original
EA,Ie23,-6,141,-6,141,Original
EA,Ie24,-9,148,-9,148,Original
EA,Ie25,-8,147,-8,147,Original
EA,Ie26,-6,146,-6,146,Original
EA,Ie27,-4,145,-4.56,144.34,Revised
EA,Ie28,-7,147,-6.69,147.26,Revised
EA,Ie29,-4,145,-4.08,145.03,Revised
EA,Ie3,-4,144,-4,144,Original
EA,Ie30,-4,135,-4,135,Original
EA,Ie31,-6,145,-6,145,Original
EA,Ie32,-6,147,-6,147,Original
EA,Ie33,-2,138,-2,138,Original
EA,Ie34,-2,140,-2.34,139.6,Revised
EA,Ie35,-4,143,-4,143,Original
EA,Ie36,-3,140,-3,140,Original
EA,Ie37,-5,141,-5,141,Original
EA,Ie38,-4,139,-4,139,Original
EA,Ie39,-8,145,-7.82,145.31,Revised
EA,Ie4,-3,144,-3.24,144.1,Revised
EA,Ie5,-9,142,-9,142,Original
EA,Ie6,-2,137,-2.14,137.23,Revised
EA,Ie7,-6,144,-6,144,Original
EA,Ie8,-7,145,-7,145,Original
EA,Ie9,-9,148,-9,148,Original
EA,If1,7,135,7.45,134.54,Revised
EA,If10,6,153,6.89,152.74,Revised
EA,If11,5,163,5.31,162.98,Revised
EA,If12,12,165,11.7,165.29,Revised
EA,If13,-1,166,-0.53,166.92,Revised
EA,If14,3,173,3.38,172.99,Revised
EA,If15,15,146,15.21,145.76,Revised
EA,If16,7,146,7.46,146.38,Revised
EA,If17,6,169,6.28,169.49,Revised
EA,If2,7,152,7.34,151.6,Revised
EA,If3,7,171,7.09,171.13,Revised
EA,If4,7,147,7.25,144.46,Revised
EA,If5,7,158,6.88,158.22,Revised
EA,If6,9,138,9.55,138.13,Revised
EA,If7,-2,174,-1.47,175.06,Revised
EA,If8,15,145,15.13,145.71,Revised
EA,If9,10,140,10.02,139.79,Revised
EA,Ig1,-6,155,-6,155,Original
EA,Ig10,-2,147,-2,147,Original
EA,Ig11,-9,154,-11.36,154.14,Revised
EA,Ig12,-6,156,-6.69,156.52,Revised
EA,Ig13,-2,143,-1.74,142.85,Revised
EA,Ig14,-10,150,-10.41,149.91,Revised
EA,Ig15,-5,150,-5.42,150.05,Revised
EA,Ig16,-9,150,-9.44,150.33,Revised
EA,Ig17,-5,149,-4.67,149.53,Revised
EA,Ig18,-9,161,-9,161,Original
EA,Ig19,-10,151,-10,151,Original
EA,Ig2,-8,151,-8.43,151.09,Revised
EA,Ig20,-10,161,-9.49,159.82,Revised
EA,Ig21,-3,153,-3.38,153.31,Revised
EA,Ig3,-5,154,-5.6,154.91,Revised
EA,Ig4,-3,153,-3.06,151.66,Revised
EA,Ig5,-10,151,-10,151,Original
EA,Ig6,-10,161,-9.63,161.44,Revised
EA,Ig7,-5,151,-5.5,150.81,Revised
EA,Ig8,-8,157,-8,157,Original
EA,Ig9,-2,147,-2,147,Original
EA,Ih1,-14,168,-13.84,167.7,Revised
EA,Ih10,-20,168,-19.6,169.44,Revised
EA,Ih11,-17,168,-16.61,168.17,Revised
EA,Ih12,-19,169,-18.85,169.16,Revised
EA,Ih13,-16,168,-16.18,168.15,Revised
EA,Ih14,-18,179,-17.81,178.32,Revised
EA,Ih2,-17,167,-16.51,167.47,Revised
EA,Ih3,-16,168,-15.95,168.22,Revised
EA,Ih4,-18,179,-17.74,-179.31,Revised
EA,Ih5,-22,165,-21.37,165.47,Revised
EA,Ih6,-13,177,-12.5,177.07,Revised
EA,Ih7,-21,163,-20.94,167.23,Revised
EA,Ih8,-17,179,-17.81,178.32,Revised
EA,Ih9,-11,166,-10.73,165.85,Revised
EA,Ii1,-14,-170,-13.68,-172.41,Revised
EA,Ii10,-12,160,-11.74,160.42,Revised
EA,Ii12,-20,-174,-19.74,-175.07,Revised
EA,Ii13,-13,-176,-13.28,-176.17,Revised
EA,Ii14,-14,172,-13.94,-171.77,Revised
EA,Ii2,-12,168,-12.29,168.83,Revised
EA,Ii3,-11,-166,-10.89,-165.84,Revised
EA,Ii4,-8,178,-7.48,178.68,Revised
EA,Ii5,-5,160,-5.48,159.7,Revised
EA,Ii6,-9,-172,-9.2,-171.85,Revised
EA,Ii7,1,155,1.09,154.8,Revised
EA,Ii8,-14,-178,-14.31,-178.11,Revised
EA,Ii9,-19,-169,-19.05,-169.86,Revised
EA,Ij1,-22,-158,-21.93,-157.91,Revised
EA,Ij10,-9,-158,-9.02,-158.03,Revised
EA,Ij2,-35,175,-38.41,176.31,Revised
EA,Ij3,-9,-140,-8.9,-140.08,Revised
EA,Ij4,-10,-160,-10.41,-160.98,Revised
EA,Ij5,-16,-142,-15.94,-142.31,Revised
EA,Ij6,20,-156,19.89,-155.83,Revised
EA,Ij7,-20,-134,-23.12,-134.97,Revised
EA,Ij8,-18,-150,-17.71,-149.54,Revised
EA,Ij9,-27,-190,-27.12,-109.36,Revised
EA,Na1,63,-141,63,-141,Original
EA,Na10,60,-147,60.72,-146.49,Revised
EA,Na11,63,-170,63.34,-170.3,Revised
EA,Na12,68,-152,68,-152,Original
EA,Na13,65,-65,65.24,-64.63,Revised
EA,Na14,78,-70,78,-70,Original
EA,Na15,63,-117,63,-117,Original
EA,Na16,65,-119,65,-119,Original
EA,Na17,61,-120,61,-120,Original
