xd_id,xd_name,iso_6933,N_iso_shared,DisplayGlottocode,DisplayGlottocodeLevel,HighestGlottocode,HighestGlottocodeName,HighestGlottocodeLevel,Ethnologue
xd49,Sakata,skt,1,saka1287,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1076,Puyallup,slh,1,sout2965,language,sali1255,Salishan,family,Salish
xd769,Ili-Mandiri,slp,1,lama1277,language,aust1307,Austronesian,family,Austronesian
xd768,Tanimbarese,slu,1,sela1259,language,aust1307,Austronesian,family,Austronesian
xd23,Kisama,smd,1,sama1300,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd544,Lapps,smj,1,lule1254,language,ural1272,Uralic,family,Uralic
xd876,Samoans,smo,2,samo1305,language,aust1307,Austronesian,family,Austronesian
xd880,Upolu,smo,2,samo1305,language,aust1307,Austronesian,family,Austronesian
xd762,Sumbawanese,smw,1,sumb1241,language,aust1307,Austronesian,family,Austronesian
xd19,Shona,sna,1,shon1251,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd596,Sindhi,snd,1,sind1272,language,indo1319,Indo-European,family,Indo-European
xd261,Soninke,snk,1,soni1259,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd793,Siane,snp,1,sian1257,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd868,Seniang,sns,1,sout2857,language,aust1307,Austronesian,family,Austronesian
xd129,Songola,sod,1,song1300,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd416,Esa,som,2,nort3051,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd426,Somali,som,2,nort3051,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd50,Songo,soo,1,song1299,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd136,Songe,sop,1,song1303,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd31,Sotho,sot,1,sout2807,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd108,Sonjo,soz,1,temi1247,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd533,Spaniards,spa,1,stan1288,language,indo1319,Indo-European,family,Indo-European
xd1072,Squamish,squ,1,squa1248,language,sali1255,Salishan,family,Salish
xd1349,Saramacca,srm,1,sara1340,language,indo1319,Indo-European,family,Creole
xd546,Serbs,srp,1,serb1264,language,indo1319,Indo-European,family,Indo-European
xd1362,Siriono,srq,1,siri1273,language,tupi1275,Tupian,family,Tupian
xd258,Serer,srr,1,sere1260,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1226,Sarsi,srs,1,sars1236,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd736,Badjau Tawi-Tawi,ssb,1,sout2918,language,aust1307,Austronesian,family,Austronesian
xd21,Swazi,ssw,1,swat1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1074,Lummi,str,1,stra1244,language,sali1255,Salishan,family,Salish
xd41,Suku,sub,1,suku1259,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd90,Sukuma,suk,1,suku1261,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd396,Suri,suq,1,suri1267,language,surm1244,Surmic,family,"Nilo-Saharan, Eastern Sudanic"
xd262,Susu,sus,1,susu1250,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd117,Sumbwa,suw,1,sumb1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd585,Svan,sva,1,svan1243,language,kart1248,Kartvelian,family,Kartvelian
xd76,Bajun,swh,2,baju1245,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd97,Hadimu,swh,2,pemb1239,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd846,Dahuni,swp,1,suau1242,language,aust1307,Austronesian,family,Austronesian
xd744,Subanun,syb,1,cent2089,language,aust1307,Austronesian,family,Austronesian
xd1354,Tapirape,taf,1,tapi1254,language,tupi1275,Tupian,family,Tupian
xd897,Tahitians,tah,1,tahi1242,language,aust1307,Austronesian,family,Austronesian
xd678,Tamil,tam,1,tami1289,language,drav1251,Dravidian,family,Dravidian
xd737,Yami,tao,1,yami1254,language,aust1307,Austronesian,family,Austronesian
xd61,Shila,tap,2,shil1264,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd490,Ifora,taq,3,tadh1242,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd502,Antessar,taq,3,timb1263,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd491,Udalan,taq,3,timb1263,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1286,Tarahumara,tar,1,cent2131,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd558,Kazan tatar,tat,2,midd1325,dialect,turk1311,Turkic,family,Altaic
xd561,Lithuanian Tatar,tat,2,west2405,dialect,turk1311,Turkic,family,Altaic
xd1026,Nabesna,tau,1,uppe1437,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd732,Atayal,tay,1,atay1247,language,aust1307,Austronesian,family,Austronesian
xd370,Ingassana,tbi,1,gaam1241,language,east2386,Eastern Jebel,family,"Nilo-Saharan, Eastern Sudanic"
xd747,Tagbanua,tbw,1,tagb1258,language,aust1307,Austronesian,family,Austronesian
xd290,Somba,tbz,1,dita1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1366,Tucuna,tca,1,ticu1245,language,ticu1244,Ticuna-Yuri,family,Language isolate
xd404,Tatoga,tcc,1,dato1239,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd680,Toda,tcx,1,toda1252,language,drav1251,Dravidian,family,Dravidian
xd699,Thado,tcz,1,thad1238,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd693,Antandroy,tdx,1,tand1256,language,aust1307,Austronesian,family,Austronesian
xd1386,Tehuelche,teh,1,tehu1242,language,chon1288,Chonan,family,Chon
xd673,Telugu,tel,1,telu1262,language,drav1251,Dravidian,family,Dravidian
xd238,Temne,tem,1,timn1235,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd384,Teso,teo,1,teso1249,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd1389,Terena,ter,1,tere1279,language,araw1281,Arawakan,family,Maipurean
xd765,Belu,tet,1,tetu1245,language,aust1307,Austronesian,family,Austronesian
xd1270,Hano,tew,3,hano1247,dialect,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd1261,Tewa,tew,3,hano1247,dialect,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd1277,Santa Clara,tew,3,sant1421,dialect,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd373,Tullishi,tey,1,tuli1249,language,kadu1256,Kadugli-Krongo,family,"Nilo-Saharan, Kadugli-Krongo"
xd1042,Tanaina,tfn,1,tana1289,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd731,Siamese,tha,1,thai1261,language,taik1256,Tai-Kadai,family,Tai-Kadai
xd1142,Thompson,thp,1,thom1243,language,sali1255,Salishan,family,Salish
xd1043,Tahltan,tht,1,tahl1239,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd506,Tuareg Ahaggar,thv,2,hogg1238,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd508,Zekara,tia,1,tidi1241,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd372,Tira,tic,1,tira1254,language,heib1242,Heiban,family,"Niger-Congo, Kordofanian"
xd444,Beni Amer,tig,2,mans1267,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd446,Tigre,tig,2,mans1267,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd177,Ndob,tik,2,band1349,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd180,Tikar,tik,2,tige1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1080,Tillamook,til,1,till1254,language,sali1255,Salishan,family,Salish
xd437,Tigrinya,tir,1,tigr1271,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd320,Tiv,tiv,1,tivv1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1260,Isleta,tix,1,sout2961,language,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd977,Tjapwurong,tjw,1,west2443,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd695,Antaisaka,tkg,1,tesa1236,language,aust1307,Austronesian,family,Austronesian
xd885,Tokelau,tkl,1,toke1240,language,aust1307,Austronesian,family,Austronesian
xd881,Tikopia,tkp,1,tiko1237,language,aust1307,Austronesian,family,Austronesian
xd760,Tobelorese,tlb,1,tobe1252,language,nort2923,North Halmahera,family,West Papuan
xd1082,Tlingit,tli,1,tlin1245,language,atha1245,Athapaskan-Eyak-Tlingit,family,Language isolate
xd144,Tetela,tll,1,tete1250,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd814,Samarokena,tmj,1,sama1240,language,kwer1242,Kwerbic,family,Tor-Kwerba
xd590,Babylonians,tmr,1,jewi1240,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1333,Taino,tnq,1,tain1254,language,araw1281,Arawakan,family,Maipurean
xd1395,Toba,tob,1,toba1269,language,guai1249,Guaicuruan,family,Guaykuruan
xd188,Toma,tod,1,toma1245,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd37,Lake Tonga,tog,1,tong1321,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd56,Plateau Tonga,toi,1,tong1318,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1103,Tolowa,tol,1,tolo1259,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd878,Tongans,ton,1,tong1325,language,aust1307,Austronesian,family,Austronesian
xd400,Topotha,toq,1,topo1242,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd1303,Totonac,tos,1,high1243,language,toto1251,Totonacan,family,Totonacan
xd1284,Jemez,tow,1,jeme1245,language,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd1416,Tupinamba,tpn,1,tupi1273,language,tupi1275,Tupian,family,Tupi
xd855,Kurtatchi,tpz,1,tinp1237,language,aust1307,Austronesian,family,Austronesian
xd1414,Tenetehara,tqb,1,temb1276,language,tupi1275,Tupian,family,Tupian
xd1141,Tenino,tqn,1,teni1238,language,saha1239,Sahaptian,family,Sahaptian
xd423,Tsamai,tsb,1,tsam1247,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1104,Tsimshian,tsi,1,nucl1649,language,tsim1258,Tsimshian,family,Tsimshian
xd14,Tswana,tsn,1,tswa1253,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd27,Thonga,tso,1,tson1249,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd40,Shogo,tsv,1,tsog1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1307,Tarasco,tsz,1,pure1242,language,tara1323,Tarascan,family,Tarascan
xd118,Toro,ttj,1,toor1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1012,Tutchone,ttm,1,nort2941,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd505,Aulliminden,ttq,2,ioul1238,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd488,Asben,ttq,2,tawa1287,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd483,Tera,ttr,1,tera1251,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd861,Manus,ttv,1,tita1241,language,aust1307,Austronesian,family,Austronesian
xd1118,Tubatulabal,tub,1,tuba1278,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd349,Tuburi,tui,1,tupu1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd613,Turkmen,tuk,1,turk1304,language,turk1311,Turkic,family,Altaic
xd62,Tumbuka,tum,1,tumb1250,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1365,Tucano,tuo,1,tuca1252,language,tuca1253,Tucanoan,family,Tucanoan
xd498,Teda,tuq,1,teda1241,language,saha1256,Saharan,family,"Nilo-Saharan, Saharan"
xd581,Turks,tur,1,nucl1301,language,turk1311,Turkic,family,Altaic
xd1092,Tututni,tuu,1,tutu1242,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd410,Turkana,tuv,1,turk1308,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd844,Choiseulese,tva,1,vagh1249,language,aust1307,Austronesian,family,Austronesian
xd883,Ellice,tvl,1,tuva1244,language,aust1307,Austronesian,family,Austronesian
xd173,Banen,tvu,1,tune1261,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1079,Twana,twa,1,twan1247,language,sali1255,Salishan,family,Salish
xd1285,Picuris,twf,2,picu1240,dialect,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd1282,Taos,twf,2,taos1236,dialect,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd766,Rotinese,twu,1,term1237,language,aust1307,Austronesian,family,Austronesian
xd933,Kua,tyu,1,kuaa1238,language,khoe1240,Khoe-Kwadi,family,Southern Africa
xd1318,Tzeltal,tzh,1,tzel1254,language,maya1287,Mayan,family,Mayan
xd525,Beraber,tzm,1,cent2194,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd787,Kakoli,ubu,1,umbu1258,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd630,Udihe,ude,1,udih1248,language,tung1282,Tungusic,family,Altaic
xd550,Besermyan,udm,2,nort2676,dialect,ural1272,Uralic,family,Uralic
xd564,Udmurt,udm,2,sout2681,dialect,ural1272,Uralic,family,Uralic
xd571,Ukranians,ukr,2,east2270,dialect,indo1319,Indo-European,family,Indo-European
xd557,Hutsul,ukr,2,sout2604,dialect,indo1319,Indo-European,family,Indo-European
xd626,Ulch,ulc,1,ulch1241,language,tung1282,Tungusic,family,Altaic
xd840,Ulithians,uli,1,ulit1238,language,aust1307,Austronesian,family,Austronesian
xd790,Miriam,ulk,1,meri1244,language,east2503,Eastern Trans-Fly,family,Eastern Trans-Fly
xd1151,Umatilla,uma,1,umat1237,language,saha1239,Sahaptian,family,Sahaptian
xd1405,Umotina,umo,1,umot1240,language,boro1281,Bororoan,family,Bororoan
xd945,Yintjingga,ump,1,umpi1239,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd979,Kurnai,unn,1,gana1278,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd684,Kol,unr,1,mund1320,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd1382,Uru,ure,1,uruu1244,language,uruc1242,Uru-Chipaya,family,Chipaya-Uru
xd1190,Chemehuevi,ute,15,chem1251,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1189,Kaibab Southern Paiute,ute,15,sout2969,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1187,Moapa,ute,15,sout2969,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1192,San Juan,ute,15,sout2969,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1188,Shivwits,ute,15,sout2969,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1184,Antarianunts,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1197,Moache,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1195,Moanunts,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1193,Pahvant,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1186,Panguitch,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1152,Southern Ute,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1198,Taviwatsiu,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1194,Uintah Ute,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1199,Uncompahgre Ute,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd991,Ute-timanogas,ute,15,utee1244,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd616,Uzbek,uzn,1,nort2690,language,turk1311,Turkic,family,Altaic
xd281,Vagala,vag,1,vagl1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd239,Vai,vai,1,vaii1241,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd690,Vedda,ved,1,vedd1240,language,indo1319,Indo-European,family,Indo-European
xd29,Venda,ven,1,vend1245,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd565,Veps,vep,1,veps1250,language,ural1272,Uralic,family,Uralic
xd323,Vere,ver,1,momj1237,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd726,Annamese,vie,1,viet1252,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd780,Kariera,vka,1,kari1304,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd1110,Maidu,vmv,1,vall1252,language,maid1262,Maiduan,family,Maiduan
xd324,Yungur,vor,1,voro1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd566,Votes,vot,1,voti1245,language,ural1272,Uralic,family,Uralic
xd335,Wute,vut,1,vute1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1150,Wishram,wac,1,wasc1239,language,chin1490,Chinookan,family,Chinookan
xd1119,Wappo,wao,1,wapp1239,language,yuki1242,Yuki-Wappo,family,Yukian
xd1348,Wapishana,wap,1,wapi1253,language,araw1281,Arawakan,family,Maipurean
xd1359,Waiwai,waw,1,waiw1244,language,cari1283,Cariban,family,Cariban
xd1340,Rucuyen,way,1,waya1269,language,cari1283,Cariban,family,Cariban
xd773,Walbiri,wbp,1,warl1254,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd959,Ildawongga,wbt,1,wanm1242,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd1356,Waica,wca,1,yano1262,language,yano1260,Yanomam,family,Yanomaman
xd972,Ooldea,wgu,1,wira1265,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd1239,Wichita,wic,1,wich1260,language,cadd1255,Caddoan,family,Caddoan
xd781,Wikmunkan,wim,1,wikm1247,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd1236,Winnebago,win,1,hoch1243,language,siou1252,Siouan,family,Siouan-Catawban
xd849,Koobe,wiv,1,mudu1242,language,aust1307,Austronesian,family,Austronesian
xd1097,Wiyot,wiy,1,wiyo1248,language,algi1248,Algic,family,Algic
xd1098,Lassik,wlk,2,wail1244,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1100,Sinkyone,wlk,2,wail1244,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd545,Walloons,wln,1,wall1255,language,indo1319,Indo-European,family,Indo-European
xd879,Uveans,wls,1,wall1257,language,aust1307,Austronesian,family,Austronesian
xd1388,Mataco,wlv,1,wich1263,language,mata1289,Matacoan,family,Matacoan
xd796,Wantoat,wnc,1,want1252,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd1112,Wintu,wnw,1,wint1259,language,wint1258,Wintuan,family,Wintuan
xd818,Wogeo,woc,1,woge1237,language,aust1307,Austronesian,family,Austronesian
xd831,Lamotrek,woe,2,lamo1243,dialect,aust1307,Austronesian,family,Austronesian
xd835,Ifuluk,woe,2,nucl1479,dialect,aust1307,Austronesian,family,Austronesian
xd469,Wolof,wol,1,nucl1347,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd955,Warunggu,wrg,1,waru1264,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd949,Worora,wro,1,worr1237,language,worr1236,Worrorran,family,Worrorran
xd820,Waropen,wrp,1,waro1242,language,aust1307,Austronesian,family,Austronesian
xd942,Jeidji,wub,1,wuna1249,language,worr1236,Worrorran,family,Worrorran
xd643,Chekiang,wuu,1,wuch1236,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd845,Aua,wuv,1,wuvu1239,language,aust1307,Austronesian,family,Austronesian
xd1244,Huron,wya,1,wyan1247,language,iroq1247,Iroquoian,family,Iroquoian
xd784,Wongaibon,wyb,1,wang1291,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd961,Undanbi,x01,1,tempxx01,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd962,Jinibarra,x02,1,tempxx02,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd971,Nakako,x03,1,tempxx03,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd978,Bunurong,x04,1,woiw1237,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd659,Kachari,xac,1,kach1279,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd574,Kalmyk,xal,1,kalm1243,language,mong1329,Mongolic,family,Altaic
xd8,Xam,xam,1,xamm1241,language,tuuu1241,Tuu,family,Southern Africa
xd1409,Shavante,xav,1,xava1240,language,nucl1710,Nuclear-Macro-Je,family,Jean
xd1126,Kawaiisu Shoshoni,xaw,1,kawa1283,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1371,Camba,xba,1,kamb1287,language,book1242,Bookkeeping,family,Unclassified
xd771,Sumbanese,xbr,1,kamb1299,language,aust1307,Austronesian,family,Austronesian
xd936,//Xegwi,xeg,1,xegw1238,language,tuuu1241,Tuu,family,Southern Africa
xd1410,Sherente,xer,1,xere1240,language,nucl1710,Nuclear-Macro-Je,family,Jean
xd921,Heta,xet,1,xeta1241,language,tupi1275,Tupian,family,Tupian
xd1128,Gabrielo,xgf,1,tong1329,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd24,Bomvana,xho,3,bomv1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd11,Pondo,xho,3,mpon1252,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd12,Xhosa,xho,3,xesi1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd742,Sagada,xnn,1,nort2877,language,aust1307,Austronesian,family,Austronesian
xd507,Barabra,xnz,1,kenu1236,language,nubi1251,Nubian,family,"Nilo-Saharan, Eastern Sudanic"
xd116,Soga,xog,1,soga1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1411,Aweikoma,xok,1,xokl1240,language,nucl1710,Nuclear-Macro-Je,family,Jean
xd377,Koma,xom,1,komo1258,language,koma1264,Koman,family,"Nilo-Saharan, Komuz"
xd245,Konkomba,xon,1,konk1269,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd192,Kpelle,xpe,1,libe1247,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd810,Sio,xsi,1,sioo1240,language,aust1307,Austronesian,family,Austronesian
xd1034,Slave,xsl,1,sout2959,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd248,Kasena,xsm,1,kase1253,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd658,Sherpa,xsr,1,sher1255,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd1360,Sanema,xsu,1,sanu1240,language,yano1260,Yanomam,family,Yanomaman
xd914,Nayaka,xuj,1,jenn1240,language,drav1251,Dravidian,family,Dravidian
xd929,Hukwe,xuu,1,kxoe1243,language,khoe1240,Khoe-Kwadi,family,Southern Africa
xd1368,Yagua,yad,1,yagu1244,language,peba1241,Peba-Yagua,family,Yaguan
xd45,Yaka,yaf,1,yaka1269,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1149,Klikitat,yak,1,yaki1237,language,saha1239,Sahaptian,family,Sahaptian
xd293,Yalunka,yal,1,yalu1240,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd73,Yao,yao,1,yaoo1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd837,Yapese,yap,1,yape1248,language,aust1307,Austronesian,family,Austronesian
xd1292,Yaqui,yaq,1,yaqu1251,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1350,Yabarana,yar,1,yaba1248,language,cari1283,Cariban,family,Cariban
xd219,Yako,yaz,1,loka1252,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd312,Yergum,yer,1,taro1263,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd775,Yir Yoront,yiy,1,yiry1245,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd51,Yanzi,yns,1,yans1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd74,Yombe,yom,1,yomb1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd211,Egba,yor,3,egba1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd212,Ekiti,yor,3,ekit1244,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd240,Oyo Yoruba,yor,3,ilaa1245,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd632,Yurak,yrk,1,nene1249,language,ural1272,Uralic,family,Uralic
xd1322,Yucatec Maya,yua,1,yuca1254,language,maya1287,Mayan,family,Mayan
xd644,Cantonese,yue,1,yuec1235,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd1163,Havasupai,yuf,5,hava1249,dialect,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1202,Walapai,yuf,5,wala1270,dialect,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1274,Kewyipaya,yuf,5,yava1252,dialect,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1204,Tolkepaya,yuf,5,yava1252,dialect,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1203,Yavapai,yuf,5,yava1252,dialect,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1113,Coast Yuki,yuk,3,yuki1243,language,yuki1242,Yuki-Wappo,family,Yukian
xd1114,Huchnom,yuk,3,yuki1243,language,yuki1242,Yuki-Wappo,family,Yukian
xd1138,Yuki,yuk,3,yuki1243,language,yuki1242,Yuki-Wappo,family,Yukian
xd1273,Yuma,yum,1,quec1382,language,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd1332,Yupa,yup,1,yukp1241,language,cari1283,Cariban,family,Cariban
xd918,Yuqui,yuq,1,yuqu1240,language,tupi1275,Tupian,family,Tupian
xd1101,Yurok,yur,1,yuro1248,language,algi1248,Algic,family,Algic
xd499,Zenaga,zen,1,zena1248,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
