Dataset,soc_id,xd_id,SpecRef,Year,DND.VarID_Code,VarID,Code,Comment,References,DND.SourceCodedData,DND.Display,DND.AdminComment
LRB,B315,xd1141,,1850,8_0.1899,8,0.1899,,,,,
LRB,B316,xd1151,,1860,8_0.105,8,0.105,,,,,
LRB,B317,xd1148,,1870,8_0.5917,8,0.5917,Note Binford (2001) gives density as 0.5017 persons per km2,,,,
LRB,B318,xd1149,,1880,8_0.2685,8,0.2685,Note Binford (2001) gives density as 0.27 persons per km2,,,,
LRB,B319,xd1150,,1860,8_2.3174,8,2.3174,,,,,
LRB,B320,xd1146,,1860,8_0.015,8,0.015,,,,,
LRB,B321,xd1147,,1880,8_0.1451,8,0.1451,,,,,
LRB,B322,xd1001,,1860,8_0.1326,8,0.1326,,,,,
LRB,B323,xd1174,,1870,8_0.1119,8,0.1119,,,,,
LRB,B324,xd1153,,1850,8_0.0889,8,0.0889,,,,,
LRB,B325,xd1142,,1860,8_0.3323,8,0.3323,,,,,
LRB,B326,xd1145,,1870,8_0.015,8,0.015,,,,,
LRB,B327,xd1055,,1870,8_0.05,8,0.05,,,,,
LRB,B328,xd1054,,1800,8_0.0309,8,0.0309,,,,,
LRB,B329,xd1058,,1700,8_0.0432,8,0.0432,,,,,
LRB,B330,xd1144,,1860,8_0.015,8,0.015,,,,,
LRB,B331,xd1053,,1880,8_0.0121,8,0.0121,,,,,
LRB,B332,xd1049,,1870,8_0.012,8,0.012,,,,,
LRB,B333,xd1143,,1850,8_0.124,8,0.124,,,,,
LRB,B334,xd1050,,1940,8_0.0308,8,0.0308,,,,,
LRB,B335,xd1003,,1900,8_0.0175,8,0.0175,,,,,
LRB,B336,xd1069,,1865,8_0.075,8,0.075,,,,,
LRB,B337,xd1051,,1800,8_0.0087,8,0.0087,,,,,
LRB,B338,xd1062,,1880,8_0.0058,8,0.0058,,,,,
LRB,B339,xd1004,,1850,8_0.0143,8,0.0143,,,,,
LRB,B340,xd1005,,1900,8_0.0042,8,0.0042,,,,,
LRB,B341,xd1006,,1890,8_0.0051,8,0.0051,,,,,
LRB,B342,xd1048,,1880,8_0.0041,8,0.0041,,,,,
LRB,B343,xd1044,,1880,8_0.0082,8,0.0082,,,,,
LRB,B344,xd1045,,1850,8_0.0051,8,0.0051,,,,,
LRB,B345,xd1034,,1860,8_0.01,8,0.01,,,,,
LRB,B346,xd1056,,1920,8_0.009,8,0.009,,,,,
LRB,B347,xd1043,,1870,8_0.0116,8,0.0116,,,,,
LRB,B348,xd1206,,1880,8_0.1152,8,0.1152,,,,,
LRB,B349,xd1035,,1880,8_0.075,8,0.075,Note Binford (2001) gives density as 0.0759 persons per km2,,,,
LRB,B350,xd1007,,1800,8_0.0078,8,0.0078,,,,,
LRB,B351,xd1008,,1880,8_0.0182,8,0.0182,,,,,
LRB,B352,xd1009,,1860,8_0.0033,8,0.0033,,,,,
LRB,B353,xd1065,,1900,8_0.0143,8,0.0143,,,,,
LRB,B354,xd1010,,1880,8_0.011,8,0.011,,,,,
LRB,B355,xd1046,,1880,8_0.0046,8,0.0046,,,,,
LRB,B356,xd1037,,1880,8_0.017,8,0.017,,,,,
LRB,B357,xd1066,,1880,8_0.0217,8,0.0217,Note Binford (2001) gives density as 0.0271 persons per km2,,,,
LRB,B358,xd1033,,1860,8_0.0055,8,0.0055,,,,,
LRB,B359,xd1026,,1930,8_0.0077,8,0.0077,,,,,
LRB,B360,xd1011,,1900,8_0.009,8,0.009,,,,,
LRB,B361,xd1032,,1860,8_0.0088,8,0.0088,,,,,
LRB,B362,xd1042,,1870,8_0.0486,8,0.0486,,,,,
LRB,B363,xd1012,,1890,8_0.0093,8,0.0093,,,,,
LRB,B364,xd1013,,1860,8_0.0152,8,0.0152,,,,,
LRB,B365,xd1063,,1890,8_0.0042,8,0.0042,,,,,
LRB,B369,xd1014,,1870,8_0.0762,8,0.0762,,,,,
LRB,B370,xd1015,,1890,8_0.0267,8,0.0267,,,,,
LRB,B371,xd1016,,1880,8_0.0663,8,0.0663,,,,,
LRB,B372,xd1039,,1890,8_0.0278,8,0.0278,,,,,
LRB,B373,xd1017,,1890,8_0.0186,8,0.0186,,,,,
LRB,B374,xd1038,,1900,8_0.003,8,0.003,,,,,
LRB,B375,xd1018,,1900,8_0.022,8,0.022,,,,,
LRB,B377,xd1029,,1950,8_0.0096,8,0.0096,,,,,
LRB,B378,xd1019,,1910,8_0.0385,8,0.0385,,,,,
LRB,B379,xd1020,,1920,8_0.15,8,0.15,,,,,
LRB,B380,xd1021,,1880,8_0.042,8,0.042,,,,,
LRB,B381,xd1022,,1920,8_0.0043,8,0.0043,,,,,
LRB,B382,xd1023,,1920,8_0.0038,8,0.0038,,,,,
LRB,B383,xd1024,,1880,8_0.0033,8,0.0033,,,,,
LRB,B384,xd1025,,1920,8_0.0054,8,0.0054,,,,,
LRB,B385,xd1041,,1880,8_0.0473,8,0.0473,,,,,
LRB,B386,xd1030,,1880,8_0.0162,8,0.0162,Note Binford (2001) gives density as 0.0126 persons per km2,,,,
LRB,B387,xd1060,,1880,8_0.0025,8,0.0025,,,,,
LRB,B388,xd1040,,1880,8_0.0771,8,0.0771,,,,,
LRB,B389,xd1036,,1880,8_0.0386,8,0.0386,,,,,
LRB,B390,xd1031,,1880,8_0.0041,8,0.0041,,,,,
LRB,B1,xd758,,1970,1_65,1,65,,,,,
LRB,B2,xd900,,1968,1_65,1,65,,,,,
LRB,B3,xd757,,1900,1_70,1,70,,,,,
LRB,B4,xd901,,1989,1_50,1,50,,,,,
LRB,B5,xd902,,1952,1_35,1,35,,,,,
LRB,B6,xd903,,1906,1_50,1,50,,,,,
LRB,B7,xd904,,1903,1_87,1,87,,,,,
LRB,B8,xd686,,1870,1_60,1,60,,,,,
LRB,B9,xd725,,1920,1_50,1,50,,,,,
LRB,B10,xd690,,1900,1_65,1,65,,,,,
LRB,B11,xd905,,1972,1_82,1,82,,,,,
LRB,B12,xd906,,1965,1_45,1,45,,,,,
LRB,B13,xd907,,1979,1_35,1,35,,,,,
LRB,B14,xd908,,1924,1_50,1,50,,,,,
LRB,B15,xd672,,1940,1_85,1,85,,,,,
LRB,B16,xd909,,1963,1_75,1,75,,,,,
LRB,B17,xd910,,1963,1_85,1,85,,,,,
LRB,B18,xd911,,1963,1_65,1,65,,,,,
LRB,B19,xd912,,1946,1_90,1,90,,,,,
LRB,B20,xd913,,1974,1_75,1,75,,,,,
LRB,B21,xd914,,1978,1_90,1,90,,,,,
LRB,B22,xd635,,1900,1_10,1,10,,,,,
LRB,B23,xd915,,1900,1_10,1,10,,,,,
LRB,B24,xd636,,1900,1_5,1,5,,,,,
LRB,B25,xd617,,1920,1_3,1,3,,,,,
LRB,B26,xd634,,1900,1_5,1,5,,,,,
LRB,B27,xd620,,1933,1_1,1,1,,,,,
LRB,B28,xd622,,1860,1_1,1,1,,,,,
LRB,B35,xd1330,,1950,1_30,1,30,,,,,
LRB,B36,xd1358,,1960,1_60,1,60,,,,,
LRB,B37,xd916,,1968,1_55,1,55,,,,,
LRB,B38,xd1345,,1989,1_41,1,41,,,,,
LRB,B39,xd1347,,1960,1_60,1,60,,,,,
LRB,B40,xd917,,1990,1_76,1,76,,,,,
LRB,B41,xd1397,,1920,1_70,1,70,,,,,
LRB,B42,xd1403,,1901,1_20,1,20,,,,,
LRB,B43,xd1362,,1940,1_45,1,45,,,,,
LRB,B44,xd918,,1968,1_35,1,35,,,,,
LRB,B45,xd1401,,1938,1_75,1,75,,,,,
LRB,B46,xd919,,1600,1_25,1,25,,,,,
LRB,B47,xd920,,1975,1_30,1,30,,,,,
LRB,B48,xd1413,,1880,1_60,1,60,,,,,
LRB,B49,xd921,,1954,1_55,1,55,,,,,
LRB,B50,xd1411,,1910,1_35,1,35,,,,,
LRB,B51,xd1386,,1870,1_30,1,30,,,,,
LRB,B52,xd922,,1880,1_5,1,5,,,,,
LRB,B53,xd1387,,1900,1_5,1,5,,,,,
LRB,B54,xd1385,,1880,1_5,1,5,,,,,
LRB,B55,xd1383,,1870,1_5,1,5,,,,,
LRB,B60,xd923,,1980,1_79.5,1,79.5,,,,,
LRB,B61,xd924,,1976,1_90.3,1,90.3,,,,,
LRB,B62,xd925,,1977,1_85,1,85,,,,,
LRB,B63,xd926,,1980,1_85,1,85,,,,,
LRB,B64,xd927,,1980,1_88.2,1,88.2,,,,,
LRB,B65,xd5,,1930,1_90,1,90,,,,,
LRB,B66,xd928,,NA,1_85,1,85,,,,,
LRB,B67,xd929,,1950,1_60,1,60,,,,,
LRB,B68,xd930,,1920,1_55,1,55,,,,,
LRB,B69,xd9,,1910,1_60,1,60,,,,,
LRB,B70,xd2,,1920,1_45,1,45,,,,,
LRB,B71,xd931,,1928,1_65,1,65,,,,,
LRB,B72,xd1,,1950,1_67,1,67,,,,,
LRB,B73,xd7,,1910,1_67,1,67,,,,,
LRB,B74,xd932,,1962,1_55,1,55,,,,,
LRB,B75,xd933,,1976,1_55,1,55,,,,,
LRB,B76,xd934,,1968,1_55,1,55,,,,,
LRB,B77,xd935,,1920,1_52,1,52,,,,,
LRB,B78,xd936,,1950,1_40,1,40,,,,,
LRB,B79,xd8,,NA,1_70,1,70,,,,,
LRB,B82,xd937,,1848,1_35,1,35,,,,,
LRB,B83,xd938,,1900,1_20,1,20,,,,,
LRB,B84,xd939,,1978,1_40,1,40,,,,,
LRB,B85,xd940,,1970,1_40,1,40,,,,,
LRB,B86,xd941,,1973,1_35,1,35,,,,,
LRB,B87,xd774,,1950,1_35,1,35,,,,,
LRB,B88,xd777,,1930,1_55,1,55,,,,,
LRB,B89,xd942,,1920,1_60,1,60,,,,,
LRB,B90,xd781,,1920,1_50,1,50,,,,,
LRB,B91,xd943,,1920,1_55,1,55,,,,,
LRB,B92,xd944,,1960,1_30,1,30,,,,,
LRB,B93,xd945,,1930,1_20,1,20,,,,,
LRB,B94,xd775,,1937,1_65,1,65,,,,,
LRB,B95,xd778,,1920,1_40,1,40,,,,,
LRB,B96,xd946,,1880,1_35,1,35,,,,,
LRB,B97,xd776,,1930,1_30,1,30,,,,,
LRB,B98,xd947,,1926,1_25,1,25,,,,,
LRB,B99,xd948,,1900,1_30,1,30,,,,,
LRB,B100,xd949,,NA,1_60,1,60,,,,,
LRB,B101,xd950,,1934,1_60,1,60,,,,,
LRB,B102,xd951,,1909,1_35,1,35,,,,,
LRB,B103,xd952,,1928,1_13,1,13,,,,,
LRB,B104,xd953,,NA,1_55,1,55,,,,,
LRB,B105,xd954,,1900,1_68,1,68,,,,,
LRB,B106,xd780,,1910,1_55,1,55,,,,,
LRB,B107,xd955,,1870,1_24,1,24,,,,,
LRB,B108,xd956,,1934,1_65,1,65,,,,,
LRB,B109,xd773,,1965,1_70,1,70,,,,,
LRB,B110,xd957,,1880,1_65,1,65,,,,,
LRB,B111,xd958,,1960,1_70,1,70,,,,,
LRB,B112,xd959,,1968,1_80,1,80,,,,,
LRB,B113,xd960,,1936,1_65,1,65,,,,,
LRB,B114,xd961,,1848,1_20,1,20,,,,,
LRB,B115,xd962,,1840,1_55,1,55,,,,,
LRB,B116,xd963,,1900,1_65,1,65,,,,,
LRB,B117,xd964,,1965,1_65,1,65,,,,,
LRB,B118,xd965,,1968,1_75,1,75,,,,,
LRB,B119,xd966,,1850,1_35,1,35,,,,,
LRB,B120,xd967,,1968,1_65,1,65,,,,,
LRB,B121,xd779,,1900,1_55,1,55,,,,,
LRB,B122,xd968,,1870,1_65,1,65,,,,,
LRB,B123,xd969,,1922,1_65,1,65,,,,,
LRB,B124,xd772,,1900,1_55,1,55,,,,,
LRB,B125,xd970,,1880,1_45,1,45,,,,,
LRB,B126,xd971,,1912,1_50,1,50,,,,,
LRB,B127,xd972,,1941,1_55,1,55,,,,,
LRB,B128,xd973,,1890,1_40,1,40,,,,,
LRB,B129,xd974,,1840,1_45,1,45,,,,,
LRB,B130,xd784,,1910,1_40,1,40,,,,,
LRB,B131,xd975,,1850,1_45,1,45,,,,,
LRB,B132,xd976,,1850,1_40,1,40,,,,,
LRB,B133,xd977,,1850,1_35,1,35,,,,,
LRB,B134,xd978,,1850,1_35,1,35,,,,,
LRB,B135,xd979,,1850,1_45,1,45,,,,,
LRB,B136,xd980,,1830,1_25,1,25,,,,,
LRB,B137,xd783,,1830,1_15,1,15,,,,,
LRB,B143,xd1289,,1900,1_30,1,30,,,,,
LRB,B144,xd1131,,1870,1_75,1,75,,,,,
LRB,B145,xd1132,,1870,1_75,1,75,,,,,
LRB,B146,xd1134,,1880,1_55,1,55,,,,,
LRB,B147,xd1137,,1850,1_55,1,55,,,,,
LRB,B148,xd1123,,1860,1_50,1,50,,,,,
LRB,B149,xd1130,,1870,1_60,1,60,,,,,
LRB,B150,xd1133,,1860,1_60,1,60,,,,,
LRB,B151,xd1124,,1860,1_45,1,45,,,,,
LRB,B152,xd1118,,1850,1_50,1,50,,,,,
LRB,B153,xd1107,,1850,1_60,1,60,,,,,
LRB,B154,xd1129,,1850,1_50,1,50,,,,,
LRB,B155,xd1121,,1850,1_50,1,50,,,,,
LRB,B156,xd1128,,1770,1_40,1,40,,,,,
LRB,B157,xd1122,,1870,1_50,1,50,,,,,
LRB,B158,xd1116,,1860,1_60,1,60,,,,,
LRB,B159,xd1116,,1860,1_65,1,65,,,,,
LRB,B160,xd1112,,1860,1_35,1,35,,,,,
LRB,B161,xd1127,,1860,1_25,1,25,,,,,
LRB,B162,xd1094,,1860,1_30,1,30,,,,,
LRB,B163,xd1111,,1850,1_50,1,50,,,,,
LRB,B164,xd1125,,1805,1_50,1,50,,,,,
LRB,B165,xd1117,,1860,1_45,1,45,,,,,
LRB,B166,xd1100,,1860,1_40,1,40,,,,,
LRB,B167,xd1098,,NA,1_45,1,45,,,,,
LRB,B168,xd983,,1850,1_40,1,40,,,,,
LRB,B169,xd1099,,NA,1_40,1,40,,,,,
LRB,B170,xd1120,,NA,1_60,1,60,,,,,
LRB,B171,xd1138,,1850,1_50,1,50,,,,,
LRB,B172,xd1119,,1860,1_55,1,55,,,,,
LRB,B173,xd1115,,1860,1_50,1,50,,,,,
LRB,B174,xd1109,,1860,1_45,1,45,,,,,
LRB,B175,xd1136,,1850,1_55,1,55,,,,,
LRB,B176,xd1091,,1860,1_35,1,35,,,,,
LRB,B177,xd1113,,1860,1_25,1,25,,,,,
LRB,B178,xd1103,,1870,1_25,1,25,,,,,
LRB,B179,xd1093,,1860,1_45,1,45,,,,,
LRB,B180,xd1096,,1860,1_35,1,35,,,,,
LRB,B181,xd1092,,1870,1_10,1,10,,,,,
LRB,B182,xd1095,,1860,1_35,1,35,,,,,
LRB,B183,xd1135,,1860,1_35,1,35,,,,,
LRB,B184,xd1097,,1860,1_30,1,30,,,,,
LRB,B185,xd1110,,1850,1_50,1,50,,,,,
LRB,B186,xd1101,,1850,1_20,1,20,,,,,
LRB,B187,xd1108,,1860,1_30,1,30,,,,,
LRB,B188,xd1140,,1860,1_45,1,45,,,,,
LRB,B189,xd1139,,1860,1_30,1,30,,,,,
LRB,B190,xd985,,1760,1_70,1,70,,,,,
LRB,B191,xd1290,,1570,1_65,1,65,,,,,
LRB,B192,xd1166,,1860,1_75,1,75,,,,,
LRB,B193,xd1215,,1800,1_30,1,30,,,,,
LRB,B194,xd1221,,1715,1_65,1,65,,,,,
LRB,B195,xd1166,,1850,1_65,1,65,,,,,
LRB,B196,xd1203,,1870,1_60,1,60,,,,,
LRB,B197,xd1165,,1860,1_60,1,60,,,,,
LRB,B198,xd1202,,1870,1_65,1,65,,,,,
LRB,B199,xd1126,,1860,1_60,1,60,,,,,
LRB,B200,xd1166,,1860,1_60,1,60,,,,,
LRB,B201,xd1184,,1860,1_50,1,50,,,,,
LRB,B202,xd1164,,1870,1_65,1,65,,,,,
LRB,B203,xd988,,1860,1_55,1,55,,,,,
LRB,B204,xd1189,,1860,1_60,1,60,,,,,
LRB,B205,xd989,,1870,1_48,1,48,,,,,
LRB,B206,xd1162,,1860,1_55,1,55,,,,,
LRB,B207,xd1182,,1860,1_30,1,30,,,,,
LRB,B208,xd1160,,1860,1_50,1,50,,,,,
LRB,B209,xd991,,1860,1_40,1,40,,,,,
LRB,B210,xd1161,,1870,1_50,1,50,,,,,
LRB,B211,xd1162,,1860,1_50,1,50,,,,,
LRB,B212,xd992,,1870,1_40,1,40,,,,,
LRB,B213,xd1185,,1870,1_45,1,45,,,,,
LRB,B214,xd1183,,1860,1_50,1,50,,,,,
LRB,B215,xd995,,1870,1_45,1,45,,,,,
LRB,B216,xd1178,,1860,1_40,1,40,,,,,
LRB,B217,xd1171,,1860,1_55,1,55,,,,,
LRB,B218,xd1169,,1860,1_45,1,45,,,,,
LRB,B219,xd993,,1860,1_40,1,40,,,,,
LRB,B221,xd1175,,1860,1_40,1,40,,,,,
LRB,B222,xd1152,,1860,1_35,1,35,,,,,
LRB,B223,xd994,,1870,1_45,1,45,,,,,
LRB,B224,xd995,,1860,1_50,1,50,,,,,
LRB,B225,xd1196,,1850,1_48,1,48,,,,,
LRB,B226,xd1157,,1870,1_50,1,50,,,,,
LRB,B227,xd1201,,1860,1_20,1,20,,,,,
LRB,B228,xd1176,,1860,1_55,1,55,,,,,
LRB,B229,xd1180,,1860,1_30,1,30,,,,,
LRB,B230,xd1194,,1860,1_40,1,40,,,,,
LRB,B231,xd1155,,1870,1_45,1,45,,,,,
LRB,B232,xd1181,,1860,1_20,1,20,,,,,
LRB,B233,xd1170,,1860,1_45,1,45,,,,,
LRB,B234,xd1199,,1860,1_35,1,35,,,,,
LRB,B240,xd1275,,1880,1_60,1,60,,,,,
LRB,B241,xd1222,,1870,1_20,1,20,,,,,
LRB,B242,xd1259,,1880,1_60,1,60,,,,,
LRB,B243,xd1216,,1870,1_20,1,20,,,,,
LRB,B244,xd1219,,1860,1_10,1,10,,,,,
LRB,B245,xd1224,,1860,1_15,1,15,,,,,
LRB,B246,xd1228,,1860,1_20,1,20,,,,,
LRB,B248,xd1223,,1870,1_20,1,20,,,,,
LRB,B249,xd1227,,1870,1_10,1,10,,,,,
LRB,B250,xd1205,,1880,1_15,1,15,,,,,
LRB,B252,xd1200,,1860,1_30,1,30,,,,,
LRB,B253,xd1208,,1870,1_20,1,20,,,,,
LRB,B254,xd1229,,1850,1_10,1,10,,,,,
LRB,B255,xd1217,,1850,1_20,1,20,,,,,
LRB,B256,xd1211,,1850,1_20,1,20,,,,,
LRB,B257,xd1210,,1870,1_20,1,20,,,,,
LRB,B258,xd1218,,1850,1_10,1,10,,,,,
LRB,B259,xd1212,,1850,1_10,1,10,,,,,
LRB,B260,xd1226,,1880,1_10,1,10,,,,,
LRB,B268,xd1072,,1880,1_15,1,15,,,,,
LRB,B269,xd1088,,1860,1_10,1,10,,,,,
LRB,B270,xd1076,,1870,1_15,1,15,,,,,
LRB,B271,xd1079,,1850,1_10,1,10,,,,,
LRB,B272,xd997,,1880,1_15,1,15,,,,,
LRB,B273,xd1070,,1880,1_5,1,5,,,,,
LRB,B274,xd1078,,1850,1_15,1,15,,,,,
LRB,B275,xd1081,,1860,1_10,1,10,,,,,
LRB,B276,xd1207,,1860,1_10,1,10,,,,,
LRB,B277,xd1074,,1880,1_10,1,10,,,,,
LRB,B278,xd1085,,1860,1_10,1,10,,,,,
LRB,B279,xd1087,,1880,1_10,1,10,,,,,
LRB,B280,xd1086,,1880,1_10,1,10,,,,,
LRB,B281,xd1080,,NA,1_30,1,30,,,,,
LRB,B282,xd1073,,1860,1_10,1,10,,,,,
LRB,B283,xd1083,,1880,1_10,1,10,,,,,
LRB,B284,xd1077,,1880,1_10,1,10,,,,,
LRB,B285,xd1075,,1860,1_10,1,10,,,,,
LRB,B286,xd1084,,1860,1_10,1,10,,,,,
LRB,B287,xd1105,,1880,1_10,1,10,,,,,
LRB,B288,xd1090,,1890,1_5,1,5,,,,,
LRB,B289,xd1104,,1880,1_5,1,5,,,,,
LRB,B290,xd1068,,1890,1_1,1,1,,,,,
LRB,B291,xd1106,,1880,1_5,1,5,,,,,
LRB,B292,xd1082,,1880,1_1,1,1,,,,,
LRB,B293,xd998,,1880,1_1,1,1,,,,,
LRB,B294,xd999,,1840,1_1,1,1,,,,,
LRB,B295,xd1102,,1890,1_0.01,1,0.01,,,,,
LRB,B296,xd1000,,1850,1_5,1,5,,,,,
LRB,B297,xd1027,,1930,1_0.01,1,0.01,,,,,
LRB,B298,xd1067,,1830,1_1,1,1,,,,,
LRB,B299,xd1064,,1930,1_1,1,1,,,,,
LRB,B315,xd1141,,1850,1_30,1,30,,,,,
LRB,B316,xd1151,,1860,1_30,1,30,,,,,
LRB,B317,xd1148,,1870,1_20,1,20,,,,,
LRB,B318,xd1149,,1880,1_30,1,30,,,,,
LRB,B319,xd1150,,1860,1_25,1,25,,,,,
LRB,B320,xd1146,,1860,1_20,1,20,,,,,
LRB,B321,xd1147,,1880,1_15,1,15,,,,,
LRB,B322,xd1001,,1860,1_25,1,25,,,,,
LRB,B323,xd1174,,1870,1_25,1,25,,,,,
LRB,B324,xd1153,,1850,1_33,1,33,,,,,
LRB,B325,xd1142,,1860,1_20,1,20,,,,,
LRB,B326,xd1145,,1870,1_20,1,20,,,,,
LRB,B327,xd1055,,1870,1_15,1,15,,,,,
LRB,B328,xd1054,,1800,1_15,1,15,,,,,
LRB,B329,xd1058,,1700,1_10,1,10,,,,,
LRB,B330,xd1144,,1860,1_20,1,20,,,,,
LRB,B331,xd1053,,1880,1_10,1,10,,,,,
LRB,B332,xd1049,,1870,1_5,1,5,,,,,
LRB,B333,xd1143,,1850,1_15,1,15,,,,,
LRB,B334,xd1050,,1940,1_10,1,10,,,,,
LRB,B335,xd1003,,1900,1_15,1,15,,,,,
LRB,B336,xd1069,,1865,1_10,1,10,,,,,
LRB,B337,xd1051,,1800,1_10,1,10,,,,,
LRB,B338,xd1062,,1880,1_0.9,1,0.9,,,,,
LRB,B339,xd1004,,1850,1_5,1,5,,,,,
LRB,B340,xd1005,,1900,1_5,1,5,,,,,
LRB,B341,xd1006,,1890,1_10,1,10,,,,,
LRB,B342,xd1048,,1880,1_10,1,10,,,,,
LRB,B343,xd1044,,1880,1_10,1,10,,,,,
LRB,B344,xd1045,,1850,1_10,1,10,,,,,
LRB,B345,xd1034,,1860,1_10,1,10,,,,,
LRB,B346,xd1056,,1920,1_10,1,10,,,,,
LRB,B347,xd1043,,1870,1_10,1,10,,,,,
LRB,B348,xd1206,,1880,1_10,1,10,,,,,
LRB,B349,xd1035,,1880,1_10,1,10,,,,,
LRB,B350,xd1007,,1800,1_10,1,10,,,,,
LRB,B351,xd1008,,1880,1_10,1,10,,,,,
LRB,B352,xd1009,,1860,1_10,1,10,,,,,
LRB,B353,xd1065,,1900,1_5,1,5,,,,,
LRB,B354,xd1010,,1880,1_5,1,5,,,,,
LRB,B355,xd1046,,1880,1_5,1,5,,,,,
LRB,B356,xd1037,,1880,1_2,1,2,,,,,
LRB,B357,xd1066,,1880,1_2,1,2,,,,,
LRB,B358,xd1033,,1860,1_3,1,3,,,,,
LRB,B359,xd1026,,1930,1_3,1,3,,,,,
LRB,B360,xd1011,,1900,1_3,1,3,,,,,
LRB,B361,xd1032,,1860,1_3,1,3,,,,,
LRB,B362,xd1042,,1870,1_3,1,3,,,,,
LRB,B363,xd1012,,1890,1_2,1,2,,,,,
LRB,B364,xd1013,,1860,1_2,1,2,,,,,
LRB,B365,xd1063,,1890,1_1,1,1,,,,,
LRB,B369,xd1014,,1870,1_1,1,1,,,,,
LRB,B370,xd1015,,1890,1_1,1,1,,,,,
LRB,B371,xd1016,,1880,1_1,1,1,,,,,
LRB,B372,xd1039,,1890,1_0.01,1,0.01,,,,,
LRB,B373,xd1017,,1890,1_0.1,1,0.1,,,,,
LRB,B374,xd1038,,1900,1_0.1,1,0.1,,,,,
LRB,B375,xd1018,,1900,1_0.1,1,0.1,,,,,
LRB,B377,xd1029,,1950,1_0.1,1,0.1,,,,,
LRB,B378,xd1019,,1910,1_0.1,1,0.1,,,,,
LRB,B379,xd1020,,1920,1_0.1,1,0.1,,,,,
LRB,B380,xd1021,,1880,1_0.01,1,0.01,,,,,
LRB,B381,xd1022,,1920,1_0.01,1,0.01,,,,,
LRB,B382,xd1023,,1920,1_0.01,1,0.01,,,,,
LRB,B383,xd1024,,1880,1_0.01,1,0.01,,,,,
LRB,B384,xd1025,,1920,1_0.01,1,0.01,,,,,
LRB,B385,xd1041,,1880,1_0.01,1,0.01,,,,,
LRB,B386,xd1030,,1880,1_0.01,1,0.01,,,,,
LRB,B387,xd1060,,1880,1_0.01,1,0.01,,,,,
LRB,B388,xd1040,,1880,1_0.01,1,0.01,,,,,
LRB,B389,xd1036,,1880,1_0.01,1,0.01,,,,,
LRB,B390,xd1031,,1880,1_0.01,1,0.01,,,,,
LRB,B1,xd758,,1970,2_30,2,30,,,,,
LRB,B2,xd900,,1968,2_30,2,30,,,,,
LRB,B3,xd757,,1900,2_25,2,25,,,,,
LRB,B4,xd901,,1989,2_15,2,15,,,,,
LRB,B5,xd902,,1952,2_20,2,20,,,,,
LRB,B6,xd903,,1906,2_20,2,20,,,,,
LRB,B7,xd904,,1903,2_8,2,8,,,,,
LRB,B8,xd686,,1870,2_35,2,35,,,,,
LRB,B9,xd725,,1920,2_40,2,40,,,,,
LRB,B10,xd690,,1900,2_30,2,30,,,,,
LRB,B11,xd905,,1972,2_16,2,16,,,,,
LRB,B12,xd906,,1965,2_15,2,15,,,,,
LRB,B13,xd907,,1979,2_20,2,20,,,,,
LRB,B14,xd908,,1924,2_35,2,35,,,,,
LRB,B15,xd672,,1940,2_10,2,10,,,,,
LRB,B16,xd909,,1963,2_20,2,20,,,,,
LRB,B17,xd910,,1963,2_14,2,14,,,,,
LRB,B18,xd911,,1963,2_35,2,35,,,,,
LRB,B19,xd912,,1946,2_5,2,5,,,,,
LRB,B20,xd913,,1974,2_15,2,15,,,,,
LRB,B21,xd914,,1978,2_10,2,10,,,,,
LRB,B22,xd635,,1900,2_15,2,15,,,,,
LRB,B23,xd915,,1900,2_65,2,65,,,,,
LRB,B24,xd636,,1900,2_45,2,45,,,,,
LRB,B25,xd617,,1920,2_12,2,12,,,,,
LRB,B26,xd634,,1900,2_55,2,55,,,,,
LRB,B27,xd620,,1933,2_55,2,55,,,,,
LRB,B28,xd622,,1860,2_30,2,30,,,,,
LRB,B35,xd1330,,1950,2_10,2,10,,,,,
LRB,B36,xd1358,,1960,2_35,2,35,,,,,
LRB,B37,xd916,,1968,2_40,2,40,,,,,
LRB,B38,xd1345,,1989,2_6,2,6,,,,,
LRB,B39,xd1347,,1960,2_20,2,20,,,,,
LRB,B40,xd917,,1990,2_11,2,11,,,,,
LRB,B41,xd1397,,1920,2_20,2,20,,,,,
LRB,B42,xd1403,,1901,2_10,2,10,,,,,
LRB,B43,xd1362,,1940,2_50,2,50,,,,,
LRB,B44,xd918,,1968,2_60,2,60,,,,,
LRB,B45,xd1401,,1938,2_20,2,20,,,,,
LRB,B46,xd919,,1600,2_10,2,10,,,,,
LRB,B47,xd920,,1975,2_62,2,62,,,,,
LRB,B48,xd1413,,1880,2_30,2,30,,,,,
LRB,B49,xd921,,1954,2_35,2,35,,,,,
LRB,B50,xd1411,,1910,2_60,2,60,,,,,
LRB,B51,xd1386,,1870,2_65,2,65,,,,,
LRB,B52,xd922,,1880,2_20,2,20,,,,,
LRB,B53,xd1387,,1900,2_20,2,20,,,,,
LRB,B54,xd1385,,1880,2_75,2,75,,,,,
LRB,B55,xd1383,,1870,2_25,2,25,,,,,
LRB,B60,xd923,,1980,2_20,2,20,,,,,
LRB,B61,xd924,,1976,2_9,2,9,,,,,
LRB,B62,xd925,,1977,2_14,2,14,,,,,
LRB,B63,xd926,,1980,2_14,2,14,,,,,
