iso_693-3,id,name,level,status,parent_id,latitude,longitude,iso_code_glottolog,iso_693-3,iso_change_note,wals_codes
spq,lore1243,Loreto-Ucayali Spanish,language,established,sout3200,-4.74563,-73.6507,spq,spq,,
lnn,lore1244,Lorediakarkar,language,established,east2754,-15.1985,167.036,lnn,lnn,,
,lore1245,Loreto,dialect,,trin1274,,,,,,
,lori1238,Lori,dialect,,jurm1239,,,,,,
,lori1239,Lori,family,established,moro1293,,,,,,
,lorr1242,Lorraine,dialect,,oila1234,,,,,,
,lorr1243,Lorrain Franconian,dialect,,fran1268,,,,,,
,lorw1238,Lorwama,dialect,,otuh1238,,,,,,
,losa1236,Losa,dialect,,naka1262,,,,,,
,losi1239,Losi,dialect,,dehu1237,,,,,,
,losi1240,Losiara,dialect,,teop1238,,,,,,
,lota1238,Lotanga,dialect,,orok1266,,,,,,
uvl,lote1237,Lote,language,established,meng1266,-5.954,150.911,uvl,uvl,,
njh,loth1237,Lotha Naga,language,established,aoic1235,26.014,94.0435,njh,njh,,lot
,loti1239,Lotilla,dialect,,murl1244,,,,,,
,loto1239,Lotora,dialect,,cent2058,,,,,,
lht,loto1240,Lo-Toga,language,established,hiwl1234,-13.252,166.613,lht,lht,,
,lotu1248,Lotuxo-Maa,family,established,teso1247,,,,,,
,lotu1249,Lotuxo,family,established,lotu1248,,,,,,
dtr,lotu1250,Lotud,language,established,bisa1270,6.13732,116.232,dtr,dtr,,
,loug1237,Lougaw,dialect,,muyu1244,,,,,,
lou,loui1240,Louisiana Creole French,language,established,circ1240,30.0412,-90.7475,lou,lou,,
lox,loun1239,Loun,language,established,nort3221,-2.8778,128.912,lox,lox,,
,louo1238,Louome,dialect,,gbag1258,,,,,,
xlo,loup1243,Loup A,language,established,east2700,,,xlo,xlo,,
,loup1244,Lou-Paluai,family,established,sout2879,,,,,,
,lous1238,Lousau,dialect,,pait1244,,,,,,
,louu1244,Lou (Nilotic),dialect,,nuer1246,,,,,,
loj,louu1245,Lou,language,established,loup1244,-2.38659,147.346,loj,loj,,lou
,lova1240,Lovari,dialect,,vlax1238,,,,,,
,love1237,Loven-Suq,family,established,nucl1299,,,,,,
,lovi1238,Lovi,dialect,,nzan1240,,,,,,
,lowa1241,Low Alemannic,dialect,,alem1243,,,,,,
loy,lowa1242,Lowa,language,established,sout3216,29.0324,83.8959,loy,loy,,brl
,lowe1245,Lower Mahasu Pahari,dialect,,maha1287,,,,,,
,lowe1384,Lower Carniola,dialect,,slov1268,,,,,,
dsb,lowe1385,Lower Sorbian,language,established,sorb1249,51.6621,13.9407,dsb,dsb,,srl
,lowe1386,Lower Engadine,dialect,,roma1326,,,,,,
,lowe1387,Low East Prussian,dialect,,nort2627,,,,,,
sli,lowe1388,Lower Silesian,language,established,high1287,50.6963,15.9667,sli,sli,,
,lowe1389,Lower Yazgulyam,dialect,,yazg1240,,,,,,
,lowe1390,Lower Prasun,dialect,,pras1239,,,,,,
,lowe1391,Lower Sadri,dialect,,sadr1248,,,,,,
,lowe1392,Lower Luzh,dialect,,ingr1248,,,,,,
,lowe1393,Lower Lamet,dialect,,lame1256,,,,,,
,lowe1394,Lower Bondo,dialect,,bond1245,,,,,,
tto,lowe1395,Lower Ta'oih,language,established,ongt1234,15.9083,106.873,tto,tto,,
,lowe1396,Lower Chulym,dialect,,chul1246,,,,,,
,lowe1397,Lower Bal,dialect,,svan1243,,,,,,
,lowe1398,Lower Groma,dialect,,grom1238,,,,,,
,lowe1399,Lower Kheng,dialect,,khen1241,,,,,,
,lowe1400,Lower Zyphe,dialect,,zyph1238,,,,,,
,lowe1401,Lower Murray,family,established,vict1234,,,,,,
,lowe1402,Lower Riverland,language,established,lowe1401,,,,,,
,lowe1403,Lower Darling-Lower Lachlan,language,established,yara1253,-33.9470874,141.5854211,,,,
,lowe1404,Lower Adele,dialect,,adel1244,,,,,,
,lowe1405,Lower Kenyang,dialect,,keny1279,,,,,,
,lowe1406,Lower Gio,dialect,,dann1241,,,,,,
,lowe1407,Lower-Nosop,language,established,huaa1247,-25.54522,20.588827,,,,
,lowe1408,Lower Yei,dialect,,yeii1239,,,,,,
,lowe1409,Lower Mamberamo,family,established,sout3229,,,,,,
,lowe1410,Lower Mortlock,dialect,,mort1237,,,,,,
,lowe1411,Lower Markham,family,established,mark1257,,,,,,
kml,lowe1412,Tanudan Kalinga,language,established,sout3207,17.3441,121.311,kml,kml,,
,lowe1413,Lower Murut,dialect,,timu1262,,,,,,
,lowe1414,Lower Lagaip,dialect,,hewa1241,,,,,,
dni,lowe1415,Lower Grand Valley Dani,language,established,gran1246,-4.25684,138.992,dni,dni,,dni
,lowe1416,Lower Grand Valley Hitigima,dialect,,lowe1415,,,,,,
,lowe1417,Lower Kimbin,dialect,,lowe1415,,,,,,
,lowe1418,Lower Bele,dialect,,lowe1415,,,,,,
,lowe1419,Lower Samenage,dialect,,sili1249,,,,,,
,lowe1420,Lower Asaro,dialect,,toka1244,,,,,,
,lowe1421,Lower Bamu,dialect,,bamu1257,,,,,,
,lowe1423,Lower Sepik,family,established,lowe1437,,,,,,
taa,lowe1425,Lower Tanana,language,established,nort2940,64.8834,-149.451,taa,taa,,tnl
,lowe1426,Lower Chehalis (Quinault),dialect,,quin1251,,,,,,
cea,lowe1427,Lower Chehalis,language,established,coas1311,46.7736,-124.004,cea,cea,,
,lowe1435,Lower Barwari,dialect,,west2765,,,,,,
axl,lowe1436,Lower Southern Aranda,language,established,aran1267,,,axl,axl,,
,lowe1437,Lower Sepik-Ramu,family,established,,,,,,,
,lowe1438,Lower Chinookan,family,established,chin1490,,,,,,
,lowe1439,Lower Ramu,family,established,ramu1234,,,,,,
,lowe1440,Lower Guinea Portuguese,family,established,macr1272,,,,,,
,lowg1239,Low German,family,established,midd1345,,,,,,
,lowl1243,Lowland-Sierra Central Totonacan,family,established,cent1397,,,,,,
,lowl1244,Lowland Central Totonacan,family,established,lowl1243,,,,,,
,lowl1258,Lowland Bali,dialect,,bali1278,,,,,,
,lowl1259,Lowland,family,established,okkk1242,,,,,,
clo,lowl1260,Lowland Oaxaca Chontal,language,established,tequ1244,15.9497,-95.6876,clo,clo,,chx
,lowl1263,Lowland Mixe,family,established,lowl1269,,,,,,
,lowl1264,Lowland Huarijío,dialect,,huar1255,,,,,,
tac,lowl1265,Lowland Tarahumara,language,established,tara1322,27.4623,-107.854,tac,tac,,twe
,lowl1267,Lowland East Cushitic,family,established,east2699,,,,,,
,lowl1268,Lowland-Midland-South Highland Mixe,family,established,oaxa1241,,,,,,
,lowl1269,Lowland-Midland Mixe,family,established,lowl1268,,,,,,
,lowp1238,Low Piemontese,dialect,,piem1238,,,,,,
,lowu1240,Lowudo,dialect,,otuh1238,,,,,,
,lowu1241,Lowu-Lowu,dialect,,gula1271,,,,,,
ztp,loxi1235,Loxicha Zapotec,language,established,miah1236,15.8442,-96.6997,ztp,ztp,,
,loya1239,Loyalty Islands,family,established,ocea1241,,,,,,
loz,lozi1239,Lozi,language,established,seso1234,-17.7052,24.7398,loz,loz,,loz
,lozo1238,Lozoua,dialect,,yoco1235,,,,,,
,lsfi1234,LSFic,family,established,sign1237,,,,,,
prb,luaa1235,Lua',language,established,phay1240,19.1198,101.217,prb,prb,,
,luac1241,Luac,dialect,,nort2815,,,,,,
,luac1242,Luac (Southwestern Dinka),dialect,,sout2832,,,,,,
,lual1238,Lualaba Kingwana,dialect,,cong1236,,,,,,
,luan1256,Luang Prabang (Laos),dialect,,khmu1256,,,,,,
,luan1257,Luang Prabang,dialect,,laoo1244,,,,,,
,luan1258,Luangkori,dialect,,sout2778,,,,,,
,luan1259,Luano,dialect,,lala1264,,,,,,
,luan1260,Luangiua,dialect,,onto1237,,,,,,
,luan1261,Luang-Kisar,family,established,east2732,,,,,,
,luan1262,Luang-Leti,family,established,luan1261,,,,,,
lex,luan1263,Luang,language,established,luan1262,-8.18378,127.944,lex,lex,,wet
lua,luba1249,Luba-Lulua,language,established,bang1371,-5.72717,22.4422,lua,lua,,blu cil
lub,luba1250,Luba-Katanga,language,established,kaon1242,-8.2816,25.8918,lub,lub,,kil
,luba1251,Lubang,dialect,,taga1270,,,,,,
,luba1252,Luba,dialect,,cent2100,,,,,,
,luba1253,Luban,family,established,cent2260,,,,,,
,luba1254,Luba-Kaonde,family,established,luba1253,,,,,,
,luba1255,Lubaic,family,established,luba1254,,,,,,
kcc,lubi1238,Lubila,language,established,lubi1239,5.46011,8.29204,kcc,kcc,,
,lubi1239,Lubila-Lokaa,family,established,loko1252,,,,,,
lcf,lubu1241,Lubu,language,established,mina1280,0.63989,99.7455,lcf,lcf,,
,lubu1242,Luburua,dialect,,kara1486,,,,,,
knb,lubu1243,Lubuagan Kalinga,language,established,cent2282,17.3879,121.036,knb,knb,,
,lubu1244,Lubuagan,dialect,,lubu1243,,,,,,
,luce1238,Lucerne,dialect,,swis1247,,,,,,
lch,luch1239,Luchazi,language,established,ngan1306,-14.0648,22.2437,lch,lch,,luc
,luci1234,Lucia-Miguel Creole French,family,established,less1242,,,,,,
luq,lucu1238,Lucumi,language,established,lucu1239,22.9514,-82.441,luq,luq,,
,lucu1239,Lucumi-Yoruba,family,established,nucl1747,,,,,,
lud,ludi1246,Ludian,language,established,finn1317,61.853,33.7346,lud,lud,,
,ludi1247,Ludiopa,dialect,,gand1255,,,,,,
,luey1235,Lue-Yong,family,established,sout2743,,,,,,
ldq,lufu1237,Lufu,language,established,bete1266,7.25555,10.9499,ldq,ldq,,
,luga1238,Lugat,dialect,,long1406,,,,,,
lgg,lugb1240,Lugbara,language,established,cent2043,3.02245,30.8642,lgg,lgg,,lug
,lugg1238,Luggoy,dialect,,musg1254,,,,,,
,lugi1238,Lugisu,dialect,,masa1299,,,,,,
ruf,lugu1238,Luguru,language,established,east2756,-6.86828,37.5557,ruf,ruf,,
,luht1237,Luhtu,dialect,,tsou1248,,,,,,
,luhu1242,Luhua,dialect,,nort2722,,,,,,
lcq,luhu1243,Luhu,language,established,west2853,-3.13187,127.966,lcq,lcq,,
lba,luia1234,Lui,language,spurious,book1242,21.3635,99.6619,lba,lba,,
lum,luim1238,Luimbi,language,established,mbwe1239,-11.2221,17.5385,lum,lum,,
lui,luis1253,Luiseno,language,established,cupa1239,33.3184,-116.939,lui,lui,,lui
,luis1254,Luiseño,dialect,,luis1253,,,,,,
,luka1238,Lukasa,dialect,,band1352,,,,,,
,luko1238,Lukolwe,dialect,,nkoy1244,,,,,,
dop,lukp1238,Lukpa,language,established,kabi1265,9.51949,1.66954,dop,dop,,
,luku1238,Lukumel,dialect,,west2420,,,,,,
,lule1238,Lule,language,established,,-25.221839,-61.887818,,,,lul
smj,lule1254,Lule Sami,language,established,cent2240,67.2759,17.8057,smj,smj,,
,lule1255,Luleke,dialect,,tson1249,,,,,,
,luli1238,Luli,dialect,,doma1258,,,,,,
,lull1238,Lul,dialect,,anua1242,,,,,,
,luma1237,Lumaete,dialect,,kaye1241,,,,,,
lmz,lumb1237,Lumbee,language,unattested,unat1236,35.6171,-78.4531,lmz,lmz,,
,lumb1248,Lumbu (Ila),dialect,,ilaa1246,,,,,,
lup,lumb1249,Lumbu,language,established,lumb1251,-3.37917,11.124,lup,lup,,
luu,lumb1250,Lumba-Yakkha,language,spurious,book1242,27.232,87.3146,luu,luu,,
,lumb1251,Lumbuic,family,established,sira1268,,,,,,
,lumm1243,Lummi,dialect,,stra1244,,,,,,
lmd,lumu1239,Lumun,language,established,toch1256,10.8308,30.253,lmd,lmd,,
luk,luna1243,Lunanakha,language,established,nucl1307,28.1288,90.1257,luk,luk,,
luj,luna1244,Luna,language,established,mbag1239,-5.08693,23.5426,luj,luj,,
,luna1245,Lunan,dialect,,umal1239,,,,,,
,lunb1237,Lun Bawang,dialect,,lund1271,,,,,,
,lund1264,Lund,dialect,,mand1419,,,,,,
,lund1265,Lundwe,dialect,,ilaa1246,,,,,,
lun,lund1266,Lunda,language,established,lund1275,-11.1793,23.8662,lun,lun,,lbu
,lund1267,Lunda Kalunda,dialect,,lund1266,,,,,,
,lund1268,Lunda Ndembu,dialect,,lund1266,,,,,,
,lund1269,Lunda Kambove,dialect,,lund1266,,,,,,
lnd,lund1271,Lundayeh,language,established,kela1257,4.25064,115.5,lnd,lnd,,lud
,lund1272,Lun Daye,dialect,,lund1271,,,,,,
,lund1273,Lun Dayah,dialect,,lund1271,,,,,,
,lund1274,Lundu-Balong (A.10),family,established,bant1295,,,,,,
,lund1275,Lunda-Ruund-Kete,family,established,ruun1239,,,,,,
,lung1247,Lungri,dialect,,tase1235,,,,,,
,lung1248,Lungchang,dialect,,tase1235,,,,,,
lga,lung1249,Lungga,language,established,west2857,-8.17469,156.573,lga,lga,,
,lung1252,Lungu,dialect,,guru1271,,,,,,
,luni1238,Lunigiano,dialect,,gall1279,,,,,,
,lunt1238,Luntu,dialect,,sala1268,,,,,,
,lunu1238,Lunube Mado,dialect,,dano1240,,,,,,
,luob1235,Luo-Burun,family,established,west2493,,,,,,
luw,luoc1235,Luo (Cameroon),language,established,njer1241,5.9072,9.91259,luw,luw,,
,luof1238,Luofu,dialect,,shee1238,,,,,,
luo,luok1236,Luo (Kenya and Tanzania),language,established,adho1242,-0.93296,34.4896,luo,luo,,luo
hml,luop1235,Luopohe Hmong,language,established,grea1295,26.8183,107.158,hml,hml,,
,luos1238,Luoshao,dialect,,xian1251,,,,,,
,luqu1238,Luquan Naso,dialect,,wudi1238,,,,,,
,lura1237,Lurang,dialect,,aput1237,,,,,,
,lure1234,Luren,language,established,uncl1460,27.285,105.664,,,,
,luri1251,Luri,dialect,,sout2640,,,,,,
,luri1252,Luric,family,established,luri1257,,,,,,
ldd,luri1256,Luri,language,established,nyam1284,10.059,9.59745,ldd,ldd,,
,luri1257,Luric-Dezfulic,family,established,sout3157,,,,,,
,luse1250,Lusernese Cimbrian,dialect,,cimb1238,,,,,,
,luse1251,Lusenge,dialect,,lega1250,,,,,,
lse,luse1252,Lusengo,language,established,ngir1248,0.16988,18.3991,lse,lse,,
,luse1253,Lusengo Poto,dialect,,luse1252,,,,,,
,lush1248,Lu Shi Lisu,dialect,,lisu1250,,,,,,
lus,lush1249,Mizo,language,established,mizo1244,22.6138,92.6247,lus,lus,,miz
,lush1250,Lushangi,dialect,,nkoy1244,,,,,,
,lush1251,Lushootseed-Puget,family,established,cent2129,,,,,,
lut,lush1252,Lushootseed,language,established,lush1251,48.42,-122.529,lut,lut,,lus
,lush1256,Lushi,dialect,,zeem1242,,,,,,
xls,lusi1235,Lusitanian,language,established,indo1319,,,xls,xls,,
khl,lusi1240,Lusi,language,established,kali1298,-5.55033,149.148,khl,khl,,kkv
,luss1238,Lus,dialect,,mfum1238,,,,,,
,luta1238,Lutangan,dialect,,bala1311,,,,,,
,luti1241,Lutien,dialect,,naxi1245,,,,,,
,luti1242,Lutise,dialect,,dogo1295,,,,,,
ndy,luto1241,Lutos,language,established,ndug1243,8.52074,19.0071,ndy,ndy,,
,luun1238,Luunda,dialect,,bemb1257,,,,,,
khb,luuu1242,Lü,language,established,luey1235,21.0321,101.282,khb,khb,,lu
,luuu1243,Lu (Uganda),dialect,,lugb1240,,,,,,
lue,luva1239,Luvale,language,established,chok1247,-13.5382,22.2924,lue,lue,,luv
,luvi1234,Luvic,family,established,anat1257,,,,,,
,luvi1235,Luvian,family,established,luvi1234,,,,,,
,luvu1238,Luvuma,dialect,,gand1255,,,,,,
luv,luwa1238,Luwati,language,established,sind1279,23.6322,58.4916,luv,luv,,
,luwa1242,Luwa,dialect,,huba1236,,,,,,
lwo,luwo1239,Luwo,language,established,nort2814,7.35089,28.1378,lwo,lwo,,jlu
,luwu1237,Luwu,dialect,,bugi1244,,,,,,
ltz,luxe1241,Luxembourgish,language,established,high1287,49.6839,6.14931,ltz,ltz,,lux
,luxe1242,Luxembourgeois,dialect,,mose1248,,,,,,
,luxi1236,Luxi,dialect,,acha1249,,,,,,
lyn,luya1241,Luyana,language,established,east2747,-15.2221,18.8037,lyn,lyn,,
,luya1242,Luya-Ginam-Mamusi,dialect,,pina1252,,,,,,
,luyi1234,Luyia,family,established,grea1291,,,,,,
lwa,lwal1238,Lwalu,language,established,mbag1239,-7.16388,22.1097,lwa,lwa,,
,lwel1234,Lwel,language,established,yanz1243,-4.38475,20.6314,,,,
xlc,lyci1241,Lycian,language,established,lyci1242,,,xlc,xlc,,
,lyci1242,Lycian-Milyan,family,established,luvi1234,,,,,,
,lyco1237,Lycopolitan,dialect,,uppe1445,,,,,,
xld,lydi1241,Lydian,language,established,uncl1462,,,xld,xld,,
lee,lyel1241,Lyélé,language,established,nort2782,12.4305,-2.59229,lee,lee,,lye
,lyha1238,Ly Ha,dialect,,hung1275,,,,,,
,lyng1236,Lyngngam,dialect,,khas1269,,,,,,
,lyng1240,Lyngngamic,family,established,khas1274,,,,,,
lyg,lyng1241,Lyngngam,language,established,lyng1240,25.35,91.05,lyg,lyg,,
lsg,lyon1239,Lyons Sign Language,language,established,sign1237,48.5642,2.36811,lsg,lsg,,
,lyon1243,Lyonnais,dialect,,fran1260,,,,,,
,lyoo1238,Lyo,dialect,,makc1235,,,,,,
,lyyy1238,Lyy,dialect,,khmu1256,,,,,,
cma,maaa1253,Maa,language,established,koho1243,11.5205,107.339,cma,cma,,
,maaa1254,Ma,dialect,,bina1275,,,,,,
,maag1237,Ma'aging,dialect,,reja1241,,,,,,
mew,maak1236,Maaka,language,established,uncl1478,11.5007,11.9035,mew,mew,,
mhy,maan1238,Ma'anyan,language,established,sout2919,-2.1239,115.092,mhy,mhy,,myn
,maan1239,Maang,language,established,mond1268,23.555104,105.70091,,,,
ffm,maas1239,Maasina Fulfulde,language,established,fula1266,11.1324,-3.64763,ffm,ffm,,fum
ymm,maay1238,Maay,language,established,east2653,3.22288,43.6182,ymm,ymm,,
mmz,maba1270,Mabaale,language,established,libi1242,2.11942,20.8759,mmz,mmz,,
,maba1271,Mabahn,dialect,,nucl1418,,,,,,
,maba1272,Mabaan-Jumjum,family,established,luob1235,,,,,,
mfz,maba1273,Mabaan,language,established,maba1272,9.81455,33.5404,mfz,mfz,,
,maba1274,Maban,family,established,,,,,,,
,maba1275,Mabang,family,established,maba1274,,,,,,
,maba1276,Maba-Masalit,family,established,maba1275,,,,,,
mde,maba1277,Maba (Chad),language,established,nucl1441,12.8915,20.8889,mde,mde,,mab
mqa,maba1278,Maba (Indonesia),language,established,cent2270,0.59011,128.418,mqa,mqa,,
kkg,maba1279,Mabaka Valley Kalinga,language,established,nort3231,17.6683,121.073,kkg,kkg,,
,mabe1235,Mabenaro,language,established,taca1255,-11.543809,-68.277741,,,,
,mabi1238,Mabi,dialect,,kwas1243,,,,,,
muj,mabi1242,Mabire,language,established,dang1275,11.698,18.6282,muj,muj,,
,mabl1237,Mablei,dialect,,kalu1247,,,,,,
,mabo1238,Maboko,dialect,,dzan1238,,,,,,
,mabu1247,Mabuso,family,established,croi1234,,,,,,
mbn,maca1259,Macaguán,language,established,guah1252,6.34582,-71.2671,mbn,mbn,,mcg
mca,maca1260,Maca,language,established,mata1290,-25.0119,-57.3694,mca,mca,,mca
mcl,maca1261,Macaguaje,language,established,sion1248,0.49999,-75.8333,mcl,mcl,,
mzs,maca1262,Macanese,language,established,macr1272,22.4181,114.12,mzs,mzs,,
,maca1263,Macaísta,dialect,,timo1258,,,,,,
,maca1264,Macao Pidgin Portuguese,language,established,port1294,,,,,,
mkd,mace1250,Macedonian,language,established,mace1252,41.5957,21.7932,mkd,mkd,,mcd
,mace1251,Macedonian Greek,dialect,,nort2600,,,,,,
,mace1252,Macedo-Bulgarian,family,established,east2269,,,,,,
,mach1262,Machvano,dialect,,vlax1238,,,,,,
,mach1263,Macharia,dialect,,sind1272,,,,,,
,mach1264,Machinga,dialect,,yaoo1241,,,,,,
mvw,mach1265,Machinga,language,established,ruvu1234,-9.37101,39.4268,mvw,mvw,,
jmc,mach1266,Machame,language,established,west2852,-3.29385,37.0703,jmc,jmc,,
mcb,mach1267,Machiguenga,language,established,mats1245,-12.1291,-72.5017,mcb,mcb,,mch
mpd,mach1268,Machinere,language,established,puru1265,-10.4804,-69.7683,mpd,mpd,,
,mach1269,Machili,family,established,west2834,,,,,,
,macl1238,Macleod Ganj,dialect,,gadd1242,,,,,,
,macl1239,Macleay-New England,family,established,pama1250,,,,,,
,maco1238,Maco-Piaroa,family,established,sali1297,,,,,,
wpc,maco1239,Maco,language,established,maco1238,4.5621,-66.5813,wpc,wpc,,
,macr1262,Macro-Romanian,family,established,east2714,,,,,,
,macr1265,Macro-Swedish,family,established,east2302,,,,,,
,macr1267,Macro-Yaeyama,family,established,ryuk1244,,,,,,
,macr1268,Macro-Tani,family,established,sino1245,,,,,,
,macr1269,Macro-Oriya,family,established,oriy1254,,,,,,
,macr1270,Macro-Dutch,family,established,wese1235,,,,,,
,macr1271,Macro-English,family,established,merc1242,,,,,,
,macr1272,Macro-Portuguese,family,established,gali1263,,,,,,
,macr1273,Macro-French,family,established,cent2283,,,,,,
,macr1274,Macro-Carolinian,family,established,sata1238,,,,,,
,macr1275,Macro-Bai,family,established,sino1245,,,,,,
,macu1258,Macuni,language,established,west2636,-17.904785,-39.809418,,,,
mbc,macu1259,Macushi,language,established,pemo1247,4.31861,-60.2209,mbc,mbc,,mac
myy,macu1260,Macuna,language,established,sout3006,-0.14459,-70.0749,myy,myy,,mcn
,macu1261,Macú-Paraná Cacua,dialect,,cacu1241,,,,,,
,mada1244,Madahaddi,dialect,,godw1241,,,,,,
mzc,mada1271,Madagascar Sign Language,language,established,norw1261,-19.04,46.87,mzc,mzc,,
,mada1280,Madai Gang,dialect,,bish1244,,,,,,
,mada1281,Madarrpa,dialect,,gupa1247,,,,,,
mda,mada1282,Mada (Nigeria),language,established,ninz1247,9.02294,8.34119,mda,mda,,mdz
,mada1283,Madaka,dialect,,bauc1238,,,,,,
,mada1284,Madakic,family,established,newi1242,,,,,,
mmx,mada1285,Madak,language,established,mada1284,-3.34342,151.967,mmx,mmx,,
,mada1286,Madar,dialect,,teiw1235,,,,,,
mxu,mada1293,Mada (Cameroon),language,established,toko1243,10.8806,14.1142,mxu,mxu,,mda
,mada1297,Madani,dialect,,sout3123,,,,,,
,mada1298,Madang,family,established,nucl1709,,,,,,
,made1251,Madeira-Azores,dialect,,port1283,,,,,,
msj,made1252,Ma (Democratic Republic of Congo),language,established,mbai1246,3.69351,26.9939,msj,msj,,ma
xmx,made1253,Maden,language,established,raja1255,-1.05325,130.833,xmx,xmx,,
,made1254,Madean-Viñac,dialect,,yauy1235,,,,,,
,madh1242,Madhesi,dialect,,bhoj1244,,,,,,
,madh1243,Madhavpur,dialect,,jeru1240,,,,,,
,madi1258,Madipia,dialect,,mayo1261,,,,,,
,madi1259,Madimadoko,dialect,,mayo1261,,,,,,
mhi,madi1260,Ma'di,language,established,sout2827,3.62499,31.8471,mhi,mhi,,mad
grg,madi1261,Madi,language,established,gira1248,-5.63017,146.407,grg,grg,,
,madi1262,Madi-Madiha,family,established,araw1282,,,,,,
,madi1263,Madiha,family,established,madi1262,,,,,,
,madk1237,Madka-Kinwat,dialect,,nort2699,,,,,,
zml,madn1237,Madngele,language,established,east2374,-13.9479,130.6,zml,zml,,mdl
,mado1239,Mado,dialect,,baru1269,,,,,,
,madr1237,Madrasi,dialect,,tami1289,,,,,,
,madr1238,Madre de Dios,family,established,pano1257,,,,,,
,madu1246,Ma'du,dialect,,moro1284,,,,,,
,madu1247,Madurese,family,established,mala1536,,,,,,
kmd,madu1248,Madukayang Kalinga,language,established,sout3207,17.1794,121.236,kmd,kmd,,
,mady1238,Madyay,dialect,,yidi1250,,,,,,
mme,maee1241,Mae (Vanuatu),language,established,nort3224,-15.9914,167.288,mme,mme,,mae
,maee1242,Mae,dialect,,enga1252,,,,,,
itt,maen1235,Maeng Itneg,language,established,maen1236,17.2453,120.718,itt,itt,,
,maen1236,Maeng-Northern Kankanay,family,established,kank1245,,,,,,
,maep1238,Mae Ping,dialect,,pwon1235,,,,,,
,maer1238,Maerkang,dialect,,situ1238,,,,,,
,maes1238,Mae Sarieng,dialect,,pwon1235,,,,,,
,maew1234,Maewo,family,established,nort3205,,,,,,
maf,mafa1239,Mafa,language,established,mata1311,10.943,13.8181,maf,maf,,
mkv,mafe1237,Mafea,language,established,mafe1238,-15.4316,167.241,mkv,mkv,,
,mafe1238,Mafea-Tutuba,family,established,east2754,,,,,,
mag,maga1260,Magahi,language,established,east2725,25.0915,85.3335,mag,mag,,mgh
,maga1261,Magar,family,established,kham1285,,,,,,
,maga1262,Magam,dialect,,nort2839,,,,,,
sgb,maga1263,Mag-Anchi Ayta,language,established,maga1270,15.1954,120.459,sgb,sgb,,
mtw,maga1264,Magahat,language,established,negr1236,9.49196,122.769,mtw,mtw,,
,maga1265,Maga,dialect,,ruka1240,,,,,,
,maga1269,Magara,dialect,,nzan1240,,,,,,
,maga1270,Mag-Ayta,family,established,samb1319,,,,,,
,maga1271,Magati,language,established,pers1247,,,,,,
,magb1238,Magbiambo,dialect,,loko1255,,,,,,
xtm,magd1235,Magdalena Peñasco Mixtec,language,established,west2824,17.2837,-97.5413,xtm,xtm,,
,magd1236,Magdalenic,family,established,core1252,,,,,,
gmd,magh1238,Mághdì,language,established,bikw1236,9.2888,11.0232,gmd,gmd,,
blx,magi1241,Mag-Indi Ayta,language,established,maga1270,14.9617,120.182,blx,blx,,
,magi1242,Magiana,language,established,boli1260,,,,,,
gmx,mago1246,Magoma,language,established,king1258,-9.23498,33.9826,gmx,gmx,,
,mago1247,Magoric,family,established,oumi1237,,,,,,
zgr,mago1248,Magori,language,established,mago1247,-10.2321,149.26,zgr,zgr,,
,mago1249,Magobineng,dialect,,kate1253,,,,,,
,mago1253,Magoumaz,dialect,,west2706,,,,,,
,magp1237,Magpet Manobo,dialect,,obom1235,,,,,,
,magr1238,Magra Ki Boli,dialect,,bhil1251,,,,,,
mdh,magu1243,Maguindanao,language,established,dana1253,6.9453,124.509,mdh,mdh,,mgn
,maha1285,Mahalhamadani,dialect,,west2369,,,,,,
,maha1286,Mahali (Iran),dialect,,nort2645,,,,,,
bfz,maha1287,Mahasu Pahari,language,established,nucl1728,31.0088,77.5317,bfz,bfz,,
,maha1288,Maharashtra Lamani,dialect,,lamb1269,,,,,,
,maha1289,Mahari,dialect,,varh1239,,,,,,
,maha1290,Mahari (Konkani),dialect,,konk1267,,,,,,
mjx,maha1291,Mahali,language,established,sant1457,22.1698,86.7445,mjx,mjx,,
,maha1292,Mahali,dialect,,sant1410,,,,,,
,maha1294,Mahakulung,dialect,,kulu1253,,,,,,
,maha1295,Mahas,dialect,,nobi1240,,,,,,
,maha1296,Mahanji,dialect,,king1258,,,,,,
,maha1297,Mahaa,dialect,,budu1250,,,,,,
,maha1298,Mahakam Busang,dialect,,busa1255,,,,,,
,maha1304,Mahabad,dialect,,sout3077,,,,,,
pmh,maha1305,Maharastri Prakrit,language,established,maha1307,,,pmh,pmh,,
,maha1306,Mahakiranti,family,established,hima1249,,,,,,
,maha1307,Maharastric,family,established,indo1325,,,,,,
mjy,mahi1248,Mahican,language,established,dela1253,43.903,-74.266,mjy,mjy,,
,maho1247,Mahottari,dialect,,koch1247,,,,,,
mhb,maho1248,Mahongwe,language,established,kota1281,0.64356,14.0472,mhb,mhb,,
mxx,maho1249,Mahou,language,established,mani1303,8.3548,-7.57109,mxx,mxx,,mka
,maho1250,Mahouka,dialect,,maho1249,,,,,,
,mahu1237,Mahuan,dialect,,tugu1245,,,,,,
,maia1240,Maiak,dialect,,buru1301,,,,,,
mzz,maia1251,Maiadomu,language,established,iama1238,-9.47132,150.76,mzz,mzz,,
,maia1252,Maiabare,dialect,,sewa1251,,,,,,
