iso_693-3,id,name,level,status,parent_id,latitude,longitude,iso_code_glottolog,iso_693-3,iso_change_note,wals_codes
,epii1237,Epi,family,established,epie1239,,,,,,
,epir1238,Epirote,dialect,,nort2600,,,,,,
,eraa1239,Era,dialect,,domm1246,,,,,,
,erap1240,Erap,family,established,fini1245,,,,,,
era,erav1242,Eravallan,language,established,tami1299,,,era,era,,
,erav1243,Erave,dialect,,dadi1250,,,,,,
kjy,erav1244,Erave,language,established,kewa1250,-6.55011,143.918,kjy,kjy,,
,eray1237,Eray,dialect,,iliu1237,,,,,,
,eree1240,Ere,dialect,,guan1266,,,,,,
twp,eree1241,Ere (Papua New Guinea),language,established,kurt1251,-2.15569,147.083,twp,twp,,
,eref1238,Eref,dialect,,dard1243,,,,,,
,ereg1239,Eregba,dialect,,kpan1246,,,,,,
,erei1238,Erei,dialect,,agwa1247,,,,,,
,eren1239,Erenga,dialect,,assa1269,,,,,,
,erev1240,Erevan,dialect,,nucl1235,,,,,,
,erga1238,Ergali,dialect,,guan1266,,,,,,
,erie1238,Erie,language,established,iroq1248,,,,,,
,erit1238,Eritai-Obokuitai-Biritai,family,established,east2502,,,,,,
ert,erit1239,Eritai,language,established,erit1238,-2.71182,138.053,ert,ert,,
,ermi1239,Ermitaño,dialect,,chav1241,,,,,,
erw,erok1237,Erokwanas,language,established,bomb1263,-2.83746,132.705,erw,erw,,
err,erre1238,Erre,language,established,urni1238,-12.2839,132.868,err,err,,
,erro1239,Erromanga,family,established,sout2868,,,,,,
emx,erro1240,Erromintxela,language,established,basq1267,,,emx,emx,,
ers,ersu1241,Ersu,language,established,ersu1242,29.2867,102.213,ers,ers,,
,ersu1242,Ersuic,family,established,naqi1236,,,,,,
,erus1238,Erúsú,dialect,,arig1246,,,,,,
erh,eruw1238,Eruwa,language,established,sout2805,5.18026,6.04818,erh,erh,,
,eryu1239,Eryuan,dialect,,cent2004,,,,,,
myv,erzy1239,Erzya,language,established,mord1256,52.8548,45.3901,myv,myv,,moe
ish,esan1238,Esan,language,established,cent2259,6.25685,6.33917,ish,ish,,
,esar1239,Esari,dialect,,turk1304,,,,,,
,esau1238,Esaun,dialect,,cita1245,,,,,,
,esca1235,Escarpment Dogon,family,established,dogo1299,,,,,,
,esee1246,Ese (Arigidi),dialect,,arig1246,,,,,,
mcq,esee1247,Ese,language,established,bara1376,-9.09451,148.376,mcq,mcq,,
ese,esee1248,Ese Ejja,language,established,taka1267,-11.7268,-67.515,ese,ese,,ese
,esel1238,Esel,dialect,,bekw1242,,,,,,
,esfa1238,Esfahani,dialect,,west2369,,,,,,
,esha1238,Eshan Nasu,dialect,,nort2718,,,,,,
esh,esht1238,Eshtehardi,language,established,rama1272,35.7267,50.3677,esh,esh,,
ags,esim1238,Esimbi,language,established,tivo1239,6.50094,9.86936,ags,ags,,
,eski1263,Eskisehir,dialect,,nucl1301,,,,,,
,eski1264,Eskimo-Aleut,family,established,,,,,,,
,eski1265,Eskimo,family,established,eski1264,,,,,,
,eski1266,Eskimo Trade Jargon,language,established,eski1267,70.11,-152.01,,,,
,eski1267,Eskimo based pidgin (Pidgin),family,established,pidg1258,,,,,,
epo,espe1235,Esperanto,language,established,arti1236,49.3273,2.81045,epo,epo,,
,espi1234,Espiritu Santo,family,established,nort3205,,,,,,
,essa1237,Essang,dialect,,tala1285,,,,,,
esq,esse1238,Esselen,language,established,,36.5473,-121.867,esq,esq,,ess
,esse1260,Essele,dialect,,eton1253,,,,,,
,esse1264,Essequibo,dialect,,skep1238,,,,,,
,essi1238,Essin,dialect,,bayo1255,,,,,,
ots,esta1236,Estado de México Otomi,language,established,sout3168,19.8781,-99.61,ots,ots,,
eso,esto1238,Estonian Sign Language,language,established,sign1237,58.947,24.566,eso,eso,,
,esto1257,Estonian Romani,dialect,,balt1257,,,,,,
est,esto1258,Estonian,language,established,finn1317,59.5478,22.8209,est,est,,est
,estr1243,Estremenho,dialect,,port1283,,,,,,
,estr1244,Estracharia,dialect,,sint1235,,,,,,
,estr1249,Estrella,dialect,,cabe1245,,,,,,
,esuk1238,Esuku,dialect,,akpe1248,,,,,,
,esul1240,Esulalu,dialect,,jola1262,,,,,,
,esul1241,Esulit,dialect,,iliu1237,,,,,,
esm,esum1241,Esuma,language,unattested,atla1280,5.21504,-3.05409,esm,esm,,
,esum1242,Esumbu,dialect,,luse1252,,,,,,
,etap1239,Etapally Gondi,dialect,,sout2711,,,,,,
,etap1240,Etapally Maria,dialect,,mari1414,,,,,,
etb,eteb1238,Etebi,language,established,ekit1245,4.79059,7.97357,etb,etb,,
etx,eten1239,Eten,language,established,iten1244,9.73073,8.61443,etx,etx,,
ecr,eteo1236,Eteocretan,language,established,uncl1493,,,ecr,ecr,,
ecy,eteo1240,Eteocypriot,language,established,uncl1493,,,ecy,ecy,,
eth,ethi1238,Ethiopian Sign Language,language,established,asli1244,8.9761,38.8534,eth,eth,,
,ethi1244,Ethiosemitic,family,established,west2786,,,,,,
ich,etky1238,Etkywan,language,established,kpan1245,7.13773,10.3501,ich,ich,,
,eton1251,Etono,dialect,,ubag1245,,,,,,
,eton1252,Etono,dialect,,agwa1247,,,,,,
eto,eton1253,Eton (Cameroon),language,established,eton1257,4.21045,11.3935,eto,eto,,
,eton1254,Etongo,dialect,,ipul1238,,,,,,
etn,eton1255,Eton (Vanuatu),language,established,sout3196,-17.74,168.549,etn,etn,,
,eton1256,Eton,dialect,,eton1255,,,,,,
,eton1257,Eton-Mengisa,family,established,yaun1239,,,,,,
,etor1234,Etoro-Bedamini,family,established,bosa1245,,,,,,
,etpt1234,Etp-Ti Kalam,family,established,kala1404,,,,,,
ett,etru1241,Etruscan,language,established,etru1243,41.9,12.4833,ett,ett,,
,etru1243,Etrusco-Rhaetian,family,established,,,,,,,
,etul1244,Akweya,family,established,idom1262,,,,,,
utr,etul1245,Etulo,language,established,etul1246,7.75865,9.44447,utr,utr,,
,etul1246,Etulo-Idoma,family,established,etul1244,,,,,,
,eude1234,Eudeve,language,established,opat1247,28.5,-110,,,,
,eund1238,Eunda Kolonkadhi,dialect,,ndon1254,,,,,,
,euph1238,Euphrates Cluster,dialect,,meso1252,,,,,,
,eval1238,Evalue,dialect,,nzim1238,,,,,,
bzz,evan1238,Evant,language,established,tive1237,6.34906,9.46432,bzz,bzz,,
,evap1240,Evapia,family,established,raic1241,,,,,,
,evaz1237,Evaz,dialect,,lari1253,,,,,,
evn,even1259,Evenki,language,established,west2427,53.85,108.626,evn,evn,,eve sol
eve,even1260,Even,language,established,nort3147,70.6687,130.914,eve,eve,,evn
,eviy1235,Eviya,language,established,sout3191,,,,,,
,evou1238,Evouzok,dialect,,ewon1239,,,,,,
nou,ewag1241,Ewage-Notu,language,established,coas1297,-8.68756,148.405,nou,nou,,
,ewdo1239,Ewdokia,dialect,,nucl1235,,,,,,
ewe,ewee1241,Ewe,language,established,west2802,6.46061,0.814975,ewe,ewe,,ewa ewe
ewo,ewon1239,Ewondo,language,established,ewon1241,4.21141,11.9365,ewo,ewo,,ewo
,ewon1240,Ewondo Populaire,language,established,ewon1242,,,,,,
,ewon1241,Ewondo-Bebele,family,established,yaun1239,,,,,,
,ewon1242,Ewondo based (Pidgin),family,established,pidg1258,,,,,,
ext,extr1243,Extremaduran,language,established,cast1243,39.1926,-6.10179,ext,ext,,
,extr1244,Extreme Northern,family,established,newc1243,,,,,,
,extr1245,Extreme Southern,family,established,newc1243,,,,,,
,extr1247,Extreme North Vestigial Suffixes Bantu,family,established,ngbe1239,,,,,,
eya,eyak1241,Eyak,language,established,atha1246,60.4232,-144.762,eya,eya,,eya
,ezaa1238,Ezaa,dialect,,izie1238,,,,,,
,ezha1238,Ezha,dialect,,seba1251,,,,,,
,faaa1239,Fa',dialect,,cent2037,,,,,,
,faal1238,Faale-Piyew,dialect,,tupu1244,,,,,,
,fabl1238,Fablas,dialect,,hait1244,,,,,,
,face1237,Facei,dialect,,sula1245,,,,,,
,fach1238,Fachi,dialect,,bilm1238,,,,,,
,fada1240,Fadawa,dialect,,cent2050,,,,,,
,fada1248,Fadashi,dialect,,bert1248,,,,,,
,fada1249,Fada Ngurma,dialect,,west2454,,,,,,
fab,fada1250,Fa D'ambu,language,established,lowe1440,-1.43033,5.61879,fab,fab,,
,fady1238,Fadyut-Palmerin,dialect,,sere1260,,,,,,
,faet1239,Faeto,dialect,,fran1260,,,,,,
,faet1240,Faeto and Celle San Vito Francoprovencal,language,established,fran1269,,,,,,
faf,faga1239,Fagani,language,established,sanc1243,-10.4479,161.662,faf,faf,,
,fagu1237,Fagudu,dialect,,sula1245,,,,,,
,faia1238,Faia,dialect,,kiri1256,,,,,,
,fair1237,Fairi,dialect,,biak1248,,,,,,
azt,fair1238,Faire Atta,language,established,atta1244,17.9808,121.436,azt,azt,,
,fais1241,Faishang,dialect,,miya1266,,,,,,
faj,fait1240,Faita,language,established,east2767,-5.59947,145.298,faj,faj,,
fai,faiw1243,Faiwol,language,established,moun1253,-5.4967,141.656,fai,fai,,
,faiw1244,Faiwolmin,dialect,,faiw1243,,,,,,
,faiy1237,Faiyava,dialect,,bwai1242,,,,,,
fax,fala1241,Fala,language,established,gali1263,40.1651,-6.91452,fax,fax,,
,fala1242,Falamic,family,established,laic1236,,,,,,
cfm,fala1243,Falam Chin,language,established,fala1242,23.7893,92.3255,cfm,cfm,,
,fala1244,Falahu,dialect,,sula1245,,,,,,
,fali1263,Faliscan,dialect,,roma1334,,,,,,
,fali1264,Fali-Tinguelin,dialect,,sout2782,,,,,,
fli,fali1285,Fali,language,established,fali1290,10.5419,13.4087,fli,fli,,
,fali1286,Fali of Mubi,dialect,,gude1246,,,,,,
,fali1287,Fali of Mucella,dialect,,gude1246,,,,,,
,fali1288,Fali of Vimtim,dialect,,gude1246,,,,,,
,fali1289,Fali of Jilvu,dialect,,gude1246,,,,,,
,fali1290,Fali-Gude,family,established,bata1316,,,,,,
xfa,fali1291,Faliscan,language,established,lati1262,,,xfa,xfa,,
,fama1238,Fama-Teis-Kua,dialect,,kron1241,,,,,,
fam,famm1241,Fam,language,established,bant1294,7.54277,10.505,fam,fam,,
fng,fana1235,Fanakalo,language,established,zulu1250,-25.384842,27.14008333,fng,fng,,
,fanf1238,Fan-Foron-Heikpang,dialect,,bero1242,,,,,,
fan,fang1246,Fang (Equatorial Guinea),language,established,yaun1239,1.72397,11.6145,fan,fan,,
,fang1247,Fang,dialect,,fang1246,,,,,,
fak,fang1248,Fang (Cameroon),language,established,sout3152,6.54384,10.319,fak,fak,,
,fang1249,Fangatau,dialect,,tuam1242,,,,,,
fni,fani1244,Fania,language,established,adam1257,10.291,18.75,fni,fni,,
,fani1245,Faniagara,dialect,,wara1292,,,,,,
,fani1246,Fanic,dialect,,dedu1240,,,,,,
,fann1238,Fannai,dialect,,lush1249,,,,,,
,fant1241,Fante,dialect,,akan1250,,,,,,
,fant1242,Fantera,dialect,,nafa1258,,,,,,
,fara1237,Faranga,dialect,,kend1253,,,,,,
gur,fare1241,Farefare,language,established,fraf1239,11.0918,-0.81109,gur,gur,,grn
,fare1242,Fare,dialect,,lese1243,,,,,,
,fare1243,Far East Yugur,family,established,uygh1240,,,,,,
,fare1244,Far Eastern Khanty,language,established,east2774,,,,,,
nsf,farn1234,Far Northwestern Nisu,language,established,nisu1238,25.646902,99.684187,nsf,nsf,,
fao,faro1244,Faroese,language,established,icel1246,62.0732,-6.88497,fao,fao,,far
,faro1245,Faroymal,dialect,,gutn1238,,,,,,
,fars1254,Farsic-Caucasian Tat,family,established,sout3157,,,,,,
,fars1255,Farsic,family,established,fars1254,,,,,,
fmu,farw1235,Far Western Muria,language,established,gond1265,20.1754,80.4712,fmu,fmu,,
,farw1236,Far West Lakes Plain,family,established,lake1255,,,,,,
,fass1244,Fassano,dialect,,ladi1250,,,,,,
fqs,fass1245,Fas,language,established,baib1250,-3.10868,141.64,fqs,fqs,,fqs
faa,fasu1242,Fasu,language,established,,-6.62687,143.284,faa,faa,,fas
far,fata1245,Fataleka,language,established,nort2833,-8.59041,160.861,far,far,,
,fata1246,Fataluku-Oirata,family,established,east2520,,,,,,
ddg,fata1247,Fataluku,language,established,fata1246,-8.49464,127.08,ddg,ddg,,
,fatu1237,Fatu Hiva,dialect,,sout2866,,,,,,
,faur1237,Fauro,dialect,,mono1273,,,,,,
,faya1237,Faya-Mafa,dialect,,sawa1247,,,,,,
,fayi1237,Fayichuck,dialect,,chuu1238,,,,,,
,fayj1234,Fayjatases,language,established,uncl1493,,,,,,
fau,fayu1238,Fayu,language,established,fayu1239,-3.14497,136.867,fau,fau,,
,fayu1239,Fayu-Kirikiri,family,established,west2582,,,,,,
,fayy1237,Fayyumic,dialect,,midd1332,,,,,,
,fede1238,Federe,dialect,,miya1266,,,,,,
fmp,fefe1239,Fe'fe',language,established,bami1239,5.18158,10.1442,fmp,fmp,,fef
,fell1238,Fellahi,dialect,,sout3123,,,,,,
agl,femb1238,Fembe,language,established,east2433,-5.71596,142.254,agl,agl,,
,fera1239,Feramin,dialect,,tele1256,,,,,,
,fere1244,Fereydan,dialect,,nucl1302,,,,,,
,fere1245,Ferejdan,dialect,,nucl1302,,,,,,
,fere1246,Fere,dialect,,kase1253,,,,,,
,ferg1237,Fer-Gula-Koto,family,established,nucl1719,,,,,,
fpe,fern1234,Fernando Po Creole English,language,established,west2851,3.53638,8.68929,fpe,fpe,,
,fero1243,Feroge-Mangaya,family,established,sere1262,,,,,,
fer,fero1244,Feroge,language,established,fero1243,8.61612,25.7171,fer,fer,,
,ferr1240,Ferring,dialect,,nort2626,,,,,,
,ferr1242,Fer,dialect,,kagf1238,,,,,,
,feyl1238,Feyli,dialect,,sout2640,,,,,,
,fezm1238,Fez. Meknes,dialect,,moro1292,,,,,,
,fgan1238,Fganja,dialect,,bala1302,,,,,,
,fhjo1234,FH-Jola,family,established,nucl1345,,,,,,
,fian1238,Fianse,dialect,,wasa1244,,,,,,
,fier1238,Fierozzo,dialect,,moch1255,,,,,,
hif,fiji1242,Fiji Hindi,language,established,hind1270,-17.8148,177.772,hif,hif,,
fij,fiji1243,Fijian,language,established,east2446,-18,178.33,fij,fij,,fij ndr
,fiji1244,Fijian based (Pidgin),family,established,pidg1258,,,,,,
,fika1238,Fika,dialect,,daza1244,,,,,,
,fiky1238,Fikyu,dialect,,kute1248,,,,,,
,fila1237,Fila,dialect,,mele1250,,,,,,
,fili1243,Fililwa,dialect,,tumb1250,,,,,,
fil,fili1244,Filipino,language,established,taga1269,12.265,123.464,fil,fil,,
,fili1245,Filifita,dialect,,mufi1238,,,,,,
tlp,filo1235,Filomena Mata-Coahuitlán Totonac,language,established,lowl1243,20.1415,-97.5931,tlp,tlp,,
,fina1240,Finasleigh Pama,family,established,pama1251,,,,,,
,fina1241,Finanga,dialect,,maho1249,,,,,,
ebk,fina1242,Finallig,language,established,bont1247,17.0319,121.11,bkb,ebk,Split into Eastern Bontok [ebk] and Southern Bontok [obk],
,fini1244,Finisterre-Huon,family,established,nucl1709,,,,,,
,fini1245,Finisterre-Saruwaged,family,established,fini1244,,,,,,
fss,finl1235,Finland-Swedish Sign Language,language,established,finn1319,62.111,26.328,fss,fss,,
fse,finn1310,Finnish Sign Language,language,established,finn1319,60.661,25.0677,fse,fse,,fsl
,finn1317,Finnic,family,established,ural1272,,,,,,
fin,finn1318,Finnish,language,established,nucl1717,64.7628,25.5577,fin,fin,,fin
,finn1319,Finnish Sign,family,established,swed1257,,,,,,
fag,fino1238,Finongan,language,established,finu1234,-6.33005,146.629,fag,fag,,
,finu1234,Finungwan-Mamaa-Gusan,family,established,erap1240,,,,,,
,fior1235,Fiorentino,dialect,,roma1334,,,,,,
fip,fipa1238,Fipa,language,established,fipa1239,-7.88963,31.3442,fip,fip,,
,fipa1239,Fipa-Mambwe-Lungu,family,established,mwik1240,,,,,,
fir,fira1238,Firan,language,established,izer1242,9.65245,8.69095,fir,fir,,
,firi1238,Firia,dialect,,yalu1240,,,,,,
,firo1239,Firozkohi,dialect,,aima1241,,,,,,
,firs1234,First Vernacular Hmong,family,established,chua1248,,,,,,
fiw,fiwa1240,Fiwaga,language,established,east2499,-6.66342,143.646,fiw,fiw,,
,fiya1238,Fiyadikka,dialect,,nobi1240,,,,,,
,fjaa1238,Fjaalib,dialect,,bala1302,,,,,,
,fkar1237,Fkar,dialect,,tehi1237,,,,,,
,flak1238,Flakkees,dialect,,zeeu1238,,,,,,
,flec1235,Flecheiros,language,unattested,unat1236,,,,,,
,fleo1238,Fleo,dialect,,weso1238,,,,,,
fln,flin1247,Flinders Island,language,established,flin1248,-14.1812,144.259,fln,fln,,
,flin1248,Flinders-Barrow,family,established,wika1239,,,,,,
,flor1239,Flores-Lembata,family,established,cent2245,,,,,,
,flor1240,Flores-Sumba-Hawu,family,established,cent2245,,,,,,
,flor1241,Flores Barat,family,established,flor1240,,,,,,
,flup1238,Fluplands,dialect,,zeeu1238,,,,,,
,fluv1238,Fluvial,dialect,,jola1262,,,,,,
,flyr1238,Fly River,dialect,,tabo1241,,,,,,
flh,foau1240,Foau,language,established,east2500,-3.04582,139.213,flh,flh,,
,foda1238,Fodara,dialect,,ceba1235,,,,,,
,fogi1237,Fogi,dialect,,buru1303,,,,,,
,fogn1234,Fogny-Gusilay-Banjal,family,established,nucl1345,,,,,,
,foia1235,Foiafoian,family,established,nucl1712,,,,,,
ffi,foia1236,Foia Foia,language,established,foia1235,,,ffi,ffi,,
foi,foii1241,Foi,language,established,east2499,-6.47258,143.495,foi,foi,,foe
,foii1242,Foi (Iau),dialect,,iauu1242,,,,,,
,fole1238,Folepi,dialect,,mund1327,,,,,,
ppo,folo1238,Folopa,language,established,tebe1251,-6.86321,144.458,ppo,ppo,,pdp
fom,foma1238,Foma,language,established,kele1265,0.88032,24.3202,fom,fom,,
,fond1238,Fondebougou,dialect,,tagw1240,,,,,,
,fong1242,Fong,dialect,,ewon1239,,,,,,
fgr,fong1243,Fongoro,language,established,ferg1237,11.3179,22.5611,fgr,fgr,,
fon,fonn1241,Fon,language,established,east2711,7.15484,1.66495,fon,fon,,fon
,fony1238,Fonyi,dialect,,jola1263,,,,,,
,fooc1238,Foochow,dialect,,mind1253,,,,,,
fod,food1238,Foodo,language,established,nort3204,9.56489,1.40486,fod,fod,,
,fool1238,Foolo,dialect,,djim1235,,,,,,
,fopo1238,Fopo-Bua,dialect,,nort2810,,,,,,
,fora1244,Fora,dialect,,bala1301,,,,,,
frq,fora1245,Forak,language,established,waru1269,-5.69079,146.541,frq,frq,,
frd,ford1242,Fordata,language,established,keif1237,-7.28902,131.511,frd,frd,,frd
,ford1243,Fordata-Larat I,dialect,,ford1242,,,,,,
,ford1244,Fordata-Larat II,dialect,,ford1242,,,,,,
enf,fore1265,Forest Enets,language,established,enet1250,69.9829,88.2121,enf,enf,,
,fore1266,Forest Yurak,dialect,,nene1249,,,,,,
,fore1267,Foreke Dschan,dialect,,yemb1246,,,,,,
for,fore1270,Fore,language,established,fore1273,-6.64473,145.507,for,for,,for
,fore1271,Forest Nivaclé,dialect,,niva1238,,,,,,
,fore1272,Forest Kivu,family,established,kivu1239,,,,,,
,fore1273,Fore-Gimi,family,established,nucl1760,,,,,,
,fore1274,Forest Nenets,language,established,nene1251,,,,,,
frt,fort1240,Fortsenal,language,established,cent2280,-15.4484,166.931,frt,frt,,
,four1238,Fourgoula,dialect,,tagw1240,,,,,,
,fowe1238,Fowe,dialect,,sian1257,,,,,,
,foxx1245,Fox,family,established,east2765,,,,,,
,foxx1246,Fox,dialect,,mesk1242,,,,,,
,fraf1238,Frafra,dialect,,fare1241,,,,,,
,fraf1239,Frafra,family,established,moss1237,,,,,,
frp,fran1260,Arpitan,language,established,fran1269,45.8051,6.48152,frp,frp,,
,fran1261,Franc-Comtois,dialect,,oila1234,,,,,,
,fran1262,Franche-Comtois,dialect,,oila1234,,,,,,
,fran1263,Franco-Ontarien,dialect,,oila1234,,,,,,
frk,fran1264,Frankish,language,established,high1287,52.896,9.98388,frk,frk,,
,fran1265,Frans Vlaams,dialect,,vlaa1240,,,,,,
zos,fran1266,Francisco León Zoque,language,established,chia1261,17.3654,-93.3633,zos,zos,,zfl
,fran1267,Francais Tirailleur,language,established,fren1279,,,,,,
,fran1268,Franconian,family,established,west2793,,,,,,
,fran1269,Francoprovencalic,family,established,oila1234,,,,,,
,fras1238,Frassilongo,dialect,,moch1255,,,,,,
fsl,fren1243,French Sign Language,language,established,lsfi1234,47,3,fsl,fsl,,lsf
,fren1278,French-Cree (Mixed Language),family,established,mixe1287,,,,,,
,fren1279,French based pidgin (Pidgin),family,established,pidg1258,,,,,,
,fris1239,Frisian,family,established,angl1264,,,,,,
fur,friu1240,Friulian,language,established,gall1280,46.1473,13.0493,fur,fur,,
,fufu1238,Fufula,dialect,,wali1263,,,,,,
,fuga1235,Fuga of Jimma,dialect,,yems1235,,,,,,
,fugu1238,Fu-Guang,dialect,,ganc1239,,,,,,
,fuji1236,Fujian,dialect,,xiam1236,,,,,,
,fuka1239,Fukac,dialect,,mape1249,,,,,,
,fuki1235,Fukienese,dialect,,minn1241,,,,,,
,fuku1241,Fukui,dialect,,hoku1242,,,,,,
,fuku1242,Fukuyama,dialect,,chug1253,,,,,,
,fuku1243,Fukushima,dialect,,sout2953,,,,,,
ful,fula1264,Fula,family,established,peul1234,,,ful,ful,,
,fula1265,Fula-Eastern,family,established,fula1264,,,,,,
,fula1266,Fula-West Central,family,established,fula1264,,,,,,
,fula1267,Fula Peta,dialect,,pula1262,,,,,,
,fula1268,Fulacunda,dialect,,pula1263,,,,,,
,fula1269,Fula-East Central,family,established,fula1264,,,,,,
,fula1270,Fulanke,dialect,,kita1249,,,,,,
flr,fuli1240,Fuliiru,language,established,fore1272,-3.04022,28.9865,flr,flr,,
fun,fuln1247,Fulniô,language,established,,-9.02591,-37.1402,fun,fun,,ful
,fuln1248,Fulniô,dialect,,fuln1247,,,,,,
,fuls1238,Fulse,dialect,,koro1298,,,,,,
fum,fumm1238,Fum,language,established,uncl1480,6.66524,11.1087,fum,fum,,
,funa1237,Funai,dialect,,helo1243,,,,,,
,fund1238,Fundi,dialect,,swah1253,,,,,,
ula,fung1245,Fungwa,language,established,shir1275,10.5021,6.59138,ula,ula,,
,fung1246,Fungwe,dialect,,tumb1250,,,,,,
,fung1247,Fungom,dialect,,mmen1238,,,,,,
,fura1235,Furan,family,established,,,,,,,
fvr,furr1244,Fur,language,established,fura1235,12.0455,23.6401,fvr,fvr,,fur
,furs1241,Fursum,dialect,,miya1266,,,,,,
,furu1238,Furupagha,dialect,,izon1238,,,,,,
fuu,furu1242,Furu,language,established,barh1234,4.485,20.6448,fuu,fuu,,bgr
fut,futu1245,Futuna-Aniwa,language,established,mele1252,-19.5303,170.215,fut,fut,,fut
,fuum1238,Fuumu,dialect,,teke1274,,,,,,
fuy,fuyu1242,Fuyug,language,established,goil1242,-8.6371,147.312,fuy,fuy,,
,fuzh1239,Fuzhou,dialect,,mind1253,,,,,,
fwa,fwai1237,Fwâi,language,established,hyen1234,-20.6873,164.901,fwa,fwa,,poa
fwe,fwee1238,Fwe,language,established,zamb1244,-17.7237,24.4315,fwe,fwe,,
pym,fyam1238,Fyam,language,established,horo1248,9.59006,9.22293,pym,pym,,fye
,fyer1240,Fyer-Tambas,family,established,west2716,,,,,,
fie,fyer1241,Fyer,language,established,fyer1240,9.49936,9.29503,fie,fie,,
gaa,gaaa1244,Ga,language,established,gada1257,5.65488,-0.18598,gaa,gaa,,ga
ttb,gaaa1245,Gaa,language,established,tiba1234,8.4809,11.9603,ttb,ttb,,
,gaak1238,G||aakhwe,dialect,,gana1274,,,,,,
,gaal1238,Gaalpu,dialect,,dhan1270,,,,,,
tbi,gaam1241,Gaam,language,established,east2386,11.4674,33.9797,tbi,tbi,,igs
gqa,gaan1243,Ga'anda,language,established,east2649,10.2955,12.6479,gqa,gqa,,gnd
,gabi1241,Gabiano,dialect,,niks1238,,,,,,
,gabi1247,Gabin,dialect,,gaan1243,,,,,,
,gabl1238,Gablai,dialect,,kaba1292,,,,,,
gab,gabr1253,Gabri,language,established,gabr1256,9.33955,16.623,gab,gab,,
,gabr1254,Gabri-North,dialect,,toba1280,,,,,,
,gabr1255,Gabra,dialect,,bora1271,,,,,,
,gabr1256,Gabri-Kimre,family,established,east2722,,,,,,
,gabu1246,Gabu,dialect,,iged1239,,,,,,
,gabu1247,Gabula,dialect,,soga1242,,,,,,
,gach1239,Gachikolo,dialect,,halb1244,,,,,,
,gada1257,Ga-Dangme,family,established,kwav1236,,,,,,
gdg,gada1258,Ga'dang,language,established,caga1242,17.2238,121.455,gdg,gdg,,
gdk,gada1262,Gadang,language,established,east2644,10.425,16.997,gdk,gdk,,
gbk,gadd1242,Gaddi,language,established,cham1331,32.36,76.5713,gbk,gbk,,
gad,gadd1244,Gaddang,language,established,caga1242,16.5468,121.177,gad,gad,,
,gadd1245,Gaddangic,family,established,iban1268,,,,,,
gda,gade1236,Gade Lohar,language,established,mewa1253,25.8583,78.2187,gda,gda,,
ged,gade1242,Gade,language,established,nupo1239,8.71139,7.49869,ged,ged,,gad
,gadi1238,Gadi Chameali,dialect,,cham1307,,,,,,
gdh,gadj1243,Gadjerawang,language,established,jarr1235,-15.4786,129.156,gdh,gdh,,
,gadj1244,Gadjira,dialect,,dard1243,,,,,,
,gads1256,Gadschkene,dialect,,sint1235,,,,,,
gaj,gads1258,Gadsup,language,established,gads1260,-6.31631,145.997,gaj,gaj,,gds
,gads1260,Gadsup-Agarabi,family,established,gauw1235,,,,,,
,gady1241,Gadyri,dialect,,cham1309,,,,,,
,gady1242,Gadyaga,dialect,,soni1259,,,,,,
,gaee1238,Gae,dialect,,ghar1239,,,,,,
,gaen1235,Gaena-Korafe,family,established,coas1297,,,,,,
gft,gafa1240,Gafat,language,established,ngro1237,11.5764,39.5605,gft,gft,,
gag,gaga1249,Gagauz,language,established,west2406,44.5988,28.0277,gag,gag,,gag
,gaga1250,Gagatl,dialect,,andi1255,,,,,,
gbu,gaga1251,Gagadu,language,established,,-12.5176,132.643,gbu,gbu,,gaa
btg,gagn1235,Gagnoa Bété,language,established,east2416,6.10051,-5.9701,btg,btg,,
ggu,gagu1242,Gagu,language,established,beng1285,6.40859,-5.51851,ggu,ggu,,
,gaho1238,Gahore,dialect,,bagh1251,,,,,,
bfu,gahr1239,Gahri,language,established,tibe1275,32.2168,77.9596,bfu,bfu,,ghr
,gahu1246,Gahuku,family,established,nucl1760,,,,,,
,gaik1241,Gaika,dialect,,xhos1239,,,,,,
gbf,gaik1242,Gaikundi,language,established,bund1258,-4.01718,143.139,gbf,gbf,,
gic,gail1235,Gail,language,established,uncl1493,-28.77,26.895,gic,gic,,
gcn,gain1243,Gaina,language,established,gaen1235,-9.14409,148.59,gcn,gcn,,
,gair1238,Gairen,dialect,,maiw1251,,,,,,
,gaji1238,Gajili,dialect,,kuni1267,,,,,,
,gajo1239,Gajol,dialect,,balk1254,,,,,,
,gakv1238,Gakvari,dialect,,cham1309,,,,,,
xga,gala1252,Galatian,language,established,tran1289,,,xga,xga,,
,gala1253,Galaba,dialect,,mono1270,,,,,,
,gala1254,Galamjina,dialect,,jibu1239,,,,,,
,gala1262,Gala,dialect,,ajaw1236,,,,,,
,gala1263,Gala,dialect,,miya1266,,,,,,
glo,gala1264,Galambu,language,established,gala1265,10.1258,10.2542,glo,glo,,
,gala1265,Galambu-Bele,family,established,nucl1735,,,,,,
,gale1256,Galeshi,dialect,,gila1241,,,,,,
gar,gale1257,Galeya,language,established,bose1238,-9.54137,150.836,gar,gar,,
,gale1258,Galeg,dialect,,awad1244,,,,,,
gbi,gale1259,Galela,language,established,gale1261,2.31461,128.44,gbi,gbi,,gll
,gale1260,Galera,dialect,,sout2994,,,,,,
