soc_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v1001,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
Ei11,0,2,1,2,5,2,1,2,2,8,2,1,8,9,11,3,9,6,3,1,1,9,9,6,4,5,2,8,3,6,7,2,3,1,2,0,0,1,5,1,7,1,6,1,1,6,0,6,9,1,0,1,1,0,4,3,9,0,9,10,9,0,9,9,0,9,2,9,1,9,1,1,6,5,7,4,7,4,4,5,4,3,8,8,0,0,0,0,0
Na26,1,4,5,0,0,2,1,7,6,9,1,1,10,2,6,3,9,1,1,6,6,9,9,7,8,15,9,5,1,1,7,0,3,1,1,5,0,1,3,1,1,1,2,3,9,9,6,9,3,1,6,1,1,9,9,10,10,9,10,9,9,9,9,9,10,10,4,9,1,9,1,1,1,1,1,9,1,9,2,5,1,3,8,4,0,0,0,0,0
Aa3,1,3,1,5,0,4,1,2,2,9,1,1,8,9,11,6,1,4,4,1,1,9,9,1,3,15,9,5,1,1,1,3,2,2,1,8,3,1,2,1,7,2,4,1,1,9,5,6,9,3,6,1,1,3,9,9,10,9,9,10,9,9,9,9,9,10,2,9,1,9,1,1,1,1,1,9,7,4,4,2,2,11,2,7,0,0,0,0,0
Ie11,1,1,0,1,7,4,1,6,2,8,2,1,8,9,11,6,1,5,5,1,1,9,9,11,6,15,9,5,5,5,5,4,3,1,2,4,6,1,2,1,2,1,7,1,9,9,9,9,9,1,3,1,9,5,5,10,10,10,10,10,9,9,9,9,9,9,1,2,1,9,1,1,7,5,7,1,7,2,4,3,2,4,1,8,0,0,0,0,0
Nb2,1,3,6,0,0,4,1,8,2,10,2,1,10,9,11,4,9,1,1,1,1,2,9,7,8,15,9,4,1,1,3,2,3,1,1,5,3,1,1,1,1,1,2,6,9,6,5,9,1,1,6,1,2,9,9,10,9,9,10,3,9,9,9,9,10,10,2,9,1,9,4,2,5,5,1,9,1,9,2,5,2,3,8,3,5,2,7,8,7
Nb3,3,2,5,0,0,4,1,7,2,12,2,1,12,3,9,4,9,1,1,1,1,4,2,12,5,11,5,4,1,1,7,0,3,2,0,5,4,1,1,1,1,1,2,5,9,6,0,9,1,1,6,1,2,9,9,10,9,0,10,9,9,9,9,9,10,10,4,9,1,9,4,2,1,1,0,0,7,4,2,5,1,3,8,3,0,0,0,0,0
Nb15,3,2,5,0,0,4,1,8,6,12,2,1,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,2,3,3,1,1,5,0,1,1,1,1,1,2,6,9,6,6,9,1,1,6,1,1,9,9,10,9,9,10,9,9,9,9,9,10,10,4,9,1,9,4,3,0,0,0,0,0,0,2,5,2,3,8,3,5,2,7,6,7
Nb17,3,2,5,0,0,4,1,8,6,12,2,1,12,3,9,3,9,1,1,1,1,2,9,12,5,15,9,4,1,1,3,1,3,1,1,5,0,1,0,1,1,1,2,6,9,6,1,9,1,1,5,1,2,9,9,10,9,9,10,3,9,9,9,9,10,10,2,9,1,9,2,3,5,5,0,0,1,9,3,5,2,3,8,3,5,2,7,6,3
Nb22,1,3,6,0,0,4,1,7,2,1,2,3,1,9,11,6,1,1,1,6,6,9,9,9,4,6,3,1,1,1,3,4,3,1,1,5,2,1,3,1,1,1,2,3,9,6,6,9,1,1,6,1,1,9,9,10,9,9,10,9,9,9,9,9,10,10,4,9,1,9,4,3,2,3,0,0,2,4,3,5,1,3,8,3,2,2,11,4,4
Nb24,2,2,6,0,0,4,1,7,2,10,2,1,10,9,11,4,9,1,1,1,1,4,9,7,8,15,9,4,1,1,3,3,3,1,1,5,0,1,1,1,1,1,2,5,9,6,6,9,1,1,6,1,1,9,9,10,9,9,10,9,9,9,9,9,10,10,4,9,1,9,4,3,1,1,1,9,5,1,0,5,2,3,6,3,0,0,0,0,0
Nc4,4,3,3,0,0,4,1,7,3,9,1,1,10,9,11,4,9,1,1,1,1,1,9,7,8,15,9,3,1,1,2,2,2,1,1,5,2,1,1,1,1,1,1,6,9,9,1,9,1,1,6,1,1,9,9,10,10,9,10,9,9,9,9,9,10,10,2,9,1,9,1,1,1,1,7,4,7,1,2,5,1,11,9,9,2,1,11,4,9
Nc8,3,2,5,0,0,4,1,7,2,12,2,1,12,3,9,3,9,1,1,1,1,1,9,7,8,15,9,4,1,1,2,1,3,1,1,5,3,1,1,1,1,1,2,6,9,9,6,9,2,2,6,1,2,9,9,10,10,9,10,9,9,9,9,9,10,10,2,9,1,9,2,3,7,5,1,9,1,9,2,2,1,11,9,9,2,2,11,2,7
Ne13,2,8,0,0,0,4,1,5,3,10,2,1,10,2,6,4,9,1,1,1,1,1,9,8,7,15,9,4,1,1,1,3,2,2,2,5,2,1,1,1,4,1,3,6,9,9,6,9,9,6,6,1,9,1,9,10,10,9,10,10,9,9,9,10,9,10,2,9,1,9,1,1,7,5,1,9,7,1,4,2,2,11,4,5,0,0,0,0,0
Ne18,2,8,0,0,0,4,1,5,3,10,2,1,10,2,6,4,9,1,1,1,1,1,9,8,7,15,9,4,1,1,1,4,2,2,2,5,0,1,1,1,4,1,3,6,9,9,6,9,9,6,6,1,9,1,9,10,10,9,10,10,9,9,9,10,9,10,2,9,1,9,1,1,7,5,1,9,7,1,4,2,2,11,4,5,0,0,0,0,0
Sg4,2,7,1,0,0,4,1,7,2,10,2,1,10,9,11,3,9,1,1,1,1,1,9,10,1,15,9,0,1,1,1,2,3,1,2,5,4,1,1,1,4,1,3,6,1,6,6,8,9,6,4,1,0,1,9,9,9,9,9,10,9,9,9,0,9,10,1,9,1,9,2,3,1,1,1,9,0,0,3,1,2,11,5,5,0,0,0,0,0
Ie38,0,0,0,1,9,4,1,5,5,10,2,1,10,2,6,3,9,6,6,1,1,9,9,1,3,15,9,6,4,5,6,4,3,2,1,2,6,1,2,1,2,1,6,1,9,9,9,9,9,1,4,1,9,4,3,10,10,10,10,9,9,9,10,9,9,9,1,9,1,9,1,1,5,5,5,1,5,1,3,2,2,3,2,8,5,2,3,8,8
Aa5,3,7,0,0,0,5,1,2,2,12,2,1,12,3,9,4,9,1,1,1,1,1,9,12,5,15,9,4,1,1,1,3,2,1,1,2,5,6,4,1,1,1,3,6,9,9,9,9,9,6,6,2,9,9,9,10,10,10,10,10,9,9,9,10,10,10,1,9,1,9,1,1,9,9,1,9,7,0,6,2,2,11,2,8,0,0,0,0,0
Ie18,2,1,1,0,6,5,1,7,2,12,2,1,12,3,9,2,9,3,3,1,1,2,9,7,8,15,9,4,5,5,5,4,4,1,0,5,3,1,5,1,2,1,7,7,9,9,9,9,1,0,3,1,5,0,2,10,10,10,10,9,0,9,9,9,0,9,1,9,1,9,1,1,0,0,7,1,1,9,3,2,2,11,3,8,5,2,8,8,8
Ie26,1,2,0,1,6,5,1,2,2,8,2,1,8,9,11,2,9,3,3,1,1,9,9,11,6,10,5,5,4,5,7,3,4,1,0,0,5,1,5,1,2,1,6,1,9,9,9,9,9,0,0,1,0,0,2,10,10,10,10,10,0,0,9,0,0,9,1,9,1,9,1,1,7,5,7,1,0,0,0,2,2,11,3,8,0,0,0,0,0
Ih3,1,0,1,1,7,5,1,2,2,8,2,1,8,9,11,2,9,4,4,6,6,9,9,7,8,15,9,5,4,5,7,2,3,1,1,2,5,4,5,1,2,1,6,2,9,9,0,9,8,0,0,0,0,1,0,10,10,0,10,9,0,0,0,0,9,0,2,9,1,9,1,1,9,9,1,9,6,4,2,5,2,3,8,8,5,3,3,8,8
Ae1,1,1,1,1,6,5,1,5,5,8,2,1,8,3,1,6,1,4,4,1,1,9,9,7,8,15,9,6,3,4,6,3,3,1,1,0,0,1,1,1,3,1,6,1,1,9,0,6,9,1,0,1,1,1,5,3,10,0,9,10,9,0,9,9,9,9,1,9,3,9,1,1,9,9,7,4,7,1,6,2,2,11,3,8,5,2,2,0,8
Ae51,1,1,0,1,7,5,1,5,5,8,2,1,8,9,11,6,1,3,3,1,1,9,9,0,0,0,0,0,3,5,5,0,2,1,2,0,0,6,0,1,3,1,6,1,1,9,0,6,0,3,0,1,4,3,5,3,10,0,9,0,9,0,9,9,9,9,1,9,1,9,4,3,1,1,7,1,7,1,0,6,2,2,8,7,0,0,0,0,0
Ai1,0,2,0,1,7,5,1,4,4,8,2,1,8,9,11,6,1,3,3,1,1,9,9,8,7,15,9,6,3,6,5,0,3,1,2,0,0,6,0,1,3,1,6,1,1,9,0,6,0,0,0,1,5,0,5,3,10,0,9,0,0,0,9,9,0,9,1,9,1,9,2,3,1,2,7,4,6,1,0,2,2,9,4,8,0,0,0,0,0
Ae33,0,1,1,1,7,5,1,8,5,8,2,1,8,9,11,6,2,4,3,1,1,9,9,0,0,0,0,0,3,4,7,0,3,3,0,0,0,1,0,1,3,1,6,1,1,9,0,8,0,2,0,1,3,0,5,3,10,0,9,0,9,0,9,9,0,9,1,9,3,9,0,0,1,1,6,1,6,1,0,5,2,8,8,8,5,2,2,9,8
Ee4,0,0,0,4,6,7,1,6,7,8,2,1,8,9,11,3,9,4,4,1,1,9,9,13,2,15,9,3,6,6,7,7,3,5,1,0,0,1,0,3,7,2,7,1,1,1,8,0,8,0,9,1,1,3,4,3,3,9,0,9,0,10,9,3,9,9,5,9,0,0,3,3,6,5,7,2,7,2,0,5,2,1,7,9,0,0,0,0,0
Ea13,0,0,0,2,8,7,1,7,1,7,1,1,8,9,11,2,9,4,1,1,1,9,9,10,1,9,2,2,5,6,8,8,4,5,4,0,0,1,1,3,7,2,7,1,2,3,0,3,9,1,9,1,1,2,1,3,3,0,3,10,9,10,3,3,9,9,4,9,4,9,1,1,1,1,7,1,7,1,2,6,2,2,7,2,6,2,1,7,2
Af2,0,0,0,1,9,1,2,8,5,8,2,1,8,9,11,5,9,4,3,1,1,9,9,6,4,5,2,4,3,6,7,3,4,2,0,0,0,6,2,1,7,1,6,1,1,9,0,6,0,0,9,1,2,2,4,3,10,0,9,0,0,10,9,9,9,9,1,9,1,9,4,2,0,0,7,1,7,1,0,2,3,9,4,8,0,0,0,0,0
Sc18,0,1,1,0,8,6,2,8,4,5,2,3,5,3,1,6,1,1,1,4,4,9,9,12,5,11,5,4,3,5,3,3,3,2,2,6,3,1,2,1,1,1,6,3,9,9,9,9,1,1,4,1,2,9,5,10,10,10,10,9,9,9,9,9,10,9,1,9,1,9,1,1,2,4,1,9,3,1,3,5,2,3,8,8,0,0,0,0,0
Eg13,1,2,1,1,5,1,2,7,2,8,2,1,8,9,11,3,9,5,5,1,1,9,9,1,3,1,1,5,3,6,7,0,3,0,2,2,6,1,5,3,7,1,6,1,9,9,0,9,9,2,5,1,1,3,2,10,10,0,10,10,9,9,9,9,9,9,1,9,1,9,1,1,0,0,0,0,0,0,6,5,2,2,8,8,0,0,0,0,0
Ei2,1,1,1,2,5,1,2,4,6,9,1,1,8,2,6,2,9,5,4,1,1,9,9,6,4,5,2,6,3,6,7,0,3,1,1,2,0,1,5,1,7,1,6,1,1,6,9,6,0,1,9,1,1,1,2,3,9,10,9,0,9,10,9,9,9,9,2,9,1,9,4,2,1,2,7,1,7,1,0,5,3,3,8,8,0,0,0,0,0
Ej1,1,2,0,2,5,1,2,2,2,9,1,1,8,2,6,2,9,4,4,1,1,9,9,6,4,5,2,6,3,6,7,2,3,1,1,0,0,1,5,1,7,1,6,1,9,9,0,9,0,2,6,1,1,3,4,10,10,0,10,0,9,9,9,9,9,9,2,9,1,9,1,1,1,1,1,9,7,1,6,5,4,3,6,3,0,0,0,0,0
Ia4,0,0,0,1,9,1,2,2,2,9,1,2,2,2,6,3,9,1,1,1,1,2,9,10,1,15,9,4,3,6,5,1,2,1,1,0,0,1,1,1,2,1,6,6,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,9,9,9,0,9,1,9,1,9,1,1,9,9,1,9,5,1,0,5,4,8,8,8,0,0,0,0,0
Ic6,1,1,2,1,5,1,2,7,2,9,1,1,8,9,11,3,9,3,3,1,1,9,9,1,3,2,2,4,3,5,7,0,3,2,0,0,0,1,2,1,2,1,6,1,1,8,0,8,8,0,1,1,1,5,5,3,9,0,9,9,0,9,9,9,9,9,4,9,1,9,2,2,1,1,7,1,7,1,0,5,4,10,8,8,0,0,0,0,0
Id3,5,3,2,0,0,1,2,7,6,12,2,1,12,3,9,3,9,1,1,5,5,9,9,12,5,11,5,5,1,1,1,3,3,1,2,2,0,1,4,1,1,1,1,3,9,9,0,9,1,0,6,1,3,9,9,10,10,0,10,9,0,9,9,9,10,10,1,9,1,9,1,1,1,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0
Ae10,0,1,0,3,6,1,8,5,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,1,3,15,9,5,5,6,5,3,3,4,2,6,6,1,1,1,7,2,7,1,1,9,1,6,1,1,3,1,1,1,5,3,10,9,9,9,9,9,3,9,9,9,5,9,3,9,2,2,1,1,7,1,7,1,2,2,2,11,3,8,0,0,0,0,0
Ih7,1,0,3,1,5,1,2,8,5,8,2,1,8,9,11,6,1,3,3,1,1,9,9,7,8,15,9,4,4,5,7,0,3,2,0,0,0,0,5,1,2,1,6,1,9,9,0,0,8,1,2,9,2,0,6,10,10,0,0,9,9,9,10,9,0,9,4,9,1,9,3,2,1,1,7,1,7,1,0,2,2,11,3,8,0,0,0,0,0
Na19,2,4,4,0,0,1,2,7,3,9,1,3,5,1,10,3,9,1,1,5,5,9,9,1,3,1,1,5,1,1,3,4,3,1,3,5,3,1,1,1,1,1,8,3,9,6,5,9,8,0,6,2,2,9,9,10,9,9,10,9,0,9,9,9,10,10,4,9,1,9,4,3,9,9,1,9,0,0,0,5,2,11,8,7,2,1,11,4,7
Nc10,3,4,3,0,0,1,2,7,6,9,1,1,12,3,9,3,9,1,1,1,1,1,9,7,8,15,9,0,1,1,2,0,3,1,0,5,3,1,1,1,1,1,3,6,9,9,1,9,8,2,6,1,2,9,9,10,10,9,10,9,9,9,9,9,10,10,2,9,1,9,1,1,1,1,0,0,1,9,4,5,1,11,4,4,2,2,11,2,7
Ne11,2,7,1,0,0,1,2,5,3,12,2,1,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,5,1,1,1,4,2,1,2,5,6,1,0,1,4,1,3,6,9,9,6,9,8,6,6,1,1,1,9,10,10,9,10,9,9,9,9,9,9,10,1,9,1,9,1,1,7,5,1,9,1,9,3,2,2,11,4,5,0,0,0,0,0
Nf11,0,5,1,0,4,1,2,2,2,9,1,1,8,3,9,0,0,4,4,1,1,9,9,8,7,15,9,6,3,6,3,0,3,1,0,5,0,1,1,1,4,1,3,1,9,9,6,6,0,1,0,1,1,1,5,10,10,9,9,0,9,0,9,9,9,9,4,9,1,9,1,1,0,0,0,0,7,1,0,2,1,3,2,9,2,2,11,4,5
Sc6,1,2,2,0,5,1,2,5,5,1,2,3,1,3,9,2,9,1,1,4,4,9,9,13,2,15,9,4,3,5,7,0,3,3,0,0,0,1,0,1,1,1,6,3,9,0,0,0,8,0,4,1,1,9,5,10,0,0,0,9,0,9,9,9,10,9,1,9,1,9,1,1,2,4,0,0,3,1,0,5,2,7,8,8,0,0,0,0,0
Ad11,0,1,0,3,6,1,2,5,5,9,1,2,6,3,9,3,9,4,4,1,1,2,9,1,3,15,9,5,6,6,7,0,2,3,4,0,5,1,5,1,7,2,7,7,1,9,0,6,1,1,5,1,1,1,5,3,10,0,9,9,9,9,9,9,9,9,4,9,1,9,4,2,3,5,7,1,7,1,0,5,2,7,8,8,5,2,0,7,9
Ad14,0,1,1,1,7,1,2,2,2,5,2,3,5,3,1,2,9,1,1,4,4,9,9,1,3,2,2,1,3,6,6,0,3,1,2,0,4,6,0,1,3,1,6,3,1,9,0,6,0,3,0,0,0,0,4,3,10,0,9,0,9,0,0,0,0,9,1,9,2,9,3,2,2,3,2,1,5,1,6,5,2,3,8,8,5,2,0,8,8
Ad15,0,1,0,1,8,1,2,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,1,3,1,1,0,3,6,7,3,2,3,2,0,0,1,0,1,3,1,6,1,1,8,0,0,0,0,0,1,0,1,4,3,9,0,0,0,0,0,9,0,9,9,4,9,1,9,2,2,1,2,6,4,6,4,0,2,2,0,4,8,5,2,9,0,0
Ad17,0,1,1,2,6,1,2,5,5,8,2,1,8,2,6,4,9,4,4,1,1,9,9,0,0,0,0,0,3,6,7,0,2,2,2,0,0,1,5,1,7,2,6,1,1,1,0,6,0,2,6,1,0,1,4,3,9,0,9,0,9,9,9,0,9,9,4,9,1,9,2,3,1,1,6,1,6,1,4,2,2,9,4,8,0,0,0,0,0
Ad19,0,0,3,1,6,1,2,5,5,8,2,1,8,9,11,0,0,4,3,1,1,9,9,8,7,15,9,5,3,6,7,3,2,3,2,0,0,1,5,1,7,2,6,1,1,1,0,6,0,1,0,1,2,2,5,3,9,0,9,0,9,0,9,9,9,9,4,9,1,9,3,2,6,5,0,0,0,0,0,5,2,9,8,8,2,2,2,4,8
Af1,0,2,1,2,5,1,2,5,5,8,2,1,8,3,9,2,9,5,5,1,1,9,9,13,2,15,9,2,3,5,7,7,3,4,1,8,4,7,2,1,3,1,6,1,1,1,8,6,8,0,9,1,1,4,5,3,3,9,3,9,0,10,9,9,9,9,4,5,1,9,4,3,1,1,7,4,7,4,2,5,2,9,9,8,0,0,0,0,0
Af15,1,1,1,1,6,1,2,4,6,8,2,1,8,3,9,2,9,4,3,1,1,9,9,6,4,15,9,0,3,6,7,4,3,2,2,8,0,6,5,1,7,1,6,1,1,1,0,6,9,2,1,1,5,0,5,3,9,0,9,10,9,9,9,9,0,9,2,9,1,9,4,3,6,5,7,4,7,4,6,2,2,2,4,8,5,2,2,8,8
Ca8,0,0,0,4,6,1,8,7,0,8,2,1,8,9,11,6,1,5,5,1,1,9,9,0,0,0,0,2,6,5,7,0,3,1,2,0,0,5,0,1,7,2,7,1,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,3,0,0,9,0,0,2,9,0,0,0,0,7,4,7,4,0,2,2,3,4,8,0,0,0,0,0
Af20,0,1,2,1,6,1,2,7,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,2,3,5,6,5,4,2,2,0,0,3,1,1,7,1,6,1,0,1,0,8,0,0,0,1,2,1,5,0,9,0,9,0,0,0,9,9,9,9,2,9,1,9,3,3,1,1,7,4,7,4,0,6,2,2,8,8,0,0,0,0,0
Af6,0,0,1,1,8,1,2,8,5,8,2,1,8,9,11,2,9,4,4,1,1,2,9,8,7,15,9,4,3,5,7,8,4,4,2,0,6,3,1,1,3,1,6,7,1,3,8,6,0,1,6,9,0,6,2,3,9,9,9,0,9,9,10,0,9,9,5,4,1,9,2,2,1,2,6,1,6,1,3,6,2,9,8,8,0,0,0,0,0
Af23,1,0,2,1,6,1,2,7,5,8,2,1,8,9,11,2,9,3,1,4,4,9,9,13,2,14,3,0,5,5,7,6,4,2,1,0,4,2,2,1,7,1,7,2,1,9,9,6,0,2,0,0,2,0,5,3,10,10,9,0,9,0,0,9,0,9,2,9,1,9,4,2,9,9,0,0,0,0,2,5,3,9,8,8,0,0,0,0,0
Af25,1,0,3,1,5,1,2,8,6,8,2,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,4,3,5,8,0,4,2,2,0,6,4,1,1,3,1,6,1,1,9,0,8,1,0,1,1,1,0,5,3,10,0,9,9,0,9,9,9,0,9,2,9,1,9,4,2,4,5,7,4,0,0,0,6,2,2,8,8,0,0,0,0,0
Af32,0,1,0,1,8,1,2,8,6,8,2,1,8,9,11,2,9,4,4,1,1,9,9,8,7,15,9,4,3,5,7,7,4,3,2,0,0,10,0,1,3,1,6,1,1,3,0,6,0,0,0,1,0,6,2,3,9,0,9,0,0,0,9,0,9,9,4,9,1,9,4,2,0,0,7,1,6,1,0,5,2,9,8,8,0,0,0,0,0
Af36,0,1,2,1,6,1,2,8,6,7,1,1,8,9,11,2,9,4,3,1,1,9,9,1,3,15,9,4,3,5,8,0,4,3,2,0,0,4,0,1,3,1,6,1,1,1,0,6,8,0,0,1,1,0,4,3,9,0,9,9,0,0,9,9,0,9,4,9,1,9,3,2,6,5,7,4,3,4,6,5,2,2,8,8,0,0,0,0,0
Af57,0,0,2,2,6,1,2,7,6,8,2,1,8,3,1,6,1,4,3,1,1,9,9,8,7,15,9,3,3,6,8,0,3,3,2,0,6,6,0,1,7,1,6,1,1,1,1,6,0,0,0,1,5,0,3,3,9,3,9,0,0,0,3,9,0,9,0,0,1,9,3,2,0,0,6,4,7,1,0,2,2,2,4,8,0,0,0,0,0
Ag1,2,0,1,2,5,1,2,8,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,1,3,2,2,5,5,6,7,7,4,2,1,0,6,6,0,1,7,2,7,1,1,1,1,6,1,2,5,1,2,3,2,3,9,3,3,9,9,9,9,9,9,9,4,9,2,9,4,2,1,2,6,4,6,4,0,6,2,9,7,9,2,2,9,4,8
Ag19,1,0,3,2,4,1,2,8,6,8,2,1,8,9,11,0,0,3,3,1,1,9,9,8,7,15,9,0,3,6,7,0,3,2,0,0,0,6,0,1,7,2,6,1,0,0,0,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,9,9,9,9,1,9,1,9,1,1,1,2,6,4,6,4,6,3,2,2,9,8,0,0,0,0,0
Ag22,1,0,2,2,5,1,2,8,5,8,2,1,8,3,1,3,9,2,2,4,4,9,9,1,3,15,9,0,3,6,5,0,3,3,0,0,0,0,2,1,7,2,6,2,1,1,1,0,8,0,0,1,3,3,2,3,3,3,0,9,0,0,9,9,9,9,4,5,2,9,4,2,1,2,3,4,7,1,6,2,2,7,4,8,0,0,0,0,0
Ag31,1,1,0,2,6,1,2,8,6,8,2,1,8,9,11,2,9,3,3,1,1,9,9,0,0,0,0,0,3,6,7,0,4,3,0,0,0,6,0,1,3,1,6,1,1,1,0,6,0,0,0,1,0,0,2,3,9,0,3,0,0,0,9,0,0,9,1,9,2,9,4,3,1,2,6,4,6,4,2,5,2,9,7,9,0,0,0,0,0
Ag32,2,0,0,1,7,1,2,8,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,1,3,15,9,0,6,6,7,0,4,2,0,0,0,3,0,1,3,1,7,1,1,0,1,6,0,0,6,1,1,0,2,3,0,3,9,0,0,9,9,9,0,9,1,9,2,9,4,3,0,0,6,4,6,4,6,2,2,9,4,8,5,2,9,7,9
Ag4,1,0,0,2,7,1,2,7,5,8,2,1,8,2,6,6,1,4,4,2,2,9,9,7,8,15,9,4,5,6,5,5,4,1,1,5,6,1,1,1,7,2,7,2,1,9,1,6,9,2,6,1,2,2,2,3,10,9,9,10,9,9,9,9,9,9,2,9,1,9,2,2,4,5,6,4,6,4,4,2,2,9,4,8,2,2,9,7,9
Ag41,0,0,0,3,7,1,2,8,6,8,2,1,8,9,11,6,1,4,4,2,2,9,9,8,7,15,9,4,5,6,5,0,3,1,2,0,6,1,0,1,7,2,7,2,1,0,1,6,0,2,0,0,0,0,2,3,0,9,9,0,9,0,0,0,0,9,1,9,1,9,0,0,1,2,0,0,0,0,0,2,2,9,4,8,0,0,0,0,0
Ag48,0,1,0,2,7,1,2,8,6,8,2,1,8,9,11,6,1,4,4,1,1,9,9,0,0,0,0,0,5,5,7,0,3,2,0,0,6,1,0,1,7,2,7,1,1,1,0,6,0,1,0,1,1,0,2,3,3,0,9,0,9,0,9,9,0,9,1,9,1,9,4,3,4,5,7,1,7,1,6,2,2,9,4,8,0,0,0,0,0
Ag5,1,1,1,1,6,1,2,8,5,8,2,1,8,3,1,6,1,4,4,6,3,9,9,1,3,3,3,1,3,6,5,3,4,1,2,0,6,1,1,1,7,1,6,2,1,1,8,6,0,3,6,1,4,1,2,9,9,9,9,0,9,9,9,9,9,9,1,9,0,0,2,2,0,0,6,4,3,4,0,6,2,9,7,9,0,0,0,0,0
Ag6,0,0,0,5,5,1,2,5,5,8,2,1,8,9,11,2,9,3,1,1,1,9,9,10,1,8,1,5,3,6,8,0,4,3,4,0,0,6,2,1,7,2,8,1,1,0,0,0,0,0,9,9,9,3,2,3,0,0,0,0,0,10,10,10,9,9,4,9,2,9,3,2,0,0,6,4,7,1,6,2,2,9,4,8,2,2,11,3,8
Ag7,1,0,6,0,3,1,2,8,6,8,2,1,8,9,11,0,0,3,1,1,1,9,9,10,1,15,9,0,6,6,3,0,4,2,4,0,0,6,5,1,1,1,2,1,0,0,0,0,0,0,9,9,1,9,2,0,0,0,0,0,0,10,10,9,10,9,1,9,2,9,3,2,0,0,6,4,4,1,0,6,2,9,7,9,2,2,11,2,8
Ag9,1,1,1,1,6,1,2,8,5,8,2,1,8,9,11,3,9,4,3,1,1,9,9,1,3,15,9,5,3,6,7,0,3,2,0,0,0,6,2,1,7,1,6,1,1,0,1,0,1,0,6,1,1,1,2,3,0,3,0,3,0,9,9,9,9,9,4,9,2,9,4,2,1,2,6,4,6,4,0,2,2,9,4,8,0,0,0,0,0
Ah14,0,0,1,2,7,1,2,5,5,8,2,1,8,9,11,2,9,4,4,1,1,9,9,0,0,0,0,0,5,6,5,0,0,0,2,2,6,1,2,1,3,1,7,1,1,8,8,8,0,0,0,1,0,0,0,3,9,9,9,0,0,0,9,0,0,0,1,9,1,9,3,2,0,0,6,1,6,1,2,2,2,7,4,8,0,0,0,0,0
Ah15,0,0,3,2,5,1,2,7,5,8,2,1,8,9,11,3,9,4,3,1,1,9,9,8,7,15,9,4,5,6,7,0,3,3,0,0,6,5,0,1,3,1,7,1,1,9,0,9,1,0,0,1,1,0,2,9,10,0,10,9,0,0,9,9,0,9,2,9,1,9,0,0,4,5,6,4,6,4,6,2,2,9,4,8,5,4,2,0,8
Ah30,0,0,0,3,7,1,2,8,5,9,1,3,1,1,10,2,9,1,1,4,3,9,9,8,7,15,9,1,5,6,6,0,3,1,0,0,0,1,3,1,7,1,7,3,1,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,9,0,9,9,1,9,1,9,0,0,9,9,3,4,3,4,0,2,2,9,4,8,0,0,0,0,0
Ah31,0,1,0,2,7,1,2,8,5,9,1,1,8,3,1,2,9,4,3,1,1,9,9,8,7,15,9,4,5,6,7,4,4,2,0,0,0,1,0,1,7,1,7,1,1,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,9,0,0,9,1,9,1,9,3,3,1,2,7,4,6,4,1,2,2,7,4,8,0,0,0,0,0
Ah33,0,1,0,3,6,1,2,7,5,9,1,1,8,9,11,2,9,4,3,1,1,9,9,8,7,15,9,4,5,6,6,0,4,2,0,0,0,1,0,1,7,1,7,1,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,9,0,0,9,1,9,1,9,3,3,0,0,6,4,6,4,0,2,2,7,4,8,2,2,9,4,8
Ah39,0,0,0,2,8,1,2,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,0,0,0,0,0,5,6,7,3,2,2,2,0,0,1,1,1,7,2,7,1,1,9,8,6,9,1,6,1,0,1,4,3,10,9,9,10,9,9,9,0,1,9,1,9,1,9,1,1,6,5,7,1,7,1,2,2,2,1,4,8,0,0,0,0,0
Ai12,1,1,0,2,6,1,2,5,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,0,3,6,6,0,4,1,2,0,5,1,2,1,3,1,6,1,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,9,0,1,9,1,9,1,9,3,2,1,2,7,3,0,0,6,2,2,9,4,8,0,0,0,0,0
