soc_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v1001,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
Ni4,2,2,6,0,0,1,8,7,1,10,2,1,10,9,11,3,9,1,1,1,1,1,9,8,7,15,9,4,1,1,2,0,3,1,0,0,0,1,1,1,1,1,2,6,9,9,0,6,9,1,0,1,0,9,9,10,10,0,9,10,9,0,9,0,10,10,1,9,1,9,1,1,0,0,1,9,1,9,0,5,2,11,1,8,0,0,0,0,0
Sb5,3,1,6,0,0,1,8,2,2,2,2,2,2,2,6,1,9,1,1,1,1,1,9,8,7,15,9,4,1,1,7,0,2,1,2,0,0,1,1,1,1,1,2,6,9,0,0,8,8,0,0,0,0,9,9,10,0,0,9,9,0,0,0,0,10,10,1,9,1,9,1,1,0,0,0,0,0,0,6,5,4,7,8,8,0,0,0,0,0
Sb6,0,1,1,7,1,1,8,7,5,9,1,3,1,9,11,3,9,1,1,4,3,9,9,13,2,15,9,1,2,6,1,1,3,1,3,2,3,1,0,1,7,2,4,3,9,6,1,6,9,1,6,1,1,3,6,10,9,9,9,10,9,9,9,9,9,9,2,9,1,9,4,3,2,3,0,0,2,1,3,5,2,11,8,8,0,0,0,0,0
Sb8,1,1,2,0,6,1,8,7,2,10,2,1,10,9,11,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,7,0,2,3,2,2,0,1,0,1,1,1,7,0,9,9,9,8,1,0,0,1,1,9,5,10,10,10,9,9,0,0,9,9,10,9,4,9,1,9,3,3,2,3,0,0,2,0,6,2,2,3,4,8,5,2,3,8,8
Ad10,0,1,0,3,6,1,8,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,8,7,15,9,4,5,4,7,3,3,3,0,0,0,4,5,1,7,2,7,1,1,0,0,6,0,0,0,1,6,1,5,3,0,0,9,0,0,0,9,9,9,9,4,9,0,0,4,3,1,1,7,1,7,1,0,2,2,11,4,8,5,2,2,9,8
Ad13,0,2,0,2,6,1,8,8,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,6,4,5,2,5,3,6,5,0,3,1,2,0,0,1,1,1,7,2,6,1,1,0,1,6,1,1,9,1,1,1,5,3,0,9,9,3,9,10,9,9,9,9,1,9,1,9,2,2,0,0,7,1,7,1,2,5,2,7,8,8,5,2,0,7,9
Ad16,0,1,1,2,6,1,8,4,4,6,2,2,6,9,11,4,9,3,1,1,1,9,9,8,7,15,9,4,5,4,7,0,2,3,1,0,0,1,5,1,7,2,7,1,1,8,0,8,8,0,0,1,2,1,2,3,9,0,9,9,0,0,9,9,9,9,4,9,1,9,2,2,3,5,6,4,6,4,0,2,2,0,4,8,0,0,0,0,0
Ad20,1,1,0,1,7,1,8,5,5,9,1,1,10,3,1,4,9,1,1,1,1,4,9,7,8,15,9,5,3,6,6,2,2,3,2,0,5,1,5,1,7,2,6,5,1,8,0,6,0,1,5,1,0,2,5,3,9,0,9,0,9,9,9,0,9,9,4,9,1,9,2,3,1,1,7,1,7,1,4,2,2,2,4,8,5,2,2,7,9
Ad21,0,1,2,1,6,1,8,5,5,8,2,1,8,9,11,0,0,4,4,1,1,9,9,7,8,15,9,7,3,6,7,0,2,3,2,0,0,1,0,1,3,1,6,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,9,9,9,9,4,9,1,9,3,2,6,5,0,0,0,0,0,2,2,2,4,8,0,0,0,0,0
Ad22,0,0,0,3,7,1,8,5,5,9,1,1,10,3,1,3,9,1,1,1,1,4,9,7,8,15,9,1,5,6,5,0,3,3,2,0,0,1,5,1,7,2,7,5,1,8,0,6,0,0,5,1,0,2,5,3,9,0,9,0,0,9,9,0,9,9,4,9,1,9,3,2,3,5,7,4,0,0,6,2,2,9,4,8,0,0,0,0,0
Ad8,0,1,0,3,6,1,8,7,6,8,2,1,8,2,6,6,1,4,4,1,1,9,9,1,3,2,2,5,5,6,5,0,3,3,0,0,6,1,2,1,7,2,7,1,1,0,0,0,0,1,9,1,9,1,5,3,0,0,0,0,9,10,9,10,9,9,4,9,1,9,4,2,0,0,0,0,4,1,0,5,2,0,7,9,0,0,0,0,0
Ad9,0,1,1,2,6,1,8,5,5,8,2,1,8,2,6,6,1,4,3,1,1,9,9,7,8,15,9,4,3,4,5,0,3,2,2,0,0,7,2,1,7,2,6,1,1,9,8,5,9,0,9,1,0,2,5,3,10,9,9,10,0,10,9,0,9,9,2,9,1,9,2,2,1,2,7,1,7,1,4,2,2,2,4,8,0,0,0,0,0
Sf6,0,1,1,0,8,1,8,4,6,10,2,1,10,9,11,0,0,1,1,1,1,1,9,0,0,0,0,3,6,5,7,7,3,3,1,0,0,1,0,1,1,1,7,6,8,8,0,8,0,0,0,1,0,9,4,9,9,0,9,0,9,0,9,0,10,9,4,5,1,9,3,3,2,3,7,1,7,1,6,5,4,2,8,8,2,4,2,4,8
Sg2,1,0,1,2,6,1,8,7,5,8,2,1,8,2,6,5,9,3,3,1,1,9,9,6,4,5,2,6,5,6,6,2,4,1,3,5,4,1,1,1,7,2,7,1,1,6,5,6,1,2,6,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,2,2,1,1,7,1,7,1,4,5,2,7,9,8,5,2,2,8,8
Sh3,2,6,1,1,0,1,8,2,2,9,1,2,6,9,11,3,9,1,1,1,1,1,9,7,8,15,9,3,1,1,1,0,2,1,1,2,6,1,0,1,4,1,3,6,9,6,6,6,1,0,5,1,1,4,9,10,9,9,9,9,0,9,9,9,9,10,4,9,1,9,4,3,1,1,1,9,0,0,2,5,2,11,6,7,0,0,0,0,0
Ad24,0,1,0,4,5,1,8,7,5,8,2,1,8,2,6,6,1,4,3,1,1,9,9,1,3,2,2,5,3,6,5,5,3,2,0,0,5,6,0,1,7,2,6,1,1,0,0,6,9,0,0,1,9,1,5,3,0,0,9,10,0,0,9,10,9,9,4,9,1,9,2,3,1,1,1,9,7,4,0,6,2,9,7,9,0,0,0,0,0
Ad26,0,0,0,5,5,1,8,7,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,8,7,15,9,4,5,6,5,0,3,1,0,0,0,6,2,1,7,2,8,1,1,9,0,6,0,0,0,0,9,2,5,3,10,0,9,0,0,0,0,10,9,9,1,9,2,9,1,1,9,9,7,1,7,1,0,6,1,0,7,9,0,0,0,0,0
Ad29,0,0,2,2,6,1,8,5,5,8,2,1,8,9,11,0,0,1,1,1,1,4,9,10,1,15,9,4,3,5,7,0,2,4,4,0,0,6,0,1,7,2,6,5,1,9,9,1,1,1,0,1,3,2,4,3,10,10,9,3,3,0,9,9,9,9,4,9,0,0,4,2,6,5,4,1,4,1,0,5,2,8,9,8,0,0,0,0,0
Ad30,0,1,2,1,6,1,8,5,5,8,2,1,8,3,9,2,9,4,4,3,3,9,9,8,7,15,9,0,3,5,7,0,2,2,4,0,0,10,0,1,3,1,6,2,1,0,0,8,1,0,6,1,0,2,5,3,0,0,9,9,0,9,9,0,9,9,0,0,0,0,3,3,1,2,3,4,3,4,0,5,2,0,1,8,0,0,0,0,0
Ad32,0,1,0,2,7,1,8,8,5,8,2,1,8,9,11,4,9,5,5,1,1,9,9,8,7,15,9,7,3,6,7,0,3,4,1,0,0,6,0,1,7,2,6,1,1,0,0,8,0,0,0,1,0,2,5,3,0,0,9,0,0,0,9,0,9,9,1,9,0,0,2,3,9,9,7,4,7,4,0,5,2,0,8,8,0,0,0,0,0
Ad33,0,1,3,0,6,1,8,2,2,8,2,1,8,9,11,3,9,4,4,1,1,9,9,8,7,15,9,4,6,6,7,0,2,2,0,0,0,6,5,1,1,1,7,1,1,0,0,0,8,0,0,1,1,9,5,3,0,0,0,9,0,0,9,9,10,9,1,9,1,9,2,3,9,9,7,4,7,4,0,2,2,2,2,8,0,0,0,0,0
Ad35,0,1,0,3,6,1,8,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,8,7,15,9,0,3,6,5,0,3,1,0,0,0,6,5,1,7,2,6,1,1,9,1,6,0,3,0,1,9,1,5,3,10,9,9,0,9,0,9,10,9,9,1,9,1,9,3,2,9,9,7,1,7,1,0,2,2,2,4,8,0,0,0,0,0
Ad39,0,0,0,2,8,1,8,2,2,8,2,1,8,9,11,2,9,4,4,1,1,9,9,8,7,15,9,0,6,6,7,5,2,1,0,0,0,6,0,1,3,2,7,1,1,0,0,6,9,0,9,1,9,3,3,3,0,0,3,10,0,10,9,10,9,9,3,9,2,9,1,1,6,5,7,1,7,1,2,2,2,3,4,8,0,0,0,0,0
Ad41,0,0,0,4,6,1,8,2,2,8,2,1,8,9,11,6,1,4,4,1,1,9,9,7,8,15,9,2,3,6,5,4,3,1,0,0,0,6,0,1,7,2,6,1,1,0,0,0,0,9,0,1,1,2,5,3,0,0,0,0,10,0,9,9,9,9,2,9,1,9,0,0,0,0,7,1,7,1,6,2,2,2,4,8,0,0,0,0,0
Ad42,0,0,2,3,5,1,8,5,5,8,2,1,8,9,11,4,9,4,4,1,1,9,9,8,7,15,9,6,5,4,5,4,2,3,2,0,0,1,0,1,7,2,7,1,1,0,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0,9,9,9,9,4,9,1,9,2,3,1,1,7,4,7,4,0,2,2,11,3,8,0,0,0,0,0
Ad44,0,1,3,1,5,1,8,5,5,8,2,1,8,9,11,6,1,4,3,1,1,9,9,0,0,0,0,5,3,5,5,0,2,1,2,0,0,1,0,1,3,1,6,1,1,9,0,8,0,0,0,0,1,1,2,3,10,0,9,0,0,0,0,9,9,9,1,9,1,9,0,0,1,1,0,0,0,0,0,2,2,11,3,8,0,0,0,0,0
Ad45,0,1,0,4,5,1,8,5,5,8,2,1,8,2,6,0,0,4,3,1,1,2,9,8,7,15,9,4,3,6,5,3,2,4,2,0,0,1,0,1,7,2,6,7,1,0,0,1,0,1,0,1,0,1,5,3,0,0,9,0,9,0,9,0,9,9,3,9,3,9,2,2,0,0,7,4,7,4,0,2,2,11,3,8,0,0,0,0,0
Ad46,0,0,2,2,6,1,8,5,5,8,2,1,8,9,11,3,9,4,4,1,1,9,9,7,8,15,9,6,5,4,5,0,2,3,0,0,0,1,3,1,7,2,7,1,1,3,9,1,1,0,0,1,1,1,5,3,9,10,3,3,0,0,3,9,9,9,4,9,1,9,4,2,3,5,7,1,7,1,0,2,2,9,4,8,2,2,11,3,8
Ej3,4,3,3,0,0,6,8,2,2,9,1,1,10,9,11,4,9,1,1,1,1,1,9,8,7,15,9,4,1,1,1,1,2,1,3,2,5,1,1,1,1,1,1,6,9,9,9,9,9,6,3,1,1,9,9,10,10,10,10,10,9,9,9,9,10,10,1,9,1,9,1,1,1,1,1,9,5,1,3,5,2,11,6,8,0,0,0,0,0
Ae12,0,0,3,1,6,1,8,5,5,8,2,1,8,9,11,6,2,4,3,1,1,9,9,0,0,0,0,5,3,5,7,0,3,3,2,2,0,5,1,1,3,1,6,1,1,0,0,8,8,0,0,1,2,0,5,3,0,0,9,9,0,0,9,9,0,9,2,9,1,9,4,2,1,1,0,0,7,4,0,5,3,7,8,7,0,0,0,0,0
Ae14,0,0,1,4,5,1,8,7,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,1,3,15,9,5,5,6,5,0,3,3,2,0,0,1,2,1,7,2,7,1,1,0,6,1,8,1,0,1,0,1,5,3,0,9,3,9,9,0,9,0,9,9,4,9,1,9,3,2,1,1,7,4,7,4,0,2,2,11,3,8,0,0,0,0,0
Ae15,0,1,1,3,5,1,8,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,0,0,0,0,5,5,4,7,0,2,3,0,0,0,1,0,1,7,2,7,1,1,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,9,9,9,9,5,9,3,9,3,3,0,0,7,4,7,4,0,2,2,3,4,8,0,0,0,0,0
Ae17,0,2,2,1,5,1,8,5,5,8,2,1,8,9,11,3,9,4,4,1,1,9,9,8,7,15,9,5,3,4,8,0,2,2,2,0,5,6,0,1,3,1,6,1,1,9,0,6,0,0,5,1,2,0,5,3,10,0,9,0,0,9,9,9,0,9,1,9,1,9,1,1,1,2,6,1,6,1,2,5,2,4,1,8,0,0,0,0,0
Ae2,0,1,1,3,5,1,8,5,5,8,2,1,8,3,1,2,9,4,3,3,3,9,9,7,8,15,9,0,3,5,7,2,3,1,2,0,5,5,0,1,7,1,6,2,1,0,0,8,1,0,2,1,6,1,5,3,0,0,9,9,0,9,9,9,9,9,2,9,1,9,2,2,9,9,7,4,0,0,0,5,2,7,8,8,0,0,0,0,0
Ae22,0,2,2,1,5,1,8,7,5,8,2,1,8,9,11,3,9,4,4,1,1,9,9,8,7,15,9,5,3,5,7,0,3,2,0,0,0,10,0,1,3,1,6,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,9,0,0,9,1,9,1,9,3,3,1,1,7,4,7,4,0,5,2,0,8,8,0,0,0,0,0
Ae28,0,1,4,1,4,1,8,8,5,8,2,1,8,9,11,3,9,4,4,1,1,9,9,0,0,0,0,0,3,5,7,4,3,2,2,5,0,4,0,1,3,1,8,1,0,9,8,6,8,0,0,1,4,0,5,0,10,9,9,9,0,0,9,9,0,9,2,9,1,9,4,3,0,0,7,4,7,4,0,5,2,7,8,8,5,4,7,8,8
Ae29,0,0,7,1,2,1,8,8,5,8,2,1,8,9,11,6,2,4,4,1,1,9,9,8,7,15,9,4,3,4,7,0,3,2,0,0,0,10,0,1,3,1,2,1,1,0,0,6,8,0,1,1,2,0,5,3,0,0,9,9,0,9,9,9,0,9,1,9,1,9,4,3,1,2,7,1,6,1,6,5,2,8,9,8,0,0,0,0,0
Ae3,1,1,2,1,5,1,8,7,5,8,2,1,8,9,11,6,2,4,4,1,1,9,9,7,8,15,9,6,3,5,7,2,3,1,2,2,5,6,1,1,3,1,6,1,1,9,0,6,8,0,5,1,2,1,5,3,10,0,9,9,0,9,9,9,9,9,2,9,3,9,1,1,1,1,1,9,7,4,6,5,2,4,8,8,0,0,0,0,0
Ae38,0,1,1,0,8,1,8,8,5,4,2,2,4,9,11,4,9,1,1,4,4,9,9,0,0,0,0,0,3,5,7,0,3,1,0,0,0,0,0,1,1,1,6,3,0,0,0,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,9,9,0,9,1,9,1,9,3,3,2,4,3,4,3,4,0,5,2,0,0,0,0,0,0,0,0
Ae39,0,2,2,0,6,1,8,8,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,7,8,15,9,8,3,5,7,3,4,2,1,1,4,4,1,1,1,1,6,1,1,9,9,9,9,2,6,1,4,5,5,3,10,10,10,10,9,9,9,9,9,9,1,9,1,9,2,2,7,5,6,2,1,9,6,5,2,2,8,8,0,0,0,0,0
Ae4,1,1,2,0,6,1,8,8,5,8,2,1,8,3,1,6,2,4,4,2,2,9,9,7,8,15,9,1,3,5,6,0,4,3,2,0,2,5,2,1,3,1,6,2,1,1,9,6,1,1,6,1,2,9,5,3,9,10,9,9,9,9,9,9,10,9,1,9,3,9,2,2,1,2,6,4,6,4,6,5,2,3,8,8,0,0,0,0,0
Ae41,1,2,0,1,6,1,8,2,2,8,2,1,8,9,11,2,9,4,4,1,1,9,9,8,7,15,9,0,3,4,7,0,3,1,0,0,0,6,2,1,3,1,6,1,1,8,0,6,0,0,0,1,6,0,5,3,9,0,9,0,0,0,9,9,0,9,1,9,3,9,3,2,1,1,6,1,6,1,1,5,2,4,8,8,0,0,0,0,0
Ae48,0,0,2,2,6,1,8,5,5,8,2,1,8,3,1,6,1,5,3,1,1,9,9,0,0,0,0,0,3,6,5,0,3,1,0,0,0,6,5,1,3,1,6,1,1,4,0,5,0,0,0,0,2,0,5,3,9,0,9,0,0,0,0,9,0,9,1,9,1,9,3,3,1,1,0,0,0,0,4,5,2,2,8,8,5,2,4,8,8
Ae5,0,1,0,1,8,1,8,5,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,7,8,15,9,0,3,6,6,0,4,3,0,0,0,1,2,1,1,1,6,1,1,1,0,6,0,1,9,1,9,0,5,9,3,0,9,0,9,10,9,10,0,9,4,9,1,9,4,2,1,1,7,2,7,2,0,5,2,9,4,8,0,0,0,0,0
Ae50,0,1,1,1,7,1,8,7,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,0,0,0,0,0,3,6,7,0,4,4,3,0,0,10,0,1,3,1,6,1,1,8,8,6,8,3,0,1,0,3,5,3,9,9,9,9,9,0,9,0,9,9,4,9,1,9,4,3,1,1,7,2,7,2,1,5,2,2,2,8,2,2,2,4,8
Ae55,0,1,1,1,7,1,8,7,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,0,0,0,0,4,3,6,7,0,4,2,0,0,0,0,0,1,3,1,6,1,1,0,0,6,0,1,0,1,6,0,5,3,0,0,9,0,9,0,9,9,0,9,0,0,1,9,3,2,0,0,7,0,7,0,0,5,2,2,9,8,0,0,0,0,0
Ae6,1,2,2,1,4,1,8,5,5,8,2,1,8,9,11,3,9,3,3,1,1,9,9,8,7,15,9,0,3,5,7,0,3,4,2,0,0,0,0,1,3,1,6,1,1,8,0,0,8,0,6,1,2,0,5,3,9,0,0,9,0,9,9,9,0,9,4,9,1,9,4,2,1,2,6,4,6,4,1,5,2,0,0,8,0,0,0,0,0
Ae7,0,2,1,0,7,1,8,7,5,8,2,1,8,9,11,6,2,3,3,1,1,9,9,0,0,0,0,4,3,4,6,0,4,3,1,6,0,1,2,1,7,1,6,1,1,1,9,6,0,0,0,1,5,0,5,3,9,10,9,0,0,0,9,9,0,9,1,9,1,9,2,3,0,0,7,4,7,4,6,2,2,0,4,8,5,2,0,8,8
Ae9,0,1,0,1,8,1,8,7,5,8,2,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,0,3,6,7,0,3,2,3,0,0,0,0,1,3,1,6,1,1,9,0,6,9,1,0,1,9,0,5,9,10,0,9,10,9,0,9,10,0,9,4,9,1,9,4,2,1,1,0,0,0,0,0,5,2,2,9,8,0,0,0,0,0
Af10,0,0,0,1,9,1,8,8,5,8,2,1,8,9,11,2,9,6,3,1,1,9,9,8,7,15,9,6,3,5,6,5,4,2,2,0,0,2,1,1,7,1,6,1,1,9,9,6,9,1,9,9,9,1,5,3,10,10,3,10,9,10,10,10,9,9,1,9,1,9,4,3,1,2,7,1,7,1,3,5,2,2,8,8,0,0,0,0,0
Af11,0,1,2,1,6,1,8,5,5,8,2,1,8,9,11,6,2,4,3,1,1,9,9,13,2,15,9,0,3,6,7,4,3,2,2,8,0,6,5,1,7,1,6,1,1,1,1,6,0,0,0,1,2,0,5,3,9,9,9,0,0,0,9,9,0,9,1,9,1,9,4,2,1,2,6,4,6,4,0,2,3,2,4,8,0,0,0,0,0
Af14,1,0,2,1,6,1,8,7,6,10,2,1,10,3,1,0,0,1,1,3,3,9,9,7,8,15,9,4,3,5,7,0,3,3,2,0,0,10,0,1,7,1,6,3,1,1,0,0,1,1,0,1,2,0,5,3,9,0,0,9,9,0,9,9,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,2,2,2,4,8,5,2,7,9,8
Af19,0,1,3,1,5,1,8,8,5,8,2,1,8,9,11,2,9,4,4,1,1,9,9,8,7,15,9,2,3,5,7,0,4,2,2,0,4,2,0,1,7,1,6,1,0,0,0,0,8,0,0,1,1,1,3,0,0,0,0,9,0,0,9,9,9,9,2,9,1,9,3,2,6,5,6,1,5,4,0,6,2,2,8,8,0,0,0,0,0
Af3,0,1,2,0,7,1,8,7,5,7,1,3,1,1,10,3,9,4,3,4,4,9,9,1,3,2,2,2,3,5,7,7,4,3,2,6,2,1,3,1,3,1,6,2,1,1,0,6,0,0,9,1,1,0,3,3,3,0,9,0,0,10,9,9,0,9,4,9,1,9,2,2,6,5,3,4,3,4,2,6,2,9,8,8,0,0,0,0,0
Af4,1,1,0,1,7,1,8,7,5,9,1,1,8,3,1,2,9,3,3,3,3,9,9,1,3,3,3,5,3,5,7,7,4,1,1,0,5,1,0,1,7,1,6,2,0,0,0,0,9,1,4,1,9,1,3,0,0,0,0,10,9,9,9,10,9,9,1,9,1,9,2,2,2,4,7,0,3,1,0,5,2,3,8,8,0,0,0,0,0
Af7,0,1,1,1,7,1,8,7,5,8,2,1,8,9,11,6,2,4,3,1,1,9,9,8,7,15,9,4,3,5,7,5,4,1,1,0,0,1,2,1,3,1,6,1,0,0,0,8,8,0,6,1,2,0,5,0,0,0,9,9,0,9,9,9,0,9,1,9,1,9,1,1,4,5,1,9,6,1,6,5,2,2,8,8,0,0,0,0,0
Af8,1,0,1,1,7,1,8,8,5,8,2,1,8,9,11,2,9,3,1,1,1,9,9,1,3,15,9,4,3,6,6,5,3,3,4,0,6,5,2,1,3,1,6,1,1,3,0,6,8,0,5,1,0,1,2,3,9,0,9,9,0,9,9,0,9,9,5,4,1,9,4,2,4,5,6,4,4,1,2,2,2,9,4,8,0,0,0,0,0
Af33,0,0,2,1,7,1,8,8,6,8,2,1,8,9,11,2,9,4,4,1,1,9,9,7,8,15,9,4,3,5,7,7,4,3,2,0,6,10,1,1,7,1,6,1,1,3,0,6,0,0,0,0,0,0,2,3,9,0,9,0,0,0,0,0,0,9,4,9,1,9,3,2,0,0,6,1,6,1,0,6,2,9,8,8,0,0,0,0,0
Af42,0,1,1,1,7,1,8,7,6,7,1,2,4,2,6,3,9,3,3,4,3,9,9,1,3,2,2,2,3,5,7,0,4,2,2,0,0,1,0,1,3,1,6,2,1,1,0,6,0,0,0,1,1,0,4,3,9,0,9,0,0,0,9,9,0,9,4,9,1,9,4,2,6,5,3,4,3,4,0,6,2,2,0,8,0,0,0,0,0
Af43,0,1,4,1,4,1,8,8,6,7,2,9,7,1,8,2,9,3,1,1,1,9,9,10,1,9,2,4,3,6,8,0,3,1,1,0,0,2,0,1,3,1,8,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,3,2,1,2,6,4,6,4,0,5,2,9,8,8,0,0,0,0,0
Af49,0,1,2,1,6,1,8,5,5,8,2,1,8,9,11,6,2,4,3,1,1,9,9,8,7,15,9,0,3,6,7,2,3,2,0,2,5,10,0,1,7,1,6,1,1,0,0,6,0,0,0,1,2,0,5,3,0,0,9,0,0,0,9,9,0,9,1,9,1,9,2,3,1,1,0,0,7,4,6,5,3,7,8,7,0,0,0,0,0
Af51,1,3,0,1,5,1,8,7,6,8,2,1,8,9,11,2,9,3,3,1,1,9,9,0,0,0,0,0,3,4,7,5,4,1,0,0,0,1,0,1,3,1,6,1,1,0,9,1,0,0,1,1,6,0,5,3,0,10,9,0,0,9,9,9,0,9,1,9,1,9,1,1,1,2,7,4,7,4,0,2,2,9,4,8,0,0,0,0,0
Af52,1,2,1,1,5,1,8,8,6,8,2,1,8,9,11,6,1,3,3,1,1,9,9,0,0,0,0,0,3,6,7,4,4,2,0,0,0,1,0,1,7,1,6,1,1,1,0,6,1,1,6,1,6,1,5,3,9,0,9,9,9,9,9,9,9,9,2,9,1,9,4,2,1,2,6,4,6,4,6,5,2,2,9,8,2,2,2,4,8
Af54,0,1,1,1,7,1,8,5,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,8,7,15,9,0,3,6,7,5,3,2,2,8,0,6,0,1,7,1,6,1,1,1,8,6,9,0,0,1,3,0,5,3,9,9,9,10,0,0,9,9,0,9,1,9,1,9,3,2,1,2,7,0,7,0,6,2,2,2,4,8,0,0,0,0,0
Af56,0,0,2,2,6,1,8,5,5,8,2,1,8,3,1,2,9,4,3,1,1,9,9,8,7,15,9,0,3,6,7,4,3,2,2,8,5,6,0,1,7,1,6,1,1,0,9,6,0,9,0,1,4,0,5,3,0,10,9,0,10,0,9,9,0,9,0,0,1,9,3,2,1,1,7,4,7,4,6,2,2,7,4,8,0,0,0,0,0
Ag12,0,1,1,2,6,1,8,7,5,8,2,1,8,3,1,6,2,4,4,2,2,9,9,8,7,15,9,4,3,6,5,0,4,1,2,0,6,1,1,1,7,2,6,2,1,0,1,6,0,2,0,1,2,1,2,9,0,9,9,0,9,0,9,9,9,9,1,9,1,9,2,3,1,2,6,4,6,4,0,2,2,9,4,8,2,2,9,7,9
Ag13,1,1,0,2,6,1,8,7,5,8,2,1,8,9,11,6,2,4,4,1,1,9,9,8,7,15,9,4,3,6,7,0,4,2,0,0,6,1,1,1,7,1,6,1,1,8,0,6,0,0,0,0,0,0,2,3,9,0,9,0,0,0,0,0,0,9,0,0,1,9,3,2,1,1,6,4,7,4,0,2,2,2,7,2,2,2,2,4,8
Ag2,1,0,0,2,7,1,8,8,5,8,2,1,8,9,11,2,9,4,4,1,1,9,9,7,8,15,9,4,5,6,5,7,4,3,2,4,4,5,5,1,7,1,7,1,1,1,1,6,9,2,6,1,9,1,4,3,9,3,3,10,9,9,9,10,1,9,5,4,2,9,4,2,0,0,6,4,6,4,0,2,2,9,4,8,0,0,0,0,0
Ag21,1,1,0,2,6,1,8,2,2,8,2,1,8,3,1,3,9,1,1,4,3,9,9,0,0,0,0,0,3,6,7,0,2,2,2,0,6,5,2,1,7,1,6,3,1,0,0,6,0,1,6,1,1,1,3,3,0,0,9,0,9,9,9,9,9,9,1,9,1,9,1,1,2,4,3,4,3,4,6,2,2,1,4,8,0,0,0,0,0
Ag25,1,0,0,2,7,1,8,7,5,8,2,1,8,9,11,3,9,4,1,1,1,9,9,10,1,15,9,0,3,6,7,0,3,3,4,0,0,6,0,1,7,2,6,1,1,0,1,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,9,4,9,2,9,4,3,0,0,7,1,4,1,2,6,2,9,7,9,2,2,9,4,8
Ag26,0,1,1,2,6,1,8,8,6,8,2,1,8,9,11,2,9,4,3,1,1,9,9,1,3,1,1,5,3,6,7,0,3,2,0,0,0,10,0,1,7,2,6,1,1,0,1,8,0,0,0,0,0,1,2,3,0,3,9,0,0,0,0,0,9,9,0,0,2,9,3,2,0,0,6,4,7,1,0,2,2,9,4,8,5,2,9,7,9
Ag27,1,1,0,1,7,1,8,8,6,8,2,1,8,2,6,2,9,4,1,1,1,9,9,10,1,15,9,0,3,5,7,0,4,2,4,0,0,3,2,1,3,1,6,1,1,0,0,0,0,0,0,1,9,0,2,3,0,0,0,0,0,0,9,10,0,9,2,9,0,0,3,2,0,0,4,1,4,1,0,6,2,9,7,9,0,0,0,0,0
Ag47,1,1,0,2,6,1,8,5,5,8,2,1,8,3,1,2,9,4,4,1,1,9,9,7,8,15,9,2,3,6,5,7,3,4,2,8,0,5,0,1,7,2,6,1,1,1,1,5,8,1,6,1,1,1,4,3,9,9,9,9,9,9,9,9,9,9,4,9,2,9,4,3,1,1,7,4,7,4,0,2,2,9,4,8,0,0,0,0,0
Ah2,0,1,1,2,6,1,8,8,2,4,2,2,4,9,11,3,9,1,1,1,1,4,9,12,5,15,9,4,3,6,7,0,4,1,0,6,0,6,0,1,3,1,6,5,1,6,0,6,0,0,0,1,1,4,2,3,9,0,9,0,0,0,9,9,1,9,4,9,1,9,2,2,1,2,7,1,7,1,0,2,2,9,4,8,0,0,0,0,0
Ah7,0,0,0,1,9,1,8,7,2,8,2,1,8,9,11,6,2,4,4,1,1,9,9,8,7,15,9,6,5,6,6,0,4,1,2,0,0,1,1,1,3,1,7,1,1,9,8,6,9,1,9,1,9,0,3,3,10,9,3,10,9,10,9,10,0,9,1,9,2,9,1,1,6,5,7,1,7,1,0,2,2,9,4,8,0,0,0,0,0
