EA_id,Society_name_EA,v107,v112,v113,v114,v100,v102,v104,v106,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab11,Xhosa, XHOSA . . ,3,NA,4,0,1850,-33,28,1,1,0,3,5,1,8,5,5,9,1,8,9,11,3,9,4,9,1,9,9,9,8,7,15,9,5,3,5,5,0,3,4,0,5,0,7,0,2,7,2,6,1,1,9,1,6,0,0,6,1,0,1,5,3,9,9,9,0,0,9,9,0,9,9,4,2,1,9,1,1,1,1,7,4,7,4,0,2,2,0,3,8,0,0,0,0,0,0,0, A , b ,11,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac20,Yaka, YAKA. . . ,NA,NA,NA,0,1920,-7,17,0,2,0,1,7,1,8,5,5,9,3,1,9,11,6,1,1,9,3,9,9,9,0,0,0,0,5,3,5,5,0,2,2,0,0,0,0,3,1,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,4,3,4,0,5,2,0,8,8,0,0,0,0,0,0,0, A , c ,20,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af44,Alagya, ALAGYA. . ,NA,NA,NA,0,1900,5,-4,0,1,8,1,1,3,2,7,6,3,3,1,1,10,2,9,1,9,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,1,0,0,3,4,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0, A , f ,44,0,0,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac26,Yanzi, YANZI . . ,NA,NA,NA,0,1920,-4,18,0,2,2,1,5,1,8,5,5,9,3,1,1,10,3,9,1,9,4,9,9,9,8,7,15,9,0,3,5,6,0,2,2,0,0,0,4,2,1,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,4,1,2,4,0,0,0,0,0,5,2,0,8,8,0,0,0,0,0,0,0, A , c ,26,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac7,Yao, YAO . . . ,3,1,16,0,1920,-13,36,0,1,2,1,6,6,8,8,2,9,3,5,3,1,2,9,1,9,4,3,9,9,1,4,3,3,5,3,6,6,3,3,2,1,6,5,5,0,1,1,1,6,3,1,9,9,6,8,1,9,1,1,0,5,3,9,9,9,9,9,9,9,9,0,9,1,9,1,9,4,2,2,3,0,0,3,4,4,2,2,0,4,8,5,2,0,0,8,1,4, A , c ,7,24,84,99,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af50,Dan, DAN . . . ,NA,NA,NA,0,1920,8,8,1,1,0,1,7,1,8,8,6,9,1,8,9,11,0,0,3,9,1,9,9,9,0,0,0,0,0,3,6,7,0,3,2,0,0,0,10,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2,0,0,6,4,6,4,0,2,2,9,4,8,0,0,0,0,0,0,0, A , f ,50,0,0,0,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah22,Yergum, YERGUM. . ,NA,NA,NA,0,1900,9,10,0,0,0,2,8,1,8,5,5,3,1,8,3,1,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,1,1,2,7,1,7,1,0,2,2,1,4,8,0,0,0,0,0,0,0, A , h ,22,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac8,Yombe, YOMBE . . ,8,NA,11,0,1930,-5,13,0,2,2,1,5,1,8,5,5,9,3,1,9,11,6,1,1,9,4,3,9,9,8,7,15,9,0,3,6,7,4,3,2,0,0,0,10,3,1,3,1,6,3,1,6,0,6,8,0,0,1,2,0,5,3,9,0,9,9,0,0,9,9,0,9,4,9,1,9,2,1,2,4,3,4,3,4,0,5,2,3,8,8,0,0,0,0,0,1,0, A , c ,8,0,88,84,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad28,Zigula, ZIGULA. . ,NA,NA,NA,0,1880,-6,39,0,1,1,2,6,1,8,5,5,9,3,5,1,10,0,0,1,9,4,9,9,9,0,0,0,0,0,3,6,6,0,2,1,2,0,0,6,0,1,7,2,6,3,1,0,0,8,0,0,0,1,1,0,5,3,0,0,9,0,0,0,3,9,0,9,1,9,1,9,4,1,0,0,2,1,2,1,0,2,2,0,4,8,5,2,0,8,8,0,0, A , d ,28,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad49,Zinza, ZINZA . . ,NA,NA,NA,0,1950,-3,31,0,0,1,3,6,1,8,5,5,9,1,8,9,11,3,9,4,9,1,9,9,9,0,0,0,0,0,3,6,5,0,2,4,2,0,0,0,0,1,7,2,6,1,1,0,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0,9,9,9,9,4,9,1,9,4,2,0,0,7,4,7,4,0,2,2,0,3,8,0,0,0,0,0,0,0, A , d ,49,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah27,Zuande, ZUANDE. . ,NA,NA,NA,0,1920,7,11,0,1,0,1,8,1,8,0,0,3,1,8,9,11,2,9,3,9,1,9,9,9,1,4,2,2,0,3,6,7,0,3,1,0,0,0,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0, A , h ,27,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab12,Zulu, ZULU. . . ,4,1,4,0,1830,-29,31,0,1,0,4,5,1,8,7,5,9,1,8,9,11,6,1,4,9,1,9,9,9,7,8,15,9,5,3,6,5,0,3,4,0,0,0,1,5,1,7,2,6,1,1,9,1,6,1,1,9,1,9,1,5,3,9,9,9,9,9,9,9,9,9,9,4,9,1,9,1,1,1,1,7,4,7,4,0,2,2,0,3,8,0,0,0,0,0,1,0, A , b ,12,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai27,Abarambo, ABARAMBO. ,6,NA,72,0,1890,4,27,0,2,1,1,6,1,8,5,5,9,1,8,9,11,6,1,4,9,1,9,9,9,0,0,0,0,3,3,6,5,0,2,2,0,0,0,5,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,2,9,4,8,0,0,0,0,0,0,0, A , i ,27,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai3,Azande, AZANDE. . ,4,1,72,0,1920,5,27,1,2,1,0,6,1,2,5,5,9,1,10,2,6,3,9,4,9,1,9,9,9,8,7,15,9,2,3,6,5,3,3,3,3,8,5,5,2,1,1,1,6,1,1,1,9,6,1,1,5,1,5,9,5,3,9,9,9,9,9,9,9,9,9,9,4,9,1,9,2,2,1,2,6,4,6,4,4,2,2,9,4,8,0,0,0,0,0,1,5, A , i ,3,11,84,88,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai1,Banda, BANDA . . ,4,NA,71,0,1920,7,22,0,2,0,1,7,5,1,4,4,9,1,8,9,11,6,1,3,9,1,9,9,9,8,7,15,9,6,3,6,5,0,3,1,2,0,0,6,0,1,3,1,6,1,1,9,0,6,0,0,0,1,5,0,5,3,9,0,9,0,0,0,9,9,0,9,1,9,1,9,2,1,1,2,7,4,6,1,0,2,2,9,4,8,0,0,0,0,0,1,2, A , i ,1,13,88,84,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai7,Baya, BAYA. . . ,6,NA,71,0,1910,6,16,1,1,1,1,6,1,8,5,5,9,1,8,9,11,6,1,3,9,1,9,9,9,7,8,15,9,0,3,5,7,4,3,1,2,5,5,5,0,1,3,1,6,1,1,9,0,6,0,0,4,1,4,6,5,3,9,0,9,0,0,9,9,9,9,9,1,9,1,9,4,1,1,1,7,4,7,4,3,2,2,9,4,8,2,2,0,2,8,1,2, A , i ,7,11,88,84,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai23,Bwaka, BWAKA . . ,1,NA,71,0,1920,3,19,0,0,0,1,9,1,8,5,5,9,1,8,9,11,6,2,3,9,1,9,9,9,8,7,15,9,0,3,5,7,0,3,2,2,2,0,6,2,1,3,1,6,1,1,9,0,6,0,0,0,1,3,0,5,3,9,0,9,0,0,0,9,9,0,9,1,9,1,9,3,2,1,1,7,1,7,1,6,5,2,3,8,8,2,2,2,4,8,1,0, A , i ,23,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah28,Chamba, CHAMBA. . ,NA,NA,NA,0,1920,8,11,0,1,1,2,6,1,2,8,2,9,2,4,9,11,0,0,3,9,3,9,0,0,12,5,15,9,1,3,6,7,0,4,2,0,0,0,6,0,1,3,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,0,0,7,1,2,1,0,2,2,0,4,8,0,0,0,0,0,0,0, A , h ,28,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af56,Ngere, NGERE . . ,NA,NA,NA,0,1930,7,-8,0,0,2,2,6,1,8,5,5,9,1,8,3,1,2,9,4,3,1,9,9,9,8,7,15,9,0,3,6,7,4,3,2,2,8,5,6,0,1,7,1,6,1,1,0,9,6,0,9,0,1,4,0,5,3,0,9,9,0,9,0,9,9,0,9,0,0,1,9,3,2,1,1,7,4,7,4,6,2,2,7,4,8,0,0,0,0,0,1,0, A , f ,56,0,0,0,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai12,Fali, FALI. . . ,NA,NA,NA,0,1950,10,14,1,1,0,2,6,1,2,5,5,9,1,8,9,11,2,9,3,9,1,9,9,9,8,7,15,9,0,3,6,6,0,4,1,2,0,5,1,2,1,3,1,6,1,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,9,0,1,9,1,9,1,9,3,2,1,2,7,3,0,0,6,2,2,9,4,8,0,0,0,0,0,1,0, A , i ,12,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai13,Laka, LAKA. . . ,NA,NA,NA,0,1920,8,16,0,1,3,1,5,1,8,8,6,9,1,8,9,11,0,0,3,9,1,9,9,9,0,0,0,0,0,3,6,7,0,3,1,0,0,0,1,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,1,1,1,7,1,7,1,0,2,2,7,4,8,0,0,0,0,0,0,0, A , i ,13,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah30,Longuda, LONGUDA . ,NA,NA,NA,0,1920,10,12,0,0,0,3,7,1,2,8,5,3,3,1,1,10,2,9,1,9,4,3,9,9,8,7,15,9,1,5,6,6,0,3,1,0,0,0,1,3,1,7,1,7,3,1,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,9,0,9,9,1,9,1,9,0,0,9,9,3,4,3,4,0,2,2,9,4,8,0,0,0,0,0,1,0, A , h ,30,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai24,Mandja, MANDJA. . ,NA,NA,NA,0,1900,6,18,0,0,0,1,9,1,2,5,5,9,1,8,9,11,6,1,4,9,1,9,9,9,0,0,0,0,0,3,6,5,0,2,1,0,0,0,6,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,1,1,7,4,7,4,0,2,2,9,3,8,0,0,0,0,0,0,0, A , i ,24,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag25,Soninke, SONINKE . ,NA,NA,NA,0,1900,15,10,1,0,0,2,7,1,8,7,5,9,1,8,9,11,3,9,4,9,1,9,9,9,10,1,15,9,0,3,6,7,0,3,3,4,0,0,6,0,1,7,2,6,1,1,0,1,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,9,4,9,2,9,4,1,0,0,7,1,4,1,2,6,2,9,7,9,2,2,9,4,8,1,0, A , g ,25,0,0,0,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai25,Mbandja, MBANDJA . ,NA,NA,NA,0,1950,4,21,0,1,2,1,6,1,8,5,5,0,0,0,0,0,6,1,4,9,1,9,9,9,0,0,0,0,0,3,5,7,0,0,0,2,0,0,10,0,1,3,1,6,1,1,9,0,6,0,0,0,0,4,0,5,3,9,0,9,0,0,0,0,9,0,9,1,9,1,9,3,2,6,5,0,0,0,0,0,2,2,2,4,8,2,2,2,2,8,0,0, A , i ,25,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai14,Mbum, MBUM. . . ,NA,NA,NA,0,1920,7,14,0,3,2,1,4,1,8,7,5,9,1,8,9,11,0,0,3,9,1,9,9,9,0,0,0,0,0,3,6,5,3,3,2,2,0,0,6,3,1,3,1,6,1,1,8,9,6,8,0,0,1,3,0,0,3,9,9,9,9,0,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,7,4,8,0,0,0,0,0,1,0, A , i ,14,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah31,Mumuye, MUMUYE. . ,NA,NA,NA,0,1910,9,12,0,1,0,2,7,1,2,8,5,3,1,8,3,1,2,9,4,3,1,9,9,9,8,7,15,9,4,5,6,7,4,4,2,0,0,0,1,0,1,7,1,7,1,1,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,9,0,0,9,1,9,1,9,3,1,1,2,7,4,6,4,1,2,2,7,4,8,0,0,0,0,0,1,0, A , h ,31,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai15,Mundang, MUNDANG . ,NA,NA,NA,0,1900,10,14,0,0,1,4,5,1,8,5,5,9,1,8,9,11,2,9,4,9,1,9,9,9,0,0,0,0,0,3,6,7,0,3,2,2,0,0,6,2,1,7,2,6,1,1,1,0,8,8,0,0,0,1,0,5,3,9,0,9,9,0,0,0,9,0,9,0,0,1,9,3,1,1,1,7,0,7,9,0,2,2,9,4,8,0,0,0,0,0,1,0, A , i ,15,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai16,Namshi, NAMSHI. . ,NA,NA,NA,0,1910,9,13,0,1,1,3,5,1,8,5,5,9,1,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,1,0,0,6,0,1,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,5,5,7,1,7,1,1,2,3,9,4,8,0,0,0,0,0,0,0, A , i ,16,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai26,Ngbandi, NGBANDI . ,NA,NA,NA,0,1920,4,22,0,1,2,1,6,1,8,5,5,9,1,8,3,1,6,1,4,9,1,9,9,9,0,0,0,0,6,3,5,7,0,2,1,2,0,0,1,0,1,3,1,6,1,1,9,0,6,8,0,0,1,0,0,5,3,9,0,9,9,0,0,9,0,0,9,1,9,1,9,4,1,1,1,7,4,7,4,0,2,2,2,4,8,2,2,4,4,8,1,0, A , i ,26,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah32,Vere, VERE. . . ,NA,NA,NA,0,1920,9,13,0,0,1,2,7,1,2,5,5,9,2,4,9,11,0,0,1,9,1,9,3,9,8,7,15,9,5,5,6,7,0,3,1,0,0,0,6,0,1,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,1,0,0,0,0,0,0,0,2,2,9,4,8,0,0,0,0,0,0,0, A , h ,32,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah33,Yungur, YUNGUR. . ,NA,NA,NA,0,1920,10,12,0,1,0,3,6,1,2,7,5,3,1,8,9,11,2,9,4,3,1,9,9,9,8,7,15,9,4,5,6,6,0,4,2,0,0,0,1,0,1,7,1,7,1,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,9,0,0,9,1,9,1,9,3,1,0,0,6,4,6,4,0,2,2,7,4,8,2,2,9,4,8,1,0, A , h ,33,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag37,Awuna, AWUNA . . ,3,NA,59,0,1910,11,-2,0,1,1,2,6,1,8,8,6,9,1,8,9,11,2,9,4,9,1,9,9,9,8,7,15,9,4,3,6,6,0,4,1,0,0,0,1,0,1,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,1,2,6,4,6,4,0,2,2,9,7,9,0,0,0,0,0,0,0, A , g ,37,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag48,Basari, BASARI. . ,NA,NA,NA,0,1890,9,1,0,1,0,2,7,1,2,8,6,9,1,8,9,11,6,1,4,9,1,9,9,9,0,0,0,0,0,5,5,7,0,3,2,0,0,6,1,0,1,7,2,7,1,1,1,0,6,0,1,0,1,1,0,2,3,3,0,9,0,9,0,9,9,0,9,1,9,1,9,4,1,4,5,7,1,7,1,6,2,2,9,4,8,0,0,0,0,0,1,0, A , g ,48,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag5,Birifor, BIRIFOR . ,NA,NA,NA,0,1930,10,-3,1,1,1,1,6,1,2,8,5,9,1,8,3,1,6,1,4,9,6,3,9,9,1,4,3,3,1,3,6,5,3,4,1,2,0,6,1,1,1,7,1,6,2,1,1,8,6,0,3,6,1,4,1,2,9,9,9,9,0,9,9,9,9,9,9,1,9,0,0,2,2,0,0,6,4,3,4,0,6,2,9,7,9,0,0,0,0,0,1,2, A , g ,5,13,84,99,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag30,Bobo, BOBO. . . ,NA,NA,NA,0,1910,13,-4,0,1,0,2,7,2,3,8,5,9,1,8,9,11,2,9,3,9,1,9,9,9,0,0,0,0,0,3,6,5,4,4,1,0,0,0,6,0,1,3,1,6,1,1,8,1,6,0,0,6,1,5,0,2,3,9,3,3,0,0,9,9,9,0,9,1,9,2,9,3,1,1,2,6,4,6,4,0,5,2,9,7,9,0,0,0,0,0,1,0, A , g ,30,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag38,Builsa, BUILSA. . ,NA,NA,NA,0,1910,11,-2,0,0,0,3,7,1,8,8,6,9,1,8,9,11,2,9,4,9,2,9,9,9,0,0,0,0,4,3,6,6,0,3,1,0,0,0,1,0,1,7,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,1,2,6,4,6,4,0,2,2,9,0,0,0,0,0,0,0,0,0, A , g ,38,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag39,Dagari, DAGARI. . ,NA,NA,NA,0,1910,11,-3,0,0,0,3,7,1,2,8,6,9,1,8,9,11,2,9,4,9,2,9,9,9,8,7,15,9,4,3,6,5,5,4,2,0,0,0,1,2,1,7,1,6,2,1,0,0,6,0,2,6,0,0,0,2,3,0,0,9,0,9,9,0,0,0,9,1,9,1,9,3,2,1,2,3,4,2,4,6,5,2,9,7,9,2,2,9,4,8,0,0, A , g ,39,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag44,Dagomba, DAGOMBA . ,NA,NA,NA,0,1910,9,0,0,0,0,2,8,1,8,4,0,0,0,0,0,0,0,0,4,3,2,9,9,9,8,7,15,9,4,3,6,7,0,3,4,0,0,0,3,4,1,3,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,1,3,5,0,0,0,0,0,2,2,9,4,8,0,0,0,0,0,0,0, A , g ,44,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag33,Dian, DIAN. . . ,NA,NA,NA,0,1920,11,-3,1,0,0,3,6,1,2,7,6,9,1,8,3,1,0,0,6,3,0,0,0,0,1,4,1,1,1,3,6,5,3,0,0,0,0,0,1,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,7,1,2,4,0,6,2,9,7,9,0,0,0,0,0,0,0, A , g ,33,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag3,Dogon, DOGON . . ,4,1,56,0,1930,15,-3,2,0,0,2,6,2,3,8,2,9,1,8,9,11,5,9,3,9,1,9,9,9,8,7,15,9,5,5,6,7,3,4,2,0,0,0,6,0,1,7,1,7,1,1,0,1,0,0,0,4,1,9,1,2,3,0,3,0,0,0,9,9,9,9,9,2,9,2,9,4,2,1,2,6,4,6,4,0,6,2,9,7,9,0,0,0,0,0,1,2, A , g ,3,12,84,99,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag34,Dorosie, DOROSIE . ,NA,NA,NA,0,1930,11,-4,1,0,0,3,6,2,3,8,6,9,1,8,3,1,0,0,1,9,4,3,9,9,1,4,1,1,0,3,6,5,0,3,1,0,0,0,1,0,1,7,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,0,0,7,1,3,1,0,5,2,9,7,9,2,2,9,4,8,0,0, A , g ,34,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag45,Gurma, GURMA . . ,NA,NA,NA,0,1930,12,2,0,1,1,2,6,3,8,7,5,9,1,8,2,6,2,9,4,3,1,9,9,9,8,7,15,9,6,3,6,7,7,4,3,0,0,0,6,0,1,7,2,6,1,1,0,0,6,0,0,0,1,0,1,4,3,0,0,3,0,0,0,9,0,9,9,4,9,2,9,4,2,3,5,0,0,0,0,0,2,2,9,4,8,5,2,9,7,9,0,0, A , g ,45,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag40,Isala, ISALA . . ,NA,NA,NA,0,1910,10,-2,0,1,1,2,5,1,8,8,6,9,1,8,9,11,6,2,4,9,2,9,9,9,8,7,15,9,4,3,6,7,0,4,1,0,0,0,1,0,1,7,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,9,3,2,1,2,6,4,6,4,0,5,2,9,7,9,2,2,9,4,8,0,0, A , g ,40,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag49,Kabre, KABRE . . ,NA,NA,NA,0,1930,10,2,0,1,1,2,6,2,3,5,5,9,1,8,9,11,2,9,3,9,1,9,9,9,8,7,15,9,0,5,6,6,0,3,1,2,0,0,1,2,1,7,1,7,1,1,6,1,6,0,0,0,1,0,0,5,3,9,9,9,0,0,0,9,0,0,9,1,9,1,9,3,1,5,5,6,4,6,4,0,2,2,9,4,8,0,0,0,0,0,1,0, A , g ,49,0,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
