xd_id,xd_name,iso_6933,N_iso_shared,glottocode,DND.TempVsFinal,DND.glottocodeNotes,DND.glottocodeEditor,GlottoMaxParentID,GlottoMaxParentName,GlottoMaxParentLevel,EthnologueLangFam
xd1133,Luiseno,lui,1,luis1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,utoa1244,Uto-Aztecan,family,
xd53,Luimbe,lum,1,luim1238,final,final,1,atla1278,Atlantic-Congo,family,
xd72,Ndembu,lun,1,lund1266,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd411,Luo,luo,1,luok1236,final,final,1,nilo1247,Nilotic,family,
xd708,Kuki,lus,1,lush1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd334,Matakam,maf,1,mafa1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd827,Bikinians,mah,3,rali1241,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd834,Majuro,mah,3,rata1243,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd832,Marshallese,mah,3,rata1243,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd662,Bihari,mai,1,mait1250,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd759,Macassarese,mak,1,maka1311,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd682,Kerala,mal,2,cent1998,TEMP,"final, though may be over-resolved",2,drav1251,Dravidian,family,
xd913,Cholanaickan,mal,2,sout2708,final,final,3,drav1251,Dravidian,family,
xd1324,Mam,mam,1,mamm1241,final,final,1,maya1287,Mayan,family,
xd395,Masai,mas,1,masa1300,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd1304,Mazateco,mau,1,huau1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,otom1299,Otomanguean,family,
xd1357,Maue,mav,1,sate1243,final,final,1,tupi1275,Tupian,family,
xd284,Manprusi,maw,1,mamp1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd738,Manobo,mbb,1,west2555,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1338,Macusi,mbc,1,macu1259,final,final,1,cari1283,Cariban,family,
xd917,Nukak,mbr,1,nuka1242,final,final,1,kaku1242,Kakua-Nukak,family,
xd1342,Yekuana,mch,1,maqu1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cari1283,Cariban,family,
xd383,Masa,mcn,1,masa1322,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd331,Mambila,mcu,1,came1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd342,Mbum,mdd,1,mbum1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd379,Mamvu,mdi,1,mamv1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd339,Mangbetu,mdj,2,nucl1420,TEMP,"final, though may be over-resolved",2,cent2225,Central Sudanic,family,
xd357,Popoi,mdj,2,popo1291,TEMP,"final, though may be over-resolved",2,cent2225,Central Sudanic,family,
xd39,Mbala,mdp,1,mbal1257,final,final,1,atla1278,Atlantic-Congo,family,
xd429,Male,mdy,1,male1284,final,final,1,gong1255,Ta-Ne-Omotic,family,
xd460,Midobi,mei,1,mido1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nubi1251,Nubian,family,
xd799,Mekeo,mek,1,meke1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd230,Mende,men,1,mend1266,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd104,Meru,mer,1,meru1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd786,Motu,meu,1,motu1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd504,Barabish,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd495,Delim,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd496,Kunta,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd487,Regeibat,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd527,Tekna,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd497,Trarza,mey,6,hass1238,final,final,1,afro1255,Afro-Asiatic,family,
xd1243,Menomini,mez,1,meno1252,final,final,1,algi1248,Algic,family,
xd289,Moba,mfq,1,natc1248,final,final,1,atla1278,Atlantic-Congo,family,
xd376,Meban,mfz,1,maba1273,final,final,1,nilo1247,Nilotic,family,
xd364,Moru,mgd,1,moru1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd181,Eidekum,mgo,1,meta1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd660,Magar,mgp,1,east2352,final,final,1,sino1245,Sino-Tibetan,family,
xd70,Mambwe,mgr,1,mamb1296,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd65,Nyasa,mgs,1,matu1257,final,final,1,atla1278,Atlantic-Congo,family,
xd798,Mailu,mgu,1,mail1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mail1249,Mailuan,family,
xd120,Mbugwe,mgz,1,mbug1242,final,final,1,atla1278,Atlantic-Congo,family,
xd363,Madi,mhi,1,madi1260,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd606,Moghol,mhj,1,mogh1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd170,Bali,mhk,1,mung1266,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd752,Balinese,mhp,1,bali1279,final,final,1,aust1307,Austronesian,family,
xd1225,Mandan,mhq,1,mand1446,final,final,1,siou1252,Siouan,family,
xd568,Cheremis,mhr,1,gras1239,final,final,1,ural1272,Uralic,family,
xd1238,Miami,mia,1,miam1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd1058,Micmac,mic,1,mikm1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd1251,Seminole,mik,1,mika1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,musk1252,Muskogean,family,
xd755,Minangkabau,min,1,mina1268,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1325,Miskito,miq,1,misk1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,misu1242,Misumalpan,family,
xd1306,Mixe,mir,1,isth1238,final,final,1,mixe1284,Mixe-Zoque,family,
xd610,Monguor,mjg,1,tuuu1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd641,Man,mji,1,kimm1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,hmon1336,Hmong-Mien,family,
xd905,Hill Pandaran,mjp,1,mala1468,final,final,1,drav1251,Dravidian,family,
xd704,Mikir,mjw,1,karb1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd297,Malinke,mlq,1,west2500,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd866,Ranon,mmg,1,nort2839,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd677,Reddi,mmk,1,mukh1238,final,final,1,drav1251,Dravidian,family,
xd646,Manchu,mnc,1,manc1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd724,Mnong Gar,mng,1,east2333,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd1164,Eastern Mono,mnr,4,mono1275,final,final,1,utoa1244,Uto-Aztecan,family,
xd1122,Monachi,mnr,4,mono1275,final,final,1,utoa1244,Uto-Aztecan,family,
xd993,North Fork Mono,mnr,4,mono1275,final,final,1,utoa1244,Uto-Aztecan,family,
xd1162,Tunava,mnr,4,mono1275,final,final,1,utoa1244,Uto-Aztecan,family,
xd623,Mansi,mns,1,mans1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd877,Rennell,mnv,1,renn1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1048,Montagnais,moe,1,mont1268,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd371,Moro,mor,1,moro1285,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,heib1242,Heiban,family,
xd285,Mossi Ouagadou,mos,1,moss1236,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1328,Motilon,mot,1,bari1297,final,final,1,chib1249,Chibchan,family,
xd1272,Mohave,mov,1,moha1256,final,final,1,coch1271,Cochimi-Yuman,family,
xd851,Molima,mox,1,moli1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd948,Mulluk,mpb,1,mull1237,final,final,1,nort1547,Northern Daly,family,
xd958,Mardudjara,mpj,1,many1256,final,final,1,pama1250,Pama-Nyungan,family,
xd391,Mondari,mqu,1,mand1425,final,final,1,nilo1247,Nilotic,family,
xd909,Mrabri,mra,1,mlab1235,final,final,1,aust1305,Austroasiatic,family,
xd1281,Maricopa,mrc,1,mari1440,final,final,1,coch1271,Cochimi-Yuman,family,
xd710,Lakher,mrh,1,mara1382,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd891,Maori,mri,1,maor1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd825,Nomoians,mrl,1,mort1237,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd892,Marquesans,mrq,1,nort2845,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd332,Margi,mrt,1,marg1265,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd896,Mangarevans,mrv,1,mang1401,final,final,1,aust1307,Austronesian,family,
xd795,Marindamin,mrz,1,nucl1622,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mari1437,Marind,family,
xd720,Muong,mtq,1,muon1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd862,Mota,mtt,1,mota1237,final,final,1,aust1307,Austronesian,family,
xd343,Mundang,mua,1,mund1325,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd347,Musgu,mug,1,musg1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd1252,Creek,mus,1,cree1270,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,musk1252,Muskogean,family,
xd806,Manam,mva,1,wana1266,final,final,1,aust1307,Austronesian,family,
xd1099,Mattole,mvb,1,matt1238,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd615,Chahar,mvf,1,peri1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd642,Miyakans,mvi,1,yaey1239,TEMP,TEMP_iso_level_but_many_to_many,1,japo1237,Japonic,family,
xd603,Kohistani,mvy,1,indu1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd782,Murinbata,mwf,1,murr1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sout2772,Southern Daly,family,
xd351,Sara,mwm,1,sarr1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd82,Iwa,mwn,1,nyam1275,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd937,Kaurareg,mwp,1,kala1378,final,final,1,pama1250,Pama-Nyungan,family,
xd728,Selung,mwt,1,moke1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd756,Mentaweians,mwv,1,ment1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1298,Mixtec,mxa,1,nort2986,final,final,1,otom1299,Otomanguean,family,
xd709,Burmese,mya,1,nucl1310,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd167,Mpongwe,mye,1,myen1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1084,Makah,myh,1,maka1318,final,final,1,waka1280,Wakashan,family,
xd268,Minianka,myk,1,mama1271,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd393,Bodi,mym,1,meen1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,surm1244,Surmic,family,
xd434,Anfillo,myo,1,anfi1235,final,final,1,gong1255,Ta-Ne-Omotic,family,
xd1353,Mundurucu,myu,1,mund1330,final,final,1,tupi1275,Tupian,family,
xd552,Erzia mordva,myv,1,erzy1239,final,final,1,ural1272,Uralic,family,
xd126,Gisu,myx,1,masa1299,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd501,Mzab,mzb,1,tumz1238,final,final,1,afro1255,Afro-Asiatic,family,
xd322,Mumuye,mzm,1,nucl1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd353,Mandja,mzv,1,manz1243,final,final,1,atla1278,Atlantic-Congo,family,
xd1401,Nambicura,nab,1,sout2994,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,namb1299,Nambiquaran,family,
xd859,Lakalai,nak,1,naka1262,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd649,Min Chinese,nan,1,minn1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd532,Neapolitians,nap,1,neap1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd4,Bergdama,naq,2,dama1270,final,final,1,khoe1240,Khoe-Kwadi,family,
xd3,Nama,naq,2,nama1265,final,final,2,khoe1240,Khoe-Kwadi,family,
xd336,Anaguta,nar,1,igut1238,final,final,1,atla1278,Atlantic-Congo,family,
xd828,Nauruans,nau,1,naur1243,final,final,1,aust1307,Austronesian,family,
xd1279,Navaho,nav,1,nava1243,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd975,Jaralde,nay,1,narr1259,final,final,1,pama1250,Pama-Nyungan,family,
xd352,Bwaka,nbm,1,ngba1284,final,final,1,atla1278,Atlantic-Congo,family,
xd856,Lesu,ncf,1,nots1237,final,final,1,aust1307,Austronesian,family,
xd1301,Aztec,nci,1,clas1250,final,final,1,utoa1244,Uto-Aztecan,family,
xd819,Keraki,ncm,1,namb1293,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,more1255,Morehead-Wasur,family,
xd18,Ndau,ndc,1,ndau1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd32,Ndebele,nde,1,nort2795,final,final,1,atla1278,Atlantic-Congo,family,
xd318,Chamba,ndi,1,samb1305,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd5,Mbuti,ndk,1,ndak1241,final,final,1,atla1278,Atlantic-Congo,family,
xd20,Ambo,ndo,1,ndon1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd316,Ndoro,ndr,1,ndoo1241,final,final,1,atla1278,Atlantic-Congo,family,
xd234,Tura,neb,1,tour1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd625,Negidal,neg,1,negi1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd1153,Nez Perce,nez,1,nezp1238,final,final,1,saha1239,Sahaptian,family,
xd355,Ngbandi,ngb,1,nort2774,final,final,1,atla1278,Atlantic-Congo,family,
xd159,Ngombe,ngc,2,binj1250,final,final,3,atla1278,Atlantic-Congo,family,
xd158,Ndoko,ngc,2,doko1244,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd935,/Auni-Khomani,ngh,1,nuuu1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tuuu1241,Tuu,family,
xd479,Ngizim,ngi,1,ngiz1242,final,final,1,afro1255,Afro-Asiatic,family,
xd75,Ngoni,ngo,1,ngon1269,final,final,1,atla1278,Atlantic-Congo,family,
xd122,Ngulu,ngp,1,ngul1246,final,final,1,atla1278,Atlantic-Congo,family,
xd1308,Tlaxdalans,nhn,1,cent2132,final,final,1,utoa1244,Uto-Aztecan,family,
xd7,Naron,nhr,1,naro1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,khoe1240,Khoe-Kwadi,family,
xd620,Nganasan,nio,1,ngan1291,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd412,Nandi,niq,1,nand1266,final,final,1,nilo1247,Nilotic,family,
xd888,Niueans,niu,1,niue1239,final,final,1,aust1307,Austronesian,family,
xd707,Lhota,njh,1,loth1237,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd700,Angami,njm,1,anga1288,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd701,Ao,njo,1,aona1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd976,Mineng,nju,1,ngad1258,final,final,1,pama1250,Pama-Nyungan,family,
xd161,Dzem,njy,1,njye1238,final,final,1,atla1278,Atlantic-Congo,family,
xd272,Kulango,nku,1,boun1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd541,Dutch,nld,1,dutc1256,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd163,Ngumba,nmg,1,kwas1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd934,!Ko,nmn,1,xooo1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tuuu1241,Tuu,family,
xd280,Nunuma,nnw,1,sout2795,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1107,Nomlaki,nol,1,noml1242,final,final,1,wint1258,Wintuan,family,
xd702,Rengama,nre,1,sout2732,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd1063,Naskapi,nsk,1,nask1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd703,Sema,nsm,1,sumi1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd15,Lovedu,nso,2,lobe1242,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd16,Pedi,nso,2,tswe1238,final,final,3,atla1278,Atlantic-Congo,family,
xd1111,Nisenan,nsz,1,nise1244,final,final,1,maid1262,Maiduan,family,
xd965,Ngatatjara,ntj,1,ngaa1240,final,final,1,pama1250,Pama-Nyungan,family,
xd1294,Tepehuan,ntp,1,nort2959,final,final,1,utoa1244,Uto-Aztecan,family,
xd875,Santa Cruz,ntu,1,natu1246,final,final,1,aust1307,Austronesian,family,
xd1070,Nootka,nuk,1,nuuc1236,final,final,1,waka1280,Wakashan,family,
xd242,Nupe,nup,1,nupe1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd406,Nuer,nus,1,nuer1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd944,Nunggubuyu,nuy,1,nung1290,final,final,1,gunw1250,Gunwinyguan,family,
xd863,Tannese,nwi,1,nort2847,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd34,Chewa,nya,2,chew1246,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd64,Nyanja,nya,2,nucl1395,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd101,Giriama,nyf,1,giry1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd374,Nyima,nyi,1,amas1236,final,final,1,nyim1244,Nyimang,family,
xd30,Nyaneka,nyk,1,nyan1305,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd88,Nyamwezi,nym,1,nyam1276,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd115,Nyankole,nyn,1,nyan1307,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd87,Nyoro,nyo,1,nyor1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd83,Ngonde,nyy,2,ngon1268,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd123,Nyakyusa,nyy,2,nyak1261,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd315,Tigon,nza,1,tigo1236,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd43,Teke,nzu,1,teke1279,final,final,1,atla1278,Atlantic-Congo,family,
xd627,Orok,oaa,1,orok1265,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd629,Oroch,oac,1,oroc1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd1049,Northern Saulteaux,ojb,4,alba1270,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1050,Pekangekum,ojb,4,lacs1238,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1229,Ojibwa,ojb,4,lake1257,final,final,3,algi1248,Algic,family,
xd1053,Rainy River,ojb,4,rain1239,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1051,Nipigon,ojc,1,cent2136,final,final,1,algi1248,Algic,family,
xd1055,Eastern Ojibwa,ojg,1,east2542,final,final,1,algi1248,Algic,family,
xd1003,Round Lake Ojibwa,ojs,3,seve1241,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1006,Wegamon Ojibwa,ojs,3,seve1241,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1004,North Albany Ojibwa,ojs,3,wini1244,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd884,Ontong Java,ojv,1,onto1237,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1213,Bungi,ojw,1,west1510,final,final,1,algi1248,Algic,family,
xd1174,Sanpoil,oka,3,sanp1257,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd1001,Okanagan,oka,3,sout2963,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd1147,Sinkaitk,oka,3,sout2963,final,final,3,sali1255,Salishan,family,
xd2,Dorobo,oki,1,okie1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd823,Orokaiva,okv,1,orok1269,final,final,1,nucl1709,Nuclear Trans New Guinea,family,
xd98,Chagga,old,1,uruu1243,final,final,1,atla1278,Atlantic-Congo,family,
xd556,Karelians,olo,1,livv1243,final,final,1,ural1272,Uralic,family,
xd1237,Omaha,oma,2,omah1248,TEMP,"final, though may be over-resolved",2,siou1252,Siouan,family,
xd1232,Ponca,oma,2,ponc1241,TEMP,"final, though may be over-resolved",2,siou1252,Siouan,family,
xd1385,Ona,ona,1,onaa1245,final,final,1,chon1288,Chonan,family,
xd1291,Pima,ood,2,akim1239,TEMP,"final, though may be over-resolved",2,utoa1244,Uto-Aztecan,family,
xd1287,Papago,ood,2,toho1246,TEMP,"final, though may be over-resolved",2,utoa1244,Uto-Aztecan,family,
xd902,Onge,oon,1,onge1236,final,final,1,jara1244,Jarawa-Onge,family,
xd1293,Opata,opt,1,opat1246,final,final,1,utoa1244,Uto-Aztecan,family,
xd915,Orogens,orh,1,oroq1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd817,Elema,oro,1,orok1267,final,final,1,nucl1580,Nuclear Eleman,family,
xd582,Osset,oss,1,osse1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1299,Otomi,ote,1,mezq1235,final,final,1,otom1299,Otomanguean,family,
xd338,Otoro,otr,1,otor1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,heib1242,Heiban,family,
xd1057,Ottawa,otw,1,otta1242,final,final,1,algi1248,Algic,family,
xd931,Sekele,oun,1,oung1238,final,final,1,kxaa1236,Kxa,family,
xd1404,Paressi,pab,1,pare1272,final,final,1,araw1281,Arawakan,family,
xd1200,Bannock,pao,11,bann1248,TEMP,"final, though may be over-resolved",2,utoa1244,Uto-Aztecan,family,
xd1156,Atsakudokwa,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd994,Bear Creek Paiute,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
