xd_id,xd_name,iso_6933,N_iso_shared,glottocode,DND.TempVsFinal,DND.glottocodeNotes,DND.glottocodeEditor,GlottoMaxParentID,GlottoMaxParentName,GlottoMaxParentLevel,EthnologueLangFam
xd111,Vugusu,bxk,1,buku1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd614,Buryat,bxr,1,russ1264,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd57,Buye,byi,1,buyu1239,final,final,1,atla1278,Atlantic-Congo,family,
xd445,Bogo,byn,1,bili1260,final,final,1,afro1255,Afro-Asiatic,family,
xd235,Gbande,bza,1,band1352,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd1321,Bribri,bzd,1,brib1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chib1249,Chibchan,family,
xd264,Nono,bze,1,jena1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd300,Basa,bzw,2,basa1282,final,final,1,atla1278,Atlantic-Congo,family,
xd301,Basakomo,bzw,2,basa1282,final,final,1,atla1278,Atlantic-Congo,family,
xd1319,Chorti,caa,1,chor1273,final,final,1,maya1287,Mayan,family,
xd1323,Black Carib,cab,1,gari1256,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,araw1281,Arawakan,family,
xd1234,Caddo,cad,2,cadd1256,final,final,1,cadd1255,Caddoan,family,
xd1242,Hasinai,cad,2,cadd1256,final,final,1,cadd1255,Caddoan,family,
xd1069,Alkatcho,caf,1,sout2958,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1311,Cakchiquel,cak,1,kaqc1270,final,final,1,maya1287,Mayan,family,
xd830,Carolinians,cal,1,caro1242,final,final,1,aust1307,Austronesian,family,
xd1364,Chacobo,cao,1,chac1251,final,final,1,pano1256,Panoan,family,
xd691,Nicobarese,caq,1,sout2689,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd1329,Carinya,car,3,gali1262,final,"final, couldn't narrow further",3,cari1283,Cariban,family,
xd1346,Barama Carib,car,3,mura1272,final,final,3,cari1283,Cariban,family,
xd1326,Callinago,car,3,tyre1237,final,final,3,cari1283,Cariban,family,
xd1376,Cayapa,cbi,1,chac1249,final,final,1,barb1265,Barbacoan,family,
xd25,Chopi,cce,2,copi1238,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd17,Lenge,cce,2,leng1257,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd319,Daka,ccg,1,samb1311,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd299,Chawai,cch,1,atsa1241,final,final,1,atla1278,Atlantic-Congo,family,
xd697,Chakma,ccp,1,chak1266,final,final,1,indo1319,Indo-European,family,
xd672,Chenchu,cde,1,chen1255,final,final,1,drav1251,Dravidian,family,
xd303,Kamuku,cdr,1,cind1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd997,Chehalis,cea,1,lowe1427,final,final,1,sali1255,Salishan,family,
xd735,Sugbuhanon,ceb,1,cebu1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1393,Chamacoco,ceg,1,cham1315,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,zamu1243,Zamucoan,family,
xd567,Czechs,ces,1,czec1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd80,Chiga,cgg,1,chig1238,final,final,1,atla1278,Atlantic-Congo,family,
xd839,Chamorro,cha,1,cham1312,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1379,Chibcha,chb,1,chib1270,final,final,1,chib1249,Chibchan,family,
xd1258,Catawba,chc,1,cata1286,final,final,1,siou1252,Siouan,family,
xd1300,Tequistlatec,chd,1,high1242,final,final,1,tequ1244,Tequistlatecan,family,
xd583,Chechen,che,1,chec1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nakh1245,Nakh-Daghestanian,family,
xd1078,Chinook,chh,1,chin1286,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chin1490,Chinookan,family,
xd833,Trukese,chk,1,chuu1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1131,Cahuilla,chl,1,cahu1264,final,final,1,utoa1244,Uto-Aztecan,family,
xd1247,Choctaw,cho,1,choc1276,final,final,1,musk1252,Muskogean,family,
xd1046,Chipewyan,chp,1,chip1261,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1254,Cherokee,chr,1,cher1273,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,iroq1247,Iroquoian,family,
xd551,Chuvash,chv,1,chuv1255,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,turk1311,Turkic,family,
xd1224,Cheyenne,chy,1,chey1247,final,final,1,algi1248,Algic,family,
xd1249,Chickasaw,cic,1,chic1270,final,final,1,musk1252,Muskogean,family,
xd1052,Chippewa,ciw,2,minn1250,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd1054,Katikitegon,ciw,2,uppe1274,TEMP,"final, though may be over-resolved",2,algi1248,Algic,family,
xd36,Chokwe,cjk,1,minu1238,final,final,1,atla1278,Atlantic-Congo,family,
xd718,Cham,cjm,1,east2563,final,final,1,aust1307,Austronesian,family,
xd576,Kurd,ckb,1,cent1972,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd631,Chukchee,ckt,1,chuk1273,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chuk1271,Chukotko-Kamchatkan,family,
xd1206,Chilcotin,clc,1,chil1280,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1075,Klallam,clm,1,clal1241,final,final,1,sali1255,Salishan,family,
xd639,Shantung,cmn,1,mand1415,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd1380,Campa,cni,1,asha1243,final,final,1,araw1281,Arawakan,family,
xd1269,Cocopa,coc,1,coco1261,final,final,1,coch1271,Cochimi-Yuman,family,
xd1363,Cocama,cod,1,coca1259,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tupi1275,Tupian,family,
xd1148,Wenatchi,col,1,colu1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sali1255,Salishan,family,
xd1222,Comanche,com,1,coma1245,final,final,1,utoa1244,Uto-Aztecan,family,
xd1073,Comox,coo,2,isla1276,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd1071,Klahuse,coo,2,slia1241,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd296,Coniagui,cou,1,wame1240,final,final,1,atla1278,Atlantic-Congo,family,
xd1146,Coeur d�Alene,crd,1,coeu1236,final,final,1,sali1255,Salishan,family,
xd1047,Eastern Cree,crj,4,sout2978,final,final,1,algi1248,Algic,family,
xd1062,Mistassini Cree,crj,4,sout2978,final,final,1,algi1248,Algic,family,
xd1011,Rupert House Cree,crj,4,sout2978,final,final,1,algi1248,Algic,family,
xd1005,Waswanipi Cree,crj,4,sout2978,final,final,1,algi1248,Algic,family,
xd1218,Plains Cree,crk,1,plai1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd1223,Crow,cro,1,crow1244,final,final,1,siou1252,Siouan,family,
xd1392,Choroti,crq,1,iyow1239,final,final,1,mata1289,Matacoan,family,
xd1035,Carrier,crx,1,carr1249,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1127,Chumash,crz,1,cruz1243,final,final,1,chum1262,Chumashan,family,
xd1295,Chinantec,csa,1,chil1282,final,final,1,otom1299,Otomanguean,family,
xd983,Coast Miwok,csi,1,coas1301,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,miwo1274,Miwok-Costanoan,family,
xd1136,Miwok,csm,1,cent2140,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,miwo1274,Miwok-Costanoan,family,
xd1065,Attawapiskat Cree,csw,1,swam1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd1081,Coos,csz,1,coos1249,final,final,1,coos1248,Coosan,family,
xd1369,Cubeo,cub,1,cube1242,final,final,1,tuca1253,Tucanoan,family,
xd1381,Piro,cuj,1,mash1270,final,final,1,araw1281,Arawakan,family,
xd1132,Cupeno,cup,1,cupe1243,final,final,1,utoa1244,Uto-Aztecan,family,
xd95,Kwere,cwe,1,kwer1261,final,final,1,atla1278,Atlantic-Congo,family,
xd282,Dagomba,dag,1,nanu1239,final,final,1,atla1278,Atlantic-Congo,family,
xd1220,Santee,dak,1,dako1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,siou1252,Siouan,family,
xd679,Maria Gond,daq,1,dand1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd106,Teita,dav,1,tait1250,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd954,Mamu,dbl,2,mamu1253,final,final,1,pama1250,Pama-Nyungan,family,
xd957,Ngatjan,dbl,2,ngad1260,final,final,1,pama1250,Pama-Nyungan,family,
xd266,Dogon,dbw,1,bank1259,final,final,1,dogo1299,Dogon,family,
xd956,Djaru,ddj,1,jaru1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd1255,Delaware,dep,1,pidg1246,final,final,1,amer1257,Amerindian pidgin (Pidgin),family,
xd276,Dagari,dga,1,sout2789,final,final,1,atla1278,Atlantic-Congo,family,
xd906,Agta (Casiguran),dgc,1,casi1235,final,final,1,aust1307,Austronesian,family,
xd1032,Dogrib,dgr,1,dogr1252,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd873,Lifu,dhv,1,dehu1237,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd394,Didinga,did,1,didi1258,final,final,1,surm1244,Surmic,family,
xd779,Dieri,dif,1,dier1241,final,final,1,pama1250,Pama-Nyungan,family,
xd99,Digo,dig,1,digo1243,final,final,1,atla1278,Atlantic-Congo,family,
xd1137,Diegueno,dih,2,ipai1239,TEMP,"final, though may be over-resolved",2,coch1271,Cochimi-Yuman,family,
xd1271,Kamia,dih,2,kimi1238,TEMP,"final, though may be over-resolved",2,coch1271,Cochimi-Yuman,family,
xd386,Dinka,dik,1,sout2832,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd382,Dilling,dil,1,dill1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nubi1251,Nubian,family,
xd431,Dime,dim,1,dime1235,final,final,1,sout2845,South Omotic,family,
xd47,Dzing,diz,1,ding1239,final,final,1,atla1278,Atlantic-Congo,family,
xd940,Mirrngadja,djb,1,djin1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd470,Zerma,dje,1,kaad1238,final,final,1,song1307,Songhay,family,
xd1344,Djuka,djk,1,ndyu1242,final,final,1,indo1319,Indo-European,family,
xd237,Ngere,dnj,2,dann1241,final,"final, couldn't narrow further",3,mand1469,Mande,family,
xd231,Dan,dnj,2,gwee1242,final,final,3,mand1469,Mande,family,
xd816,Dani,dnt,1,midg1235,final,final,1,nucl1709,Nuclear Trans New Guinea,family,
xd857,Dobuans,dob,1,dobu1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd271,Dorosie,dos,1,dogo1295,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd344,Namshi,dow,1,doya1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd450,Dorse,doz,1,dorz1235,final,final,1,gong1255,Ta-Ne-Omotic,family,
xd302,Dakakari,dri,1,clel1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd973,Barkindji,drl,1,darl1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd421,Darasa,drs,1,gede1246,final,final,1,afro1255,Afro-Asiatic,family,
xd427,Galab,dsh,1,daas1238,final,final,1,afro1255,Afro-Asiatic,family,
xd612,Dagur,dta,1,daur1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd754,Dusun,dtp,1,cent2100,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd130,Duala,dua,1,dual1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd100,Duruma,dug,1,duru1249,final,final,1,atla1278,Atlantic-Congo,family,
xd777,Murngin,duj,1,dhuw1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd270,Dian,dya,1,zang1250,final,final,1,atla1278,Atlantic-Congo,family,
xd254,Diola,dyo,1,jola1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd263,Diula,dyu,1,dyul1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd492,Daza,dzg,1,daza1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,saha1256,Saharan,family,
xd927,Efe,efe,1,efee1239,final,final,1,cent2225,Central Sudanic,family,
xd196,Efik,efi,1,efik1245,final,final,1,atla1278,Atlantic-Congo,family,
xd785,Kapauku,ekg,1,ekar1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd534,Greeks,ell,1,mode1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1320,Choco,emp,1,nort2972,final,final,1,choc1280,Chocoan,family,
xd1027,Chugach,ems,1,paci1278,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,eski1264,Eskimo-Aleut,family,
xd536,New England,eng,2,indi1255,final,final,3,indo1319,Indo-European,family,
xd538,Tristan da Cunha,eng,2,stan1293,final,"final, couldn't narrow further",3,indo1319,Indo-European,family,
xd821,Enga,enq,1,enga1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd865,Eromangans,erg,1,siee1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1029,Nunamiut,esi,4,anak1241,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1036,Tareumiut,esi,4,nort2944,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1021,Point Hope Inuit,esi,4,poin1245,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1020,Sivokamiut Inuit,esi,4,poin1245,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1015,Kobuk Inuit,esk,3,kobu1239,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1018,Noatak Inuit,esk,3,kobu1239,final,final,3,eski1264,Eskimo-Aleut,family,
xd1016,Kotzebue Sound Inuit,esk,3,kotz1238,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1028,Sivokakmeit,ess,2,aiwa1238,final,final,3,eski1264,Eskimo-Aleut,family,
xd622,Ungazikmit,ess,2,chap1266,final,final,3,eski1264,Eskimo-Aleut,family,
xd553,Estonians,est,1,esto1258,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd1000,Kuskowagmut,esu,3,kusk1241,final,final,1,eski1264,Eskimo-Aleut,family,
xd1014,Norton Sound Inuit,esu,3,kusk1241,final,final,1,eski1264,Eskimo-Aleut,family,
xd1064,Nunivak,esu,3,kusk1241,final,final,1,eski1264,Eskimo-Aleut,family,
xd204,Kukuruku,ets,1,yekh1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd195,Ekoi,etu,1,ejag1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd624,Evenk,evn,1,even1259,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd215,Ewe,ewe,2,aguu1242,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd274,Awuna,ewe,2,awun1244,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd1102,Eyak,eya,1,eyak1241,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd401,Keyu,eyo,1,keiy1238,final,final,1,nilo1247,Nilotic,family,
xd149,Fang,fan,1,fang1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd867,Mbau Fijians,fij,2,bauu1243,final,final,3,aust1307,Austronesian,family,
xd874,Vanua Levu,fij,2,nort2843,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd86,Fipa,fip,1,fipa1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1144,Flathead,fla,2,kali1309,final,final,3,sali1255,Salishan,family,
xd1145,Kalispel,fla,2,kali1309,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd340,Fali,fll,1,nort2770,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd947,Walmbaria,fln,1,flin1247,final,final,1,pama1250,Pama-Nyungan,family,
xd171,Bamileke,fmp,1,fefe1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd792,Kutubu,foi,1,foii1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,east2499,East Kutubu,family,
xd186,Fon,fon,1,fonn1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd809,Fore,for,1,fore1270,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd540,French Canadians,fra,1,stan1290,final,final,1,indo1319,Indo-European,family,
xd471,Djafun,fub,1,adam1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd473,Tukulor,fuc,1,pula1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd887,Futunans,fud,1,east2447,final,final,1,aust1307,Austronesian,family,
xd294,Futajalonke,fuf,1,pula1262,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd472,Liptako,fuh,1,west2454,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd348,Nyaro,fuj,1,kooo1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,heib1242,Heiban,family,
xd485,Bororo Fulani,fuv,2,boro1274,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd474,Wodaabe Fulani,fuv,2,boro1274,final,final,3,atla1278,Atlantic-Congo,family,
xd802,Mafulu,fuy,1,fuyu1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,goil1242,Goilalan,family,
xd466,Fur,fvr,1,furr1244,final,final,1,fura1235,Furan,family,
xd223,Ga,gaa,1,gaaa1244,final,final,1,atla1278,Atlantic-Congo,family,
xd554,Gagauz,gag,1,gaga1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,turk1311,Turkic,family,
xd417,Arusi,gax,1,bora1271,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd419,Macha,gaz,1,west2721,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd953,Karadjeri,gbd,1,kara1476,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd206,Gbari,gby,1,gbar1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd327,Gude,gde,1,gude1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd232,Gagu,ggu,1,gagu1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd950,Lungga,gia,1,kitj1240,final,final,1,jarr1235,Jarrakan,family,
xd829,Makin,gil,2,bana1287,final,final,3,aust1307,Austronesian,family,
xd838,Gilbert Onotoa,gil,2,nuii1237,final,final,3,aust1307,Austronesian,family,
xd998,Gitksan,git,1,gitx1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tsim1258,Tsimshian,family,
xd345,Gisiga,giz,1,sout3051,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd637,Goldi,gld,1,nana1257,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tung1282,Tungusic,family,
xd543,Irish,gle,1,iris1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd509,Guanche,gnc,1,guan1277,final,final,1,afro1255,Afro-Asiatic,family,
xd676,Muria Gond,gno,1,nort2702,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd233,Guro,goa,1,guro1248,final,final,1,mand1469,Mande,family,
xd92,Gogo,gog,1,gogo1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd236,Gola,gol,1,gola1255,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd457,Goroa,gow,1,goro1270,final,final,1,afro1255,Afro-Asiatic,family,
xd333,Gure,grh,1,gbir1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd853,Kaoka,gri,1,ghar1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd696,Garo,grt,1,garo1247,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd1331,Goajiro,guc,1,wayu1243,final,final,1,araw1281,Arawakan,family,
xd1347,Guahibo,guh,1,guah1255,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,guah1252,Guahibo,family,
xd1394,Chiriguano,gui,1,east2555,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tupi1275,Tupian,family,
xd671,Gujarati,guj,1,guja1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1408,Cayua,gun,1,mbya1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,tupi1275,Tupian,family,
xd939,Gunwinggu,gup,1,gunw1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,gunw1250,Gunwinyguan,family,
xd920,Guayaki (Ache),guq,1,ache1246,final,final,1,tupi1275,Tupian,family,
xd247,Nankanse,gur,2,nank1249,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd277,Tallensi,gur,2,taln1239,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd1361,Yanomamo,guu,1,yano1261,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,yano1260,Yanomam,family,
xd283,Gurma,gux,1,gour1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd79,Gusii,guz,1,gusi1247,final,final,1,atla1278,Atlantic-Congo,family,
xd946,Kuku (Yalanji),gvn,1,kuku1273,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd1037,Kutchin,gwi,1,gwic1235,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd932,G/wi,gwj,1,khut1242,final,final,1,khoe1240,Khoe-Kwadi,family,
xd381,Baya,gya,1,nort2775,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd952,Kaiadilt,gyd,1,kaya1319,final,final,1,tang1340,Tangkic,family,
xd1314,Guaymi,gym,1,ngab1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chib1249,Chibchan,family,
xd1008,Han,haa,1,hann1241,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd132,Ha,haq,1,haaa1252,final,final,1,atla1278,Atlantic-Congo,family,
xd1105,Haisla,has,1,kiti1241,final,final,1,waka1280,Wakashan,family,
xd1334,Haitians,hat,1,hait1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd476,Zazzagawa Hausa,hau,4,araw1280,final,final,3,afro1255,Afro-Asiatic,family,
xd486,Hausa Kanawa,hau,4,haus1257,TEMP,TEMP_iso_level_but_many_to_many,1,afro1255,Afro-Asiatic,family,
xd475,Tazarawa,hau,4,haus1257,final,"final, couldn't narrow further",3,afro1255,Afro-Asiatic,family,
xd458,Maguzawa,hau,4,kano1249,final,final,3,afro1255,Afro-Asiatic,family,
xd895,Hawaiians,haw,1,hawa1245,final,final,1,aust1307,Austronesian,family,
xd112,Haya,hay,1,haya1250,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd602,Hazara,haz,1,haza1239,final,final,1,indo1319,Indo-European,family,
xd1288,Huichol,hch,1,huic1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,utoa1244,Uto-Aztecan,family,
xd1068,Haida,hdn,1,nort2938,final,final,1,haid1248,Haida,family,
xd647,Miao,hea,1,nort2747,final,final,1,hmon1336,Hmong-Mien,family,
xd589,Hebrews,heb,1,hebr1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd125,Hehe,heh,1,hehe1240,final,final,1,atla1278,Atlantic-Congo,family,
