ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
mpr,Vangunu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
drr,Dororo,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ghn,Ghanongga,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
gli,Guliguli,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
hoa,Hoava,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ksg,Kusaghe,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
kzk,Kazukuru,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lga,Lungga,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
nke,Duke,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
rug,Roviana,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
sbb,Simbo,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
uge,Ughele,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
bjp,Fanamaket,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
gfk,Patpatar,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
hrc,Niwer Mil,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
hrw,Warwar Feni,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
koa,Konomala,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
kqw,Kandas,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ksd,Kuanua,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lbb,Label,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
rai,Ramoaaina,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
sgz,Sursurunga,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
sjr,Siar-Lak,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
bcm,Bannoni,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Piva-Banoni",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
tgi,Lawunuia,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Piva-Banoni",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
blp,Blablanga,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
jaj,Zazao,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
kkk,Kokota,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
gga,Gao,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
mrn,Cheke Holo,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
kji,Zabana,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lgb,Laghu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, West",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lih,Lihir,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tabar",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ncf,Notsi,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tabar",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
tqp,Tomoip,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tomoip",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
bnp,Bola,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
bjl,Bulu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
mxm,Meramera,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
nak,Nakanai,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, Willaumez",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
gve,Duwet,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
laz,Aribwatsa,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
msu,Musom,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
srf,Nafi,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ylu,Aribwaung,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lbu,Labu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Labu",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
lbq,Wampar,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Wampar",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
adz,Adzera,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
hob,Mari,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
waz,Wampur,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
zsa,Sarasira,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
zsu,Sukurum,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
mpl,"Watut, Middle",Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
mcy,"Watut, South",Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
una,"Watut, North",Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
buk,Bugawac,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, North",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
jae,Yabem,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, North",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
kcl,Kala,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, North",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
sij,Numbami,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Numbami",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
bzh,"Buang, Mapos",Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
mmo,"Buang, Mangga",Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
pix,Piu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
tbx,Kapin,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
val,Vehes,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
dac,Dambi,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
goc,Gorakor,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ksl,Kumalu,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ptp,Patep,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
zeg,Zenag,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
hot,Hote,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Hote",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
ymp,Yamap,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Hote",Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,,,
