ID,Society_name_EA,EA_ID corresponding to Ember concordance database,HRAF_ID (OWC),eHRAF Name,# in SCCS (same time/place focus)?,# in SCCS (different time/place focus),SCCS Name,StdLng_ID_Claire_Bowern_Aus_database,Name_Claire_Bowern_Aus_database,Binford_ID,Name_Binford,Notes_EA_Binford_match,,,,,
Ai42,Tullishi,Ai42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag14,Baga,Ag14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag15,Balante,Ag15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag16,Banyune,Ag16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag21,Bassari,Ag21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag17,Biafada,Ag17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag18,Bijogo,Ag18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab10,Pondo,Ab10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag8,Coniagui,Ag08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag19,Diola,Ag19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac21,Bunda,Ac21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac29,Luwa,Ac29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af55,Gola,Af55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af2,Kissi,Af02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac31,Buye,Ac31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag20,Pepel,Ag20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ag22,Serer,Ag22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af14,Sherbro,Af14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af57,Temne,Af57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Cb23,Tukulor,Cb23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Cb24,Wodaabe Fulani,Cb24,NA,NA,25,NA,Fulani,NA,NA,NA,NA,NA,,,,,
Cb2,Wolof,Cb02,MS30,Wolof,21,NA,Wolof,NA,NA,NA,NA,NA,,,,,
Ae1,Amba,Ae01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab19,Ambo,Ab19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah9,Anaguta,Ah09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae7,Babwa,Ae07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae48,Bafia,Ae48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad1,Bajun,Ad01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae49,Bali,Ae49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad41,Vugusu,Ad41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae50,Bamum,Ae50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae51,Banen,Ae51,NA,NA,15,NA,Banen or Banyin,NA,NA,NA,NA,NA,,,,,
Af16,Banyang,Af16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah11,Basa,Ah11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah12,Basakomo,Ah12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae13,Bashi,Ae13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac3,Bemba,Ac03,FQ05,Bemba,7,NA,Bemba or Awemba,NA,NA,NA,NA,NA,,,,,
Ad11,Bena,Ad11,FN31,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad18,Bende,Ad18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae30,Bira,Ae30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah17,Birom,Ah17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af17,Boki,Af17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae36,Bombesa,Ae36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah18,Borrom,Ah18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae44,Bubi,Ae44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae37,Budja,Ae37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae31,Budu,Ae31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae19,Yeke,Ae19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae2,Kpe,Ae02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad3,Chagga,Ad03,FN04,Chagga,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah10,Chawai,Ah10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac10,Chewa,Ac10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad13,Chiga,Ad13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac12,Chokwe,Ac12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah13,Dakakari,Ah13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad30,Digo,Ad30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae12,Duala,Ae12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad31,Duruma,Ad31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae40,Dzem,Ae40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac22,Dzing,Ac22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af19,Efik,Af19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae35,Rumbi,Ae35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af18,Ekoi,Af18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae20,Ekonda,Ae20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae3,Fang,Ae03,FH09,Fang,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad19,Fipa,Ad19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae52,Fungom,Ae52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae38,Ndoko,Ae38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad7,Ganda,Ad07,FK07,Ganda,12,NA,Ganda or Baganda,NA,NA,NA,NA,NA,,,,,
Ad32,Giriama,Ad32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad9,Gisu,Ad09,FK13,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad24,Gogo,Ad24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Id13,Groote Eylandt,Id13,NA,NA,NA,NA,NA,NA,NA,B97,Groote Eylandt,NA,,,,,
Ah6,Gure,Ah06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad12,Gusii,Ad12,FL08,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae14,Ha,Ae14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad29,Hadimu,Ad29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad42,Haya,Ad42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad8,Hehe,Ad08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab1,Herero,Ab01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae15,Hunde,Ae15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af20,Ibibio,Af20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac1,Ila,Ac01,FQ06,Ila,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad15,Iwa,Ad15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah23,Jibu,Ah23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah2,Jukun,Ah02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah19,Kadara,Ah19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah20,Kagoro,Ah20,FF38,Katab,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad50,Kaguru,Ad50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad34,Kamba,Ad34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah14,Kamuku,Ah14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac32,Kaonde,Ac32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad38,Kara,Ad38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah1,Katab,Ah01,FF38,Katab,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae21,Kela,Ae21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah24,Kentu,Ah24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad43,Kerewe,Ad43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad4,Kikuyu,Ad04,FL10,Kikuyu,11,NA,Kikuyu or Aikikuyu,NA,NA,NA,NA,NA,,,,,
Ab21a,Kisama,Ab21a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae53,Koko,Ae53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae54,Kom,Ae54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac14,Kongo,Ac14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad44,Konjo,Ad44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae41,Kota,Ae41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae5,Bamileke,Ae05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac4,Kuba,Ac04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae32,Kumu,Ae32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac37,Kunda,Ac37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae45,Kundu,Ae45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah21,Kurama,Ah21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae22,Kutshu,Ae22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad27,Kwere,Ad27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac13,Lake Tonga,Ac13,FR07,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac33,Lala,Ac33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae23,Lalia,Ae23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac5,Lamba,Ac05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac23,Lele,Ac23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab16,Lenge,Ab16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae27,Lokele,Ae27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab14,Lovedu,Ab14,FX14,Lovedu,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab3,Lozi,Ab03,FQ09,Lozi,4,NA,Lozi,NA,NA,NA,NA,NA,,,,,
Ac34,Luapula,Ac34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae6,Luba,Ae06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac27,Luchazi,Ac27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad14,Luguru,Ad14,NA,NA,10,NA,Luguru or Waluguru,NA,NA,NA,NA,NA,,,,,
Ac28,Luimbe,Ac28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae16,Lulua,Ae16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac11,Luvale,Ac11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae59,Eidekum,Ae59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac41,Makonde,Ac41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac42,Makua,Ac42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah4,Mambila,Ah04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac15,Mbala,Ac15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad5,Mbugwe,Ad05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab5,Mbundu,Ab05,FP13,Mbundu,NA,5,Mbundu or Ovimbundu,NA,NA,NA,NA,NA,,,,,
Aa5,Mbuti,Aa05,F004,Pygmies,13,NA,Mbuti or Bambuti,NA,NA,B65,Mbuti,NA,,,,,
Ad35,Meru,Ad35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae24,Mongo,Ae24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae46,Mpongwe,Ae46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae33,Ndaka Babali,Ae33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab17,Ndau,Ab17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab9,Ndebele,Ab09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac6,Ndembu,Ac06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae55,Ndob,Ae55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae9,Fut,Ae09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah26,Ndoro,Ah26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae28,Ngala,Ae28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae39,Ngombe,Ae39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad16,Ngonde,Ad16,FN17,Ngonde,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac9,Ngoni,Ac09,FR05,Ngoni,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad51,Ngulu,Ad51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae42,Ngumba,Ae42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab20,Ngumbi,Ab20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae4,Nkundo,Ae04,F032,Mongo,14,NA,Nkundo Mongo,NA,NA,NA,NA,NA,,,,,
Ae56,Nsaw,Ae56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae57,Nsungli,Ae57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad6,Nyakyusa,Ad06,FN17,Ngonde,8,NA,Nyakyusa,NA,NA,NA,NA,NA,,,,,
Ad20,Nyamwezi,Ad20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab7,Nyaneka,Ab07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac38,Nyanja,Ac38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad45,Nyankole,Ad45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac39,Nyasa,Ac39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad2,Nyoro,Ad02,FK11,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad36,Pare,Ad36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab15,Pedi,Ab15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac2,Pende,Ac02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad21,Pimbwe,Ad21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae34,Plains Bira,Ae34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac30,Plateau Tonga,Ac30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad33,Pokomo,Ad33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Af4,Yako,Af04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae29,Poto,Ae29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae47,Puku,Ae47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad25,Rangi,Ad25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae17,Rega,Ae17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ah15,Reshe,Ah15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae10,Ruanda,Ae10,F042,Rundi,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae8,Rundi,Ae08,F042,Rundi,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad17,Safwa,Ad17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac24,Sakata,Ac24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ae43,Sanga,Ae43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad23,Sangu,Ad23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac40,Sena,Ac40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ad10,Shambala,Ad10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac35,Shila,Ac35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ac16,Shogo,Ac16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
Ab18,Shona,Ab18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
