taxon,glottocode,xd_ids,soc_ids
dama1270,dama1270,xd4,Aa4
gwii1239,gwii1239,xd932,B74
haio1238,haio1238,xd930,B68
kuaa1238,kuaa1238,xd933,B75
kxoe1243,kxoe1243,xd929,B67
nama1265,nama1265,xd3,"Aa3, SCCS1"
naro1249,naro1249,xd7,"B73, Aa7"
