taxon,glottocode,xd_ids,soc_ids
arik1262,arik1262,xd1209,Ne10
cadd1256,cadd1256,"xd1234, xd1242","Nf14, Nf8"
pawn1254,pawn1254,xd1240,"Nf6, SCCS142"
wich1260,wich1260,xd1239,Nf5
